Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC
EV129,1/4/2021,,90.80607513,0.7302777777777778,2.73,3.460277777777778,91.3275,47.6575,,106.8475434,52.0,,,91.335,47.5425
EV129,1/5/2021,,90.92830034,1.198611111111111,3.3194444444444446,4.518055555555556,92.6575,49.595,,107.8105075,55.0,,,93.6575,49.595
EV129,1/6/2021,,90.50121296,1.1777777777777778,3.3019444444444446,4.479722222222223,93.6775,51.6075,,102.2466701,59.0,,,93.6875,51.6075
EV129,1/7/2021,,92.89039389,1.6588888888888889,4.1530555555555555,5.811944444444444,93.9,50.7025,,105.1780182,58.0,,,93.945,50.7025
EV129,1/8/2021,,90.85215205,1.1472222222222221,3.536111111111111,4.683333333333334,92.8525,51.69,,100.3504257,58.0,,,92.895,51.69
EV129,1/11/2021,,90.91772166,0.9538888888888889,3.1927777777777777,4.1466666666666665,90.7525,46.855,,106.6597616,53.0,,,90.7525,46.565
EV129,1/12/2021,,92.89078225,1.2033333333333334,3.4116666666666666,4.615,92.955,48.08,,109.265057,55.0,,,92.9925,48.08
EV129,1/13/2021,,90.52647908,1.193888888888889,3.336388888888889,4.530277777777778,92.775,50.4575,,104.3637985,60.0,,,92.775,49.9925
EV129,1/14/2021,,100.5302663,1.393888888888889,4.012222222222222,5.4061111111111115,92.2725,42.23,,119.8464555,67.0,,,92.31,41.93
EV129,1/15/2021,,90.3955691,1.3763888888888889,4.021388888888889,5.397777777777778,93.3225,51.3875,,103.267388,69.0,,,93.3225,51.3125
EV129,1/18/2021,,90.4079655,1.0702777777777779,3.410277777777778,4.480555555555556,90.99,48.1675,,104.8482807,62.0,,,90.9975,48.1675
EV129,1/19/2021,,90.52314231,0.6930555555555555,2.7641666666666667,3.457222222222222,92.6075,46.0925,,113.8511574,52.0,,,92.6075,46.0925
EV129,1/20/2021,,93.00772689,1.0002777777777778,3.283333333333333,4.283611111111111,92.9375,48.425,,109.3014002,54.0,,,92.94,48.425
