Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Average Speed
EV083,6/8/2019 0:00,,,,,,,,,,,,,
EV083,6/9/2019 0:00,,,,,,,,,,,,,
EV083,6/10/2019 0:00,,0.62138,0.302798333,0.049343611,,,,0.43202,0.41009,,,,
EV083,6/11/2019 0:00,,,0.032732778,0.001305833,,,,0.02605,0.02473,,,,
EV083,6/12/2019 0:00,,3.72828,0.117563611,0.167816667,,,,5.51485,5.23573,,,,13.40709238
EV083,6/13/2019 0:00,,2.48552,0.211831667,0.186536111,,,,4.69472,4.45483,,,,
EV083,6/14/2019 0:00,,40.3897,1.124613611,1.940592222,,,,64.77594,61.47393,,,,16.06220455
EV083,6/15/2019 0:00,,,,,,,,,,,,,
EV083,6/16/2019 0:00,,,,,,,,,,,,,
EV083,6/17/2019 0:00,,13.04898,0.400176111,0.417063611,,,,13.75268,16.09034,,,,26.71047158
EV083,6/18/2019 0:00,,,,,,,,,,,,,
EV083,6/19/2019 0:00,,43.4966,0.727205278,1.978391111,,,,53.81323,62.95828,,,,19.99560636
EV083,6/20/2019 0:00,,45.36074,0.776179167,2.064274444,,,,51.84727,60.65741,,,,18.57462949
EV083,6/21/2019 0:00,,43.4966,0.723911111,2.135110556,,,,46.39971,57.92643,,,,18.75532388
EV083,6/22/2019 0:00,,,,,,,,,,,,,
EV083,6/23/2019 0:00,,,,,,,,,,,,,
EV083,6/24/2019 0:00,,56.54558,0.7189875,2.495166667,,,,53.99094,72.07016,,,,20.53296879
EV083,6/25/2019 0:00,,98.17804,1.451426389,2.092752222,,,,42.52328,59.12814,,,,18.32318908
EV083,6/26/2019 0:00,,44.73936,0.817165833,2.058184167,,,,42.13104,57.95795,,,,18.31639795
EV083,6/27/2019 0:00,,48.46764,0.767007222,2.173845278,,,,51.65031,60.55856,,,,18.89506264
EV083,6/28/2019 0:00,,55.30282,0.954525278,2.6176175,,,,51.69711,71.27034,,,,18.1433475
EV083,6/29/2019 0:00,,,,,,,,,,,,,
EV083,6/30/2019 0:00,,,,,,,,,,,,,
EV083,7/1/2019 0:00,,50.95316,0.710118889,2.153159167,,,,48.28799,66.58851,,,,20.04754801
EV083,7/2/2019 0:00,,43.4966,0.8813525,2.105190833,,,,42.66388,58.83528,,,,18.41358732
EV083,7/3/2019 0:00,,50.95316,0.882730278,2.505842222,,,,50.35205,69.16453,,,,18.83663897
EV083,7/4/2019 0:00,,,,,,,,,,,,,
EV083,7/5/2019 0:00,,48.46764,0.750908889,2.120793333,,,,52.26756,63.73935,,,,19.77389228
EV083,7/6/2019 0:00,,,,,,,,,,,,,
EV083,7/7/2019 0:00,,,,,,,,,,,,,
EV083,7/8/2019 0:00,,60.89524,0.786195556,2.572151111,,,,58.12688,79.86179,,,,21.54872874
EV083,7/9/2019 0:00,,44.11798,0.798995556,2.087739444,,,,44.76188,61.48899,,,,19.19833208
EV083,7/10/2019 0:00,,43.4966,0.772819444,2.097995556,,,,44.25975,60.39059,,,,18.89715616
EV083,7/11/2019 0:00,,45.98212,0.838428889,2.013979167,,,,56.25869,62.59674,,,,18.55883957
EV083,7/12/2019 0:00,,43.4966,0.743124444,1.963031389,,,,43.65569,60.07284,,,,18.62440135
EV083,7/13/2019 0:00,,,,,,,,,,,,,
EV083,7/14/2019 0:00,,,,,,,,,,,,,
EV083,7/15/2019 0:00,,,,,,,,,,,,,
EV083,7/16/2019 0:00,,48.46764,0.766159722,2.107044167,,,,47.66092,63.61762,,,,19.76508388
EV083,7/17/2019 0:00,,50.33178,0.920141389,2.202735278,,,,49.8525,66.51194,,,,19.50708273
EV083,7/18/2019 0:00,,47.84626,0.741572778,2.116594722,,,,48.16119,64.26331,,,,19.34631252
EV083,7/19/2019 0:00,,45.36074,0.884611111,2.099507222,,,,47.00489,62.73788,,,,18.81730902
EV083,7/20/2019 0:00,,,,,,,,,,,,,
EV083,7/21/2019 0:00,,,,,,,,,,,,,
EV083,7/22/2019 0:00,,57.78834,0.769997222,2.497164722,,,,64.16985,84.62814,,,,20.74193081
EV083,7/23/2019 0:00,,44.11798,0.858894444,1.9231975,,,,46.87097,59.11083,,,,18.82058575
EV083,7/24/2019 0:00,,49.7104,0.677415278,2.1603575,,,,56.98491,69.53945,,,,20.99413126
EV083,7/25/2019 0:00,,47.22488,0.691529167,2.039124444,,,,47.97454,63.16338,,,,20.20238655
EV083,7/26/2019 0:00,,44.73936,0.634958333,1.992068611,,,,48.42743,63.76121,,,,20.00182751
EV083,7/27/2019 0:00,,,,,,,,,,,,,
EV083,7/28/2019 0:00,,,,,,,,,,,,,
EV083,7/29/2019 0:00,,60.89524,0.783657222,2.629742778,,,,65.69051,85.21139,,,,21.05895581
EV083,7/30/2019 0:00,,43.4966,0.810915,1.858499167,,,,45.4653,58.83383,,,,20.68483861
EV083,7/31/2019 0:00,,45.98212,0.897978056,2.192535,,,,51.82793,63.06909,,,,17.72128577
EV083,8/1/2019 0:00,,47.22488,0.879831389,2.073518889,,,,46.10788,61.5538,,,,18.50204304
EV083,8/2/2019 0:00,,44.73936,0.834071667,2.224069444,,,,51.52713,63.00021,,,,17.68840427
EV083,8/3/2019 0:00,,,,,,,,,,,,,
EV083,8/4/2019 0:00,,,,,,,,,,,,,
EV083,8/5/2019 0:00,,59.0311,0.775483333,2.673126389,,,,59.29665,79.51664,,,,20.14833676
EV083,8/6/2019 0:00,,44.73936,0.772848611,2.080506111,,,,45.00412,60.27719,,,,18.8476887
EV083,8/7/2019 0:00,,45.36074,0.768958056,1.997365833,,,,55.04941,60.27572,,,,18.56552583
EV083,8/8/2019 0:00,,43.4966,0.875899167,2.053784722,,,,43.05259,58.07504,,,,18.48411409
EV083,8/9/2019 0:00,,45.36074,0.752131944,2.060535278,,,,44.06074,59.71916,,,,19.48282301
EV083,8/10/2019 0:00,,,,,,,,,,,,,
EV083,8/11/2019 0:00,,,,,,,,,,,,,
EV083,8/12/2019 0:00,,54.06006,0.784806667,2.415578056,,,,50.89955,69.97776,,,,20.10646629
EV083,8/13/2019 0:00,,45.98212,0.773471944,1.986248889,,,,44.84804,61.6556,,,,18.85716516
EV083,8/14/2019 0:00,,45.98212,0.714683611,2.107848889,,,,46.66075,64.42816,,,,20.01104824
EV083,8/15/2019 0:00,,61.51662,0.814565833,2.489079444,,,,56.92117,78.23323,,,,21.51055614
EV083,8/16/2019 0:00,,44.73936,0.939476111,2.222303333,,,,48.25979,66.15679,,,,17.66420651
EV083,8/17/2019 0:00,,,,,,,,,,,,,
EV083,8/18/2019 0:00,,,,,,,,,,,,,
EV083,8/19/2019 0:00,,58.40972,0.860105278,2.529173333,,,,57.93703,78.28074,,,,20.90537365
EV083,8/20/2019 0:00,,26.09796,0.495711111,1.2351875,,,,25.60171,34.41276,,,,18.22902601
EV083,8/21/2019 0:00,,,0.051256667,0.021359167,,,,0.0836,0.11213,,,,
EV083,8/22/2019 0:00,,,,,,,,,,,,,
EV083,8/23/2019 0:00,,,,,,,,,,,,,
EV083,8/24/2019 0:00,,,,,,,,,,,,,
EV083,8/25/2019 0:00,,,,,,,,,,,,,
EV083,8/26/2019 0:00,,59.65248,0.758321667,2.538480833,,,,60.75326,80.90567,,,,20.35910256
EV083,8/27/2019 0:00,,45.98212,0.775024444,2.135658333,,,,50.21829,66.87518,,,,18.69932624
EV083,8/28/2019 0:00,,46.6035,0.784085833,2.135980833,,,,50.86697,67.78171,,,,19.07858136
EV083,8/29/2019 0:00,,43.4966,0.786635833,2.056019167,,,,46.79724,62.15455,,,,19.11914339
EV083,8/30/2019 0:00,,47.22488,0.814258333,2.272030278,,,,45.68363,60.9979,,,,17.9708376
EV083,8/31/2019 0:00,,,,,,,,,,,,,
EV083,9/1/2019 0:00,,,,,,,,,,,,,
EV083,9/2/2019 0:00,,,,,,,,,,,,,
EV083,9/3/2019 0:00,,46.6035,0.802321667,1.948852222,,,,57.0293,70.76319,,,,19.87535768
EV083,9/4/2019 0:00,,51.57454,2.071091389,2.577036111,,,,48.33984,64.95432,,,,16.22340253
EV083,9/5/2019 0:00,,46.6035,1.150852222,2.182681389,,,,65.43259,70.52189,,,,17.39634746
EV083,9/6/2019 0:00,,51.57454,1.462185,2.418241111,,,,45.87455,61.62225,,,,16.50124258
EV083,9/7/2019 0:00,,,,,,,,,,,,,
EV083,9/8/2019 0:00,,,,,,,,,,,,,
EV083,9/9/2019 0:00,,45.36074,0.615938056,1.882870556,,,,47.14414,62.90816,,,,20.81187794
EV083,9/10/2019 0:00,,45.36074,0.780666389,2.168329444,,,,46.36133,61.53812,,,,18.13222447
EV083,9/11/2019 0:00,,50.95316,0.758605556,2.209172778,,,,52.59611,69.81531,,,,20.08055309
EV083,9/12/2019 0:00,,55.30282,0.760794722,2.434415278,,,,58.479,77.18105,,,,20.92829501
EV083,9/13/2019 0:00,,14.91312,0.186730556,0.638393611,,,,14.73737,19.55526,,,,20.39569805
EV083,9/14/2019 0:00,,,,,,,,,,,,,
EV083,9/15/2019 0:00,,,,,,,,,,,,,
EV083,9/16/2019 0:00,,,,,,,,,,,,,
EV083,9/17/2019 0:00,,,,,,,,,,,,,
EV083,9/18/2019 0:00,,8.07794,0.191958889,0.340574722,,,,7.21147,9.51361,,,,15.35876034
EV083,9/19/2019 0:00,,,0.037393056,0.017999444,,,,0.08661,0.11337,,,,
EV083,9/20/2019 0:00,,,0.014749444,0.011861389,,,,0.04138,0.05414,,,,
EV083,9/21/2019 0:00,,,,,,,,,,,,,
EV083,9/22/2019 0:00,,,,,,,,,,,,,
EV083,9/23/2019 0:00,,,0.027561389,,,,,,,,,,
EV083,9/24/2019 0:00,,,0.239978889,0.072783611,,,,0.46663,0.61193,,,,
EV083,9/25/2019 0:00,,,0.086124722,0.015279167,,,,0.09678,0.12605,,,,
EV083,9/26/2019 0:00,,,,,,,,,,,,,
EV083,9/27/2019 0:00,,,,,,,,,,,,,
EV083,9/28/2019 0:00,,,,,,,,,,,,,
EV083,9/29/2019 0:00,,,,,,,,,,,,,
EV083,9/30/2019 0:00,,,,,,,,,,,,,
EV083,10/1/2019 0:00,,,,,,,,,,,,,
EV083,10/2/2019 0:00,,,,,,,,,,,,,
EV083,10/3/2019 0:00,,,,,,,,,,,,,
EV083,10/4/2019 0:00,,,,,,,,,,,,,
EV083,10/5/2019 0:00,,,,,,,,,,,,,
EV083,10/6/2019 0:00,,,,,,,,,,,,,
EV083,10/7/2019 0:00,,,,,,,,,,,,,
EV083,10/8/2019 0:00,,,,,,,,,,,,,
EV083,10/9/2019 0:00,,,,,,,,,,,,,
EV083,10/10/2019 0:00,,,,,,,,,,,,,
EV083,10/11/2019 0:00,,,,,,,,,,,,,
EV083,10/12/2019 0:00,,,,,,,,,,,,,
EV083,10/13/2019 0:00,,,,,,,,,,,,,
EV083,10/14/2019 0:00,,,,,,,,,,,,,
EV083,10/15/2019 0:00,,,,,,,,,,,,,
EV083,10/16/2019 0:00,,,,,,,,,,,,,
EV083,10/17/2019 0:00,,,,,,,,,,,,,
EV083,10/18/2019 0:00,,,,,,,,,,,,,
EV083,10/19/2019 0:00,,,,,,,,,,,,,
EV083,10/20/2019 0:00,,,,,,,,,,,,,
EV083,10/21/2019 0:00,,,,,,,,,,,,,
EV083,10/22/2019 0:00,,,,,,,,,,,,,
EV083,10/23/2019 0:00,,,,,,,,,,,,,
EV083,10/24/2019 0:00,,,5.760431944,,,,,,,,,,
EV083,10/25/2019 0:00,,,,,,,,,,,,,
EV083,10/26/2019 0:00,,,,,,,,,,,,,
EV083,10/27/2019 0:00,,,,,,,,,,,,,
EV083,10/28/2019 0:00,,,5.175883056,0.061615278,,,,0.45094,0.61834,,,,
EV083,10/29/2019 0:00,,36.04004,0.561392778,1.06925,,,,31.31401,40.40234,,,,
EV083,10/30/2019 0:00,,,,,,,,,,,,,
EV083,10/31/2019 0:00,,,,,,,,,,,,,
EV083,11/1/2019 0:00,,,,,,,,,,,,,
EV083,11/2/2019 0:00,,,,,,,,,,,,,
EV083,11/3/2019 0:00,,,,,,,,,,,,,
EV083,11/4/2019 0:00,,,,,,,,,,,,,
EV083,11/5/2019 0:00,,,0.051292778,0.003268333,,,,0.01887,0.02283,,,,
EV083,11/6/2019 0:00,,,,,,,,,,,,,
EV083,11/7/2019 0:00,,,,,,,,,,,,,
EV083,11/8/2019 0:00,,,,,,,,,,,,,
EV083,11/9/2019 0:00,,,,,,,,,,,,,
EV083,11/10/2019 0:00,,,,,,,,,,,,,
EV083,11/11/2019 0:00,,,,,,,,,,,,,
EV083,11/12/2019 0:00,,,,,,,,,,,,,
EV083,11/13/2019 0:00,,,,,,,,,,,,,
EV083,11/14/2019 0:00,,,,,,,,,,,,,
EV083,11/15/2019 0:00,,,,,,,,,,,,,
EV083,11/16/2019 0:00,,,,,,,,,,,,,
EV083,11/17/2019 0:00,,,,,,,,,,,,,
EV083,11/18/2019 0:00,,,,,,,,,,,,,
EV083,11/19/2019 0:00,,,,,,,,,,,,,
EV083,11/20/2019 0:00,,,1.167714722,0.005211111,,,,0.02621,0.03165,,,,
EV083,11/21/2019 0:00,,,0.1895875,0.016557778,,,,0.17883,0.21591,,,,
EV083,11/22/2019 0:00,,,0.323601111,,,,,,,,,,
EV083,11/23/2019 0:00,,,,,,,,,,,,,
EV083,11/24/2019 0:00,,,,,,,,,,,,,
EV083,11/25/2019 0:00,,,,,,,,,,,,,
EV083,11/26/2019 0:00,,,,,,,,,,,,,
EV083,11/27/2019 0:00,,,,,,,,,,,,,
