Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer
EV095,06/04/18,,0.466035,1.770429167,0.08309,1.8540925,,,1,4.0382,60,,
EV095,06/05/18,,,0.496445,0.009369167,0.505825556,,,0.5,0.65277,56,,
EV095,06/06/18,,,0.097768333,,,,,,0.23575,57,,
EV095,06/07/18,,,0.300080278,,,,,0.5,1.37713,62,,
EV095,06/08/18,,,0.958,,,,,0.5,1.72159,59,,
EV095,06/09/18,,,,,,,,,,58,,
EV095,06/11/18,,,0.030963611,,,,,0.5,0.086,59,,
EV095,06/12/18,,,,,,,,,,63,,
EV095,06/13/18,,,,,,,,,,67,,
EV095,06/18/18,,,,,,,,,,70,,
EV095,06/19/18,,,,,,,,,,65,,
EV095,06/22/18,,,,,,,,,,65,,
EV095,06/23/18,,,,,,,,,,67,,
EV095,06/25/18,,,,,,,,,,57,,
EV095,06/27/18,,,,,,,,,,64,,
EV095,06/28/18,,,,,,,,,,72,,
EV095,07/03/18,,,,,,,,,,72,,
EV095,07/09/18,,,,,,,,,,75,,
EV095,07/10/18,,,,,,,,,,71,,
EV095,07/16/18,,,,,,,,,,69,,
EV095,07/17/18,,,,,,,,,,65,,
EV095,07/18/18,,,,,,,,,,67,,
EV095,07/19/18,,,,,,,,,,69,,
EV095,07/20/18,,,,,,,,,,68,,
EV095,07/23/18,,,,,,,,,,65,,
EV095,07/24/18,,,,,,,,,,71,,
EV095,07/25/18,,,,,,,,,,66,,
EV095,07/26/18,,,,,,,,,,63,,
EV095,07/27/18,,,,,,,,,,62,,
EV095,07/30/18,,,,,,,,,,69,,
EV095,07/31/18,,,,,,,,,,73,,
EV095,08/01/18,,,,,,,,,,64,,
EV095,08/04/18,,,,,,,,,,63,,
EV095,08/06/18,,,,,,,,,,68,,
EV095,08/07/18,,,,,,,,,,64,,
EV095,08/09/18,,,,,,,,,,75,,
EV095,08/10/18,,,,,,,,,,74,,
EV095,08/13/18,,,,,,,,,,78,,
EV095,08/14/18,,,,,,,,,,74,,
EV095,08/15/18,,,,,,,,,,66,,
EV095,08/16/18,,,,,,,,,,67,,
EV095,08/17/18,,,,,,,,,,69,,
EV095,08/20/18,,,,,,,,,,69,,
EV095,08/21/18,,,,,,,,,,63,,
EV095,08/22/18,,,,,,,,,,65,,
