Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,HV Acces. Energy,LV Acces. Energy,Elect. Heater Energy,Traction Energy
EV074,01/01/2020 05:53,01/01/2020 11:02,68.11999999999999,,,4.75,88,64,24,113.7,25,,,,,7.1,14.45,2.18,89.97
EV074,01/01/2020 12:07,01/01/2020 17:00,62.06,,,4.666666666666667,63,31,32,149.12,30,,,,,7.62,13.3,0.28,127.92
EV074,01/02/2020 08:02,01/02/2020 08:15,4.819999999999999,,,0.23333333333333334,88,86,2,9.32,32,,,,,0.33,0.68,0,8.31
EV074,01/02/2020 15:28,01/02/2020 21:52,60.43,,,5.083333333333333,89,67,22,102.52,29,,,,,6.9,15.21,3.32,77.09
EV074,01/02/2020 22:19,01/02/2020 23:59,18.18,,,1.3833333333333333,67,61,6,29.82,24,,,,,1.08,4.57,1.13,23.04
EV074,01/03/2020 00:19,01/03/2020 00:39,5.67,,,0.35,61,59,2,7.46,25,,,,,0.43,1.2,0.28,5.55
EV074,01/03/2020 14:03,01/03/2020 15:29,7.430000000000001,,,1.4333333333333333,89,84,5,24.23,43,,,,,0.52,3.45,10.77,9.49
EV074,01/03/2020 00:00,01/03/2020 18:40,88.55,,,2.75,83,56,27,136.07,27,,,,,2.39,7.56,0.86,125.26
EV074,01/04/2020 07:22,01/04/2020 11:20,75.57,,,3.3,90,65,25,113.7,23,,,,,3.4,9.74,0.61,99.95
EV074,01/04/2020 13:03,01/04/2020 17:50,92.58,,,4.15,64,33,31,143.53,36,,,,,3.45,11.44,0,128.64
EV074,01/05/2020 06:00,01/05/2020 16:28,81.4,,,10.316666666666666,90,56,34,160.3,36,,,,,16.91,23.36,0,120.04
EV074,01/06/2020 06:02,01/06/2020 16:13,130.33,,,10.016666666666667,90,43,47,219.95,28,,,,,14.85,24.58,0,180.53
EV074,01/07/2020 05:54,01/07/2020 16:48,140.26999999999998,,,10.133333333333333,89,39,50,233,33,,,,,10.91,26.35,1.55,194.19
EV074,01/08/2020 06:08,01/08/2020 16:42,72.1,,,10.283333333333333,89,54,35,160.3,42,,,,,15.59,24.49,0,120.23
EV074,01/09/2020 08:42,01/09/2020 09:36,20.68,,,0.6333333333333333,88,78,10,48.46,25,,,,,0.34,2.22,0,45.9
EV074,01/09/2020 15:23,01/09/2020 23:59,105.16999999999999,,,7.683333333333334,88,50,38,177.08,30,,,,,11.22,21.71,1.58,142.57
EV074,01/10/2020 00:01,01/10/2020 02:13,30.14,,,1.8,50,40,10,46.6,27,,,,,1.72,5.58,0,39.3
EV074,01/10/2020 00:00,01/10/2020 01:54,25.24,,,1.5833333333333333,50,42,8,41.01,27,,,,,1.5,4.86,0,34.65
EV074,01/21/2020 06:23,01/21/2020 06:46,11.99,,,0.4,70,66,4,20.5,40,,,,,0.36,1.22,0.88,18.04
EV074,01/21/2020 15:33,01/21/2020 23:59,105.4,,,8.1,90,50,40,184.54,33,,,,,10.9,23.11,0.96,149.57
EV074,01/22/2020 00:00,01/22/2020 01:58,25.32,,,1.8333333333333333,50,41,9,44.74,31,,,,,1.57,5.29,0,37.88
EV074,01/22/2020 00:01,01/22/2020 02:23,33.48,,,2.2333333333333334,50,38,12,54.06,31,,,,,2.09,6.39,0,45.58
EV074,01/22/2020 12:04,01/22/2020 12:36,5.13,,,0.36666666666666664,90,87,3,13.05,47,,,,,0.42,0.92,0.32,11.38
