Vehicle ID,Date,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,Average Speed
EV219,12/01/2022,0.16000000000099135,0.0333333333333333,0.0272222222222222,0.0605555555555555,,,,0.842105263157894,49.46,372.979999999999,373.14,55.045871559633,,2.6422018348787586
EV219,12/02/2022,16.710000000000036,0.0666666666666665,0.4591666666666666,0.5258333333333326,72,64,8,,52.16,373.14,389.85,30.34016062185073,,31.77812995245653
EV219,12/06/2022,16.939999999999998,2.7499999999999933,0.5247222222222215,3.2747222222222154,64,42,23,36.695,50,389.84,406.78,59.657587781967536,,5.172957842056164
EV219,12/07/2022,0.7000000000000455,0.1166666666666665,0.1686111111111111,0.2852777777777769,42,38,7,6.77749999999999,49.82,406.78,407.48,46.110320601182764,,2.4537487828628737
EV219,12/08/2022,0.16000000000099135,1.016666666666666,0.0691666666666666,1.0858333333333332,,,,,50.54,407.469999999999,407.63,83.66635684146517,,0.14735226400705267
EV219,12/09/2022,0.3100000000000023,1.8166666666666598,0.14499999999999982,1.9616666666666607,87,85,2,1.85030718954248,51.44,408.02,408.33,76.73495668190951,,0.15802888700085127
EV219,12/12/2022,12.810000000000002,3.983333333333323,0.9344444444444433,4.917777777777775,86,74,12,47.6424123931623,42.8,408.34,421.15,42.67389604931877,,2.604835065521918
EV219,12/13/2022,24.400000000000034,1.6999999999999997,0.8824999999999996,2.582499999999998,75,62,14,58.3202683982684,46.94,421.14,445.54,66.17144355585759,,9.448209099709604
EV219,12/15/2022,1.2399999999999523,6.1499999999999995,0.449166666666665,6.599166666666651,,,,,53.78,445.54,446.78,67.61517958573168,,0.18790251294354668
EV219,12/20/2022,0.3100000000000023,1.5999999999999968,0.1499999999999997,1.7499999999999964,52,43,10,1.89825757575756,58.64,446.78,447.09,48.77438874095343,,0.1771428571428588
EV219,12/21/2022,4.1200000000000045,0.2499999999999998,0.4272222222222215,0.6772222222222206,43,40,5,,62.96,447.09,451.21,47.23783741186132,,6.083675143560317
EV219,12/22/2022,0.37999999999999545,0.0666666666666665,0.09555555555555548,0.1622222222222221,,,,1.11428571428571,62.06,451.21,451.59,53.48642813862077,,2.3424657534246314
EV219,12/30/2022,0.4000000000000341,0.33333333333333304,0.1044444444444444,0.43777777777777704,94,92,2,5.38181818181817,50.9,451.59,451.99,73.0327868852459,,0.9137055837564246
EV219,01/04/2023,3.7199999999999704,2.249999999999996,0.2711111111111104,2.521111111111104,92,84,8,44.1538461538461,53.96,451.99,455.71,74.013226346149,,1.475539885412068
EV219,01/06/2023,0.3100000000000023,1.0333333333333325,0.08777777777777777,1.1211111111111023,77,74,3,,52.7,455.71,456.02,81.78535325062373,,0.27651139742319547
EV219,01/10/2023,1.5600000000000023,1.18333333333333,0.3211111111111099,1.504444444444439,74,70,4,,50.54,456.02,457.58,62.35264235312844,,1.0369276218611574
EV219,01/11/2023,0.4700000000000273,3.2833333333333297,0.1327777777777777,3.416111111111105,71,68,3,11.4444444444444,51.08,457.57,458.04,95.59583795765786,,0.1375833468856807
EV219,01/12/2023,16.779999999999973,0.4499999999999996,0.8580555555555546,1.3080555555555544,68,60,8,,61.16,458.04,474.82,39.495663050713134,,12.828201316627725
EV219,01/13/2023,15.069999999999993,0.533333333333333,0.43,0.963333333333333,,,,,57.92,474.82,489.89,55.3633217993079,,15.643598615916952
EV219,01/16/2023,0.160000000000025,0.0333333333333333,0.0663888888888888,0.0997222222222221,,,,,48.2,489.89,490.05,26.90582959641255,,1.6044568245127875
EV219,01/19/2023,0.06999999999999318,3.349999999999992,0.1444444444444437,3.494444444444438,,,,,47.84,490.05,490.12,79.54526498133426,,0.020031796502382824
