Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle
EV136,07/30/2019,,0.03,,,0.83,,,,2.42,67.7,,,,
EV136,07/31/2019,,113.85,,,5.35,,,,189.49,70.16000000000001,,,,
EV136,08/01/2019,,,,,0.3,,,,,72.02,,,,
EV136,08/02/2019,,0.23,,,3.72,,,,13.95,69.62,,,,
EV136,08/03/2019,,,,,0.78,,,,,65.6,,,,
EV136,08/05/2019,,,,,1,,,,,71.24,,,,
EV136,08/06/2019,,0.17,,,5.66,,,,3.41,70.7,,,,
EV136,08/07/2019,,0.02,,,5.49,,,,0.94,72.62,,,,
EV136,08/08/2019,,12.6,,,2.81,,,,45.4,74.78,,,,
EV136,08/09/2019,,,,,10.43,,,,,64.58,,,,
EV136,08/10/2019,,0.04,,,0.04,,,,0.88,62.66,,,,
EV136,08/15/2019,,,,,1.43,,,,,60.2,,,,
EV136,08/16/2019,,0,,,0.46,,,,3.01,58.7,,,,
EV136,08/17/2019,,0,,,0.03,,,,0.11,57.38,,,,
EV136,08/19/2019,,0.04,,,0.07,,,,0.46,65.78,,,,
EV136,08/20/2019,,0.19,,,3.58,,,,48.03,67.88,,,,
EV136,08/21/2019,,0,,,1.07,,,,3.37,71.36,,,,
EV136,08/22/2019,,0.01,,,0.31,,,,1.56,60.38,,,,
EV136,08/23/2019,,53.93,,,2.03,,,,95.94,60.67999999999999,,,,
EV136,08/27/2019,,0,,,0.5,,,,2.19,58.82,,,,
EV136,08/28/2019,,2.27,,,0.3,,,,5.59,65.24000000000001,,,,
EV136,08/29/2019,,0.01,,,1.49,,,,0.3,61.82,,,,
EV136,08/30/2019,,0.01,,,0.31,,,,0.43,61.46,,,,
EV136,09/04/2019,,,,,4.43,,,,,67.88,,,,
EV136,09/05/2019,,0.06,,,3.41,,,,6.29,66.2,,,,
EV136,09/06/2019,,0,,,0.24,,,,0.6,63.08,,,,
EV136,09/07/2019,,0,,,1.28,,,,2.96,59,,,,
EV136,09/08/2019,,0.04,,,4.51,,,,0.65,57.14,,,,
EV136,09/09/2019,,0,,,4.49,,,,0.15,52.22,,,,
EV136,09/10/2019,,0.06,,,3.51,,,,7.43,51.02,,,,
EV136,09/11/2019,,,,,4.26,,,,,52.82,,,,
EV136,09/12/2019,,,,,4.58,,,,,52.82,,,,
EV136,09/13/2019,,,,,3.89,,,,,55.34,,,,
EV136,09/16/2019,,,,,5.03,,,,,59.42,,,,
EV136,09/17/2019,,0.46,,,2.23,,,,4.18,50.06,,,,
EV136,09/18/2019,,,,,4.47,,,,,45.800000000000004,,,,
EV136,09/19/2019,,0.06,,,3.89,,,,20.86,47.96,,,,
EV136,09/20/2019,,0.03,,,0.21,,,,4.85,47.120000000000005,,,,
EV136,09/23/2019,,65.89,,,5.25,,,,93.16,54.32,,,,
EV136,09/24/2019,,90.38,,,4.87,,,,149.55,53.66,,,,
EV136,09/25/2019,,88.44,,,10.73,,,,139.59,49.46,,,,
EV136,09/26/2019,,75.29,,,8.57,,,,137.93,46.22,,,,
EV136,09/27/2019,,82.31,,,10.55,,,,145.98,45.32,,,,
EV136,09/28/2019,,47.76,,,10.46,,,,114.79,37.16,,,,
EV136,09/29/2019,,0,,,12,,,,0,29.84,,,,
EV136,09/30/2019,,93.74,,,10.51,,,,204.83,31.34,,,,
EV136,10/01/2019,,113.74,,,10.06,,,,249.58,33.02,,,,
EV136,10/02/2019,,45.26,,,9.25,,,,133.71,33.92,,,,
EV136,10/03/2019,,67.22,,,6.03,,,,168.88,38.36,,,,
EV136,10/04/2019,,4.28,,,0.75,,,,9.51,40.94,,,,
EV136,10/08/2019,,0.12,,,0.86,,,,4.45,44.24,,,,
