Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature
EV048,05/01/20,,0,,0,,,,0,0,52
EV048,05/02/20,,0,,0,,,,0,0,69
EV048,05/03/20,,0,,0,,,,0,0,61
EV048,05/04/20,,0.119,,0.1,,,,0.23,0.368,45
EV048,05/05/20,,0,,0,,,,0,0,45
EV048,05/06/20,,0,,0,,,,0,0,50
EV048,05/07/20,,0,,0.03,,,,0.07,0.112,56
EV048,05/08/20,,18.071,,2.18,,,,14.98,23.968,40
EV048,05/09/20,,0,,0,,,,0,0,45
EV048,05/10/20,,0,,0.02,,,,0.02,0.032,45
EV048,05/11/20,,0,,0.13,,,,0.52,0.832,45
EV048,05/12/20,,0,,0.23,,,,0.3,0.48,51
EV048,05/13/20,,0,,0.7,,,,0.88,1.408,57
EV048,05/14/20,,87.601,,8.22,,,,44.83,71.728,64
EV048,05/15/20,,81.328,,8.03,,,,40.04,64.064,67
EV048,05/16/20,,0,,0,,,,0,0,61
EV048,05/17/20,,0,,0.07,,,,0.17,0.272,61
EV048,05/18/20,,0,,0,,,,0,0,59
EV048,05/19/20,,0,,0,,,,0,0,57
EV048,05/20/20,,13.09,,1.18,,,,9.18,14.688,60
EV048,05/21/20,,86.802,,7.75,,,,53.49,85.584,62
EV048,05/22/20,,28.934,,2.78,,,,20.57,32.912,64
EV048,05/23/20,,0,,0.23,,,,0.21,0.336,68
EV048,05/24/20,,0,,0.02,,,,0,0,77
EV048,05/25/20,,16.898,,2.13,,,,12.47,19.952,79
EV048,05/26/20,,47.379,,4.87,,,,33.46,53.536,80
EV048,05/27/20,,4.097,,0.63,,,,2.09,3.344,80
EV048,05/28/20,,119.765,,8.17,,,,64.96,103.936,74
EV048,05/29/20,,57.528,,5.93,,,,39.12,62.592,67
EV048,05/30/20,,0,,0,,,,0,0,64
EV048,05/31/20,,0,,0.03,,,,0.15,0.24,59
EV048,06/01/20,,0,,1.23,,,,1.09,1.744,66
EV048,06/02/20,,0,,0,,,,0,0,81
EV048,06/03/20,,0,,0.02,,,,0.02,0.032,78
EV048,06/04/20,,0,,0,,,,0,0,77
EV048,06/05/20,,0,,0,,,,0,0,81
EV048,06/06/20,,0,,0.03,,,,0.13,0.208,69
EV048,06/07/20,,0,,0,,,,0,0,69
EV048,06/08/20,,0,,0.02,,,,0.04,0.064,78
EV048,06/09/20,,0,,0,,,,0,0,83
EV048,06/10/20,,0,,0,,,,0,0,73
EV048,06/11/20,,0,,0,,,,0,0,71
EV048,06/12/20,,0,,0,,,,0,0,68
EV048,06/13/20,,0,,0,,,,0,0,61
EV048,06/14/20,,0,,0.07,,,,0.11,0.176,64
EV048,06/15/20,,1.581,,0.75,,,,1.71,2.736,64
EV048,06/16/20,,0,,0,,,,0,0,72
EV048,06/17/20,,0,,0,,,,0,0,76
EV048,06/18/20,,0,,0.07,,,,0.14,0.224,76
EV048,06/19/20,,0.561,,0.3,,,,0.63,1.008,81
EV048,06/20/20,,19.55,,1.47,,,,15.96,25.536,81
EV048,06/21/20,,0,,0.02,,,,0.01,0.016,77
EV048,06/22/20,,0,,0,,,,0,0,76
EV048,06/23/20,,12.155,,1.85,,,,7.82,12.512,71
EV048,06/24/20,,0,,0.1,,,,0.12,0.192,70
EV048,06/25/20,,0,,0,,,,0,0,74
EV048,06/26/20,,0,,0,,,,0,0,78
EV048,06/27/20,,0,,0,,,,0,0,81
EV048,06/28/20,,0,,0.02,,,,0.03,0.048,78
EV048,06/29/20,,0,,0.03,,,,0.04,0.064,83
EV048,06/30/20,,0,,0.1,,,,0.13,0.208,81
EV048,07/01/20,,2.346,,0.88,,,,2.01,3.216,81
EV048,07/02/20,,16.065,,1.12,,,,7.34,11.744,81
EV048,07/03/20,,17.816,,3.2,,,,13.21,21.136,79
EV048,07/04/20,,0,,0.05,,,,0.16,0.256,81
EV048,07/05/20,,0,,0,,,,0,0,82
EV048,07/06/20,,0,,0.53,,,,0.83,1.328,85
EV048,07/07/20,,127.296,,9.58,,,,61.19,97.904,85
EV048,07/08/20,,143.412,,14.98,,,,70.01,112.016,84
EV048,07/09/20,,72.709,,5.63,,,,40.85,65.36,83
EV048,07/10/20,,26.452,,3.55,,,,13.65,21.84,79
EV048,07/11/20,,14.314,,1.42,,,,9.83,15.728,78
EV048,07/12/20,,66.81,,6.22,,,,44.69,71.504,73
EV048,07/13/20,,139.621,,13.48,,,,78.15,125.04,73
EV048,07/14/20,,105.383,,11.57,,,,55.5,88.8,76
EV048,07/15/20,,137.734,,14.18,,,,76.89,123.024,78
EV048,07/16/20,,126.531,,12.1,,,,65.89,105.424,77
EV048,07/17/20,,14.586,,1.6,,,,7.97,12.752,78
EV048,07/18/20,,94.656,,6.8,,,,62.94,100.704,84
EV048,07/19/20,,126.616,,11.03,,,,83.82,134.112,77
EV048,07/20/20,,120.989,,13.43,,,,69.11,110.576,77
EV048,07/21/20,,84.371,,9.98,,,,39.49,63.184,77
EV048,07/22/20,,120.139,,12.53,,,,59.06,94.496,79
EV048,07/23/20,,93.16,,10.03,,,,40.96,65.536,73
EV048,07/24/20,,121.703,,12.58,,,,73.72,117.952,76
EV048,07/25/20,,0,,0.02,,,,0.05,0.08,80
EV048,07/26/20,,11.305,,1.42,,,,7.57,12.112,85
EV048,07/27/20,,113.288,,14.22,,,,79.93,127.888,79
EV048,07/28/20,,86.666,,9.98,,,,35.52,56.832,79
EV048,07/29/20,,116.739,,11.3,,,,76.8,122.88,82
EV048,07/30/20,,149.94,,16.28,,,,82.16,131.456,78
EV048,07/31/20,,142.783,,12.17,,,,67.82,108.512,76
EV048,08/01/20,,0,,0,,,,0,0,72
EV048,08/02/20,,0,,0,,,,0,0,75
EV048,08/03/20,,0,,0,,,,0,0,69
EV048,08/04/20,,0,,0,,,,0,0,67
EV048,08/05/20,,0,,0,,,,0.06,0.096,67
EV048,08/06/20,,124.304,,13.38,,,,71.03,113.648,73
EV048,08/07/20,,90.559,,10.03,,,,44.48,71.168,73
EV048,08/08/20,,93.874,,8.42,,,,67.8,108.48,77
EV048,08/09/20,,116.467,,10.67,,,,84.12,134.592,81
EV048,08/10/20,,109.361,,10.85,,,,76.35,122.16,80
EV048,08/11/20,,35.972,,2.15,,,,15.51,24.816,74
EV048,08/12/20,,60.996,,5.74,,,,43.31,69.296,73
EV048,08/13/20,,95.285,,10.15,,,,57.93,92.688,77
EV048,08/14/20,,136.527,,12.68,,,,82.02,131.232,80
EV048,08/15/20,,88.706,,8.73,,,,41.01,65.616,80
EV048,08/16/20,,0,,0.02,,,,0.05,0.08,74
EV048,08/17/20,,99.926,,10.7,,,,72.19,115.504,77
EV048,08/18/20,,0,,0.1,,,,0.35,0.56,72
EV048,08/19/20,,57.426,,6.37,,,,26.96,43.136,70
EV048,08/20/20,,0,,0,,,,0,0,74
EV048,08/21/20,,18.003,,1.75,,,,11.28,18.048,76
EV048,08/22/20,,111.945,,11.17,,,,59.26,94.816,78
EV048,08/23/20,,112.931,,11.18,,,,86.16,137.856,80
EV048,08/24/20,,0,,0.08,,,,0.24,0.384,84
EV048,08/25/20,,94.741,,10.42,,,,58.08,92.928,84
EV048,08/26/20,,100.793,,10.17,,,,50.41,80.656,85
