Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature
EV049,05/01/20,,2.856,,0.25,,,,0.08,0.128,52
EV049,05/02/20,,0,,0,,,,0,0,69
EV049,05/03/20,,0,,0,,,,0,0,61
EV049,05/04/20,,0,,0.07,,,,0.37,0.592,45
EV049,05/05/20,,22.236,,2.09,,,,16.58,26.528,45
EV049,05/06/20,,17.748,,1.75,,,,18.21,29.136,50
EV049,05/07/20,,110.704,,9.86,,,,83.85,134.16,56
EV049,05/08/20,,35.241,,3.35,,,,31.23,49.968,40
EV049,05/09/20,,0,,0,,,,0,0,45
EV049,05/10/20,,0,,0.05,,,,0.1,0.16,45
EV049,05/11/20,,59.024,,3.48,,,,35.29,56.464,45
EV049,05/12/20,,67.541,,3.72,,,,44.04,70.464,51
EV049,05/13/20,,105.468,,6.72,,,,57.87,92.592,57
EV049,05/14/20,,35.19,,2.78,,,,20.77,33.232,64
EV049,05/15/20,,0,,0.57,,,,0.84,1.344,67
EV049,05/16/20,,0,,0.18,,,,0.35,0.56,61
EV049,05/17/20,,0,,0.03,,,,0.1,0.16,61
EV049,05/18/20,,42.976,,2.88,,,,28.47,45.552,59
EV049,05/19/20,,1.241,,0.22,,,,0.76,1.216,57
EV049,05/20/20,,90.695,,6.9,,,,53.84,86.144,60
EV049,05/21/20,,104.465,,7.19,,,,65.27,104.432,62
EV049,05/22/20,,0,,0.13,,,,0.15,0.24,64
EV049,05/23/20,,59.993,,4.28,,,,47.61,76.176,68
EV049,05/24/20,,0.748,,0.45,,,,2.22,3.552,77
EV049,05/25/20,,0,,0,,,,0,0,79
EV049,05/26/20,,144.636,,8.48,,,,84.85,135.76,80
EV049,05/27/20,,0,,0,,,,0,0,80
EV049,05/28/20,,0,,0.07,,,,0.14,0.224,74
EV049,05/29/20,,4.76,,0.44,,,,2.57,4.112,67
EV049,05/30/20,,0.306,,0.28,,,,0.77,1.232,64
EV049,05/31/20,,65.79,,9.13,,,,48.62,77.792,59
EV049,06/01/20,,94.826,,10.84,,,,68.14,109.024,66
EV049,06/02/20,,139.723,,10.92,,,,85.25,136.4,81
EV049,06/03/20,,152.66,,10.93,,,,86.02,137.632,78
EV049,06/04/20,,169.524,,14.05,,,,89.65,143.44,77
EV049,06/05/20,,26.435,,3.19,,,,14.98,23.968,81
EV049,06/06/20,,1.887,,0.18,,,,0.96,1.536,69
EV049,06/07/20,,35.088,,4.13,,,,27.28,43.648,69
EV049,06/08/20,,85.833,,8.68,,,,59.86,95.776,78
EV049,06/09/20,,168.81,,12.66,,,,82.56,132.096,83
EV049,06/10/20,,173.213,,11.15,,,,84.8,135.68,73
EV049,06/11/20,,0,,0,,,,0,0,71
EV049,06/12/20,,12.937,,2.23,,,,8.73,13.968,68
EV049,06/13/20,,120.36,,11.86,,,,109.97,175.952,61
EV049,06/14/20,,163.795,,15.53,,,,122.84,196.544,64
EV049,06/15/20,,121.992,,12.49,,,,82.69,132.304,64
EV049,06/16/20,,132.566,,10.82,,,,92.29,147.664,72
EV049,06/17/20,,92.582,,8.16,,,,66.69,106.704,76
EV049,06/18/20,,93.024,,7.05,,,,52.25,83.6,76
EV049,06/19/20,,81.787,,7.68,,,,49.36,78.976,81
EV049,06/20/20,,0,,0.1,,,,0.15,0.24,81
EV049,06/21/20,,80.002,,8.99,,,,58.5,93.6,77
EV049,06/22/20,,120.564,,9.95,,,,77.72,124.352,76
EV049,06/23/20,,143.701,,13.35,,,,104.28,166.848,71
EV049,06/24/20,,109.395,,6.72,,,,62.12,99.392,70
EV049,06/25/20,,100.878,,6.26,,,,56.17,89.872,74
EV049,06/26/20,,21.896,,3.78,,,,21.53,34.448,78
