Vehicle ID,Date,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,Average Speed
EV227,01/10/2023,37.71150190386288,0.000535,2.718303333333333,2.718838333333333,,,29.4032825555551,93.93671299999914,47.3,10431.455301041917,10469.16680294578,0.000196775215885706,,13.87044659533988
EV227,01/11/2023,3.5475452606970066,2.96349611111111,0.2847647222222223,3.2482608333333336,,,36.3219424444449,118.10900400000222,49.28,10469.16680294578,10472.714348206477,0.912333172478024,,1.0921368211236135
EV227,01/12/2023,23.239282589674986,0.233707222222222,1.8781547222222224,2.1118619444444446,,,18.9768649999996,61.801125000000866,55.67,10472.714348206477,10495.953630796152,0.110664062505138,,11.004167507639051
EV227,01/13/2023,45.9679297214916,2.0442,3.2986786565626995,5.3428786565627,,,53.4444270552466,174.63662769283405,51.44,10495.953630796152,10541.921560517643,0.382602737475442,,8.60358856644233
EV227,01/14/2023,18.406125794297623,,1.3757263434373008,1.3757263434373008,,,12.6502809447538,41.46636930716704,48.739999999999995,10541.921560517643,10560.32768631194,,,13.37920574255289
EV227,01/19/2023,0.4970969537862402,0.391206666666667,0.03920305555555556,0.4304097222222222,,,1.19300199999986,3.910495000000082,42.71,10560.32768631194,10560.824783265727,0.908916891205086,,1.1549389526326432
EV227,01/20/2023,1.8641135767120431,0.00491527777777777,0.10189972222222222,0.106815,,,1.50561999999991,4.935342000000674,43.07,10560.824783265727,10562.68889684244,0.0460167371415791,,17.451795878032517
EV227,01/23/2023,51.32024954323242,0.0000563888888888889,3.5042581633030045,3.504314552191893,,,39.4692364327342,129.758349880266,48.38,10562.68889684244,10614.009146385672,0.000016091274926681,,14.644875275574911
EV227,01/24/2023,5.970174381052857,0.00506777777777777,0.4854390589192178,0.4905068366969956,,,4.18973956726543,13.775476119735233,50.36,10614.009146385672,10619.979320766724,0.0103317169071556,,12.171439691351045
EV227,01/25/2023,10.563310268033092,3.57862694444444,0.8093397222222223,4.387966666666666,,,,184.8246589999999,54.230000000000004,10619.979320766724,10630.542631034758,0.815554724157228,,2.4073360329461084
EV227,01/26/2023,3.9767756303190254,1.54317916666667,0.24137472222222223,1.7845538888888886,,,16.1802779999999,53.10523099999773,54.68000000000001,10630.542631034758,10634.519406665077,0.864742262071722,,2.228442444399969
EV227,01/27/2023,41.600247473816125,0.184934823641115,3.0802645510860285,3.2651993747271435,,,32.3548709623704,106.09814878023052,50.269999999999996,10634.519406665077,10676.119654138893,0.0566381413253115,,12.740492294530238
EV227,01/28/2023,18.299935457864194,0.00012100969221856,1.2321968378028605,1.2323178474950791,,,13.6287980376297,44.691566219768895,47.57,10676.119654138893,10694.419589596757,0.0000981968186734739,,14.850012515084725
EV227,01/30/2023,45.85886544336245,3.71549980889493,3.0048127777777776,6.720312586672702,,,83.9512231350166,273.2707879340573,41,10694.419589596757,10740.27845504012,0.552876039763875,,6.82391850853885
EV227,01/31/2023,68.24780714555709,3.93217324666063,4.716902498996787,8.649075745657418,,,106.22095448018,345.7606515303392,45.95,10740.27845504012,10808.526262185676,0.4546350803593,,7.89076303093118
EV227,02/01/2023,64.74685279788719,5.24794388888889,4.541641683982875,9.789585572871763,,,76.7533764427981,249.8442905942497,45.14,10808.526262185676,10873.273114983564,0.536074162672589,,6.613850230525517
EV227,02/02/2023,60.99357747601425,3.56397134114742,4.543762251937786,8.107733593085209,,,51.5008413537231,167.639557222682,47.21,10873.273114983564,10934.266692459578,0.439576769540998,,7.522888705671515
EV227,02/03/2023,15.41218290827419,1.36123115885258,1.1337616206381056,2.4949927794906825,,,15.8279068186751,43.43471164746644,47.84,10934.266692459578,10949.678875367852,0.54558520972171,,6.177245495444026
EV227,02/06/2023,63.075522707957134,3.75440027777778,2.563004685367346,6.317404963145124,,,131.992590935898,90.07933588649756,48.11,10949.678875367852,11012.75439807581,0.594294698484652,,9.984403893043282
EV227,02/07/2023,55.249338960815294,4.26326864672051,3.4952050368548764,7.7584736835753905,,,96.5960686001686,108.9512105471672,49.55,11012.75439807581,11068.003737036624,0.5494983705037,,7.121160838346024
EV227,02/08/2023,57.80620621506023,3.85610851274769,4.227835,8.083943512747688,,,92.9126282209424,140.84419204620056,52.61,11068.003737036624,11125.809943251685,0.47700834458664,,7.150743461270453
EV227,02/09/2023,7.794805018418629,0.655432007198466,0.5315533333333333,1.1869853405317996,,,13.9320872429911,21.28595152013259,55.94,11125.809943251685,11133.604748270103,0.552182057197788,,6.566892405702633
EV227,02/13/2023,31.85438912587233,2.98457583258457,2.4560416574557618,5.440617490040329,,,33.5404596005506,83.56931216157909,53.06,11133.604748270103,11165.459137395976,0.548572995261691,,5.854921648909416
EV227,02/14/2023,2.5695749240767327,0.9783233340821,0.3803027869886822,1.3586261210707822,,,0.895062399450023,2.231759838418838,41.72,11165.459137395976,11168.028712320052,0.720082824045108,,1.8913039313947226
EV227,02/20/2023,8.699196691322868,1.59044277777778,0.872605,2.463047777777778,,,5.81377299999966,14.903913000002833,56.75,11168.028712320052,11176.727909011375,0.645721448088479,,3.531883047421636
EV227,02/21/2023,1.8641135767120431,3.22783752142178,0.17276611111111112,3.400603632532888,,,3.94016999999974,10.09883899999977,46.849999999999994,11176.727909011375,11178.592022588087,0.94919545769513,,0.5481713772456293
EV227,03/01/2023,1.9883878151613317,5.69050381821672,0.1569238888888889,5.84742770710561,,,0.948862054333743,7.761333108666348,40.55,11178.592022588087,11180.580410403249,0.973163603425452,,0.34004487353389684
EV227,03/02/2023,0.8699196691322868,0.150270833333333,0.04903305555555556,0.1993038888888889,,,,2.0139109999995526,46.22,11180.580410403249,11181.45033007238,0.753978430481649,,4.364790240582127
EV227,03/03/2023,1.8641135767102242,0.248047777777778,0.10812388888888888,0.35617166666666666,,,,3.823106999998344,44.6,11181.45033007238,11183.314443649091,0.696427596555344,,5.23375032650985
EV227,03/06/2023,33.69493558398244,3.3908661332602,2.3208472222222216,5.711713355482418,,,,96.73036382938425,41.81,11183.314443649091,11217.009379233074,0.593668820933644,,5.899269358753828
