Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC,Percent Idling Time,Drive Cycle,HV Accessories Energy,LV Accessories Energy,Electric Heater Energy,Traction Energy,Regenerated Energy,Average Speed,Maximum Speed
EV186,01/01/2022,4,0.5,10.649999999999999,4.033333333333333,14.683333333333334,,,,,61.4,46630.124,46630.624,,,0.7253121452894437,,,,,,,4.682727272727273,13.77
EV186,01/02/2022,2,143.5,0.16666666666666669,7.733333333333333,7.9,,,,,41.6228476821192,46630.624,46774.124,,,0.021097046413502112,,,,,,,6.806575682382134,105.89
EV186,01/03/2022,7,1,5.566666666666666,0.23333333333333328,5.8,,,,,65.5853658536585,46774.124,46775.124,,,0.9597701149425287,,,,,,,0.4425454545454545,18.72
EV186,01/04/2022,2,118.251999999993,8.366666666666667,5.7333333333333325,14.1,,,,,51.4363103953148,46775.248,46893.376,,,0.5933806146572105,,,,,,,10.540730994152046,106.3
EV186,01/05/2022,2,201.124000000003,6.333333333333334,5.533333333333331,11.866666666666665,,,,,38.3231850117096,46893.376,47094.5,,,0.5337078651685394,,,,,,,14.049180327868852,107.83
EV186,01/06/2022,7,33.7479999999996,6.05,0.3166666666666667,6.366666666666667,,,,,30.223275862069,47094.876,47128.248,,,0.950261780104712,,,,,,,4.272004310344828,56.54
EV186,01/07/2022,3,0.876000000003842,0.03333333333333333,0.21666666666666667,0.25,,,,,58.8363636363636,47128.248,47129.124,,,0.13333333333333333,,,,,,,0.3630603448275862,23.44
EV186,01/08/2022,3,1.62799999999697,0.03333333333333333,0.11666666666666667,0.15,,,,,55.4,47129.376,47130.752,,,0.22222222222222224,,,,,,,5.67235294117647,21.58
EV186,01/10/2022,4,0.495999999999185,0.5666666666666667,0.16666666666666663,0.7333333333333333,,,,,68.972972972973,47130.752,47131.248,,,0.7727272727272727,,,,,,,0.6986486486486486,12.7
EV186,01/11/2022,4,145.627999999997,7.433333333333333,4.583333333333332,12.016666666666666,,,,,37.9410112359551,47131.376,47276.876,,,0.6185852981969486,,,,,,,12.801573033707864,78.84
EV186,01/12/2022,6,143.248000000007,7.316666666666666,4.383333333333334,11.7,,,,,51.5945086705202,47276.876,47420.124,,,0.6253561253561254,,,,,,,12.391184971098266,105.74
EV186,01/13/2022,6,145.627999999997,11.066666666666666,4.733333333333333,15.799999999999999,,,,,45.4502512562814,47420.124,47565.752,,,0.70042194092827,,,,,,,14.634093959731544,70.22
EV186,01/14/2022,5,0.495999999999185,0.06666666666666667,0.15000000000000002,0.21666666666666667,,,,,67.5927374301676,47565.752,47566.248,,,0.30769230769230765,,,,,,,0.06539106145251397,10.38
EV186,01/15/2022,2,143.127999999997,3.4833333333333334,16.366666666666667,19.85,,,,,37.5782668500688,47566.248,47709.376,,,0.17548278757346766,,,,,,,11.116863823933976,106.27
EV186,01/16/2022,2,157.5,7.699999999999999,14.883333333333335,22.583333333333332,,,,,49.6302063789869,47709.376,47866.876,,,0.34095940959409593,,,,,,,9.15725671918443,105.64
EV186,01/17/2022,3,226.876000000004,9.2,4.933333333333333,14.133333333333335,,,,,43.1970829535096,47866.876,48093.752,,,0.650943396226415,,,,,,,12.490018231540565,105.56
EV186,01/18/2022,3,159.748,4.216666666666666,8,12.216666666666667,,,,,52.477330264672,48093.752,48253.5,,,0.34515688949522505,,,,,,,11.050138089758343,77.08
EV186,01/19/2022,3,172.252,6.216666666666667,4.7333333333333325,10.95,,,,,38.171694214876,48253.5,48425.752,,,0.5677321156773212,,,,,,,10.230671487603306,106.86
EV186,01/21/2022,3,188.127999999997,0,0.13333333333333333,0.13333333333333333,,,,,35.7082228116711,48527.248,48715.376,,,0,,,,,,,10.157873462214411,99.54
EV186,01/24/2022,7,0.624000000003434,0.5166666666666667,0.26666666666666666,0.7833333333333333,,,,,61.4230769230769,48948.5,48949.124,,,0.6595744680851064,,,,,,,1.3026923076923078,12.52
EV186,01/25/2022,2,91.8759999999966,8.75,4.333333333333333,13.083333333333332,,,,,26.9044117647059,48949.124,49041,,,0.6687898089171975,,,,,,,13.681295843520783,72.33
EV186,01/26/2022,4,196.375999999997,6.699999999999999,4.55,11.25,,,,,32.1666030534351,49041.5,49237.376,,,0.5955555555555555,,,,,,,11.208905803996194,105.89
EV186,01/27/2022,3,145.624000000003,11.133333333333333,4.7333333333333325,15.866666666666667,,,,,43.9926717557252,49237.5,49383,,,0.7016806722689075,,,,,,,13.771432926829268,67.41
EV186,01/28/2022,4,102.248,8.983333333333334,5.066666666666667,14.050000000000002,,,,,43.9194160583942,49383,49485.248,,,0.6393831553973902,,,,,,,9.17235465116279,61.39
EV186,01/29/2022,2,62.8760000000038,6.433333333333334,3.0500000000000003,9.483333333333333,,,,,47.5507633587786,49485.248,49548.124,,,0.6783831282952549,,,,,,,7.526571428571429,58.3
EV186,01/30/2022,3,194.751999999993,5.466666666666667,7.266666666666667,12.733333333333334,,,,,39.857010428737,49548.124,49742.876,,,0.42931937172774864,,,,,,,13.028389339513325,95.61
EV186,01/31/2022,2,164.124000000003,10.766666666666666,4.233333333333333,15.000000000000002,,,,,49.6157303370787,49743.248,49907,,,0.7177777777777776,,,,,,,8.322638408304499,106.78
EV186,02/01/2022,2,30.7520000000004,8.933333333333334,0.8999999999999998,9.833333333333334,,,,,63.0668841761827,49907,49937.752,,,0.9084745762711864,,,,,,,3.0941435562805872,106.25
EV186,02/02/2022,4,70.872000000003,7.5166666666666675,3.3999999999999995,10.916666666666666,,,,,48.1344370860927,49937.752,50008.624,,,0.6885496183206108,,,,,,,7.095629139072848,104.03
EV186,02/03/2022,7,1.37599999999657,2.0833333333333335,0.3833333333333333,2.466666666666667,,,,,65.2188841201717,50008.624,50010,,,0.8445945945945946,,,,,,,0.3290082644628099,13.62
EV186,02/04/2022,1,1.5,0.15,0.05000000000000002,0.2,,,,,59.1914893617021,50010,50011.5,,,0.7499999999999999,,,,,,,2.1782978723404254,15.53
EV186,02/06/2022,1,16.1240000000034,4.95,0.40000000000000024,5.3500000000000005,,,,,57.3641509433962,50011.5,50027.624,,,0.9252336448598131,,,,,,,3.051383647798742,87.24
EV186,02/07/2022,4,31.127999999997,8.383333333333333,1.1333333333333333,9.516666666666667,,,,,41.4408163265306,50027.624,50058.752,,,0.880910683012259,,,,,,,8.574075829383887,98.62
EV186,02/08/2022,3,1.37200000000303,1.8166666666666667,0.1666666666666667,1.9833333333333334,,,,,70.0814671814672,50058.752,50060.124,,,0.9159663865546218,,,,,,,0.16167307692307692,20.33
EV186,02/09/2022,1,11.1239999999962,0.16666666666666666,0.48333333333333334,0.65,,,,,55.2054054054054,50060.124,50071.248,,,0.2564102564102564,,,,,,,16.557567567567567,53.86
EV186,02/10/2022,1,0.752000000000407,0.2833333333333333,0.1166666666666667,0.4,,,,,63.7739130434783,50071.248,50072,,,0.7083333333333333,,,,,,,1.9923076923076923,20.71
EV186,02/15/2022,6,11.7520000000004,6.15,0.9333333333333332,7.083333333333333,,,,,46.5730769230769,50072,50083.752,,,0.8682352941176471,,,,,,,12.653269230769231,48.48
EV186,02/16/2022,5,2.24799999999959,0.55,0.3666666666666667,0.9166666666666667,,,,,64.6327176781003,50083.752,50086,,,0.6,,,,,,,0.29155672823219,14.69
EV186,02/17/2022,4,1.75200000000041,0.15,0.1,0.25,,,,,59.7276595744681,50086,50087.752,,,0.6,,,,,,,1.9552083333333332,20.56
EV186,02/18/2022,4,9.49599999999919,0.7166666666666667,4.166666666666667,4.883333333333334,,,,,34.2705394190871,50087.752,50097.248,,,0.14675767918088736,,,,,,,2.0458450704225353,38.35
EV186,02/20/2022,1,0,3.25,0.016666666666666607,3.2666666666666666,,,,,,50098.376,50098.376,,,0.9948979591836735,,,,,,,0,0
EV186,02/22/2022,1,195.248,10.183333333333334,0.03333333333333238,10.216666666666667,,,,,39.8204829308909,50190.248,50385,,,0.9967373572593801,,,,,,,9.673069883527454,103.77
EV186,02/24/2022,2,191.875999999997,0.4666666666666667,0.16666666666666666,0.6333333333333333,,,,,37.4479600333056,50489.124,50681,,,0.736842105263158,,,,,,,9.124528145695365,74.83
EV186,02/25/2022,5,142.124000000003,6.55,4.733333333333334,11.283333333333333,,,,,35.5172413793103,50681,50823.124,,,0.5805022156573116,,,,,,,12.168585714285713,90.63
EV186,02/26/2022,2,143.627999999997,13.533333333333333,7.6000000000000005,21.133333333333333,,,,,42.7719480519481,50823.124,50966.752,,,0.6403785488958991,,,,,,,10.701116883116883,106.86
EV186,02/27/2022,3,144.872000000003,5.483333333333333,12.083333333333334,17.566666666666666,,,,,49.7533081285444,50966.752,51111.624,,,0.31214421252371916,,,,,,,7.850576015108593,91.6
EV186,02/28/2022,5,243.623999999996,7.983333333333333,4.949999999999999,12.933333333333334,,,,,48.4245931283906,51112.124,51355.248,,,0.6172680412371134,,,,,,,13.245759493670887,91.6
