Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer
EV098,06/04/18,,,0.349379722,0.0016875,0.351278611,,,0.5,1.2732,60,,
EV098,06/05/18,,0.0776725,0.079392222,0.011369722,0.090764722,,,,0.3108,56,,
EV098,06/06/18,,,4.039736667,,,,,4,9.34385,57,,
EV098,06/07/18,,,0.206495,,,,,,0.22338,62,,
EV098,06/08/18,,18.8091726,1.528070556,0.985670556,5.607972222,,,16.5,44.57036,59,,
EV098,06/09/18,,,1.001324167,,,,,0.5,0.60868,58,,
EV098,06/11/18,,,,,,,,,,59,,
EV098,06/12/18,,,,,,,,,,63,,
EV098,06/13/18,,,,,,,,,,67,,
EV098,06/18/18,,,,,,,,,,70,,
EV098,06/19/18,,,,,,,,,,65,,
EV098,06/22/18,,,,,,,,,,65,,
EV098,06/23/18,,,,,,,,,,67,,
EV098,06/25/18,,,,,,,,,,57,,
EV098,06/27/18,,,,,,,,,,64,,
EV098,06/28/18,,,,,,,,,,72,,
EV098,07/03/18,,,,,,,,,,72,,
EV098,07/09/18,,,0.605565278,,,,,0.5,1.25695,75,,
EV098,07/10/18,,7.0899458,2.767733056,0.303387222,3.072227778,,,10,20.2577,71,,
EV098,07/16/18,,,0.182856389,,,,,20,0.47569,69,,
EV098,07/17/18,,8.5035853,0.864492778,0.451480833,,,,13,25.16827,65,,
EV098,07/18/18,,,,,,,,,,67,,
EV098,07/19/18,,,,,,,,,,69,,
EV098,07/20/18,,,,,,,,,,68,,
EV098,07/23/18,,,,,,,,,,65,,
EV098,07/24/18,,6.7854696,0.293687222,0.2795275,5.156480556,,,8,12.54662,71,,
EV098,07/25/18,,0.062138,1.940803889,0.0091,1.950319167,,,2.5,2.19823,66,,
EV098,07/26/18,,,0.28556,,,,,0.5,0.64049,63,,
EV098,07/27/18,,0.963139,0.878916389,0.158876944,1.037894722,,,2,5.60207,62,,
