Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature
EV206,05/01/2020,,30.736,,8.84,,,,34.57,55.312,67.4
EV206,05/02/2020,,33.371,,7.07,,,,35.45,56.72,67
EV206,05/03/2020,,3.213,,0.66,,,,1.86,2.976,65.9
EV206,05/04/2020,,36.448,,7.57,,,,29.22,46.752,67.4
EV206,05/05/2020,,12.189,,5.93,,,,22.17,35.472,72.4
EV206,05/06/2020,,17.918,,6.51,,,,28.41,45.456,75.3
EV206,05/07/2020,,43.605,,13.34,,,,48.18,77.088,75.4
EV206,05/08/2020,,30.515,,11.63,,,,36.13,57.808,73.5
EV206,05/09/2020,,22.882,,8.42,,,,30.52,48.832,69.8
EV206,05/10/2020,,20.978,,6.96,,,,22,35.2,66.2
EV206,05/11/2020,,0,,0,,,,0,0,66.2
EV206,05/12/2020,,11.084,,5.46,,,,23.75,38,61.9
EV206,05/13/2020,,41.752,,10.59,,,,50.34,80.544,62
EV206,05/14/2020,,44.268,,13.08,,,,48.29,77.264,63.9
EV206,05/15/2020,,47.923,,12.77,,,,52.99,84.784,66.9
EV206,05/16/2020,,44.982,,12.11,,,,46.46,74.336,69.6
EV206,05/17/2020,,24.82,,4.88,,,,24.26,38.816,68.4
EV206,05/18/2020,,45.781,,10.91,,,,43.82,70.112,64.5
EV206,05/19/2020,,22.848,,6.63,,,,30.35,48.56,60.2
EV206,05/20/2020,,29.852,,10.12,,,,39.25,62.8,62.3
EV206,05/21/2020,,46.223,,12.46,,,,48,76.8,66.8
EV206,05/22/2020,,49.198,,13.27,,,,54.37,86.992,65.7
EV206,05/23/2020,,42.857,,14.54,,,,48.65,77.84,64.3
EV206,05/24/2020,,9.911,,3.51,,,,12.33,19.728,67.1
EV206,05/25/2020,,40.358,,10.87,,,,42.34,67.744,71.4
EV206,05/26/2020,,24.548,,5.53,,,,17.21,27.536,74.6
EV206,05/27/2020,,52.173,,12.58,,,,61.75,98.8,75.9
EV206,05/28/2020,,61.608,,14.13,,,,70.86,113.376,70.7
EV206,05/29/2020,,28.696,,8.81,,,,37.75,60.4,67
EV206,05/30/2020,,43.656,,11.18,,,,40.31,64.496,65.7
EV206,05/31/2020,,43.571,,9.85,,,,37.1,59.36,66.3
EV206,06/01/2020,,32.164,,10.86,,,,33.95,54.32,70.6
EV206,06/02/2020,,47.481,,12.2,,,,43.67,69.872,75.5
EV206,06/03/2020,,38.811,,11.08,,,,37.88,60.608,78.2
EV206,06/04/2020,,54.842,,11.01,,,,47.14,75.424,72.1
EV206,06/05/2020,,26.673,,11.78,,,,37.94,60.704,64
EV206,06/06/2020,,24.769,,10.63,,,,30.69,49.104,64.3
EV206,06/07/2020,,10.625,,5.51,,,,13.63,21.808,69.7
EV206,06/08/2020,,35.564,,12.04,,,,35.35,56.56,69.3
EV206,06/09/2020,,62.985,,15.09,,,,45.24,72.384,72.8
EV206,06/10/2020,,56.219,,14.76,,,,48.97,78.352,75.6
EV206,06/11/2020,,27.047,,9.72,,,,30.72,49.152,76
EV206,06/12/2020,,36.975,,9.73,,,,41.9,67.04,71.1
EV206,06/13/2020,,35.02,,10.07,,,,44.03,70.448,67.2
EV206,06/14/2020,,32.3,,7.18,,,,36.33,58.128,67.6
EV206,06/15/2020,,17.255,,6.86,,,,19.35,30.96,71
EV206,06/16/2020,,61.251,,17.11,,,,58.35,93.36,67.3
EV206,06/17/2020,,29.325,,11.07,,,,38.12,60.992,67.7
EV206,06/18/2020,,34.306,,13.09,,,,39.32,62.912,65.3
EV206,06/19/2020,,27.438,,12.52,,,,43.2,69.12,64.8
EV206,06/20/2020,,34.017,,10.81,,,,43.05,68.88,67
EV206,06/21/2020,,21.318,,5.22,,,,19.52,31.232,68.6
EV206,06/22/2020,,14.433,,4.67,,,,16.38,26.208,71
EV206,06/23/2020,,36.516,,13.5,,,,37.73,60.368,72.3
EV206,06/24/2020,,36.295,,12.48,,,,41.1,65.76,71.5
EV206,06/25/2020,,32.3,,10.82,,,,38.23,61.168,69.4
EV206,06/26/2020,,45.509,,12.95,,,,52.22,83.552,71.4
EV206,06/27/2020,,74.834,,15.16,,,,83.96,134.336,71.3
EV206,06/28/2020,,49.895,,13.89,,,,43.3,69.28,67.8
EV206,06/29/2020,,23.698,,8.23,,,,23.44,37.504,66.8
EV206,06/30/2020,,35.955,,13.06,,,,41.67,66.672,68.1
EV206,07/01/2020,,41.684,,14.85,,,,44.26,70.816,67
EV206,07/02/2020,,44.676,,12.82,,,,49.84,79.744,69.4
EV206,07/03/2020,,38.556,,10.38,,,,38.42,61.472,73.2
EV206,07/04/2020,,50.286,,14.55,,,,59.69,95.504,77.1
EV206,07/05/2020,,42.177,,10.25,,,,36.08,57.728,78.5
EV206,07/06/2020,,31.671,,8.24,,,,28.8,46.08,78.2
EV206,07/07/2020,,70.295,,16.98,,,,68.18,109.088,76.4
EV206,07/08/2020,,11.39,,2.15,,,,10.33,16.528,75.2
EV206,07/09/2020,,0,,0.1,,,,0,0,73.2
EV206,07/10/2020,,0,,0.03,,,,0,0,79.7
EV206,07/11/2020,,0,,0.13,,,,0,0,83.5
EV206,07/12/2020,,0,,0.23,,,,0,0,82.7
EV206,07/13/2020,,23.902,,7.05,,,,22.84,36.544,78.7
EV206,07/14/2020,,65.841,,15.43,,,,59.99,95.984,72.3
EV206,07/15/2020,,60.401,,16.47,,,,48.18,77.088,70.5
EV206,07/16/2020,,45.645,,12.18,,,,45.09,72.144,70.9
EV206,07/17/2020,,65.841,,16.07,,,,61.41,98.256,72.4
EV206,07/18/2020,,44.047,,12.03,,,,44.98,71.968,74.2
EV206,07/19/2020,,33.779,,8.92,,,,35.9,57.44,74
EV206,07/20/2020,,44.863,,12.68,,,,41.03,65.648,74.7
EV206,07/21/2020,,51.748,,15.07,,,,54.76,87.616,72.7
EV206,07/22/2020,,29.376,,14.46,,,,37.06,59.296,72.2
EV206,07/23/2020,,28.033,,11.18,,,,34.23,54.768,68.1
EV206,07/24/2020,,28.22,,12.3,,,,35,56,69.8
EV206,07/25/2020,,34.765,,10.69,,,,38.75,62,72.8
EV206,07/26/2020,,18.173,,6.52,,,,19.8,31.68,76.7
EV206,07/27/2020,,44.931,,13.58,,,,37.5,60,75.9
EV206,07/28/2020,,37.757,,13.34,,,,38.13,61.008,75
EV206,07/29/2020,,26.044,,6.98,,,,28.01,44.816,76.2
EV206,07/30/2020,,20.893,,4.82,,,,23.49,37.584,80.3
EV206,07/31/2020,,19.159,,9.24,,,,26.18,41.888,86
EV206,08/01/2020,,44.251,,13.91,,,,46.75,74.8,84.5
EV206,08/02/2020,,25.772,,10.07,,,,30.99,49.584,79
EV206,08/03/2020,,38.573,,14.19,,,,38.06,60.896,79
EV206,08/04/2020,,35.411,,11.24,,,,30.56,48.896,76.8
EV206,08/05/2020,,28.475,,13.41,,,,39.4,63.04,71.3
EV206,08/06/2020,,30.226,,9.18,,,,29.17,46.672,71
EV206,08/07/2020,,16.558,,5.72,,,,17.08,27.328,72.8
