Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC,Percent Idling Time,Drive Cycle,HV Accessories Energy,LV Accessories Energy,Electric Heater Energy,Traction Energy,Regenerated Energy,Average Speed,Maximum Speed
EV179,01/01/2022,3,118.5,10,4.366666666666666,14.366666666666667,,,,,13.4788203753351,65040.624,65159.124,,,0.6960556844547564,,,,,,,19.034866310160428,100.64
EV179,01/02/2022,3,102.5,8.65,4.95,13.6,,,,,42.3101717305152,65159.624,65261.624,,,0.636029411764706,,,,,,,8.109484808454425,65.11
EV179,01/03/2022,3,175.751999999993,9.516666666666667,4.716666666666666,14.233333333333333,,,,,42.2933333333333,65262.124,65437.376,,,0.6686182669789228,,,,,,,11.164329461457234,97.67
EV179,01/04/2022,4,120.248,3.5833333333333335,4.45,8.033333333333335,,,,,52.3142857142857,65437.376,65557.624,,,0.44605809128630697,,,,,,,8.657936305732484,70.65
EV179,01/06/2022,2,188.251999999993,3.6999999999999997,0.09999999999999999,3.8,,,,,35.1611940298507,65711.5,65899.752,,,0.9736842105263158,,,,,,,11.144712301587301,92.67
EV179,01/07/2022,3,173.748000000007,8.416666666666668,5.55,13.966666666666667,,,,,27.969756097561,65899.752,66073.5,,,0.6026252983293557,,,,,,,12.598393719806763,105.97
EV179,01/08/2022,4,118.376000000004,9.266666666666666,5.516666666666667,14.783333333333333,,,,,46.7424083769634,66073.5,66191.876,,,0.6268320180383314,,,,,,,12.319930191972077,107.47
EV179,01/09/2022,1,169.747999999992,16.8,4.6333333333333355,21.433333333333334,,,,,45.3836833602585,66192.5,66361.624,,,0.7838258164852255,,,,,,,8.57635702746365,71.01
EV179,01/10/2022,4,144.624000000011,8.183333333333334,4.616666666666666,12.799999999999999,,,,,43.7640866873065,66361.624,66506.248,,,0.6393229166666667,,,,,,,6.952757552285051,74.12
EV179,01/11/2022,3,132.627999999997,13.200000000000001,5.45,18.65,,,,,49.1353271028037,66506.248,66638.876,,,0.7077747989276141,,,,,,,15.149140186915888,97.57
EV179,01/12/2022,3,32.5,5.283333333333333,0.2500000000000001,5.533333333333334,,,,,56.287284144427,66638.876,66671.376,,,0.9548192771084336,,,,,,,3.206122448979592,75.88
EV179,01/13/2022,9,2.12399999999616,6.166666666666666,0.31666666666666754,6.483333333333333,,,,,48.7772594752187,66671.624,66673.5,,,0.9511568123393315,,,,,,,0.3922514619883041,22.7
EV179,01/14/2022,5,142,4.883333333333334,4.8500000000000005,9.733333333333333,,,,,49.6466019417476,66673.5,66815.5,,,0.50171232876712335,,,,,,,9.273969795037756,88.67
EV179,01/15/2022,2,88.1239999999962,1.8499999999999999,2.583333333333333,4.433333333333334,,,,,23.6857142857143,66815.5,66903.624,,,0.4172932330827067,,,,,,,18.843882783882783,106.53
EV179,01/16/2022,1,32.7520000000077,14.35,0.7666666666666662,15.116666666666665,,,,,66.0298076923077,66903.624,66936.376,,,0.9492833517089306,,,,,,,3.1869871794871796,101.96
EV179,01/18/2022,1,145.495999999999,4.183333333333334,0,4.183333333333334,,,,,58.0578993821712,67081,67226.496,,,1,,,,,,,7.602195767195767,74.68
EV179,01/19/2022,3,115.008000000002,8.25,3.933333333333333,12.183333333333332,,,,,46.7005385996409,67226.496,67341.504,,,0.677154582763338,,,,,,,6.1501946902654865,106.4
EV179,01/20/2022,7,142.744000000006,10.266666666666666,4.716666666666666,14.983333333333333,,,,,20.9481343283582,67341.504,67484.248,,,0.6852057842046718,,,,,,,15.647597042513864,91.19
EV179,01/21/2022,2,114.375999999989,3.433333333333333,5.033333333333332,8.466666666666667,,,,,44.8992021276596,67484.248,67598.624,,,0.405511811023622,,,,,,,9.140279627163782,69.37
EV179,01/22/2022,1,180.376000000004,16.433333333333334,5.166666666666666,21.6,,,,,42.3982011447261,67598.624,67779,,,0.7608024691358024,,,,,,,8.884849225753872,72.18
EV179,01/23/2022,1,142.623999999996,11.566666666666666,9.183333333333334,20.75,,,,,47.6691616766467,67779,67921.624,,,0.557429718875502,,,,,,,6.13168287210172,100.05
EV179,01/24/2022,4,285.376000000004,5.433333333333333,8.016666666666667,13.45,,,,,31.4928792569659,67922,68207,,,0.40396530359355637,,,,,,,13.607800154918667,90.68
EV179,01/25/2022,5,147,3.55,7.733333333333333,11.283333333333333,,,,,28.1306666666667,68207,68354,,,0.3146233382570162,,,,,,,13.412440828402367,98.8
EV179,01/26/2022,3,144.872000000003,7.583333333333333,4.466666666666666,12.05,,,,,28.367454798331,68354.128,68498.872,,,0.6293222683264177,,,,,,,11.767791666666666,75.88
EV179,01/27/2022,3,90.7519999999931,8.25,4.433333333333334,12.683333333333335,,,,,35.4718100890208,68499,68589.624,,,0.6504599211563731,,,,,,,15.866775147928994,74
EV179,01/28/2022,3,193.752000000008,7.683333333333333,4.4,12.083333333333332,,,,,41.2133689839572,68589.872,68783.376,,,0.6358620689655172,,,,,,,10.286548042704625,101.91
EV179,01/29/2022,1,121,9.116666666666665,6.883333333333334,16,,,,,37.555905511811,68783.376,68904.376,,,0.5697916666666666,,,,,,,17.81929503916449,108.03
EV179,01/30/2022,2,166,11.766666666666667,4.749999999999999,16.516666666666666,,,,,51.9714285714286,68904.872,69070.376,,,0.7124117053481333,,,,,,,7.666885245901639,71.72
EV179,01/31/2022,2,145.375999999989,10.766666666666667,4.55,15.316666666666668,,,,,53.5225274725275,69070.376,69215.752,,,0.7029379760609358,,,,,,,8.026144688644688,76.24
EV179,02/01/2022,8,143.624000000011,6.333333333333333,8.3,14.633333333333333,,,,,42.9627986348123,69215.752,69359.376,,,0.4328018223234624,,,,,,,13.93325938566553,103.67
EV179,02/02/2022,7,2.75199999999313,0.55,0.44999999999999996,1,,,,,67.0073226544622,69359.376,69362.128,,,0.55,,,,,,,0.39496567505720825,24.72
EV179,02/03/2022,2,0.744000000006054,0.3,0.23333333333333336,0.5333333333333333,,,,,63.05,69362.248,69362.872,,,0.5625,,,,,,,9.008750000000001,32.53
EV179,02/04/2022,4,92.7519999999931,14.683333333333334,9.083333333333334,23.766666666666666,,,,,35.3792452830189,69362.872,69455.624,,,0.6178120617110799,,,,,,,10.353502824858758,68.64
EV179,02/05/2022,1,194.752000000008,7.6,0.06666666666666732,7.666666666666667,,,,,37.0221978021978,69456.248,69650.376,,,0.9913043478260869,,,,,,,12.401788440567067,105
EV179,02/06/2022,2,222,12.600000000000001,9.366666666666667,21.96666666666667,,,,,46.615768302494,69650.496,69872.376,,,0.5735963581183612,,,,,,,10.682220434432823,104.57
EV179,02/07/2022,4,208,6.916666666666667,7.383333333333332,14.299999999999999,,,,,39.1476475620188,69872.624,70080.376,,,0.48368298368298374,,,,,,,10.513036783575705,90.4
EV179,02/08/2022,2,145.127999999997,10.733333333333333,4.666666666666668,15.400000000000002,,,,,52.7780241935484,70080.376,70225.504,,,0.6969696969696968,,,,,,,8.743635448136958,73.53
EV179,02/09/2022,6,142.119999999995,7.3999999999999995,4.383333333333334,11.783333333333333,,,,,51.165445026178,70225.504,70367.624,,,0.6280056577086279,,,,,,,14.346876090750436,105.3
EV179,02/10/2022,2,141.880000000005,12.766666666666667,4.216666666666665,16.983333333333334,,,,,51.4447609359105,70367.872,70509.504,,,0.7517173699705594,,,,,,,8.476785350966429,106.89
EV179,02/11/2022,5,144.119999999995,7.749999999999999,5.0166666666666675,12.766666666666667,,,,,53.6563600782779,70509.504,70653.624,,,0.6070496083550913,,,,,,,8.302035225048924,67.87
EV179,02/12/2022,2,142.752000000008,9.7,4.416666666666668,14.116666666666667,,,,,25.4628378378378,70653.752,70796.376,,,0.6871310507674143,,,,,,,14.099780405405406,105.76
EV179,02/13/2022,1,142.375999999989,13.649999999999999,4.216666666666667,17.866666666666667,,,,,43.0638554216867,70796.376,70938.752,,,0.7639925373134328,,,,,,,8.336141575274178,96.35
EV179,02/14/2022,5,2,0.6,0.35000000000000003,0.95,,,,,68.358064516129,70938.752,70940.752,,,0.631578947368421,,,,,,,0.239247311827957,13.59
EV179,02/15/2022,6,29.2480000000069,2.9166666666666665,0.7833333333333334,3.7,,,,,60.7581395348837,70940.752,70970,,,0.7882882882882882,,,,,,,10.053699421965318,107.88
EV179,02/16/2022,5,1.24800000000687,0.8166666666666668,0.31666666666666665,1.1333333333333333,,,,,66.6173913043478,70970,70971.248,,,0.7205882352941178,,,,,,,1.1051428571428572,20.89
EV179,02/17/2022,4,1.50399999998626,5.466666666666667,0.28333333333333277,5.75,,,,,70.8188679245283,70971.248,70972.752,,,0.9507246376811594,,,,,,,1.8485185185185184,16.4
