Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Average Ambient Temperature (logger),Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,Average Speed,GPS Average Speed,GPS Distance,Average Battery Voltage,Average Battery Power Used,Average Battery Current
EV061,01/28/2021 17:11:01,01/28/2021 17:42:57,4.44664371238643,0.27166666666666667,0.2852777777777778,0.5569444444444445,,,8.73222965449432,13.5349559644662,43.898,,2230.1752565020283,2235.406038002394,0.4877805486284289,,7.15040149060284,7.59723830020182,5.2877808715849435,1544.09902198432,-1897.57400001193,-1229.24630455649
EV061,01/28/2021 19:10:48,01/28/2021 19:14:35,,0.013888888888888888,0.06277777777777778,0.07666666666666666,,,,,45.77,,2235.4572642664016,2235.457279712535,0.18115942028985507,,0.000245028715423812,0.947947424540682,0.05975676424679869,1599.53163738334,-1128.65139052868,-705.613670996238
EV061,03/12/2021 00:01:38,03/12/2021 01:15:33,4.07298946624755,0.7069444444444444,0.6061111111111112,1.3130555555555556,,,7.10062158803869,11.00596346146,56.3495,,2235.705440922155,2240.5521554123916,0.5383964459488046,,3.18219704690687,4.43840766796906,5.247588495685198,1575.39086404271,-1585.11162997962,-1007.56751894709
EV061,03/22/2021 14:21:10,03/22/2021 14:22:49,,0.9658333333333333,0.0275,0.9933333333333333,,,0.285811569079499,0.443007932073223,39.57807038,,2240.5521554123916,2240.5521554123916,0.9723154362416108,,,0.165236742424242,0.004544010292392427,1584.07169290512,-1640.83074617278,-1035.83111390847
EV061,03/23/2021 16:19:22,03/23/2021 16:21:30,0.0201840859557265,0.0038888888888888888,0.035277777777777776,0.03916666666666667,,,0.0086882815784719,0.0134668364466314,47.498,,2241.8512032918024,2241.8713873777583,0.09929078014184396,,0.567956958823913,3.42955117116042,0.1218795857193987,1578.75828354228,-587.742019779198,-372.281194598373
EV061,03/23/2021 17:46:57,03/23/2021 18:53:48,14.4821191405656,0.3269444444444444,0.8680555555555556,1.195,,,21.0570743041006,32.6384651713559,59.2475,,2242.6802626858707,2259.06607861556,0.2735936773593677,,15.8514174577237,21.0224044703929,18.682087608367134,1539.96931688528,-1202.84293474129,-781.494023969709
EV061,03/25/2021 15:51:03,03/25/2021 16:17:56,,0.3477777777777778,0.044722222222222226,0.3925,,,0.11561586297718,0.179204587614628,46.16607038,,2259.317565417959,2259.317565417959,0.8860580325548478,,,1.7862197702915,0.04448206722739203,1585.81597273124,-1450.35470149373,-914.568813497169
EV061,03/26/2021 16:06:31,03/26/2021 16:52:51,11.2254392853693,0.02277777777777778,0.7722222222222223,0.795,,,14.7127745950486,22.8048006223253,45.284,,2259.317565417959,2270.5430047033283,0.0286512928022362,,14.5365400817732,14.552240540245,11.23756387695856,1558.0344643414,-1678.64745475545,-1077.41355738561
EV061,03/26/2021 20:02:27,03/26/2021 20:06:31,0.000479609005832476,0.008333333333333333,0.0675,0.07583333333333334,,,0.0775959361627037,0.120273701052191,63.824,,2270.586588787296,2270.5870683963017,0.10989010989010989,,0.00707802596950722,1.76076277042074,0.11930978087966276,1597.88285312763,-934.931603239437,-585.106474739023
EV061,03/29/2021 13:40:33,03/29/2021 13:41:30,0.000111944878881656,0.02361111111111111,0.015555555555555555,0.03916666666666667,,,0.0181115608427405,0.0280729193062477,45.86,,2271.0511550216715,2271.0512669665504,0.6028368794326241,,0.00707802596348958,10.7232810387338,0.1695976310844667,1574.51070058938,-219.762182273987,-139.574905519362
EV061,03/29/2021 15:03:24,03/29/2021 15:07:13,0.000450117230796803,0.2727777777777778,0.06333333333333334,0.33611111111111114,,,0.0538197564632412,0.0834206225180239,45.824,,2271.060928595861,2271.061378713092,0.8115702479338842,,0.00707802596673506,3.44946475085501,0.21936392716535433,1574.82358859435,-863.656366906684,-548.414675244712
EV061,04/09/2021 17:28:22,04/09/2021 17:31:47,0.253747200017438,0.04722222222222222,0.05694444444444444,0.10416666666666667,,,0.541942135560433,0.840010310118671,63.41,,2271.7756864849516,2272.0294336849693,0.4533333333333333,,4.45604839054895,0.182074211604231,0.01036811520719001,1586.65729095853,-1277.10105317718,-804.900377954746
