Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,Average Speed
EV198,10/03/2022 14:40:00,10/03/2022 15:06:00,6,0.08,0.35,0.43,97.2,88.8,8.4,18,76.4,1928,1934,0.18604651162790697,,13
EV198,10/04/2022 14:41:00,10/04/2022 15:03:00,6,0.04,0.33,0.37,100,92,8,17.1,77.2,1995,2001,0.10810810810810811,,15.108108108108109
EV198,10/05/2022 07:13:00,10/05/2022 08:58:00,35,0.19,1.52,1.72,100,44,56,119.9,68.6,2024,2059,0.11111111111111112,,21.137562677131022
EV198,10/05/2022 14:28:00,10/05/2022 14:49:00,6,0.03,0.31,0.34,100,94.8,5.2,11.1,74.8,2059,2065,0.08823529411764706,,16.441176470588232
EV198,10/06/2022 14:16:00,10/06/2022 14:49:00,6,0.08,0.38,0.45,100,92,8,17.1,74.86,2090,2096,0.17391304347826086,,2.9421052631578943
EV198,10/10/2022 14:40:00,10/10/2022 15:03:00,6,0.07,0.31,0.37,94.8,85.2,9.6,20.5,76.6,2172,2178,0.1842105263157895,,15.108108108108109
EV198,10/11/2022 14:40:00,10/11/2022 15:03:00,7,0.06,0.31,0.37,100,92.8,7.2,15.4,76.7,2252,2259,0.16216216216216217,,15.108108108108109
EV198,10/12/2022 14:25:00,10/12/2022 14:46:00,6,0.02,0.33,0.35,98.8,93.2,5.6,12,77.8,2333,2339,0.05714285714285714,,15.971428571428572
EV198,10/13/2022 14:40:00,10/13/2022 15:04:00,6,0.05,0.35,0.4,100,94,6,12.8,73,2414,2420,0.12500000000000003,,13.975
EV198,10/14/2022 14:41:00,10/14/2022 15:06:00,6,0.07,0.34,0.42,97.2,90,7.2,15.4,72.2,2495,2501,0.17073170731707318,,13.30952380952381
EV198,10/17/2022 14:40:00,10/17/2022 15:03:00,5,0.04,0.34,0.38,94,86.4,7.6,16.3,75.3,2577,2582,0.10526315789473684,,14.710526315789473
EV198,01/12/2023 14:51:00,01/12/2023 15:19:00,10,0.02,0.45,0.47,100,88.4,11.6,24.8,74.8,2925,2935,0.0425531914893617,,22.468085106382983
EV198,01/26/2023 09:14:00,01/26/2023 09:35:00,12,0.02,0.33,0.34,99.6,80.8,18.8,40.2,69.6,2981,2993,0.05714285714285714,,32.882352941176464
EV198,02/27/2023 06:47:00,02/27/2023 09:11:00,29,0.27999999999999997,1.47,1.75,100,56.8,43.199999999999996,92.60000000000001,50.8833333333333,3252,3281,0.15999999999999998,,10.82469439883233
EV198,03/03/2023 06:40:00,03/03/2023 09:17:00,30,0.5,1.47,1.96,100,51.6,48.4,103.7,51.4833333333333,3281,3311,0.25380710659898476,,9.92366469763894
EV198,03/08/2023 07:42:00,03/08/2023 09:45:00,31,0.29,1.43,1.7,100,53.2,46.8,100.2,52.0666666666667,3311,3342,0.1686046511627907,,10.058609078178426
EV198,03/08/2023 14:52:00,03/08/2023 15:27:00,11,0.02,0.57,0.59,100,92.4,7.6,16.3,62.2,3342,3353,0.03389830508474576,,17.898305084745765
EV198,03/08/2023 15:52:00,03/08/2023 17:37:00,25,0.27,1.34,1.61,92.4,57.2,35.2,75.4,60.5666666666667,3353,3378,0.16770186335403728,,16.76551161103048
EV198,03/13/2023 06:40:00,03/13/2023 09:06:00,30,0.48000000000000004,1.4,1.89,100,59.6,40.4,86.4,57.1285714285714,3378,3408,0.25531914893617025,,9.360202766804015
EV198,03/13/2023 14:51:00,03/13/2023 16:27:00,26,0.18000000000000002,1.12,1.31,100,72,28,59.9,68.7333333333333,3408,3434,0.13846153846153847,,14.00836940836941
EV198,03/14/2023 14:19:00,03/14/2023 16:48:00,30,0.53,1.5499999999999998,2.07,100,67.6,32.4,69.30000000000001,67.625,3434,3464,0.2548076923076923,,8.28453223008141
EV198,03/17/2023 07:08:00,03/17/2023 08:52:00,33,0.12,1.42,1.54,,34,22,47.1,55.2,3464,3497,0.07792207792207792,,19.488202363674063
EV198,03/22/2023 06:58:00,03/22/2023 08:53:00,29,0.16999999999999998,1.11,1.28,100,57.2,42.8,91.6,53,3498,3527,0.13281249999999997,,12.173423423423424
EV198,03/22/2023 12:37:00,03/22/2023 13:41:00,32,0.21,0.85,1.06,68.4,18.8,49.6,106.1,63.2,3527,3559,0.1981132075471698,,29.89622641509434
EV198,04/04/2023 06:42:00,04/04/2023 09:05:00,29,0.28,1.6,1.8800000000000001,100,52.4,47.6,102,49.9333333333333,3559,3588,0.14893617021276595,,10.263174603174603
EV198,04/05/2023 07:44:00,04/05/2023 09:48:00,31,0.39,1.4100000000000001,1.8,100,51.2,48.800000000000004,104.5,52.85,3588,3619,0.21666666666666665,,9.487204436074492
EV198,04/25/2023 06:47:00,04/25/2023 09:08:00,30,0.29,1.54,1.83,100,58.4,41.6,89.1,60.7714285714286,3939,3969,0.15846994535519124,,8.72439431913116
EV198,04/25/2023 13:35:00,04/25/2023 14:53:00,23,0.05,1.05,1.1099999999999999,100,76.8,23.2,49.7,72.35,3969,3992,0.045454545454545456,,13.332291666666666
EV198,04/25/2023 15:17:00,04/25/2023 17:08:00,24,0.21000000000000002,1.25,1.48,76.8,42.8,34,72.7,69.8833333333333,3992,4016,0.14383561643835618,,12.648497304650556
EV198,04/27/2023 06:50:00,04/27/2023 09:08:00,30,0.27,1.55,1.81,100,65.6,34.4,73.7,61.75,4016,4046,0.14835164835164835,,10.340672734242629
EV198,04/27/2023 13:46:00,04/27/2023 14:53:00,24,0.07,0.8600000000000001,0.93,100,75.6,24.4,52.199999999999996,75.98,4046,4070,0.07526881720430106,,16.523714031066973
EV198,04/27/2023 15:33:00,04/27/2023 16:52:00,22,0.26,0.98,1.24,75.6,45.2,30.4,65,73.05,4070,4092,0.20967741935483872,,18.56865828092243
EV198,04/28/2023 06:46:00,04/28/2023 08:48:00,30,0.26,1.27,1.53,100,56,44,94.2,58.6428571428571,4092,4122,0.16993464052287582,,9.545851250199076
EV198,04/28/2023 13:37:00,04/28/2023 15:04:00,24,0.16999999999999998,0.9500000000000001,1.12,100,74.4,25.6,54.800000000000004,75.2666666666667,4122,4146,0.15178571428571425,,15.308045977011494
EV198,04/28/2023 15:32:00,04/28/2023 17:01:00,22,0.32,1.03,1.35,74.4,42,32.4,69.3,71.3,4146,4168,0.23703703703703702,,15.49827861704648
EV198,05/01/2023 06:46:00,05/01/2023 08:59:00,29,0.42,1.34,1.76,100,53.2,46.8,100.19999999999999,59.2333333333333,4168,4197,0.23863636363636362,,10.241461058674172
EV198,05/01/2023 13:35:00,05/01/2023 14:34:00,21,0.12,0.66,0.78,100,76.8,23.2,49.6,69.1,4197,4218,0.15384615384615383,,24.877314814814813
EV198,05/01/2023 15:34:00,05/01/2023 16:51:00,21,0.18,0.95,1.13,76.8,45.6,31.200000000000003,66.8,70.05,4218,4239,0.1592920353982301,,19.519005847953217
EV198,05/04/2023 06:43:00,05/04/2023 09:22:00,40,0.52,1.92,2.44,100,38.8,61.2,131,56.7666666666667,4239,4279,0.21311475409836067,,5.576923076923077
EV198,05/04/2023 13:39:00,05/04/2023 15:01:00,24,0.12,0.88,0.9999999999999999,88,58.4,29.6,63.4,68.9,4279,4303,0.12,,16.269950738916258
EV198,05/04/2023 15:39:00,05/04/2023 16:32:00,14,0.24,0.64,0.89,57.6,34.8,22.8,48.8,70.5,4303,4317,0.2727272727272727,,16.0561797752809
