Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,HV Acces. Energy,LV Acces. Energy,Elect. Heater Energy,Traction Energy
EV069,01/02/2020 10:43,01/02/2020 11:04,12.12,,,0.35,86,82,4,18.64,30,,,,,0.24,1.03,0.32,17.05
EV069,01/03/2020 06:23,01/03/2020 08:26,26.64,,,1.7,85,75,10,44.74,20,,,,,1.81,4.94,1.54,36.45
EV069,02/05/2020 13:42,02/05/2020 14:16,18.8,,,0.55,89,84,5,26.1,23,,,,,0.25,1.53,0,24.32
EV069,02/05/2020 16:26,02/05/2020 16:47,12.19,,,0.35,90,86,4,18.64,25,,,,,0.19,0.68,0,17.78
EV069,02/06/2020 05:51,02/06/2020 16:48,140.73999999999998,,,10.883333333333333,88,34,54,251.64,21,,,,,8.42,28.55,2.84,211.83
EV069,02/07/2020 14:16,02/07/2020 15:17,19.73,,,0.8833333333333333,93,84,9,39.14,37,,,,,1.04,2.21,0.33,35.56
EV069,02/07/2020 16:02,02/07/2020 18:38,85.21000000000001,,,2.55,84,50,34,158.44,37,,,,,2.42,7.3,0,148.71
EV069,02/09/2020 06:58,02/09/2020 15:03,74.49000000000001,,,4.583333333333333,88,59,29,137.94,32,,,,,4.64,13.54,1.51,118.25
EV069,02/10/2020 14:49,02/10/2020 17:58,95.69,,,3.15,90,53,37,173.35,31,,,,,2.07,8.5,2.2,160.58
EV069,02/11/2020 05:53,02/11/2020 16:52,141.36,,,10.45,90,37,53,244.18,26,,,,,11.78,26.11,3.42,202.87
EV069,02/12/2020 06:25,02/12/2020 11:24,67.5,,,4.766666666666667,90,66,24,115.57,27,,,,,4.37,13.22,3.36,94.62
EV069,02/12/2020 11:59,02/12/2020 17:07,57.71,,,5.116666666666666,65,44,21,100.66,34,,,,,5.32,13.34,1.62,80.37
EV069,02/13/2020 14:50,02/13/2020 17:12,60.04,,,2.3,90,74,16,74.56,35,,,,,1.54,4.85,1.57,66.6
EV069,02/13/2020 17:43,02/13/2020 18:33,35.57,,,0.85,74,56,18,83.88,33,,,,,0.31,1.64,0,81.93
EV069,02/14/2020 14:39,02/14/2020 18:01,90.88,,,3.35,90,58,32,149.12,44,,,,,2.13,6.77,0,140.22
EV069,02/15/2020 06:06,02/15/2020 17:09,81.63,,,10.6,89,52,37,169.62,40,,,,,14.65,27.73,0.66,126.59
EV069,02/16/2020 06:26,02/16/2020 15:39,84.74000000000001,,,5.233333333333333,90,59,31,143.53,37,,,,,5.55,14.59,1.2,122.19
EV069,02/17/2020 14:43,02/17/2020 17:07,60.97,,,2.35,91,69,22,100.66,40,,,,,2.22,7.69,1.24,89.5
EV069,02/17/2020 17:40,02/17/2020 18:20,35.5,,,0.6666666666666666,69,50,19,89.47,36,,,,,0.28,2.52,0,86.67
EV069,02/19/2020 14:57,02/19/2020 18:02,95.38,,,3.0833333333333335,88,55,33,156.58,37,,,,,2.05,7.45,0,147.08
EV069,02/20/2020 13:44,02/20/2020 13:52,6.06,,,0.3,90,86,4,16.78,35,,,,,0.12,0.38,0,16.27
EV069,02/21/2020 06:11,02/21/2020 17:11,143.23,,,10.483333333333333,86,30,56,257.23,36,,,,,11.07,23.82,4,218.34
EV069,02/22/2020 06:08,02/22/2020 16:08,129.87,,,9.95,92,46,46,212.5,43,,,,,10.52,24.3,0.33,177.34
EV069,02/23/2020 06:55,02/23/2020 08:26,15.77,,,1.0166666666666666,89,82,7,31.69,36,,,,,1.09,2.56,0,28.03
EV069,02/23/2020 09:00,02/23/2020 15:08,56.7,,,3.566666666666667,81,58,23,108.11,37,,,,,4.31,9.78,2.62,91.41
EV069,02/24/2020 05:58,02/24/2020 17:11,147.42000000000002,,,10.566666666666666,90,32,58,270.28,27,,,,,9.52,28.97,4.38,227.41
EV069,02/25/2020 15:43,02/25/2020 23:59,69.9,,,7.8,91,62,29,136.07,20,,,,,8.98,22.23,2.56,102.3
EV069,02/26/2020 00:00,02/26/2020 02:16,47.77,,,4.25,62,51,11,83.88,11,,,,,3.37,6.75,1.18,72.57
