Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC
EV122,4/5/2021,3.0,28.7694773,0.109444444,0.266111111,0.37555555500000004,,,0.0,,48.0,158.5738792,187.3433565,,
EV122,4/6/2021,19.0,47.7834299,1.041111111,3.14055,4.181661111,,,0.0,,50.5,187.3433565,235.1267864,,
EV122,4/7/2021,19.0,43.6202442,0.228611111,2.805277778,3.0338888890000004,33.0,60.0,42.0,88.59312,51.0,235.1267864,278.7470306,100.0,32.0
EV122,4/8/2021,20.0,43.7445184,0.216388889,2.718608333,2.9349972220000002,60.0,56.0,74.0,156.09264,46.0,278.7470306,322.491549,100.0,33.0
EV122,4/9/2021,22.0,21.6858479,0.2825,2.555833333,2.8383333329999996,56.0,100.0,28.0,59.06208,43.0,322.491549,344.1773969,100.0,31.0
EV122,4/10/2021,3.0,24.1713319,0.028055556,0.305277778,0.333333334,98.0,52.0,48.0,101.24928,46.5,344.1773969,368.3487288,99.0,52.0
EV122,4/11/2021,22.0,58.2845998,0.41,3.180833333,3.590833333,52.0,36.0,101.0,213.04536,44.0,368.3487288,426.6333286,100.0,25.0
EV122,4/12/2021,20.0,54.3078254,0.415833333,3.114719444,3.530552777,36.0,33.0,91.0,191.95176,45.5,426.6333286,480.941154,95.0,12.0
EV122,4/13/2021,19.0,39.5191956,0.190555556,2.713055556,2.903611112,33.0,49.0,78.0,164.53008,48.5,480.941154,520.4603496,100.0,10.0
EV122,4/14/2021,21.0,47.7212928,0.2525,3.001944444,3.2544444439999998,49.0,53.0,93.0,196.17048,52.0,520.4603496,568.1816424,98.0,16.0
EV122,4/15/2021,23.0,85.749198,0.279722222,4.216111111,4.495833333,53.0,55.0,124.0,261.56064,48.5,568.1816424,653.9308404,100.0,21.0
EV122,4/16/2021,20.0,51.4495188,0.293611111,3.149444444,3.443055555,55.0,49.0,90.0,189.8424,53.0,653.9308404,705.3803592,100.0,22.0
EV122,4/17/2021,21.0,54.1214141,0.258055556,3.523886111,3.781941667,49.0,51.0,87.0,183.51432,51.0,705.3803592,759.5017733,100.0,18.0
EV122,4/18/2021,20.0,57.3525433,0.275,3.085,3.36,52.0,30.0,99.0,208.82664,55.5,759.5017733,816.8543166,100.0,30.0
EV122,4/19/2021,15.0,14.912904,0.180833333,2.526388889,2.707222222,30.0,96.0,16.0,33.74976,57.0,816.8543166,831.7672206,97.0,15.0
