Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Average Speed
EV085,5/1/2019 0:00,,,0.364667778,0.074136111,,,,0.81622,0.96814,,,,
EV085,5/2/2019 0:00,,13.04898,1.999938333,0.515569722,,,,12.83503,15.22514,,,,14.49418961
EV085,5/3/2019 0:00,,,0.210025833,0.029396667,,,,0.19588,0.21928,,,,
EV085,5/7/2019 0:00,,0.62138,0.055464722,0.0472,,,,0.79012,0.884,,,,
EV085,5/8/2019 0:00,,11.18484,0.31396,0.420186111,,,,12.24639,13.70365,,,,20.20695234
EV085,5/9/2019 0:00,,,0.346329167,0.052518056,,,,0.29695,0.33238,,,,
EV085,5/10/2019 0:00,,,,,,,,,,,,,
EV085,5/11/2019 0:00,,,,,,,,,,,,,
EV085,5/12/2019 0:00,,,,,,,,,,,,,
EV085,5/13/2019 0:00,,,,,,,,,,,,,
EV085,5/14/2019 0:00,,,,,,,,,,,,,
EV085,5/15/2019 0:00,,,0.011205278,,,,,,,,,,
EV085,5/16/2019 0:00,,,0.080893611,,,,,,,,,,
EV085,5/17/2019 0:00,,,,,,,,,,,,,
EV085,5/18/2019 0:00,,,,,,,,,,,,,
EV085,5/19/2019 0:00,,,,,,,,,,,,,
EV085,5/20/2019 0:00,,,,,,,,,,,,,
EV085,5/21/2019 0:00,,55.9242,1.387148889,2.301641944,,,,,61.14113,,,,18.20704302
EV085,5/22/2019 0:00,,55.30282,1.434335833,2.270293333,,,,53.93241,59.96474,,,,18.22161351
EV085,5/23/2019 0:00,,57.78834,1.291450833,2.308134444,,,,55.01715,61.16885,,,,18.69476561
EV085,5/24/2019 0:00,,55.9242,1.476815833,2.168875,,,,73.85938,60.93062,,,,19.7053748
EV085,5/25/2019 0:00,,,,,,,,,,,,,
EV085,5/26/2019 0:00,,,,,,,,,,,,,
EV085,5/27/2019 0:00,,,,,,,,,,,,,
EV085,5/28/2019 0:00,,78.29388,1.035433056,2.820028333,,,,94.5613,95.11748,,,,22.32097176
EV085,5/29/2019 0:00,,59.0311,1.348334444,2.246035556,,,,55.56088,65.0141,,,,21.42656399
EV085,5/30/2019 0:00,,57.16696,1.327085278,2.330146389,,,,67.4664,67.46761,,,,21.48948529
EV085,5/31/2019 0:00,,57.78834,1.885436389,2.2869725,,,,56.79864,66.05393,,,,21.43209518
EV085,6/1/2019 0:00,,,,,,,,,,,,,
EV085,6/2/2019 0:00,,,,,,,,,,,,,
EV085,6/3/2019 0:00,,57.78834,1.540101389,2.299326389,,,,59.45723,69.01929,,,,23.86811598
EV085,6/4/2019 0:00,,55.9242,2.114556944,2.265785,,,,57.01866,66.19146,,,,22.52451617
EV085,6/5/2019 0:00,,57.16696,1.771150833,2.406259167,,,,58.15466,67.17066,,,,20.84189051
EV085,6/6/2019 0:00,,57.16696,1.164865278,2.384478333,,,,63.17372,66.76744,,,,20.25644048
EV085,6/7/2019 0:00,,57.16696,1.400290556,2.178806111,,,,66.7265,62.29165,,,,19.79218386
EV085,6/8/2019 0:00,,,,,,,,,,,,,
EV085,6/9/2019 0:00,,,,,,,,,,,,,
EV085,6/10/2019 0:00,,67.10904,1.047934167,2.396690556,,,,74.96432,85.46134,,,,22.88191965
EV085,6/11/2019 0:00,,65.2449,2.173323333,2.673290556,,,,64.80058,73.87829,,,,19.42386968
EV085,6/12/2019 0:00,,59.0311,0.908996667,2.352777778,,,,68.22578,66.26112,,,,21.51339462
EV085,6/13/2019 0:00,,20.50554,0.583145833,0.882743611,,,,21.07621,23.91289,,,,17.15901248
EV085,6/14/2019 0:00,,3.1069,0.072572222,0.174581111,,,,4.54843,5.16063,,,,13.13795461
EV085,6/15/2019 0:00,,,,,,,,,,,,,
EV085,6/16/2019 0:00,,,,,,,,,,,,,
EV085,6/17/2019 0:00,,,0.124010278,0.002835278,,,,0.01868,0.02117,,,,
EV085,6/18/2019 0:00,,0.62138,6.113779444,0.103590278,,,,1.69077,1.91611,,,,
EV085,6/19/2019 0:00,,,0.051918333,,,,,,,,,,
EV085,6/20/2019 0:00,,,1.330165278,,,,,,,,,,
EV085,6/21/2019 0:00,,2.48552,3.219013611,0.114036111,,,,1.9623,2.22683,,,,
EV085,6/22/2019 0:00,,,,,,,,,,,,,
