Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC,Percent Idling Time,Drive Cycle,Energy Consumed While Driving,Energy Consumed While Idling,Average Speed,Maximum Speed
EV066,11/04/2022,,103.53597490654576,2.705103888888889,5.319931111111111,8.025034999999999,91.2,68,54.4,248.966091,49.63076923076923,10907.782922731249,11011.474240435857,91.2,25.6,0.3370831266018017,,203.092181,45.847925,10.53616837347311,34.176471904080174
EV066,11/05/2022,,128.0024656008908,8.812035,5.113185277777778,13.925220277777779,68.4,36.8,48,276.924635,46.54025974025974,11011.474240435857,11139.709720233834,92,22.8,0.6328111745609131,,242.238161,34.664435,8.227173535260702,56.71845174182773
EV066,11/06/2022,,0,6.599105,0.006083333333333333,6.605188333333333,,,,2.875574,56.300000000000004,11139.709720233834,11139.787391632864,,,0.999079006831246,,0.052518,2.803314,8.252481185552053e-4,0.4580127057981389
EV066,11/07/2022,,126.8373946154458,3.9098719444444447,6.4111975,10.321069444444445,92,92,66.4,306.191389,59.59318181818182,11139.787391632864,11266.70245764734,92.4,26,0.37882430357534547,,262.646717,43.499105,9.212889226914816,49.18426389883082
EV066,11/08/2022,,152.54662769426548,4.643697777777779,7.472986111111111,12.11668388888889,92,91.6,74.4,357.416114,50.83769230769231,11266.70245764734,11419.482099538694,92,33.2,0.38324824022487636,,303.387268,54.019507,9.011310662034658,58.74679372464806
EV066,11/09/2022,,125.12862383679312,5.58603,6.529704722222223,12.115734722222223,92,92,75.6,343.494597,67.99234042553192,11419.482099538694,11544.766066173546,92,17.2,0.4610558194010566,,297.07113,46.397365,7.802361456726785,51.464634037222616
EV066,11/10/2022,,111.45845760757176,7.5836588888888885,5.663585277777778,13.247244166666666,91.6,92,64.8,291.347041,58.660377358490564,11544.766066173546,11656.379866579176,92,15.6,0.5724706809565151,,247.095659,44.236944,6.944101467610787,53.74258082796469
EV066,11/11/2022,,81.24428338503141,2.1749033333333334,4.437735833333333,6.612639166666666,92,46.8,45.2,211.939316,34.784,11656.379866579176,11737.779492762267,92,46.8,0.3289009544474616,,176.014811,35.93368,12.519870329456426,38.21376908852303
EV066,11/13/2022,,94.29307842201544,3.0313025000000002,5.174912777777778,8.206215277777778,92,92,44.8,212.031816,41.44150943396227,11737.779492762267,11832.227913982342,92,47.2,0.36939105268279887,,175.372111,36.639291,9.098022398497259,34.27098246241946
EV066,11/14/2022,,96.00184920066808,3.8349330555555556,5.999273333333333,9.834206388888889,91.6,92,42.4,238.580725,54.025954198473286,11832.227913982342,11928.30743458204,92,32.4,0.3899585694976291,,190.972821,47.575261,7.218977505141328,32.11904974946314
EV066,11/15/2022,,95.69116360454944,7.980833333333333,5.982708611111111,13.963541944444444,92,92,53.6,250.823902,47.666101694915255,11928.30743458204,12024.07626958562,92,38.8,0.5715479185070661,,203.821212,46.985703,5.845320148514493,38.3252430804104
EV066,11/16/2022,,95.5358208064901,5.28063138888889,5.925468333333334,11.206099722222223,91.2,92,55.2,256.911148,38.401739130434784,12024.07626958562,12119.767433190167,92,35.6,0.47122830599277543,,206.278795,50.626014,6.494506890804215,32.339574385588165
EV066,11/17/2022,,95.7688350035791,8.581307222222222,5.551658611111112,14.132965833333333,92,92,58,271.641996,37.757894736842104,12119.767433190167,12215.691610991807,92,35.2,0.6071837520460683,,211.26593,60.36488,5.51556505602634,35.25243826055834
EV066,11/18/2022,,95.61349220551976,10.162700000000001,5.873595833333333,16.036295833333334,92,92,59.2,283.485241,22.934146341463414,12215.691610991807,12311.382774596355,92,32.4,0.6337311375159113,,219.167098,64.29901,4.892159912090801,35.04645371033166
EV066,11/19/2022,,0.23301419708900023,4.855378055555556,0.11883583333333333,4.974213888888889,,,,,31.895652173913042,12311.538117394415,12311.771131591506,,,0.9761096253623548,,,,0.05012978196693015,7.5656913624433315
EV066,11/21/2022,,111.84681460272012,4.093528055555555,5.887332222222223,9.980860277777778,92.4,92,71.6,340.873458,32.39823008849557,12311.771131591506,12423.773288992285,92.4,46.8,0.4101377979080349,,259.05566,81.703416,6.913609106579139,36.75733715103793
EV066,11/22/2022,,153.47868448262147,3.7934794444444444,6.811593055555556,10.6050725,92,92,74.4,336.013132,37.609708737864075,12423.773288992285,12577.407316272966,92.4,17.6,0.35770424430803693,,289.302295,46.702074,10.501699319095746,57.22493140062038
EV066,11/23/2022,,106.33214527161375,5.663694722222222,5.9017711111111115,11.565465833333334,92,86,57.6,282.994902,41,12577.407316272966,12683.817132943608,92,56.8,0.48970744489155293,,221.829943,61.159084,7.015244860480176,35.45842281078501
EV066,11/25/2022,,70.83631591505608,10.011087222222221,4.2326075,14.243694722222221,92,92,40.8,208.458141,38.75706806282722,12683.817132943608,12754.731120257697,92.4,66.8,0.702843427738133,,143.323168,65.129911,3.7442167308919525,36.25085749224529
EV066,11/27/2022,,89.55512308120575,2.5954569444444444,4.866979166666667,7.462436111111112,92.4,91.6,44.8,210.8585,36.32,12754.731120257697,12844.36391473793,92.4,47.2,0.34780290320743484,,172.871952,37.955719,8.837002007613286,35.71287431400621
EV066,11/28/2022,,130.87630736498846,7.203373611111111,6.9865313888888885,14.189905,91.6,92,63.2,294.740967,33.97142857142857,12844.36391473793,12975.39556490098,92,28.4,0.5076407214221034,,254.975312,39.754887,7.5279261571202065,35.01495019088524
