Vehicle ID,Date,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,Average Speed
EV229,01/05/2023,3.852501391871556,0.00727416666666666,0.14149083333333334,0.148765,,,0.785452000000078,1.254917000000205,48.11,9867.623081205758,9871.47558259763,0.0488970299913734,,25.896557603411793
EV229,01/09/2023,38.30945015740144,0.0103677777777778,2.6903665414898925,2.7007343192676703,,,13.5671795267833,21.67608183665561,51.17,9871.47558259763,9909.785032755031,0.00383887363662972,,14.184827394569272
EV229,01/10/2023,15.50129509035105,4.29607472222222,1.127335402954552,5.4234101251767735,,,37.3294824732167,60.444993163344634,47.3,9909.785032755031,9925.286327845382,0.792135321332018,,2.858219226016176
EV229,01/12/2023,3.1963303468619415,,0.27769049220681186,0.27769049220681186,,,1.10797528123067,1.7988988584256729,55.67,9925.286327845382,9928.482658192244,,,11.510406141242505
EV229,01/13/2023,52.333720458143944,2.31123410009053,4.222147545603911,6.533381645694441,,,,44.33134489634653,51.44,9928.482658192244,9980.816378650388,0.353757705492936,,8.010204101980227
EV229,01/14/2023,18.785943786577263,0.00695923324280315,1.3841708510781658,1.391130084320969,,,6.77930094713702,11.005857245228071,48.739999999999995,9980.816378650388,9999.602322436966,0.00500257547531944,,13.504088509269035
EV229,01/17/2023,11.435034326646928,,0.9241102777777778,0.9241102777777778,,,12.2752495000004,7.104591499999515,45.41,9999.602322436966,10011.037356763612,,,12.374101448308672
EV229,01/18/2023,58.904184634619014,4.84083222222222,4.423528194168143,9.264360416390367,,,167.407632759642,96.89190598479055,45.68,10011.037356763612,10069.941541398231,0.522522009577466,,6.35814907744809
EV229,01/26/2023,1.8641135767120431,3.60121638888889,0.11684833333333332,3.7180647222222234,,,,39.230729000000785,54.68000000000001,10069.941541398231,10071.805654974944,0.968572808150716,,0.5013666291419194
EV229,01/27/2023,38.62943048811212,1.03082944444444,2.8554533305218484,3.886282774966293,,,39.6248186467415,22.933952352309017,50.269999999999996,10071.805654974944,10110.435085463056,0.265248182938357,,9.93994331471342
EV229,01/28/2023,19.530913105303625,0.0000558333333333333,1.3982491694781516,1.3983050028114852,,,19.2359383532585,11.133222647691133,47.57,10110.435085463056,10129.96599856836,0.0000399292952689669,,13.967562917985726
EV229,01/30/2023,39.60774183004651,4.24245083333333,3.0708568399529987,7.3133076732863325,,,122.789864785889,71.06665493269634,41,10129.96599856836,10169.573740398406,0.580100143855555,,5.415845141415778
