Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,Average Speed
EV193,10/12/2022 05:13:00,10/12/2022 09:33:00,50,0.74,2.44,3.18,100,57.6,42.4,90.8,66.9,1000,1050,0.2327044025157233,,10.073675124844288
EV193,10/12/2022 13:25:00,10/12/2022 14:45:00,29,0.13,0.96,1.0899999999999999,81.2,62,19.200000000000003,41.1,75.7333333333333,1050,1079,0.11926605504587158,,24.942803268384665
EV193,01/03/2023 06:03:00,01/03/2023 09:13:00,41,0.8,2.22,3.02,100,56,43.6,93.3,53.55,3124,3165,0.2649006622516556,,7.303508771929825
EV193,01/04/2023 06:24:00,01/04/2023 09:12:00,31,0.93,1.83,2.76,100,69.6,30.4,65,58.85,3210,3241,0.33695652173913043,,10.902971465350785
EV193,01/04/2023 11:58:00,01/04/2023 13:02:00,29,0.08,0.99,1.07,86.4,65.6,20.8,44.5,67.7,3241,3270,0.07476635514018691,,26.710280373831772
EV193,01/06/2023 06:30:00,01/06/2023 09:06:00,28,0.79,1.52,2.31,100,66.8,33.2,71,49.8666666666667,3342,3370,0.341991341991342,,9.403171390013496
EV193,01/09/2023 06:20:00,01/09/2023 09:10:00,27,0.77,1.54,2.31,100,68.4,31.6,67.7,53.8,3419,3446,0.3333333333333333,,9.417777777777777
EV193,01/09/2023 13:49:00,01/09/2023 17:06:00,49,0.87,2.42,3.29,96.4,59.6,36.8,78.8,64.7,3446,3495,0.26443768996960487,,14.732522796352583
EV193,01/31/2023 06:01:00,01/31/2023 09:17:00,49,0.54,2.38,2.92,100,38,61.6,131.9,49.4454545454545,3574,3623,0.18493150684931509,,8.228708215156491
EV193,02/01/2023 12:07:00,02/01/2023 13:11:00,28,0.15,0.92,1.07,62.8,40.8,22,47.1,65.6,3655,3683,0.14018691588785046,,26.130841121495326
EV193,02/06/2023 06:34:00,02/06/2023 09:13:00,37,0.73,1.8399999999999999,2.5700000000000003,96.8,62,34.8,74.5,51.85,3714,3751,0.2840466926070039,,14.739186240533948
EV193,02/08/2023 06:10:00,02/08/2023 09:09:00,35,0.97,1.8800000000000001,2.8600000000000003,100,58.8,41.2,88.2,54.2,3885,3920,0.34035087719298246,,12.189743589743589
EV193,02/08/2023 12:25:00,02/08/2023 13:16:00,29,0.05,0.81,0.86,81.6,56,25.6,54.8,71.9,3920,3949,0.05813953488372093,,33.23255813953488
EV193,02/09/2023 06:07:00,02/09/2023 09:04:00,35,0.75,1.94,2.69,100,62.8,37.199999999999996,79.7,55.0333333333333,3949,3984,0.2788104089219331,,9.675299760191846
EV193,02/10/2023 13:39:00,02/10/2023 17:07:00,49,0.81,2.37,3.1799999999999997,94,52.4,41.6,89,71.45,4066,4115,0.25471698113207547,,14.943055555555555
EV193,02/13/2023 13:39:00,02/13/2023 16:44:00,45,0.76,2.03,2.79,91.6,54,37.6,80.5,60.6666666666667,4148,4193,0.2724014336917563,,13.506037879943854
EV193,02/14/2023 13:43:00,02/14/2023 14:50:00,16,0.34,0.77,1.11,92.4,75.6,16.8,36,56.8,4228,4244,0.3063063063063063,,13.990990990990989
EV193,02/14/2023 15:16:00,02/14/2023 17:15:00,35,0.32,1.67,1.99,75.2,42,33.2,71.1,55,4244,4279,0.16080402010050251,,17.175879396984925
