Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,Average Speed
EV189,01/04/2023 14:37:00,01/04/2023 16:02:00,45,0.2544444444444444,1.2933333333333334,1.5477777777777777,100,54.4,44.4,68.82000000000001,62.114,3289,3335,0.1643933955491744,,19.4
EV189,01/27/2023 15:51:00,01/27/2023 16:50:00,18,0.029722222222222223,0.9833333333333333,1.0130555555555556,97.6,76,21.6,33.480000000000004,,3336,3354,0.029339182890046615,,20
EV189,02/03/2023 13:54:00,02/03/2023 15:31:00,30,0.29638888888888887,1.3544444444444443,1.6508333333333334,100,72.4,25.2,39.06,65.93,3355,3386,0.17953895339054352,,10.966666666666667
EV189,04/03/2023 06:42:00,04/03/2023 09:36:00,42,0.2738888888888889,2.2241666666666666,2.4980555555555557,100,49.2,46.800000000000004,72.54,54.61205474,3387,3432,0.10964083175803403,,12.177777777777779
EV189,04/03/2023 14:21:00,04/03/2023 14:55:00,11,0.07888888888888888,0.4508333333333333,0.5297222222222222,99.6,90.4,8.4,13.020000000000001,59.57607038,3435,3446,0.14892501310959622,,19.95
EV189,04/03/2023 15:40:00,04/03/2023 16:27:00,13,0.05638888888888889,0.7297222222222222,0.7861111111111111,89.2,72.8,15.600000000000001,24.180000000000003,59.072,3446,3459,0.07173144876325088,,18
EV189,04/05/2023 06:41:00,04/05/2023 09:00:00,39,0.24,2.0147222222222223,2.254722222222222,100,45.2,51.6,79.98,50.6876,3459,3500,0.10644326721695208,,17.6
EV189,04/05/2023 14:57:00,04/05/2023 16:40:00,25,0.31916666666666665,1.4472222222222222,1.766388888888889,100,72,26.4,40.92,64.76,3500,3526,0.1806887875452115,,17.933333333333334
EV189,04/06/2023 12:29:00,04/06/2023 14:26:00,25,0.14583333333333334,1.4766666666666666,1.6225,100,73.2,25.2,39.06,70.47503519,3579,3607,0.0898818695428865,,17.75
EV189,04/06/2023 14:52:00,04/06/2023 15:17:00,10,0.0075,0.415,0.4225,73.2,64.8,8.4,13.020000000000001,70.016,3607,3617,0.01775147928994083,,24.6
EV189,04/06/2023 15:40:00,04/06/2023 16:32:00,12,0.10194444444444443,0.8052777777777778,0.9072222222222222,63.6,44,19.2,29.759999999999998,68.243,3617,3630,0.112369871402327,,16.15
EV189,04/07/2023 06:38:00,04/07/2023 08:48:00,39,0.3013888888888889,1.7430555555555556,2.0444444444444443,100,49.2,45.6,70.68,53.3968571428571,3631,3672,0.14741847826086957,,15.528571428571428
EV189,04/07/2023 13:38:00,04/07/2023 13:54:00,7,0.0077777777777777776,0.2783333333333333,0.2861111111111111,100,97.6,2.4,3.72,69.20607038,3672,3679,0.027184466019417475,,23.5
EV189,04/07/2023 15:01:00,04/07/2023 16:31:00,22,0.11,1.1852777777777777,1.2952777777777778,97.2,70.4,25.200000000000003,39.06,67.14202346,3680,3702,0.08492386875402101,,19.166666666666668
EV189,04/10/2023 13:38:00,04/10/2023 14:55:00,27,0.01638888888888889,1.1091666666666666,1.1255555555555556,100,78.4,20.4,31.62,72.94404692,3759,3787,0.014560710760118462,,21.9
EV189,04/10/2023 15:40:00,04/10/2023 16:25:00,12,0.06194444444444445,0.6880555555555555,0.75,78.4,62,15.600000000000001,24.180000000000003,70.916,3787,3800,0.08259259259259259,,17.95
EV189,04/11/2023 06:24:00,04/11/2023 08:55:00,35,0.14027777777777778,2.0033333333333334,2.143611111111111,100,60.4,37.2,57.660000000000004,55.1968571428571,3800,3835,0.06543993779966308,,13.17142857142857
EV189,04/12/2023 06:46:00,04/12/2023 09:38:00,35,0.18861111111111112,2.1794444444444445,2.3680555555555554,100,52.4,44.4,68.82000000000001,62.92602346,3835,3873,0.07964809384164222,,12.344444444444445
EV189,04/12/2023 14:50:00,04/12/2023 15:13:00,12,0.006111111111111111,0.38055555555555554,0.38666666666666666,100,90.4,9.6,14.88,72.896,3873,3885,0.015804597701149427,,32.4
EV189,04/12/2023 15:40:00,04/12/2023 16:35:00,11,0.08888888888888888,0.8463888888888889,0.9352777777777778,90.4,72.8,16.8,26.040000000000003,70.16,3885,3897,0.09504009504009503,,14.65
EV189,04/18/2023 05:59:00,04/18/2023 08:56:00,40,0.4494444444444445,1.8508333333333333,2.3002777777777776,100,55.2,39.6,61.38,54.118407038,3898,3940,0.19538703055186574,,14.855555555555556
EV189,04/18/2023 09:20:00,04/18/2023 10:42:00,47,0.021944444444444444,1.2341666666666666,1.2561111111111112,54.4,10,42,65.1,58.712,3940,3987,0.017470145953118087,,38
EV189,04/18/2023 13:46:00,04/18/2023 14:47:00,19,0.03666666666666667,0.7686111111111111,0.8052777777777778,100,84,15.600000000000001,24.180000000000003,66.608,3987,4006,0.045532942393928945,,21.766666666666666
EV189,04/18/2023 15:40:00,04/18/2023 16:35:00,12,0.05222222222222222,0.8566666666666667,0.9088888888888889,83.6,66,16.8,26.040000000000003,65.516,4006,4018,0.05745721271393643,,15.7
EV189,04/19/2023 07:03:00,04/19/2023 08:59:00,36,0.14666666666666667,1.6708333333333334,1.8175,99.6,58.8,38.4,59.52,55.0868,4022,4060,0.08069692801467217,,20.52
EV189,04/19/2023 09:29:00,04/19/2023 10:18:00,17,0.03166666666666667,0.7447222222222223,0.7763888888888888,58.4,33.2,24,37.2,59.41407038,4060,4078,0.0407871198568873,,26.35
EV189,04/19/2023 12:31:00,04/19/2023 13:43:00,16,0.015277777777777779,0.941111111111111,0.956388888888889,100,86,13.2,20.46,64.958,4079,4095,0.015974440894568693,,19.75
EV189,04/19/2023 14:16:00,04/19/2023 14:38:00,6,0.0038888888888888888,0.37277777777777776,0.37666666666666665,85.2,80.4,4.8,7.44,66.848,4096,4102,0.01032448377581121,,18.2
EV189,04/19/2023 15:39:00,04/19/2023 16:30:00,12,0.10666666666666666,0.7602777777777778,0.8669444444444444,77.2,60.8,15.6,24.18,65.21,4103,4115,0.12303748798462029,,15.95
EV189,04/27/2023 06:10:00,04/27/2023 08:47:00,31,0.5075,1.7155555555555555,2.223055555555556,100,62.4,34.8,53.940000000000005,58.042,4173,4208,0.22828939147819569,,14.7375
EV189,04/27/2023 14:13:00,04/27/2023 14:57:00,10,0.025,0.55,0.575,98.4,89.2,8.4,13.02,77.276,4215,4225,0.043478260869565216,,13.9
EV189,04/27/2023 15:40:00,04/27/2023 18:00:00,44,0.05638888888888889,2.142777777777778,2.1991666666666667,89.2,41.6,46.8,72.53999999999999,73.985052785,4225,4270,0.02564102564102564,,20.8
EV189,05/03/2023 06:27:00,05/03/2023 09:03:00,39,0.28361111111111115,2.1727777777777777,2.4563888888888887,100,57.6,39.6,61.38,56.7808571428571,4270,4311,0.11545855478909875,,12.114285714285714
EV189,05/03/2023 09:54:00,05/03/2023 10:31:00,21,0.017777777777777778,0.5683333333333334,0.586111111111111,57.2,34.4,22.8,35.34,61.331,4312,4333,0.030331753554502367,,38.2
EV189,05/03/2023 14:52:00,05/03/2023 15:13:00,12,0.0077777777777777776,0.34944444444444445,0.3572222222222222,100,92.8,7.2,11.160000000000002,65.966,4334,4346,0.02177293934681182,,35.2
EV189,05/03/2023 15:39:00,05/03/2023 16:47:00,12,0.12694444444444444,0.9430555555555555,1.07,91.6,67.6,16.8,26.040000000000003,64.796,4346,4358,0.11863966770508826,,7.48
EV189,05/04/2023 13:49:00,05/04/2023 14:49:00,17,0.015277777777777779,0.7261111111111112,0.7413888888888889,100,89.2,8.4,13.020000000000001,61.454,4418,4435,0.020606968902210566,,19.6
EV189,05/04/2023 15:40:00,05/04/2023 17:50:00,45,0.16666666666666666,1.8383333333333334,2.005,89.2,40,48,74.4,60.296,4435,4480,0.0831255195344971,,27.125
EV189,05/05/2023 06:58:00,05/05/2023 10:08:00,48,0.06555555555555556,2.202777777777778,2.2683333333333335,99.6,41.2,56.4,87.42,58.4420201085714,4480,4529,0.02890031839333823,,21.885714285714286
EV189,05/05/2023 13:44:00,05/05/2023 14:40:00,17,0.0911111111111111,0.7480555555555556,0.8391666666666667,100,89.2,8.4,13.02,65.268517595,4529,4546,0.10857332009268453,,16.35
EV189,05/05/2023 15:39:00,05/05/2023 16:26:00,12,0.17583333333333334,0.6888888888888889,0.8647222222222222,89.2,72.8,15.6,24.18,64.697,4546,4558,0.2033408287825249,,17.7
EV189,05/08/2023 14:12:00,05/08/2023 14:40:00,10,0.006666666666666667,0.4608333333333333,0.4675,98.4,88.8,9.6,14.88,72.28407038,4635,4645,0.014260249554367204,,23.2
EV189,05/08/2023 15:40:00,05/08/2023 16:31:00,12,0.1086111111111111,0.7772222222222223,0.8858333333333334,87.6,69.2,18,27.9,70.007,4646,4658,0.12260896832862965,,15.65
EV189,05/09/2023 12:52:00,05/09/2023 14:35:00,35,0.14194444444444446,1.3852777777777776,1.5272222222222223,100,66,31.2,48.36,69.7208,4728,4764,0.09294288832302658,,21.240000000000002
EV189,05/09/2023 15:40:00,05/09/2023 16:40:00,12,0.0675,0.8969444444444444,0.9644444444444444,59.6,42.4,16.8,26.04,68.30607038,4764,4776,0.06998847926267282,,14.05
EV189,05/10/2023 06:52:00,05/10/2023 09:56:00,51,0.1811111111111111,2.431111111111111,2.612222222222222,100,41.2,57.6,89.28,60.6508571428571,4776,4830,0.069332199064228,,21.114285714285714
EV189,05/10/2023 14:54:00,05/10/2023 16:45:00,24,0.17222222222222222,1.4377777777777778,1.61,100,73.2,25.2,39.06,69.18802346,4831,4855,0.1069703243616287,,17.233333333333334
EV189,05/11/2023 06:29:00,05/11/2023 07:46:00,11,0.2980555555555556,0.8883333333333333,1.186388888888889,100,88,9.6,14.879999999999999,56.67807038,4855,4867,0.25122922032310935,,5.8
EV189,05/11/2023 08:30:00,05/11/2023 09:46:00,21,0.034722222222222224,0.9402777777777778,0.9750000000000001,87.6,62.4,24,37.2,62.0465,4868,4891,0.03561253561253561,,20.95
EV189,05/11/2023 13:42:00,05/11/2023 15:12:00,16,0.02666666666666667,0.8325,0.8591666666666666,100,86.4,12,18.6,70.08802346,4891,4909,0.031037827352085358,,18.9
EV189,05/11/2023 15:40:00,05/11/2023 18:12:00,44,0.19083333333333333,2.0130555555555554,2.203888888888889,86.4,36,50.4,78.12,67.5644,4909,4954,0.08658936223846736,,22.583333333333336
EV189,05/12/2023 06:29:00,05/12/2023 09:03:00,32,0.09361111111111112,1.8575,1.951111111111111,100,66.4,32.4,50.22,57.9765714285714,4955,4987,0.047978359908883834,,10.385714285714286
EV189,05/12/2023 09:25:00,05/12/2023 10:11:00,12,0.15194444444444447,0.6211111111111112,0.7730555555555556,66.4,50.4,15.6,24.18,65.471,4988,5001,0.19655048508803452,,21.55
EV189,05/12/2023 14:01:00,05/12/2023 14:59:00,15,0.023888888888888887,0.855,0.8788888888888888,100,92.8,7.2,11.160000000000002,72.93203519,5001,5016,0.02718078381795196,,9.95
EV189,05/12/2023 15:41:00,05/12/2023 16:54:00,12,0.17083333333333334,1.1227777777777779,1.2936111111111113,91.6,74.8,15.6,24.18,70.592,5016,5029,0.13205926562164483,,11.95
EV189,05/15/2023 06:56:00,05/15/2023 09:00:00,32,0.10222222222222223,1.8691666666666666,1.9713888888888889,97.2,54.4,38.4,59.52,63.3524,5029,5062,0.05185289558968579,,17.86
EV189,05/15/2023 09:27:00,05/15/2023 10:29:00,26,0.03666666666666667,0.8391666666666666,0.8758333333333332,54.4,25.2,28.799999999999997,44.64,72.14,5063,5089,0.041864890580399626,,30.849999999999998
EV189,05/15/2023 13:41:00,05/15/2023 14:41:00,16,0.013888888888888888,0.7377777777777778,0.7516666666666667,100,90,9.6,14.88,82.544,5089,5105,0.018477457501847747,,22.85
EV189,05/15/2023 15:40:00,05/15/2023 16:28:00,12,0.08944444444444445,0.7472222222222222,0.8366666666666667,87.6,70.4,16.8,26.04,77.27,5106,5118,0.10690571049136786,,16.5
EV189,05/16/2023 13:41:00,05/16/2023 14:41:00,16,0.07277777777777777,0.745,0.8177777777777778,100,86.4,13.200000000000001,20.46,79.77207038,5156,5174,0.08899456521739131,,16.1
EV189,05/16/2023 15:34:00,05/16/2023 16:31:00,12,0.265,0.7552777777777778,1.0202777777777778,86.4,68.8,15.6,24.18,75.824,5174,5186,0.25973318812959434,,15.766666666666666
EV189,05/22/2023 06:27:00,05/22/2023 08:52:00,29,0.38166666666666665,1.8791666666666667,2.2608333333333333,100,66.4,28.8,44.64,63.320017595,5186,5219,0.16881680796166607,,11.8875
EV189,05/22/2023 13:48:00,05/22/2023 14:57:00,19,0.020833333333333336,0.8600000000000001,0.8808333333333334,100,86.4,13.2,20.459999999999997,79.02503519,5220,5239,0.02365184484389782,,23.700000000000003
EV189,05/22/2023 15:40:00,05/22/2023 16:33:00,11,0.09222222222222222,0.7413888888888889,0.8336111111111111,86.4,71.2,14.4,22.32,73.94907038,5239,5251,0.11062979006997667,,16.7
EV189,05/24/2023 07:01:00,05/24/2023 09:01:00,32,0.03777777777777778,1.9036111111111111,1.941388888888889,100,64,34.8,53.940000000000005,62.96,5252,5284,0.01945915009300329,,17.566666666666666
EV189,05/30/2023 06:25:00,05/30/2023 08:57:00,32,0.2861111111111111,1.7477777777777777,2.033888888888889,100,60,38.4,59.52,61.77605474,5284,5318,0.14067194755531276,,10.677777777777777
EV189,05/30/2023 13:43:00,05/30/2023 14:52:00,19,0.013611111111111112,0.845,0.858611111111111,87.6,70.4,16.8,26.04,73.877,5318,5337,0.015852474927208024,,23.1
EV189,05/31/2023 06:28:00,05/31/2023 08:52:00,35,0.10305555555555555,1.7563888888888888,1.8594444444444445,100,65.2,32.4,50.220000000000006,60.8925714285714,5349,5384,0.055422766656707506,,13.299999999999999
EV189,05/31/2023 10:06:00,05/31/2023 10:53:00,22,0.019444444444444445,0.6880555555555556,0.7075,59.6,34.4,25.2,39.06,67.28,5384,5406,0.02748331370239497,,32.2
EV189,05/31/2023 14:53:00,05/31/2023 15:17:00,11,0.005,0.41055555555555556,0.41555555555555557,100,94,6,9.299999999999999,68.378,5406,5417,0.012032085561497326,,30
EV189,05/31/2023 15:39:00,05/31/2023 16:39:00,11,0.08166666666666667,0.8858333333333333,0.9675,93.2,76.8,15.6,24.18,68.01807038,5418,5430,0.08440999138673558,,13.7
EV189,06/01/2023 06:56:00,06/01/2023 09:05:00,33,0.10250000000000001,1.9627777777777777,2.0652777777777778,100,64,33.6,52.080000000000005,63.455017595,5431,5465,0.0496301277740417,,17.5
EV189,06/01/2023 13:43:00,06/01/2023 14:51:00,19,0.014722222222222223,0.8605555555555555,0.8752777777777778,100,88.8,10.799999999999999,16.740000000000002,73.985,5465,5484,0.01682005712472231,,23.15
