Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Average Speed
EV082,6/14/2019 0:00,,,0.090381111,0.011171389,,,,0.08406,0.09942,,,,
EV082,6/15/2019 0:00,,,,,,,,,,,,,
EV082,6/16/2019 0:00,,,,,,,,,,,,,
EV082,6/17/2019 0:00,,,0.032666944,0.009611389,,,,0.03077,0.03629,,,,
EV082,6/18/2019 0:00,,,,,,,,,,,,,
EV082,6/19/2019 0:00,,,,,,,,,,,,,
EV082,6/20/2019 0:00,,,0.471838611,,,,,,,,,,
EV082,6/21/2019 0:00,,,0.1353075,,,,,,,,,,
EV082,6/22/2019 0:00,,,,,,,,,,,,,
EV082,6/23/2019 0:00,,,,,,,,,,,,,
EV082,6/24/2019 0:00,,,1.635207222,,,,,,,,,,
EV082,6/25/2019 0:00,,11.18484,1.329936389,0.366745556,,,,,10.88058,,,,24.01068307
EV082,6/26/2019 0:00,,55.30282,1.174863611,1.357978056,,,,,54.90868,,,,34.46705687
EV082,6/27/2019 0:00,,50.33178,1.3057675,2.380459722,,,,,63.12984,,,,18.68983053
EV082,6/28/2019 0:00,,45.98212,1.237347222,2.3042875,,,,58.42301,60.14156,,,,16.95821832
EV082,6/29/2019 0:00,,37.2828,2.279789444,1.908148889,,,,46.49708,50.51005,,,,16.38249607
EV082,6/30/2019 0:00,,,,,,,,,,,,,
EV082,7/1/2019 0:00,,50.33178,1.351179722,2.5418725,,,,112.83316,88.34188,,,,17.54312907
EV082,7/2/2019 0:00,,32.31176,1.278119167,1.992743889,,,,56.9086,63.26268,,,,13.96878059
EV082,7/3/2019 0:00,,24.23382,0.625915833,1.271497222,,,,36.06116,40.60423,,,,16.26095638
EV082,7/4/2019 0:00,,,,,,,,,,,,,
EV082,7/5/2019 0:00,,16.77726,0.397820278,0.710908333,,,,28.65671,28.46522,,,,18.79715005
EV082,7/6/2019 0:00,,,,,,,,,,,,,
EV082,7/7/2019 0:00,,,,,,,,,,,,,
EV082,7/8/2019 0:00,,,,,,,,,,,,,
EV082,7/9/2019 0:00,,,,,,,,,,,,,
EV082,7/10/2019 0:00,,,,,,,,,,,,,
EV082,7/11/2019 0:00,,18.02002,0.233378056,0.645732778,,,,25.21262,28.89845,,,,23.21293867
EV082,7/12/2019 0:00,,26.09796,0.916945556,1.540406111,,,,38.95874,44.65834,,,,14.29530232
EV082,7/13/2019 0:00,,36.04004,0.777868056,1.875925556,,,,65.98884,61.58816,,,,18.59140694
EV082,7/14/2019 0:00,,,,,,,,,,,,,
EV082,7/15/2019 0:00,,,,,,,,,,,,,
EV082,7/16/2019 0:00,,30.44762,0.652274722,1.509233333,,,,44.21948,51.62617,,,,17.56395655
EV082,7/17/2019 0:00,,21.7483,0.470517222,1.113635833,,,,29.99468,35.02002,,,,17.63583666
EV082,7/18/2019 0:00,,,,,,,,,,,,,
EV082,7/19/2019 0:00,,,0.023559167,0.002722778,,,,0.0234,0.02749,,,,
EV082,7/20/2019 0:00,,42.87522,1.654786389,2.206771389,,,,56.09817,65.93142,,,,16.01635068
EV082,7/21/2019 0:00,,,,,,,,,,,,,
EV082,7/22/2019 0:00,,9.3207,0.425975556,0.479879167,,,,11.09969,13.16413,,,,14.90052905
EV082,7/23/2019 0:00,,,,,,,,,,,,,
EV082,7/24/2019 0:00,,,,,,,,,,,,,
EV082,7/25/2019 0:00,,,,,,,,,,,,,
EV082,7/26/2019 0:00,,,,,,,,,,,,,
EV082,7/27/2019 0:00,,,,,,,,,,,,,
EV082,7/28/2019 0:00,,,,,,,,,,,,,
EV082,7/29/2019 0:00,,43.4966,1.119516111,2.129452222,,,,69.80937,73.73534,,,,18.76248404
EV082,7/30/2019 0:00,,,,,,,,,,,,,
EV082,7/31/2019 0:00,,37.90418,1.270253611,1.49174,,,,45.51023,53.01277,,,,18.58741072
EV082,8/1/2019 0:00,,34.79728,0.995675278,1.5162275,,,,47.47019,53.24897,,,,21.04738395
EV082,8/2/2019 0:00,,31.069,0.8858075,1.477559167,,,,37.54482,43.83297,,,,16.56010043
EV082,8/3/2019 0:00,,,,,,,,,,,,,
EV082,8/4/2019 0:00,,,,,,,,,,,,,
EV082,8/5/2019 0:00,,,0.019362778,0.008416944,,,,0.08548,0.09973,,,,
EV082,8/6/2019 0:00,,,0.018169167,0.009999444,,,,0.14321,0.16807,,,,
EV082,8/7/2019 0:00,,,,,,,,,,,,,
EV082,8/8/2019 0:00,,,,,,,,,,,,,
EV082,8/9/2019 0:00,,,,,,,,,,,,,
EV082,8/10/2019 0:00,,,,,,,,,,,,,
EV082,8/11/2019 0:00,,,,,,,,,,,,,
EV082,8/12/2019 0:00,,,,,,,,,,,,,
EV082,8/13/2019 0:00,,,,,,,,,,,,,
EV082,8/14/2019 0:00,,,,,,,,,,,,,
EV082,8/15/2019 0:00,,,,,,,,,,,,,
EV082,8/16/2019 0:00,,,,,,,,,,,,,
EV082,8/17/2019 0:00,,,,,,,,,,,,,
EV082,8/18/2019 0:00,,,,,,,,,,,,,
EV082,8/19/2019 0:00,,,,,,,,,,,,,
EV082,8/20/2019 0:00,,,,,,,,,,,,,
EV082,8/21/2019 0:00,,,,,,,,,,,,,
EV082,8/22/2019 0:00,,,,,,,,,,,,,
EV082,8/23/2019 0:00,,,,,,,,,,,,,
EV082,8/24/2019 0:00,,,,,,,,,,,,,
EV082,8/25/2019 0:00,,,,,,,,,,,,,
EV082,8/26/2019 0:00,,,0.399104444,0.068046111,,,,0.34567,0.40437,,,,
EV082,8/27/2019 0:00,,,0.028644722,,,,,,,,,,
EV082,8/28/2019 0:00,,,,,,,,,,,,,
EV082,8/29/2019 0:00,,,,,,,,,,,,,
EV082,8/30/2019 0:00,,,0.861348056,,,,,,,,,,
EV082,8/31/2019 0:00,,,,,,,,,,,,,
EV082,9/1/2019 0:00,,,,,,,,,,,,,
EV082,9/2/2019 0:00,,,,,,,,,,,,,
EV082,9/3/2019 0:00,,42.87522,0.661883611,0.951681667,,,,60.921,56.41689,,,,42.5727759
EV082,9/4/2019 0:00,,,0.958103889,0.017528889,,,,0.09896,0.11522,,,,
EV082,9/5/2019 0:00,,0.62138,0.165245833,0.028645833,,,,0.34695,0.40363,,,,
EV082,9/6/2019 0:00,,,,,,,,,,,,,
EV082,9/7/2019 0:00,,,,,,,,,,,,,
EV082,9/8/2019 0:00,,,,,,,,,,,,,
EV082,9/9/2019 0:00,,,,,,,,,,,,,
EV082,9/10/2019 0:00,,0.62138,0.300164722,0.067823889,,,,0.50471,0.5931,,,,
EV082,9/11/2019 0:00,,55.30282,1.323823056,2.718076944,,,,71.15208,83.11322,,,,17.27347898
EV082,9/12/2019 0:00,,45.98212,1.5577175,2.562427222,,,,69.5056,80.73018,,,,14.49822955
EV082,9/13/2019 0:00,,56.54558,1.562523611,2.687848333,,,,113.61909,86.72096,,,,19.6572951
EV082,9/14/2019 0:00,,36.04004,1.9509375,1.857791944,,,,49.70145,57.61969,,,,18.06527227
EV082,9/15/2019 0:00,,,,,,,,,,,,,
EV082,9/16/2019 0:00,,47.22488,1.035698889,2.3547325,,,,63.43771,73.16351,,,,17.53395035
EV082,9/17/2019 0:00,,52.8173,1.264119167,2.603565833,,,,68.61617,78.72585,,,,17.8608984
EV082,9/18/2019 0:00,,,,,,,,,,,,,
EV082,9/19/2019 0:00,,,,,,,,,,,,,
EV082,9/20/2019 0:00,,,,,,,,,,,,,
EV082,9/21/2019 0:00,,39.14694,1.458138333,2.021542778,,,,72.79764,58.45603,,,,18.24436177
EV082,9/22/2019 0:00,,,,,,,,,,,,,
EV082,9/23/2019 0:00,,52.19592,1.348746389,2.320503056,,,,61.38498,69.97286,,,,20.28428663
EV082,9/24/2019 0:00,,22.36968,0.497684167,0.850464722,,,,20.42384,23.22799,,,,18.73602101
EV082,9/25/2019 0:00,,62.138,1.701231111,2.795699444,,,,74.40114,84.59588,,,,20.27303281
EV082,9/26/2019 0:00,,51.57454,1.625438056,2.681886667,,,,77.34694,77.32076,,,,18.15834869
EV082,9/27/2019 0:00,,,,,,,,,,,,,
EV082,9/28/2019 0:00,,,,,,,,,,,,,
EV082,9/29/2019 0:00,,,,,,,,,,,,,
EV082,9/30/2019 0:00,,56.54558,1.297309167,2.926377778,,,,74.01702,83.1057,,,,18.17965417
EV082,10/1/2019 0:00,,49.7104,1.048851389,2.475837222,,,,91.41514,71.32216,,,,18.38630356
EV082,10/2/2019 0:00,,52.8173,1.235388611,2.556953056,,,,66.64808,74.2974,,,,16.88949782
EV082,10/3/2019 0:00,,44.73936,1.138986667,2.257375278,,,,62.3522,69.31271,,,,17.44680063
EV082,10/4/2019 0:00,,51.57454,1.303268889,2.637808333,,,,66.16227,73.4715,,,,17.44789597
EV082,10/5/2019 0:00,,36.04004,1.112297778,1.912467778,,,,49.37457,54.80473,,,,17.33116773
EV082,10/6/2019 0:00,,,,,,,,,,,,,
EV082,10/7/2019 0:00,,57.16696,1.364627778,2.630655556,,,,75.56381,83.99421,,,,20.20259784
EV082,10/8/2019 0:00,,32.93314,0.820987778,1.769723056,,,,50.74796,56.41283,,,,17.92772313
EV082,10/9/2019 0:00,,54.06006,0.755337778,2.351568889,,,,68.27052,76.12097,,,,21.25049218
EV082,10/10/2019 0:00,,42.25384,0.9441675,1.9719,,,,59.94896,66.85716,,,,19.92563118
EV082,10/11/2019 0:00,,26.71934,0.760866944,1.128719444,,,,33.1487,37.12865,,,,18.41810553
EV082,10/12/2019 0:00,,31.069,0.801461944,1.727894444,,,,49.37305,55.23312,,,,16.20046277
EV082,10/13/2019 0:00,,,,,,,,,,,,,
EV082,10/14/2019 0:00,,43.4966,0.796490556,1.9980575,,,,57.26474,64.85296,,,,19.13409931
EV082,10/15/2019 0:00,,,,,,,,,,,,,
EV082,10/16/2019 0:00,,,,,,,,,,,,,
EV082,10/17/2019 0:00,,,,,,,,,,,,,
EV082,10/18/2019 0:00,,50.95316,1.420459722,2.404233889,,,,66.81346,75.68759,,,,17.50960036
EV082,10/19/2019 0:00,,,,,,,,,,,,,
EV082,10/20/2019 0:00,,,,,,,,,,,,,
EV082,10/21/2019 0:00,,,,,,,,,,,,,
EV082,10/22/2019 0:00,,,,,,,,,,,,,
EV082,10/23/2019 0:00,,,,,,,,,,,,,
EV082,10/24/2019 0:00,,,0.369218056,0.034001111,,,,0.21811,0.24634,,,,
EV082,10/25/2019 0:00,,34.1759,0.673319167,1.659092222,,,,38.03052,42.9834,,,,
EV082,10/26/2019 0:00,,,,,,,,,,,,,
EV082,10/27/2019 0:00,,,,,,,,,,,,,
EV082,10/28/2019 0:00,,7.45656,0.310496944,0.499293056,,,,12.03006,8.11577,,,,
EV082,10/29/2019 0:00,,,,,,,,,,,,,
EV082,10/30/2019 0:00,,,1.124291389,1.607148056,,,,37.89943,38.43148,,,,
EV082,10/31/2019 0:00,,49.7104,1.884586667,1.616594722,,,,34.83547,35.33227,,,,13.6264705
EV082,11/1/2019 0:00,,36.66142,0.828257778,2.096163611,,,,40.90536,39.99767,,,,
EV082,11/2/2019 0:00,,,,,,,,,,,,,
EV082,11/3/2019 0:00,,,,,,,,,,,,,
EV082,11/4/2019 0:00,,11.18484,0.188925278,0.563793333,,,,13.35302,13.03158,,,,
EV082,11/5/2019 0:00,,21.12692,0.306326944,1.35863,,,,36.71426,21.68264,,,,
EV082,11/6/2019 0:00,,,,,,,,,,,,,
EV082,11/7/2019 0:00,,82.02216,0.263114722,0.939753611,,,,27.54825,25.9604,,,,
EV082,11/8/2019 0:00,,68.97318,1.246976944,2.555105,,,,90.46271,73.31832,,,,
EV082,11/9/2019 0:00,,,,,,,,,,,,,
EV082,11/10/2019 0:00,,,,,,,,,,,,,
EV082,11/11/2019 0:00,,20.50554,0.284636389,1.593479722,,,,28.35016,22.5735,,,,
EV082,11/12/2019 0:00,,40.3897,0.419702778,0.973861389,,,,26.6805,17.67428,,,,
EV082,11/13/2019 0:00,,80.7794,1.076680278,2.775696944,,,,97.51004,79.79522,,,,
EV082,11/14/2019 0:00,,95.69252,0.128421667,1.881164722,,,,78.5005,70.17262,,,,
EV082,11/15/2019 0:00,,69.59456,0.445668333,2.453804444,,,,90.02245,75.95404,,,,
EV082,11/16/2019 0:00,,,,,,,,,,,,,
EV082,11/17/2019 0:00,,,,,,,,,,,,,
EV082,11/18/2019 0:00,,,0.599941111,1.791443889,,,,80.9498,71.34219,,,,
EV082,11/19/2019 0:00,,3.1069,0.035411944,0.048730833,,,,1.44922,0.68902,,,,
EV082,11/20/2019 0:00,,36.04004,0.244124722,0.460875556,,,,42.20658,25.68807,,,,
EV082,11/21/2019 0:00,,,,,,,,,,,,,
EV082,11/22/2019 0:00,,,,,,,,,,,,,
EV082,11/23/2019 0:00,,,,,,,,,,,,,
EV082,11/24/2019 0:00,,,,,,,,,,,,,
EV082,11/25/2019 0:00,,,,,,,,,,,,,
EV082,11/26/2019 0:00,,,0.585413056,2.059539444,,,,74.87384,68.95258,,,,
EV082,11/27/2019 0:00,,,0.038757222,,,,,,,,,,
