Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Average Speed
EV086,5/1/2019 0:00,,,,,,,,,,,,,
EV086,5/2/2019 0:00,,,,,,,,,,,,,
EV086,5/3/2019 0:00,,,,,,,,,,,,,
EV086,5/7/2019 0:00,,,,,,,,,,,,,
EV086,5/8/2019 0:00,,,,,,,,,,,,,
EV086,5/9/2019 0:00,,,,,,,,,,,,,
EV086,5/10/2019 0:00,,,,,,,,,,,,,
EV086,5/11/2019 0:00,,,,,,,,,,,,,
EV086,5/12/2019 0:00,,,,,,,,,,,,,
EV086,5/13/2019 0:00,,,,,,,,,,,,,
EV086,5/14/2019 0:00,,,,,,,,,,,,,
EV086,5/15/2019 0:00,,,,,,,,,,,,,
EV086,5/16/2019 0:00,,,,,,,,,,,,,
EV086,5/17/2019 0:00,,,,,,,,,,,,,
EV086,5/18/2019 0:00,,,,,,,,,,,,,
EV086,5/19/2019 0:00,,,,,,,,,,,,,
EV086,5/20/2019 0:00,,,,,,,,,,,,,
EV086,5/21/2019 0:00,,,,,,,,,,,,,
EV086,5/22/2019 0:00,,,,,,,,,,,,,
EV086,5/23/2019 0:00,,,,,,,,,,,,,
EV086,5/24/2019 0:00,,,,,,,,,,,,,
EV086,5/25/2019 0:00,,,,,,,,,,,,,
EV086,5/26/2019 0:00,,,,,,,,,,,,,
EV086,5/27/2019 0:00,,,,,,,,,,,,,
EV086,5/28/2019 0:00,,,,,,,,,,,,,
EV086,5/29/2019 0:00,,,,,,,,,,,,,
EV086,5/30/2019 0:00,,,1.017578333,0.000415,,,,,0.00128,,,,
EV086,5/31/2019 0:00,,,,,,,,,,,,,
EV086,6/1/2019 0:00,,,,,,,,,,,,,
EV086,6/2/2019 0:00,,,,,,,,,,,,,
EV086,6/3/2019 0:00,,,0.012560278,,,,,,,,,,
EV086,6/4/2019 0:00,,,0.748229167,,,,,,,,,,
EV086,6/5/2019 0:00,,8.69932,0.7425675,0.334832222,,,,,10.77553,,,,20.22294244
EV086,6/6/2019 0:00,,,,,,,,,,,,,
EV086,6/7/2019 0:00,,,,,,,,,,,,,
EV086,6/8/2019 0:00,,,,,,,,,,,,,
EV086,6/9/2019 0:00,,,,,,,,,,,,,
EV086,6/10/2019 0:00,,9.94208,0.537659722,0.324671944,,,,,10.5888,,,,21.67122981
EV086,6/11/2019 0:00,,,0.140028889,,,,,,,,,,
EV086,6/12/2019 0:00,,,,,,,,,,,,,
