Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle
EV134,11/12/2019,,83.29,,,9.33,,,,297.23,28.580000000000002,,,,
EV134,11/13/2019,,44.49,,,7.99,,,,113.91,33.5,,,,
EV134,11/14/2019,,106.66,,,11.95,,,,278.22,34.22,,,,
EV134,11/15/2019,,120.6,,,11.84,,,,281.63,35.24,,,,
EV134,11/16/2019,,90.07,,,11.73,,,,172.68,36.2,,,,
EV134,11/17/2019,,0,,,12,,,,0,38,,,,
EV134,11/18/2019,,90.15,,,11.5,,,,175.58,41.18,,,,
EV134,11/19/2019,,105.94,,,11.16,,,,252.69,36.86,,,,
EV134,11/20/2019,,93.32,,,9.42,,,,245.77,31.04,,,,
EV134,11/21/2019,,48.17,,,8.8,,,,148.72,28.04,,,,
EV134,11/22/2019,,79.49,,,11.71,,,,250.63,26.54,,,,
EV134,11/23/2019,,92.09,,,11.53,,,,222.48,29.060000000000002,,,,
EV134,11/24/2019,,0,,,12,,,,0,35.96,,,,
EV134,11/25/2019,,67.45,,,11.97,,,,194.93,26.3,,,,
EV134,11/26/2019,,93.55,,,10.95,,,,261.05,23,,,,
EV134,11/27/2019,,79.88,,,11.88,,,,270.31,22.7,,,,
EV134,11/28/2019,,0,,,12,,,,0,16.459999999999997,,,,
EV134,11/29/2019,,81.84,,,11.53,,,,318.02,13.52,,,,
EV134,11/30/2019,,81.12,,,11.46,,,,268.32,17.06,,,,
EV134,12/01/2019,,0,,,2.31,,,,0.01,15.919999999999998,,,,
EV134,12/02/2019,,114.93,,,8.68,,,,394.09,25.46,,,,
EV134,12/03/2019,,50.17,,,10.67,,,,147.87,31.88,,,,
EV134,12/04/2019,,104.15,,,11.8,,,,273.85,33.98,,,,
EV134,12/05/2019,,91.89,,,11.86,,,,214.71,33.260000000000005,,,,
EV134,12/06/2019,,80.75,,,11.74,,,,211.18,30.02,,,,
EV134,12/07/2019,,4.16,,,11.69,,,,16.98,30.2,,,,
EV134,12/08/2019,,0,,,12,,,,0,31.700000000000003,,,,
EV134,12/09/2019,,110.9,,,10.38,,,,284.11,28.22,,,,
EV134,12/10/2019,,142.24,,,11.86,,,,350.88,27.8,,,,
EV134,12/11/2019,,46.53,,,11.12,,,,128.77,27.38,,,,
EV134,12/12/2019,,30.95,,,11.91,,,,64.11,30.86,,,,
EV134,12/13/2019,,142.61,,,9.89,,,,370.05,30.86,,,,
EV134,12/16/2019,,47.99,,,7.38,,,,157.21,21.98,,,,
EV134,12/17/2019,,61.82,,,11.46,,,,243.43,19.7,,,,
EV134,12/18/2019,,66.97,,,11.56,,,,204.31,18.86,,,,
EV134,12/19/2019,,104.56,,,11.69,,,,326.96,22.7,,,,
EV134,12/20/2019,,103.06,,,11.94,,,,249.29,38,,,,
EV134,12/21/2019,,0.01,,,10.33,,,,0.58,39.68,,,,
EV134,12/22/2019,,0,,,12,,,,0,36.98,,,,
EV134,12/23/2019,,83.8,,,10.28,,,,228.52,32.06,,,,
EV134,12/24/2019,,84.68,,,8.85,,,,263.61,28.1,,,,
EV134,12/25/2019,,0,,,12,,,,0,24.68,,,,
EV134,12/26/2019,,85.19,,,9.15,,,,253.15,20.48,,,,
EV134,12/27/2019,,0.12,,,3.88,,,,5.49,18.2,,,,
EV134,01/02/2020,,47.71,,,7.15,,,,157.31,26.06,,,,
EV134,01/03/2020,,100.64,,,11.16,,,,286.34,28.130000000000003,,,,
EV134,01/04/2020,,0,,,12,,,,0,25.655,,,,
EV134,01/05/2020,,0,,,11.98,,,,0.01,24.125,,,,
EV134,01/06/2020,,142.29,,,11.48,,,,343.04,26.060000000000002,,,,
EV134,01/07/2020,,33.57,,,10.46,,,,99.38,30.560000000000002,,,,
EV134,01/08/2020,,114.25,,,11.75,,,,340.7,27.455,,,,
EV134,01/09/2020,,82.2,,,23.37,,,,82.93,20.3,,,,
EV134,01/10/2020,,47.6,,,21.68,,,,,15.485,,,,
EV134,01/13/2020,,47.66,,,23.91,,,,,18.725,,,,
EV134,01/14/2020,,99.12,,,,,,,,17.015,,,,
EV134,01/15/2020,,99.33,,,,,,,,13.864999999999998,,,,
EV134,01/16/2020,,99.02,,,,,,,,26.015,,,,
EV134,01/17/2020,,105.11,,,,,,,,21.424999999999997,,,,
EV134,01/18/2020,,,,,,,,,,21.425,,,,
EV134,01/19/2020,,,,,,,,,,27.905,,,,
EV134,01/20/2020,,,,,,,,,,27.5,,,,
EV134,01/21/2020,,110.15,,,,,,,,29.075,,,,
EV134,01/22/2020,,91.9,,,,,,,,27.815,,,,
EV134,01/23/2020,,102.6,,,,,,,,31.055,,,,
EV134,01/24/2020,,63.34,,,,,,,,30.155,,,,
EV134,01/25/2020,,0.18,,,23.74,,,,,28.625,,,,
EV134,01/27/2020,,145.17,,,,,,,53.83,26.915,,,,
EV134,01/28/2020,,78.54,,,,,,,,28.265,,,,
EV134,01/29/2020,,106.86,,,,,,,,29.345,,,,
EV134,01/30/2020,,83.64,,,,,,,,28.085,,,,
EV134,01/31/2020,,83.33,,,,,,,,32.675,,,,
EV134,02/01/2020,,,,,,,,,,39.605,,,,
EV134,02/02/2020,,,,,,,,,,21.425,,,,
EV134,02/03/2020,,83.61,,,,,,,,13.864999999999998,,,,
EV134,02/04/2020,,102.52,,,,,,,,15.395,,,,
EV134,02/05/2020,,87.55,,,,,,,,21.244999999999997,,,,
EV134,02/06/2020,,107.21,,,,,,,,26.465,,,,
EV134,02/07/2020,,107.32,,,,,,,5.18,27.68,,,,
EV134,02/08/2020,,,,,,,,,,26.195,,,,
EV134,02/09/2020,,,,,,,,,,20.075,,,,
EV134,02/10/2020,,98.78,,,,,,,,23.63,,,,
EV134,02/11/2020,,103.07,,,,,,,69.52,24.44,,,,
EV134,02/12/2020,,102.66,,,,,,,,25.655,,,,
EV134,02/13/2020,,122.3,,,,,,,113.04,26.195,,,,
EV134,02/14/2020,,107.3,,,,,,,,26.284999999999997,,,,
EV134,02/15/2020,,,,,,,,,,25.43,,,,
EV134,02/16/2020,,,,,,,,,,26.285,,,,
EV134,02/17/2020,,,,,,,,,,21.785,,,,
EV134,02/18/2020,,33.98,,,,,,,,17.87,,,,
EV134,02/19/2020,,47.54,,,,,,,,16.925,,,,
EV134,02/20/2020,,47.22,,,,,,,,17.87,,,,
EV134,02/21/2020,,63.18,,,,,,,,21.155,,,,
EV134,02/22/2020,,,,,,,,,,26.509999999999998,,,,
EV134,02/23/2020,,,,,,,,,,28.175,,,,
EV134,02/24/2020,,142.59,,,,,,,240.8,24.845,,,,
EV134,02/25/2020,,29.47,,,24,,,,,24.619999999999997,,,,
EV134,02/26/2020,,63.27,,,,,,,,28.175,,,,
EV134,02/27/2020,,99.13,,,,,,,,29.21,,,,
EV134,02/28/2020,,142.76,,,,,,,7,33.71,,,,
EV134,02/29/2020,,,,,,,,,,29.57,,,,
EV134,03/01/2020,,,,,,,,,,23.99,,,,
EV134,03/02/2020,,50.09,,,,,,,,26.195,,,,
EV134,03/03/2020,,63.24,,,,,,,,33.62,,,,
EV134,03/04/2020,,,,,23.41,,,,,30.965,,,,
EV134,03/05/2020,,,,,23.76,,,,,32.405,,,,
EV134,03/06/2020,,,,,22.45,,,,,39.875,,,,
EV134,03/07/2020,,,,,23.87,,,,,37.04,,,,
EV134,03/08/2020,,,,,18.97,,,,,29.345,,,,
EV134,03/09/2020,,,,,22.02,,,,,28.175,,,,
EV134,03/10/2020,,,,,23.52,,,,,28.759999999999998,,,,
EV134,03/11/2020,,,,,21.79,,,,,34.205,,,,
EV134,03/12/2020,,,,,22.28,,,,,24.215,,,,
EV134,03/13/2020,,,,,23.03,,,,,20.66,,,,
EV134,03/14/2020,,,,,,,,,,13.684999999999999,,,,
EV134,03/15/2020,,,,,,,,,,19.895,,,,
EV134,03/16/2020,,,,,23.68,,,,,25.384999999999998,,,,
EV134,03/17/2020,,,,,23.69,,,,,31.1,,,,
EV134,03/18/2020,,,,,23.28,,,,,31.37,,,,
EV134,03/19/2020,,,,,23.61,,,,,30.064999999999998,,,,
EV134,03/20/2020,,,,,22.66,,,,,31.37,,,,
EV134,03/21/2020,,,,,,,,,,34.16,,,,
EV134,03/22/2020,,,,,,,,,,34.025,,,,
EV134,03/23/2020,,,,,23.37,,,,,33.935,,,,
EV134,03/24/2020,,,,,23.16,,,,,27.68,,,,
EV134,03/25/2020,,,,,19.84,,,,,26.825,,,,
EV134,03/26/2020,,,,,,,,,,26.105,,,,
EV134,03/27/2020,,,,,,,,,,28.985,,,,
EV134,03/28/2020,,,,,,,,,,33.215,,,,
EV134,03/29/2020,,,,,,,,,,35.6,,,,
EV134,03/30/2020,,0,,,23.79,,,,0.01,33.8,,,,
EV134,03/31/2020,,0,,,15.47,,,,0.02,28.04,,,,
EV134,04/01/2020,,,,,17.56,,,,,23.585,,,,
EV134,04/02/2020,,,,,22.69,,,,,21.965,,,,
EV134,04/03/2020,,,,,23.47,,,,,24.665,,,,
EV134,04/04/2020,,,,,,,,,,28.265,,,,
EV134,04/05/2020,,0,,,23.98,,,,0.01,35.285,,,,
EV134,04/06/2020,,,,,23.43,,,,,36.365,,,,
EV134,04/07/2020,,,,,23.66,,,,,38.84,,,,
EV134,04/08/2020,,,,,21.62,,,,,39.29,,,,
EV134,04/09/2020,,,,,15.85,,,,,42.935,,,,
EV134,04/16/2020,,,,,9.84,,,,,27.365000000000002,,,,
EV134,04/24/2020,,,,,0.98,,,,,39.335,,,,
EV134,04/28/2020,,0,,,4.79,,,,1.88,45.995,,,,
EV134,04/29/2020,,0,,,8.06,,,,1.74,52.43,,,,
EV134,04/30/2020,,,,,3.89,,,,,45.86,,,,
EV134,05/01/2020,,,,,3.62,,,,,41.495,,,,
EV134,05/02/2020,,0,,,6.28,,,,0.68,46.715,,,,
EV134,05/03/2020,,,,,,,,,,38.75,,,,
EV134,05/04/2020,,,,,10.83,,,,,36.589999999999996,,,,
EV134,05/05/2020,,3.42,,,3.68,,,,13.85,46.355000000000004,,,,
EV134,05/11/2020,,28.95,,,3.84,,,,57.87,39.155,,,,
EV134,05/12/2020,,12.02,,,3.21,,,,38.64,38.75,,,,
EV134,05/13/2020,,54.04,,,11.52,,,,105.6,41.225,,,,
EV134,05/14/2020,,0.11,,,11.1,,,,0.47,43.7,,,,
EV134,05/20/2020,,24.86,,,5.36,,,,53.84,45.95,,,,
EV134,05/21/2020,,0,,,0.01,,,,0.1,40.955,,,,
EV134,05/23/2020,,,,,0.3,,,,,38.165,,,,
EV134,05/26/2020,,0.06,,,7.27,,,,0.97,50.27,,,,
EV134,05/27/2020,,50.35,,,12.53,,,,90.51,52.295,,,,
EV134,05/28/2020,,0.33,,,0.14,,,,0.89,56.075,,,,
EV134,06/01/2020,,47.41,,,11.2,,,,83.49,46.04,,,,
EV134,06/02/2020,,36.28,,,11.13,,,,70.56,50.99,,,,
EV134,06/03/2020,,72.56,,,13.71,,,,110.34,54.32,,,,
EV134,06/04/2020,,101.3,,,21.79,,,,162.08,51.845,,,,
EV134,06/05/2020,,93.19,,,23.9,,,,154.73,56.435,,,,
EV134,06/06/2020,,,,,,,,,,48.38,,,,
EV134,06/07/2020,,,,,,,,,,41.585,,,,
EV134,06/08/2020,,108.22,,,23.68,,,,193.22,40.775,,,,
EV134,06/09/2020,,101.49,,,21.97,,,,177.83,40.910000000000004,,,,
EV134,06/10/2020,,87.71,,,20.12,,,,156.45,50.18,,,,
EV134,06/11/2020,,104.27,,,23.64,,,,179.67,59.045,,,,
EV134,06/12/2020,,53.36,,,13.89,,,,97.75,65.345,,,,
EV134,06/13/2020,,0.06,,,8.24,,,,0.21,55.85000000000001,,,,
EV134,06/14/2020,,0,,,23.94,,,,0,40.37,,,,
EV134,06/15/2020,,59.3,,,20.61,,,,103.18,41.765,,,,
EV134,06/16/2020,,104.45,,,22.83,,,,169.89,46.265,,,,
EV134,06/17/2020,,50.9,,,13.32,,,,94.03,46.175,,,,
EV134,06/18/2020,,94.74,,,14.46,,,,139.67,48.83,,,,
EV134,06/19/2020,,25.64,,,10.05,,,,40.08,52.16,,,,
EV134,06/22/2020,,93.22,,,13.78,,,,162.85,58.010000000000005,,,,
EV134,06/23/2020,,103.78,,,22.35,,,,195.68,63.905,,,,
EV134,06/24/2020,,82.13,,,16.4,,,,126.89,64.715,,,,
EV134,06/25/2020,,94.65,,,14.48,,,,163.51,62.78,,,,
EV134,06/26/2020,,65.59,,,14.83,,,,117.22,64.94,,,,
EV134,06/29/2020,,51.37,,,9.13,,,,96.8,44.195,,,,
EV134,06/30/2020,,88.24,,,19.19,,,,164.62,43.519999999999996,,,,
EV134,07/01/2020,,36.11,,,11.32,,,,74.15,45.905,,,,
EV134,07/02/2020,,94.92,,,14.42,,,,141.19,50.27,,,,
EV134,07/03/2020,,84.6,,,16.42,,,,144.43,59.855,,,,
EV134,07/06/2020,,94.99,,,14.51,,,,169.9,61.655,,,,
EV134,07/07/2020,,29.47,,,14.31,,,,49.14,55.129999999999995,,,,
EV134,07/08/2020,,94.92,,,14.5,,,,142.26,51.89,,,,
EV134,07/09/2020,,43.49,,,14.52,,,,70.59,56.975,,,,
EV134,07/10/2020,,29.1,,,3.29,,,,43.89,55.445,,,,
EV134,07/13/2020,,62.12,,,13.2,,,,108.4,54.14,,,,
EV134,07/14/2020,,106.35,,,21.2,,,,178,54.32,,,,
EV134,07/15/2020,,107.68,,,22.07,,,,178.98,59,,,,
EV134,07/16/2020,,36.09,,,9.66,,,,64.62,62.825,,,,
EV134,07/20/2020,,93.19,,,13.79,,,,172.85,64.49000000000001,,,,
EV134,07/21/2020,,94.72,,,21.28,,,,185.26,66.47,,,,
EV134,07/22/2020,,83.38,,,14.27,,,,150.26,67.1,,,,
EV134,07/23/2020,,94.34,,,15.99,,,,162.15,62.96,,,,
EV134,07/24/2020,,53.81,,,11.65,,,,81.46,61.42999999999999,,,,
EV134,07/27/2020,,90.09,,,14.37,,,,174.16,68.72,,,,
EV134,07/28/2020,,57.04,,,11.22,,,,86.18,68.58500000000001,,,,
EV134,07/29/2020,,62.53,,,9.53,,,,126.44,65.93,,,,
EV134,07/30/2020,,49.68,,,7.88,,,,84.23,69.62,,,,
EV134,07/31/2020,,95.63,,,14.07,,,,192.38,73.08500000000001,,,,
EV134,08/01/2020,,,,,23.97,,,,,74.47999999999999,,,,
EV134,08/02/2020,,,,,,,,,,72.95,,,,
EV134,08/03/2020,,72.61,,,15.67,,,,145.63,66.875,,,,
EV134,08/04/2020,,87.49,,,10.06,,,,152.98,63.769999999999996,,,,
EV134,08/05/2020,,106.07,,,15.58,,,,195.08,68.27,,,,
EV134,08/06/2020,,89.55,,,15.06,,,,154.49,66.065,,,,
EV134,08/07/2020,,105.19,,,12.84,,,,166.75,54.32,,,,
EV134,08/08/2020,,,,,,,,,,55.535000000000004,,,,
EV134,08/09/2020,,,,,,,,,,58.010000000000005,,,,
EV134,08/10/2020,,29.11,,,12.86,,,,52.13,60.125,,,,
EV134,08/11/2020,,28.07,,,9.96,,,,60.75,64.625,,,,
EV134,08/12/2020,,130.06,,,23.42,,,,229.54,56.165,,,,
EV134,08/13/2020,,62.75,,,13.34,,,,107.54,50.72,,,,
EV134,08/14/2020,,37.42,,,4.6,,,,53.66,55.22,,,,
EV134,08/17/2020,,84.12,,,15.26,,,,166.44,72.815,,,,
EV134,08/18/2020,,107.24,,,19.24,,,,211.08,71.24000000000001,,,,
EV134,08/19/2020,,80.57,,,19.7,,,,142.04,68.09,,,,
EV134,08/20/2020,,33.43,,,9.69,,,,50.2,64.04,,,,
EV134,08/21/2020,,85.3,,,15.2,,,,175.46,65.255,,,,
EV134,08/22/2020,,0,,,23.98,,,,0,63.635000000000005,,,,
EV134,08/23/2020,,0,,,11.48,,,,0.01,65.255,,,,
EV134,08/24/2020,,85.88,,,11.36,,,,156.03,64.58,,,,
EV134,08/25/2020,,60.19,,,8.05,,,,114.02,59.225,,,,
EV134,08/26/2020,,36.77,,,5.83,,,,70.61,61.385000000000005,,,,
EV134,08/27/2020,,84.08,,,10.9,,,,146.65,62.24,,,,
EV134,08/28/2020,,84.57,,,10.87,,,,153.51,60.845,,,,
EV134,08/29/2020,,4.48,,,2.02,,,,14.23,60.125,,,,
EV134,08/31/2020,,107.93,,,16.81,,,,207.83,45.004999999999995,,,,
EV134,09/01/2020,,65.6,,,13.87,,,,123.47,53.105000000000004,,,,
EV134,09/02/2020,,4.54,,,7.19,,,,16.05,60.935,,,,
EV134,09/03/2020,,44.29,,,10.12,,,,70.63,62.73500000000001,,,,
EV134,09/10/2020,,0.17,,,0.14,,,,0.93,57.74,,,,
EV134,09/15/2020,,0,,,0.29,,,,0.31,56.615,,,,
EV134,09/29/2020,,8.12,,,0.93,,,,12.79,52.115,,,,
EV134,09/30/2020,,0,,,1.31,,,,1.67,53.465,,,,
EV134,10/01/2020,,4.56,,,1.73,,,,14.23,52.295,,,,
EV134,10/05/2020,,0.06,,,0.83,,,,1.43,51.754999999999995,,,,
EV134,10/08/2020,,78.36,,,10.19,,,,123.73,52.565,,,,
EV134,10/09/2020,,110.67,,,18.94,,,,183.82,51.71,,,,
EV134,10/10/2020,,0.35,,,10.76,,,,1.64,44.06,,,,
EV134,10/12/2020,,109.19,,,17.57,,,,257.8,39.019999999999996,,,,
EV134,10/13/2020,,114.32,,,20.88,,,,242.09,36.635,,,,
EV134,10/14/2020,,92.4,,,10.61,,,,174.03,35.285,,,,
EV134,10/15/2020,,46.85,,,10,,,,107.56,33.44,,,,
EV134,10/16/2020,,84.84,,,16.58,,,,199.13,39.155,,,,
EV134,10/17/2020,,,,,,,,,,39.155,,,,
EV134,10/18/2020,,,,,,,,,,34.025,,,,
EV134,10/19/2020,,122.48,,,22.54,,,,258.78,37.985,,,,
EV134,10/20/2020,,84.47,,,20.77,,,,199.03,36.095,,,,
EV134,10/21/2020,,109.54,,,22.88,,,,293.41,31.505,,,,
EV134,10/22/2020,,109.73,,,23.37,,,,349.95,24.68,,,,
EV134,10/23/2020,,85.39,,,20.44,,,,286.5,23.299999999999997,,,,
EV134,10/24/2020,,,,,,,,,,17.419999999999998,,,,
EV134,10/25/2020,,,,,,,,,,8.18,,,,
EV134,10/26/2020,,107.32,,,23.74,,,,388.7,9.86,,,,
EV134,10/27/2020,,102.6,,,19.86,,,,330.33,24.439999999999998,,,,
EV134,10/28/2020,,29.49,,,20.65,,,,86.89,30.080000000000002,,,,
EV134,10/29/2020,,75.52,,,16.97,,,,191.93,35.06,,,,
EV134,10/30/2020,,62.42,,,14.51,,,,164.18,35.3,,,,
EV134,10/31/2020,,0.04,,,4.76,,,,0.24,35.480000000000004,,,,
EV134,11/02/2020,,0,,,1.99,,,,2.18,38.72,,,,
EV134,11/06/2020,,66.81,,,16.7,,,,158.27,44.06,,,,
EV134,11/07/2020,,0,,,15.18,,,,0,36.98,,,,
EV134,11/09/2020,,108.32,,,18.61,,,,330.25,16.76,,,,
EV134,11/10/2020,,113.5,,,21.36,,,,314.07,22.34,,,,
EV134,11/11/2020,,0,,,23.97,,,,0,24.68,,,,
EV134,11/12/2020,,37.34,,,14.49,,,,142.43,22.82,,,,
EV134,11/13/2020,,0,,,24,,,,0.01,25.04,,,,
EV134,11/14/2020,,0.04,,,15.87,,,,0.61,29.24,,,,
EV134,11/16/2020,,91.13,,,16.99,,,,239.67,33.980000000000004,,,,
EV134,11/17/2020,,84.69,,,23.12,,,,250.13,35.54,,,,
EV134,11/18/2020,,84.16,,,22.52,,,,203.17,37.879999999999995,,,,
EV134,11/19/2020,,85.86,,,23.11,,,,229.48,32.18,,,,
EV134,11/20/2020,,106.88,,,23.48,,,,283.33,29.3,,,,
EV134,11/21/2020,,,,,,,,,,25.4,,,,
EV134,11/22/2020,,,,,,,,,,24.5,,,,
EV134,11/23/2020,,108.63,,,23.65,,,,346.8,24.8,,,,
EV134,11/24/2020,,119.69,,,22.61,,,,286.9,28.58,,,,
EV134,11/25/2020,,119.41,,,23.85,,,,309.21,28.52,,,,
EV134,11/26/2020,,,,,,,,,,29.479999999999997,,,,
EV134,11/27/2020,,80.7,,,22.03,,,,228.21,29.18,,,,
EV134,11/28/2020,,0,,,23.97,,,,0,27.02,,,,
EV134,11/29/2020,,,,,,,,,,26.36,,,,
EV134,11/30/2020,,111.18,,,21.62,,,,335.53,24.92,,,,
EV134,12/01/2020,,104.98,,,23.21,,,,267.71,30.38,,,,
EV134,12/02/2020,,66.31,,,22.03,,,,219.08,26.54,,,,
EV134,12/03/2020,,74.99,,,16.67,,,,238.89,25.82,,,,
EV134,12/04/2020,,0,,,4.01,,,,0.13,24.92,,,,
EV134,12/05/2020,,10.33,,,23.95,,,,73.09,26.72,,,,
EV134,12/06/2020,,,,,,,,,,23.72,,,,
EV134,12/07/2020,,,,,17.02,,,,,25.22,,,,
EV134,12/08/2020,,0.24,,,7.43,,,,1.9,32,,,,
EV134,12/09/2020,,47.54,,,9.53,,,,96.98,33.32,,,,
EV134,12/10/2020,,29.76,,,16.58,,,,98.88,29.54,,,,
EV134,12/11/2020,,85.41,,,20.28,,,,250.78,21.26,,,,
EV134,12/12/2020,,0.43,,,12.42,,,,1.44,21.68,,,,
EV134,12/14/2020,,111.79,,,16.76,,,,302,24.259999999999998,,,,
EV134,12/15/2020,,65.26,,,17.68,,,,187.99,25.4,,,,
EV134,12/16/2020,,14.82,,,12.39,,,,62.34,29.9,,,,
EV134,12/17/2020,,83.18,,,8.43,,,,244.72,31.82,,,,
