Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Trip Percent Idling Time
EV020,7/29/19 8:32 AM,7/29/19 9:22 AM,31.52,0.091025,0.736475,0.8275,100,87.1,12.9,6.89,84.2,25310.37,25341.44,11
EV020,7/29/19 8:03 AM,7/29/19 8:11 AM,0,0.128611,0,0.128611,100,100,0,0.03,87.8,25310.37,25310.37,100
EV020,7/26/19 2:27 AM,7/26/19 2:28 AM,0,0.005833,0,0.005833,0,0,0,0,93.2,,,100
EV020,7/25/19 12:38 PM,7/25/19 2:05 PM,43.68,0.273072,1.16415,1.437222,59.2,38.4,20.8,10.76,98.6,25266.69,25310.19,19
EV020,7/25/19 12:34 PM,7/25/19 12:36 PM,0,0.042778,0,0.042778,58.8,58.8,0,0.01,91.4,25266.69,25266.69,100
EV020,7/25/19 10:29 AM,7/25/19 11:20 AM,29.76,0.126875,0.718958,0.845833,58.8,46.7,12.1,6.27,91.4,25236.95,25265.53,15
EV020,7/25/19 10:19 AM,7/25/19 10:19 AM,0,0.005,0.001667,0.006667,0,0,0,0.01,91.4,,,75
EV020,7/25/19 9:14 AM,7/25/19 10:16 AM,36.65,0.146144,0.897744,1.043889,72.9,58.8,14.1,7.94,87.8,25200.31,25236.35,14
EV020,7/25/19 6:40 AM,7/25/19 8:41 AM,58.92,0.342597,1.672681,2.015278,96.1,72.9,23.2,12.71,78.8,25141.41,25199.82,17
EV020,7/25/19 6:05 AM,7/25/19 6:34 AM,14.4,0.114867,0.363744,0.478611,100,96.1,3.9,3.14,75.2,25127.01,25140.68,24
EV020,7/25/19 2:28 AM,7/25/19 2:28 AM,0,0.007778,0,0.007778,0,0,0,0.01,82.4,,,100
EV020,7/24/19 9:21 AM,7/24/19 11:27 AM,71.28,0.293417,1.802417,2.095833,82.7,57.3,25.4,14.67,89.6,25055.75,25126.59,14
EV020,7/24/19 6:27 AM,7/24/19 8:36 AM,73.07,0.301311,1.850911,2.152222,100,75.7,24.3,14.27,77,24982.7,25054.78,14
EV020,7/24/19 6:25 AM,7/24/19 6:27 AM,0.06,0.006611,0.012833,0.019444,100,100,0,0.03,75.2,24982.65,24982.65,34
EV020,7/24/19 6:22 AM,7/24/19 6:22 AM,0,0.004167,0,0.004167,0,0,0,0,75.2,,,100
EV020,7/24/19 6:14 AM,7/24/19 6:22 AM,0.08,0.104872,0.017072,0.121944,100,100,0,0.09,75.2,24982.56,24982.56,86
EV020,7/24/19 2:49 AM,7/24/19 2:49 AM,0,0.006667,0,0.006667,0,0,0,0,78.8,,,100
EV020,7/23/19 7:32 PM,7/23/19 8:51 PM,37.45,0.276325,1.039508,1.315833,100,84.3,15.7,9.33,93.2,24945.11,24982.39,21
EV020,7/23/19 3:08 PM,7/23/19 3:09 PM,0,0.009444,0,0.009444,100,100,0,0.01,102.2,24945.11,24945.11,100
EV020,7/23/19 2:12 AM,7/23/19 2:12 AM,0,0.004444,0,0.004444,0,0,0,0,84.2,,,100
EV020,7/22/19 7:45 PM,7/22/19 8:53 PM,38.68,0.125064,1.011881,1.136944,95.7,81.2,14.5,8.22,93.2,24906.44,24944.97,11
EV020,7/22/19 3:22 PM,7/22/19 5:26 PM,64.45,0.536322,1.526456,2.062778,100,72.5,27.5,15.87,102.2,24842.01,24905.39,26
EV020,7/19/19 2:29 AM,7/19/19 2:29 AM,0,0.006111,0,0.006111,0,0,0,0.01,77,,,100
EV020,7/18/19 7:28 PM,7/18/19 9:12 PM,37.63,0.644931,1.098125,1.743056,93.7,77.6,16.1,9.08,89.6,24804.39,24841.67,37
EV020,7/18/19 3:27 PM,7/18/19 5:28 PM,64.4,0.424083,1.595361,2.019444,100,72.9,27.1,15.68,98.6,24740.01,24803.39,21
EV020,7/18/19 3:00 PM,7/18/19 3:00 PM,0,0.014167,0,0.014167,100,100,0,0.02,107.6,24740.01,24740.01,100
EV020,7/18/19 2:06 AM,7/18/19 2:06 AM,0,0.006111,0,0.006111,0,0,0,0.01,80.6,,,100
EV020,7/17/19 7:50 PM,7/17/19 9:08 PM,38.71,0.234,1.066,1.3,100,85.5,14.5,8.41,86,24701.3,24739.83,18
EV020,7/17/19 3:25 PM,7/17/19 4:32 PM,36.15,0.179822,0.944067,1.123889,99.2,83.9,15.3,8.39,95,24665.16,24701.2,16
EV020,7/17/19 1:17 PM,7/17/19 2:15 PM,33.79,0.13545,0.83205,0.9675,100,87.1,12.9,7.96,91.4,24631.38,24664.93,14
EV020,7/17/19 2:08 AM,7/17/19 2:08 AM,0,0.003611,0,0.003611,0,0,0,0,80.6,,,100
EV020,7/17/19 2:07 AM,7/17/19 2:07 AM,0,0.005278,0,0.005278,0,0,0,0.01,80.6,,,100
EV020,7/16/19 11:28 PM,7/16/19 11:28 PM,0,0.005278,0,0.005278,0,0,0,0.01,86,,,100
EV020,7/16/19 8:54 PM,7/16/19 9:16 PM,12.51,0.068822,0.2934,0.362222,76.1,71.4,4.7,2.51,84.2,24618.87,24631.3,19
EV020,7/16/19 7:03 PM,7/16/19 8:50 PM,61.77,0.176806,1.59125,1.768056,100,76.1,23.9,13.93,89.6,24557.11,24618.01,10
EV020,7/16/19 3:16 PM,7/16/19 4:45 PM,44.07,0.283417,1.20825,1.491667,94.9,76.9,18,10.15,96.8,24513.05,24556.55,19
EV020,7/16/19 1:14 PM,7/16/19 2:26 PM,37.24,0.192044,1.008233,1.200278,100,86.7,13.3,8.16,95,24475.82,24511.86,16
EV020,7/16/19 12:38 PM,7/16/19 12:39 PM,0,0.024444,0,0.024444,100,100,0,0.03,100.4,24475.82,24475.82,100
EV020,7/16/19 12:28 PM,7/16/19 12:33 PM,0,0.080833,0,0.080833,100,100,0,0.09,102.2,24475.82,24475.82,100
EV020,7/16/19 2:00 AM,7/16/19 2:01 AM,0,0.006389,0,0.006389,0,0,0,0.01,86,,,100
EV020,7/16/19 2:00 AM,7/16/19 2:00 AM,0,0.006944,0,0.006944,0,0,0,0.01,86,,,100
EV020,7/15/19 9:14 PM,7/15/19 9:14 PM,0,0.004178,0.000267,0.004444,0,0,0,0,86,,,94
EV020,7/15/19 8:46 PM,7/15/19 9:12 PM,12.51,0.140978,0.299578,0.440556,60.4,55.7,4.7,2.67,84.2,24463.32,24475.74,32
EV020,7/15/19 6:53 PM,7/15/19 8:42 PM,61.48,0.218633,1.603311,1.821944,84.7,60.8,23.9,13.96,91.4,24401.85,24462.74,12
EV020,7/15/19 4:54 PM,7/15/19 5:01 PM,2.13,0.031811,0.0818,0.113611,67.1,65.9,1.2,0.59,100.4,24399.71,24400.96,28
EV020,7/15/19 3:37 PM,7/15/19 4:46 PM,39.29,0.162439,0.997839,1.160278,83.1,67.1,16,8.96,100.4,24360.44,24398.97,14
EV020,7/15/19 3:25 PM,7/15/19 3:26 PM,0,0.004725,0.002775,0.0075,0,0,0,0.01,100.4,,,63
EV020,7/15/19 3:13 PM,7/15/19 3:24 PM,4.37,0.026911,0.165311,0.192222,85.1,83.1,2,1.27,100.4,24356.06,24359.79,14
EV020,7/15/19 1:07 PM,7/15/19 2:19 PM,33.08,0.325275,0.879447,1.204722,100,85.1,14.9,8.8,96.8,24322.99,24355.31,27
EV020,7/15/19 12:44 PM,7/15/19 12:45 PM,0,0.021111,0,0.021111,100,100,0,0,104,24322.99,24322.99,100
EV020,7/12/19 2:07 AM,7/12/19 2:07 AM,0,0.008611,0,0.008611,100,100,0,0.01,80.6,24322.99,24322.99,100
EV020,7/11/19 9:11 PM,7/11/19 9:14 PM,0,0.049167,0,0.049167,85.5,85.5,0,0.04,86,24322.99,24322.99,100
EV020,7/11/19 7:46 PM,7/11/19 9:06 PM,37.46,0.225203,1.099519,1.324722,100,85.5,14.5,8.27,87.8,24285.53,24322.82,17
EV020,7/11/19 7:23 PM,7/11/19 7:30 PM,0,0.116944,0,0.116944,100,100,0,0.17,100.4,24285.53,24285.53,100
EV020,7/11/19 3:35 PM,7/11/19 4:55 PM,40.54,0.227375,1.110125,1.3375,95.3,79.6,15.7,8.52,98.6,24245,24284.77,17
EV020,7/11/19 3:23 PM,7/11/19 3:24 PM,0,0.01885,0.002817,0.021667,95.7,95.7,0,0.08,98.6,24245,24245,87
EV020,7/11/19 3:00 PM,7/11/19 3:16 PM,4.35,0.073125,0.197708,0.270833,97.3,95.7,1.6,1.2,96.8,24240.64,24244.37,27
EV020,7/11/19 2:59 PM,7/11/19 3:00 PM,0,0.002778,0,0.002778,0,0,0,0,95,,,100
EV020,7/11/19 2:58 PM,7/11/19 2:59 PM,0,0.006111,0,0.006111,0,0,0,0,95,,,100
EV020,7/11/19 1:03 PM,7/11/19 2:08 PM,33.77,0.213667,0.854667,1.068333,100,88.6,11.4,7.15,95,24206.88,24240.44,20
EV020,7/11/19 8:59 AM,7/11/19 10:15 AM,34.22,0.315764,0.947292,1.263056,100,87.8,12.2,7.08,80.6,24172.67,24206.22,25
EV020,7/11/19 7:58 AM,7/11/19 7:59 AM,0.06,0.0052,0.0148,0.02,100,100,0,0.02,66.2,24172.6,24172.6,26
EV020,7/11/19 7:41 AM,7/11/19 7:47 AM,0.06,0.077208,0.013625,0.090833,100,100,0,0.04,86,24172.53,24172.53,85
EV020,7/11/19 7:36 AM,7/11/19 7:37 AM,0,0.005278,0.000278,0.005556,0,0,0,0,86,,,95
EV020,7/11/19 12:49 AM,7/11/19 12:49 AM,0,0.006944,0,0.006944,0,0,0,0.01,84.2,,,100
EV020,7/10/19 10:59 PM,7/10/19 11:27 PM,0,0.459167,0,0.459167,86.7,90.6,-3.9,-2.44,86,24172.53,24172.53,100
EV020,7/10/19 8:53 PM,7/10/19 10:53 PM,0,2.000556,0,2.000556,79.2,85.5,-6.3,-3.77,86,24172.53,24172.53,100
EV020,7/10/19 7:51 PM,7/10/19 8:53 PM,33.68,0.14455,0.88795,1.0325,92.9,79.2,13.7,7.41,86,24138.84,24172.4,14
EV020,7/10/19 7:37 PM,7/10/19 7:46 PM,3.67,0.016714,0.135231,0.151944,94.5,92.9,1.6,0.8,93.2,24135.17,24137.66,11
EV020,7/10/19 3:36 PM,7/10/19 5:10 PM,39.08,0.580078,0.9877,1.567778,80,68.2,11.8,6.57,95,24096.1,24134.62,37
EV020,7/10/19 12:37 PM,7/10/19 3:33 PM,69.06,1.348567,1.5831,2.931667,100,79.6,20.4,11.81,91.4,24027.06,24095.42,46
EV020,7/10/19 2:04 AM,7/10/19 2:04 AM,0,0.005,0,0.005,0,0,0,0,82.4,,,100
EV020,7/9/19 7:47 PM,7/9/19 9:55 PM,72.02,0.255767,1.875622,2.131389,87.1,62.7,24.4,14.15,82.4,23955.07,24025.91,12
EV020,7/9/19 5:29 PM,7/9/19 6:50 PM,42.52,0.271444,1.085778,1.357222,96.1,78.4,17.7,9.65,91.4,23912.56,23954.81,20
EV020,7/9/19 3:43 PM,7/9/19 4:39 PM,32.06,0.151111,0.793333,0.944444,100,88.2,11.8,6.56,91.4,23880.52,23911.59,16
EV020,7/9/19 3:11 PM,7/9/19 3:33 PM,5.05,0.141267,0.220956,0.362222,100,100,0,1.12,93.2,23875.45,23880.42,39
EV020,7/9/19 2:11 PM,7/9/19 2:15 PM,0,0.070833,0,0.070833,100,100,0,0.01,96.8,23875.45,23875.45,100
EV020,7/8/19 3:57 PM,7/8/19 4:54 PM,32.98,0.114367,0.838689,0.953056,98.4,85.9,12.5,6.74,91.4,23842.48,23874.79,12
EV020,7/8/19 3:34 PM,7/8/19 3:42 PM,0,0.133333,0,0.133333,98.8,98.4,0.4,0.19,93.2,23842.48,23842.48,100
EV020,7/8/19 3:04 PM,7/8/19 3:22 PM,4.7,0.115444,0.173167,0.288611,100,98.8,1.2,1.32,95,23837.78,23841.51,40
EV020,7/8/19 10:16 AM,7/8/19 11:05 AM,22.09,0.129467,0.6797,0.809167,82,74.1,7.9,4.6,80.6,23815.69,23836.82,16
EV020,7/8/19 8:59 AM,7/8/19 10:09 AM,37.4,0.172875,0.979625,1.1525,96.1,82,14.1,7.54,75.2,23778.3,23815.58,15
EV020,7/8/19 8:22 AM,7/8/19 8:51 AM,15.59,0.068872,0.423072,0.491944,100,96.1,3.9,3.16,71.6,23762.72,23777.63,14
EV020,7/8/19 8:09 AM,7/8/19 8:16 AM,0.06,0.100222,0.013667,0.113889,100,100,0,0.04,78.8,23762.65,23762.65,88
EV020,7/3/19 12:10 PM,7/3/19 2:22 PM,73.4,0.3305,1.872833,2.203333,100,74.1,25.9,15.08,86,23689.28,23762.6,15
EV020,7/3/19 11:17 AM,7/3/19 11:21 AM,0,0.064167,0,0.064167,100,100,0,0.07,93.2,23689.28,23689.28,100
EV020,7/3/19 2:28 AM,7/3/19 2:28 AM,0,0.003889,0,0.003889,0,0,0,0,73.4,,,100
EV020,7/2/19 11:27 PM,7/2/19 11:30 PM,0,0.054167,0,0.054167,80,80,0,-0.29,80.6,23689.28,23689.28,100
EV020,7/2/19 9:24 PM,7/2/19 11:24 PM,0,2.001111,0,2.001111,58.4,79.2,-20.8,-11.88,80.6,23689.28,23689.28,100
EV020,7/2/19 6:41 PM,7/2/19 9:14 PM,75.67,0.664228,1.890494,2.554722,82.4,56.5,25.9,14.28,86,23613.63,23688.19,26
EV020,7/2/19 4:54 PM,7/2/19 4:57 PM,0,0.056667,0,0.056667,63.9,63.9,0,-0.17,95,23613.63,23613.63,100
EV020,7/2/19 3:28 PM,7/2/19 4:47 PM,37.33,0.354525,0.958531,1.313056,78,64.3,13.7,8.21,93.2,23576.3,23613.58,27
EV020,7/2/19 12:40 PM,7/2/19 2:43 PM,69.54,0.410222,1.640889,2.051111,100,71.8,28.2,16.46,89.6,23506.79,23575.14,20
EV020,7/2/19 10:02 AM,7/2/19 11:06 AM,33.73,0.277117,0.788717,1.065833,100,86.3,13.7,8.06,82.4,23473.07,23505.38,26
EV020,7/2/19 9:10 AM,7/2/19 9:20 AM,0,0.172222,0,0.172222,100,100,0,0.11,86,23473.07,23473.07,100
EV020,7/1/19 8:54 PM,7/1/19 8:57 PM,0,0.047575,0.000481,0.048056,42.4,42.4,0,0.01,82.4,23473.07,23473.07,99
EV020,7/1/19 6:56 PM,7/1/19 8:54 PM,72.07,0.2344,1.718933,1.953333,72.9,42.7,30.2,16.38,86,23401.02,23471.86,12
EV020,7/1/19 3:42 PM,7/1/19 4:55 PM,37.8,0.268583,0.95225,1.220833,69.4,52.9,16.5,9.5,95,23363.24,23400.52,22
EV020,7/1/19 2:22 PM,7/1/19 2:36 PM,4.07,0.067683,0.15065,0.218333,60.4,59.2,1.2,0.82,93.2,23359.17,23362.9,31
EV020,7/1/19 1:57 PM,7/1/19 2:06 PM,2.05,0.0552,0.098133,0.153333,61.2,60.8,0.4,0.4,91.4,23357.11,23358.35,36
EV020,7/1/19 1:19 PM,7/1/19 1:50 PM,16.83,0.0933,0.425033,0.518333,68.2,61.2,7,3.88,89.6,23340.29,23356.44,18
EV020,7/1/19 12:57 PM,7/1/19 1:03 PM,0.07,0.077856,0.023256,0.101111,68.2,68.2,0,0.04,84.2,23340.21,23340.21,77
EV020,7/1/19 12:37 PM,7/1/19 12:44 PM,0.81,0.0372,0.0828,0.12,68.2,68.2,0,0.14,84.2,23339.39,23339.39,31
EV020,7/1/19 9:11 AM,7/1/19 11:31 AM,69.49,0.584931,1.754792,2.339722,96.9,67.1,29.8,16.42,80.6,23269.91,23338.26,25
EV020,7/1/19 8:35 AM,7/1/19 9:06 AM,13.53,0.1785,0.3315,0.51,100,97.3,2.7,2.73,71.6,23256.39,23268.82,35
EV020,7/1/19 8:21 AM,7/1/19 8:23 AM,0.08,0.010586,0.018025,0.028611,100,100,0,0.03,62.6,23256.3,23256.3,37
EV020,7/1/19 7:59 AM,7/1/19 8:07 AM,0.16,0.105625,0.035208,0.140833,100,100,0,0.06,82.4,23256.14,23256.14,75
EV020,7/1/19 2:15 AM,7/1/19 2:15 AM,0,0.006111,0,0.006111,0,0,0,-0.02,71.6,,,100
EV020,6/28/19 10:03 PM,6/28/19 10:53 PM,9.36,0.535467,0.3012,0.836667,65.9,62.7,3.2,2.13,75.2,23246.78,23255.48,64
EV020,6/28/19 6:31 PM,6/28/19 9:15 PM,105.22,0.273556,2.462,2.735556,100,58.4,41.6,23.87,78.8,23141.6,23245.99,10
EV020,6/28/19 11:45 AM,6/28/19 11:46 AM,0,0.020556,0,0.020556,86.3,86.3,0,0.01,82.4,23141.6,23141.6,100
EV020,6/28/19 10:39 AM,6/28/19 11:44 AM,26.04,0.292125,0.789819,1.081944,96.9,86.3,10.6,5.55,80.6,23115.54,23140.4,27
EV020,6/28/19 10:04 AM,6/28/19 10:32 AM,12.36,0.181567,0.283989,0.465556,100,96.9,3.1,2.5,82.4,23103.19,23114.38,39
EV020,6/28/19 2:29 AM,6/28/19 2:29 AM,0,0.006389,0,0.006389,0,0,0,-0.02,69.8,,,100
EV020,6/27/19 7:40 PM,6/27/19 8:50 PM,38.83,0.163528,1.004528,1.168056,51.8,34.5,17.3,9.25,77,23064.37,23102.89,14
EV020,6/27/19 3:24 PM,6/27/19 5:32 PM,71.94,0.343867,1.8053,2.149167,60,30.6,29.4,15.52,86,22992.46,23063.3,16
EV020,6/27/19 3:08 PM,6/27/19 3:22 PM,4.38,0.051028,0.180917,0.231944,62,60.8,1.2,0.96,84.2,22988.07,22991.8,22
EV020,6/27/19 1:10 PM,6/27/19 2:34 PM,38.58,0.28,1.12,1.4,77.3,62,15.3,8.68,82.4,22949.5,22988.02,20
EV020,6/27/19 9:26 AM,6/27/19 12:13 PM,77.78,0.807489,1.976956,2.784444,100,67.8,32.2,17.38,73.4,22871.74,22948.79,29
EV020,6/27/19 9:07 AM,6/27/19 9:19 AM,4.39,0.0273,0.1827,0.21,100,100,0,0.92,71.6,22867.35,22871.08,13
EV020,6/27/19 8:41 AM,6/27/19 8:42 AM,0,0.010278,0,0.010278,100,100,0,0.01,78.8,22867.35,22867.35,100
EV020,6/27/19 8:31 AM,6/27/19 8:40 AM,0,0.136111,0,0.136111,100,100,0,0.07,78.8,22867.35,22867.35,100
EV020,6/26/19 9:22 PM,6/26/19 9:24 PM,0,0.040556,0,0.040556,53.3,53.3,0,0.03,77,22867.35,22867.35,100
EV020,6/26/19 6:33 PM,6/26/19 9:17 PM,76.12,0.712544,2.028011,2.740556,85.5,53.3,32.2,18.23,82.4,22791.25,22867.06,26
EV020,6/26/19 4:49 PM,6/26/19 5:12 PM,12.56,0.077611,0.310444,0.388056,89.8,85.1,4.7,2.73,89.6,22778.69,22791.12,20
EV020,6/26/19 3:38 PM,6/26/19 4:39 PM,26.15,0.2233,0.7917,1.015,99.6,89.8,9.8,5.35,89.6,22752.54,22778.63,22
EV020,6/26/19 1:02 PM,6/26/19 2:18 PM,35.55,0.278178,0.986267,1.264444,100,86.7,13.3,7.87,86,22716.98,22751.78,22
EV020,6/26/19 12:39 PM,6/26/19 12:44 PM,0,0.079444,0,0.079444,100,100,0,0.05,91.4,22716.98,22716.98,100
EV020,6/26/19 12:33 PM,6/26/19 12:38 PM,0,0.077778,0,0.077778,100,100,0,0.07,93.2,22716.98,22716.98,100
EV020,6/25/19 7:43 PM,6/25/19 8:43 PM,33.32,0.168914,0.824697,0.993611,83.1,69,14.1,7.9,86,22683.67,22715.98,17
EV020,6/25/19 7:30 PM,6/25/19 7:36 PM,0,0.093611,0,0.093611,83.5,83.1,0.4,0.29,93.2,22683.67,22683.67,100
EV020,6/25/19 7:12 PM,6/25/19 7:23 PM,4.67,0.028889,0.151667,0.180556,85.1,83.5,1.6,1.08,93.2,22679,22682.73,16
EV020,6/25/19 7:08 PM,6/25/19 7:11 PM,0.03,0.035933,0.006844,0.042778,85.1,85.1,0,0.08,98.6,22678.97,22678.97,84
EV020,6/25/19 4:50 PM,6/25/19 4:55 PM,1.82,0.008444,0.076,0.084444,63.1,62.7,0.4,0.44,96.8,22677.15,22678.39,10
EV020,6/25/19 3:10 PM,6/25/19 4:41 PM,44.7,0.382778,1.148333,1.531111,84.7,63.5,21.2,12.05,96.8,22632.46,22675.95,25
EV020,6/25/19 12:54 PM,6/25/19 2:09 PM,34.17,0.412408,0.837314,1.249722,100,85.1,14.9,9.11,93.2,22598.29,22631.84,33
EV020,6/25/19 12:36 PM,6/25/19 12:39 PM,0.03,0.038403,0.010208,0.048611,100,100,0,0.02,105.8,22598.26,22598.26,79
EV020,6/24/19 5:27 PM,6/24/19 5:28 PM,0.02,0.006967,0.008867,0.015833,0,0,0,0.04,98.6,,,44
EV020,6/24/19 3:33 PM,6/24/19 4:47 PM,37.52,0.235125,1.002375,1.2375,98,78,20,10.83,98.6,22560.73,22598.01,19
EV020,6/18/19 2:34 PM,6/18/19 2:37 PM,0,0.043611,0,0.043611,98.4,98,0.4,0.22,77,22560.73,22560.73,100
EV020,6/18/19 2:04 PM,6/18/19 2:28 PM,0.2,0.371039,0.023683,0.394722,100,98.4,1.6,1.66,82.4,22560.51,22560.51,94
EV020,6/13/19 2:30 AM,6/13/19 2:31 AM,0,0.003333,0,0.003333,0,0,0,0,80.6,,,100
EV020,6/12/19 2:13 AM,6/12/19 2:13 AM,0,0.002778,0,0.002778,0,0,0,0,84.2,,,100
EV020,6/6/19 2:33 AM,6/6/19 2:33 AM,0,0.003889,0,0.003889,0,0,0,0,80.6,,,100
EV020,6/5/19 3:24 PM,6/5/19 3:25 PM,0.06,0.007572,0.018539,0.026111,100,100,0,0.02,100.4,22560.45,22560.45,29
EV020,6/5/19 9:55 AM,6/5/19 9:58 AM,0.06,0.021875,0.026736,0.048611,100,100,0,0.04,93.2,22560.39,22560.39,45
EV020,5/30/19 1:14 AM,5/30/19 1:14 AM,0,0.005833,0,0.005833,0,0,0,0,71.6,,,100
EV020,5/29/19 3:52 PM,5/29/19 3:53 PM,0,0.008333,0,0.008333,100,100,0,0.01,86,22560.39,22560.39,100
EV020,5/29/19 2:45 AM,5/29/19 2:45 AM,0,0.003889,0,0.003889,0,0,0,0,66.2,,,100
EV020,5/28/19 2:37 PM,5/28/19 2:38 PM,0,0.012778,0,0.012778,100,100,0,0.01,77,22560.39,22560.39,100
EV020,5/24/19 2:28 AM,5/24/19 2:29 AM,0,0.0075,0,0.0075,0,0,0,-0.03,62.6,,,100
