Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,Energy Consumed While Driving,Energy Consumed While Idling,Average Speed
EV139,10/04/2021,,0,0.48320888888888885,0.0391672222222222,0.524045,,,,1.036844,63.5129270186335,,,0.925021031036599,,0.401926,0.634918,2.37246460189887
EV139,10/05/2021,,9.301926747792889,1.1442141666666668,0.716411388888889,6.310305277777777,,,23.2,49.175431,69.5869890922768,,,0.614962082644845,,46.583075,2.592356,16.030525687123
EV139,10/06/2021,,189.28519943529784,0.6283322222222223,3.99628,9.590096944444445,,,154.4,287.118802,69.0748731549815,,,0.135867007227753,,285.375592,1.74321,45.7621287210209
EV139,10/07/2021,,189.35355026644396,1.233086111111111,3.9432075,7.597542499999999,,,90.8,299.455486,61.8294926099495,,,0.238217961296524,,293.389897,6.065589,46.5784727775738
EV139,10/08/2021,,374.5718752485485,2.5976005555555552,7.20890222222222,13.738661944444443,,,175.6,594.471171,60.8089378771256,,,0.264885516724872,,588.510082,5.961089,50.6176513810167
EV139,10/09/2021,,106.3756412550704,1.0406491666666666,2.17991083333333,5.1525630555555555,,,63.6,191.067904,58.3542067307692,,,0.323126775053614,,187.474284,3.59362,46.7451908806942
EV139,10/11/2021,,0.10252624671916012,3.6243844444444444,0.0141666666666667,3.63744,,,2,4.393667,56.2378969013007,,,0.996106508817918,,0.224313,4.169354,1.21869045140503
EV139,10/12/2021,,6.695274596357273,6.248416111111111,0.483921944444444,8.429670277777777,,,11.6,38.610145,63.6075456730769,,,0.928119779421191,,12.775961,25.834184,10.4849398091955
EV139,10/13/2021,,7.580728545295474,0.965945,0.381106944444444,1.3398297222222222,,,6.4,,54.0626008064516,,,0.717080736183769,,,,18.4816888442774
EV139,10/14/2021,,109.62230573451046,0.9061597222222223,2.41901361111111,5.221086388888889,,,48.8,158.113101,71.6846440397351,,,0.272515033468598,,154.773419,3.339682,43.9919078803981
EV139,10/15/2021,,202.07612542750337,1.4371058333333333,4.70869055555556,10.297098333333333,,,93.2,308.076291,65.5938265210021,,,0.233835575147186,,298.415396,9.660895,41.521669932816
EV139,10/19/2021,,0.42563926668257374,4.307429444444444,0.0511125,4.351041944444445,,,3.6,12.534484,55.4568197513812,,,0.988273027849336,,1.350638,11.183846,3.1226655510268
EV139,10/20/2021,,0.310685596118667,1.2292072222222221,0.0702797222222222,1.3003205555555557,,,1.2,4.213182,59.5049528301887,,,0.945917331049241,,0.803623,3.409559,3.37463335118164
EV139,10/22/2021,,0.11184681460272013,0.33262222222222226,0.0455708333333333,0.3770836111111111,,,,0.658535,59.4868255395683,,,0.879503780770403,,0.341618,0.316917,2.29475646887909
EV139,10/25/2021,,0.00621371192237333,0.01055638888888889,0.00555555555555556,0.5316847222222222,,,,0.107325,55.8055443548387,,,0.655190248780235,,0.045278,0.062047,0.391113077049386
EV139,10/26/2021,,0.22369362920544025,0.6702994444444444,0.120281111111111,0.7905808333333333,,,1.2,1.901814,62.9262103873239,,,0.847857235716369,,0.980021,0.921793,1.67453357250314
EV139,10/30/2021,,0.11495367056390678,1.3982663888888889,0.0813908333333333,1.4779900000000001,,,,2.288086,68.763135026738,,,0.94499345381419,,0.641406,1.64668,1.73346858632964
EV139,11/01/2021,,0,0.26221555555555554,0,0.2605486111111111,,,,,73.805703125,,,,,,,0
EV139,11/02/2021,,0.02485484768949335,0.385295,0.0358097222222222,0.4205480555555555,,,2,4.498652,83.3845475460123,,,0.914962430168795,,0.4274,4.071252,1.193835186123
EV139,11/03/2021,,7.378782907818341,1.8572894444444445,0.363073333333333,2.2170305555555556,,,6.8,19.864667,70.5144791666667,,,0.836480174786252,,13.83363,6.031037,18.2220906944824
EV139,11/10/2021,,8.326373975980275,0.7041552777777778,0.499496388888889,1.2022669444444445,,,7.2,,70.5370192307692,,,0.585015829145845,,,,15.9772014953047
EV139,11/11/2021,,0,0.003611111111111111,,0.0027780555555555553,,,,,68,,,,,,,0
EV139,11/13/2021,,0.04970969537898671,0.4147808333333333,0.0655555555555556,0.47839111111111116,,,1.2,1.4266,74.8644396551724,,,0.863521571398748,,0.510886,0.915714,0.744485548799807
EV139,11/18/2021,,0.09631253479678677,0.4933430555555556,0.0577788888888889,0.5491763888888889,,,2,6.317859,34.492578125,,,0.895161335034241,,0.941897,5.375962,1.62143832125972
EV139,11/19/2021,,0.05281655134017338,0.19547222222222224,0.0622461111111111,0.25216194444444445,,,1.2,3.048339,42.0104357798165,,,0.758472320125546,,1.619601,1.428738,1.54270779789356
EV139,11/22/2021,,0.0310685596118667,1.1383069444444445,0.0236125,1.2855266666666665,,,1.2,1.798869,47.4892622180451,,,0.979678023194379,,0.727998,1.070871,0.915408352167936
EV139,11/23/2021,,3.0447188419629363,6.0813991666666665,0.261888888888889,7.585532777777778,,,5.6,18.699425,38.9391308543489,,,0.958714016044168,,8.28476,10.414665,7.63196450896119
EV139,11/30/2021,,0.029515131631273363,0.10050111111111111,0.0265277777777778,0.12383416666666666,,,,2.549176,51.2739285714286,,,0.791167363504365,,0.4325415,0.8420465,2.37501445177641
EV139,12/01/2021,,0.0310685596118667,0.02638972222222222,0.0238888888888889,0.049167499999999996,,,,,54.8241071428571,,,0.524869753539997,,,,2.12653837789427
EV139,12/02/2021,,0.02485484768949335,0.008612777777777778,0.0305455555555556,0.03915805555555556,,,,0.223217,51.8690340909091,,,0.21994750656168,,0.203009,0.020208,1.16628664074494
EV139,12/03/2021,,0.02485484768949335,0.05166138888888889,0.0441602777777778,0.09554305555555555,,,0.8,2.134822,40.83875,,,0.539140996874982,,1.269917,0.864905,1.71548326742057
EV139,12/14/2021,,0.03417541557305337,0.05972305555555555,0.0591638888888889,0.11888694444444445,,,1.2,3.210881,43.0158163265306,,,0.502351673975976,,1.729139,1.481742,1.74381442491343
EV139,12/17/2021,,2.727819533921896,1.4383619444444444,0.242780555555556,1.68031,,,9.2,,25.0677691605839,,,0.855585974683553,,,,9.9202008280889
EV139,12/21/2021,,20.067182653304695,2.3801594444444447,1.03838111111111,3.4160416666666666,,,17.2,54.666199,34.5254662298387,,,0.696250170434979,,38.164345,16.501854,18.094241658289
EV139,12/27/2021,,0.01242742384474667,1.9111480555555556,0.0213894444444444,1.9333708333333335,,,8,,21.0949468085106,,,0.988931938218821,,,,0.789201411592503
EV139,12/29/2021,,0.04349598345661337,4.376914722222223,0.0475013888888889,4.421916111111111,,,,,23.2810545517721,,,0.989263806184595,,,,0.617820989956838
EV139,12/30/2021,,0.05592340730136005,0.5398538888888889,0.0764313888888889,5.902285833333333,,,6.4,9.202316,48.9788783482143,,,0.875980505060111,,2.014946,7.18737,0.642200149320261
EV139,01/04/2022,,0.01553427980593335,0.843905,0.0180513888888889,0.8633455555555555,,,9.2,,26.4570564516129,,,0.979057654051201,,,,1.27107806152808
EV139,01/06/2022,,0.03728227153424004,0.12995527777777777,0.0391666666666667,0.17051083333333336,,,1.6,4.200721,16.4380208333333,,,0.768411681906054,,1.281787,2.918934,1.92089553293424
EV139,01/10/2022,,0.04349598345661337,0.1574488888888889,0.0500030555555556,0.20745249999999998,,,5.2,5.205039,19.6106818181818,,,0.758965597119547,,1.486887,3.718152,1.25790332006858
EV139,01/14/2022,,33.653463771574,2.3929875,2.18475583333333,7.6644175,,,34.4,108.021264,41.9341978849876,,,0.522743921131445,,87.308303,20.712961,14.4239054300302
EV139,01/15/2022,,95.21581464248789,1.9677830555555555,5.98432805555556,1.9967316666666668,,,82,,34.1198181100449,,,0.24745417010158,,,,15.0869814682943
EV139,01/18/2022,,26.1038037858904,1.2334238888888889,1.71643777777778,3.8412761111111107,,,12,45.662763,41.5787325905292,,,0.418129400041546,,42.276647,3.386116,14.7233449530375
EV139,01/19/2022,,34.501635448977964,1.4826891666666666,1.88334833333333,1.8875694444444444,,,19.2,,46.1390004628677,,,0.440485041140114,,,,16.4841306025004
EV139,01/20/2022,,124.63774059492565,0.9423275,7.50717722222222,1.096722777777778,,,66.4,,38.746143847487,,,0.111524584100376,,,,15.8231012755454
EV139,01/21/2022,,84.54997812773404,4.582020833333334,4.96598833333333,13.27350388888889,,,46,166.485498,42.1212203225325,,,0.479892797896525,,148.224505,18.260993,16.2813026518042
EV139,01/22/2022,,0,0.016944166666666666,0.00305583333333333,0.018333611111111113,,,0,0.397725,43.064375,,,0.847208333333333,,0.1031,0.294625,1.51453834260695
EV139,01/24/2022,,109.39861210530502,3.2547258333333335,7.093265,14.967416666666665,,,62.8,221.156702,33.3551692722087,,,0.314527320883305,,200.915957,20.240745,14.9445119670774
EV139,01/25/2022,,89.27861290066014,3.0351705555555553,6.07270027777778,12.762095,,,49.2,166.298479,32.7690507273405,,,0.333246991651147,,152.467496,13.830983,14.2188617761924
EV139,01/26/2022,,88.8685079137835,3.6470780555555553,5.62988694444444,12.787078333333334,,,,163.008471,30.4987697963801,,,0.393132673838433,,146.777277,16.231194,15.1884875774757
EV139,01/27/2022,,119.4927871232005,4.763919722222222,7.298,12.7242775,,,72.8,242.801645,24.2936626969914,,,0.394955349723099,,214.839478,27.962167,15.8827080119894
EV139,01/28/2022,,41.01049868766404,1.9942394444444445,2.43421333333333,6.960191666666666,,,43.6,131.752765,23.0097406396256,,,0.450324197754044,,104.868034,26.884731,16.0723403824219
EV139,02/03/2022,,71.2743826055834,1.8401083333333335,3.75314027777778,1.9686744444444444,,,108,,28.5453439597315,,,0.3289874027194,,,,18.0510939233513
EV139,02/04/2022,,120.8194146186272,7.1998427777777785,6.42629833333333,17.189275555555554,,,95.2,322.806496,32.5685088601232,,,0.528384574845393,,268.90952,53.896976,18.0230438897689
EV139,02/07/2022,,70.86738447466794,3.3337105555555557,4.14676888888889,9.868344444444444,,,66,230.225716,32.1515765383963,,,0.445654664291794,,173.724836,56.50088,16.4336353018751
EV139,02/08/2022,,79.57900858983535,3.1458511111111114,5.42487611111111,10.310522500000001,,,94.4,199.26366,37.4247207554833,,,0.367045996161741,,174.720268,24.543392,14.2538645404963
EV139,02/09/2022,,98.60850135210372,2.5914377777777777,5.74988611111111,8.807449166666666,,,72.8,235.12205,43.1640118760946,,,0.310674637778988,,202.619348,32.502702,16.749054202767
EV139,02/10/2022,,71.97963890877277,0.03277833333333333,4.42959111111111,0.03166722222222222,,,45.6,,48.8929528650647,,,0.00734549968159666,,,,15.5857385925004
EV139,02/11/2022,,120.72620893979162,0.023334166666666666,7.37965916666667,0.1502825,,,80,,40.4302967506631,,,0.00315199077130062,,,,15.8764895622127
EV139,02/12/2022,,0.22058677324425355,0.6372413888888889,0.0694458333333333,2.272572222222222,,,1.2,11.369108,50.4259393063584,,,0.901730452809156,,2.290648,9.07846,2.05298964351669
EV139,02/14/2022,,122.97246579972958,4.094795555555556,7.34161694444444,13.802610277777777,,,84,284.159411,37.7089031313277,,,0.358048955960233,,245.571727,38.587684,16.2015635811428
EV139,02/15/2022,,71.23088662212677,0.015555555555555555,4.71098138888889,0.025000277777777778,,,51.6,,37.8148151909017,,,0.00329111053999895,,,,14.555354151768
EV139,02/16/2022,,110.3120277578939,5.438781944444445,6.67572527777778,14.576785277777779,,,97.2,301.268482,34.0198826269638,,,0.448947847789287,,255.403776,45.864706,15.9214630777607
EV139,02/17/2022,,122.22682036904476,0.0241675,6.42906722222222,0.34612166666666666,,,90.4,,34.2451068348973,,,0.00374502106932161,,,,18.2453136887921
EV139,02/18/2022,,93.02237433389008,0.02055611111111111,5.45990583333333,0.03055638888888889,,,63.2,,43.5366123328812,,,0.00375079898729137,,,,16.3637850022034
EV139,02/19/2022,,93.68102779766166,0.0166675,5.54715055555555,0.029723333333333334,,,43.6,,46.8707540104368,,,0.00299569465312714,,,,16.327217856293
EV139,02/22/2022,,32.80218523820886,0.6194611111111111,2.3425425,0.6300163888888889,,,38.4,,22.2157673267327,,,0.209135839263457,,,,13.3722552266758
EV139,02/23/2022,,55.27407440547204,11.355975,2.3303325,18.57589527777778,,,79.2,260.129352,23.6036916776969,,,0.829732563001379,,140.270732,119.85862,20.6059371737098
EV139,02/24/2022,,125.6474687823113,0.016667222222222222,6.87269416666667,0.047501388888888885,,,103.2,,24.1381694538527,,,0.00241926954929422,,,,17.5327563438159
EV139,02/25/2022,,93.75869919669132,3.5203244444444444,5.77099722222222,11.538621944444444,,,85.6,290.347568,28.91201546776,,,0.378883066450479,,240.54998,49.797588,15.7660154458548
EV139,02/26/2022,,0.18330450171001353,0.2266161111111111,0.0941691666666667,2.925929722222222,,,,0.972079,58.7586570945946,,,0.706441744088075,,0.670551,0.301528,1.38108416222282
EV139,02/28/2022,,46.57643114212996,0.033472777777777775,2.76271611111111,0.04389013888888889,,,77.6,,40.8725542946586,,,0.0059966345448965,,,,16.2503860322953
EV139,03/01/2022,,120.86291060208384,0.02555611111111111,6.98520777777778,0.03194555555555555,,,64,,46.7350705390921,,,0.00364526769352682,,,,16.7464786024457
EV139,03/02/2022,,94.78396166388292,0.0075002777777777785,5.91243027777778,0.009167777777777776,,,66,,41.9613823387873,,,0.00126695367578918,,,,15.5458832185872
EV139,03/03/2022,,86.3270997375328,3.973326666666667,5.69407138888889,11.201615277777778,,,37.6,135.295687,42.6119941772788,,,0.411002696261516,,128.021481,7.274206,14.6694137860146
EV139,03/04/2022,,86.28981746599857,3.771506666666667,5.42712527777778,10.782308888888888,,,39.2,136.857951,41.9217030417944,,,0.410007345597134,,127.694927,9.163024,15.390590013711
EV139,03/05/2022,,113.11130497892307,0.041945,5.46571333333333,0.04722305555555555,,,60,,41.7038082362729,,,0.00761575926853366,,,,20.1211119684531
EV139,03/07/2022,,94.93930446194226,5.188479999999999,5.26880666666667,12.649589166666667,,,74.8,257.23543,38.3071899626018,,,0.496159296898558,,188.550542,68.684888,17.3268733012038
EV139,03/08/2022,,92.30158375089478,3.0951925,5.57490472222222,11.955391944444445,,,83.2,286.995047,31.0303712095545,,,0.356996285124318,,234.978027,52.01702,16.0049187757133
EV139,03/09/2022,,83.96899606299212,3.6662222222222223,4.54013444444444,11.422296111111113,,,78.8,267.507281,25.7844120879121,,,0.446753945890997,,208.257754,59.249527,17.7021531431352
EV139,03/10/2022,,91.7827388053766,3.195645,5.33404638888889,10.935059444444445,,,80,275.031894,24.3227229263537,,,0.37464954525351,,218.926909,56.104985,16.6097924149081
EV139,03/11/2022,,92.23944663167104,3.299269722222222,5.55684638888889,11.192029166666666,,,70.4,246.089127,33.3187711343375,,,0.372541380536201,,199.353919,46.735208,16.026704884911
EV139,03/14/2022,,65.38378370317346,1.6319952777777778,3.34538194444444,6.226311666666667,,,40,134.551635,50.3294781931464,,,0.327882578497667,,118.417706,16.133929,18.9684143073865
EV139,03/15/2022,,92.21769863994272,0.05666916666666666,5.43132055555556,0.09889166666666667,,,58.8,,45.021969474303,,,0.0103260336726214,,,,16.3846421295448
EV139,03/16/2022,,91.98157758689254,3.422896388888889,5.46324027777778,11.398161388888889,,,66.8,234.623644,39.1190333958571,,,0.385195109785867,,191.258339,43.365305,16.2501112048704
EV139,03/17/2022,,92.00332557862085,3.2451033333333332,5.45463638888889,10.383131666666666,,,57.2,196.151756,39.4106605284227,,,0.37301154252284,,168.512208,27.639548,16.3334588651644
EV139,03/18/2022,,133.49228008430765,0.04000083333333333,7.71415444444444,0.04972388888888889,,,64,,47.0797450008402,,,0.00515863197219813,,,,16.8112880634333
EV139,03/21/2022,,137.52808597788913,0.033613333333333335,6.70493472222222,0.07472527777777778,,,84,,42.7336655405405,,,0.00498821601570698,,,,19.8994290955484
EV139,03/22/2022,,136.98438618468143,4.141588611111111,7.4563825,13.635228333333334,,,69.2,242.660655,49.359855281984,,,0.357095958546006,,224.583662,18.076993,17.8430569495858
EV139,03/23/2022,,172.8903205281158,0.007499722222222222,7.87751305555556,0.8978077777777779,,,80.8,,52.8200311018957,,,0.000951136343540062,,,,21.409484756406
EV139,03/24/2022,,95.24377634613856,0.024168055555555554,5.64909777777778,0.038889999999999994,,,38.8,,57.7842769483806,,,0.00425998997148272,,,,16.3768995661269
EV139,03/25/2022,,95.24688320209974,3.0062197222222222,5.51577666666667,10.199006944444445,,,41.2,149.077904,55.3369964298307,,,0.352760032395904,,137.527587,11.550317,16.7912384293171
EV139,03/28/2022,,92.0375009941939,3.0926169444444445,5.36575305555556,9.801477222222221,,,42.4,155.179747,53.1195704510897,,,0.365628004502575,,140.587665,14.592082,16.6657174536972
EV139,03/29/2022,,111.95866141732284,0.04972361111111111,6.13883194444444,0.5183477777777777,,,48.4,,47.4732843693285,,,0.00803476847945132,,,,17.6649168436601
EV139,03/30/2022,,95.20028036268194,0.41529000000000005,5.82021027777778,2.7200966666666666,,,49.6,163.697826,50.3774853019776,,,0.0666009111538364,,157.840959,5.856867,15.7915533868063
EV139,03/31/2022,,0,0.01805611111111111,0,0.03055666666666667,,,,,,,,,,,,
EV139,04/01/2022,,95.23445577825498,2.750379166666667,5.80910111111111,10.071760555555556,,,50.8,180.316101,49.7171784766661,,,0.321325486759661,,160.528917,19.787184,15.9469326224469
EV139,04/04/2022,,95.07289926827328,0.025833055555555554,5.60574166666667,0.05277944444444444,,,55.2,,43.8320052404439,,,0.00458718153088126,,,,16.4783135552952
EV139,04/05/2022,,95.36183687266364,0.02555611111111111,5.61825111111111,0.04222333333333333,,,59.6,,41.6133372061236,,,0.00452816868203526,,,,16.4980952560342
EV139,04/06/2022,,95.28727232959515,0.03999972222222222,5.30713722222222,0.3625061111111111,,,54.8,,48.085380511257,,,0.00748058683325495,,,,17.4564964013564
EV139,04/07/2022,,89.2195826373976,0.024722777777777778,5.53938722222222,0.033056666666666665,,,43.6,,52.4020869006849,,,0.00444325827091445,,,,15.5903442842843
EV139,04/08/2022,,95.28105861767278,0.015278055555555555,5.75105194444444,0.02861138888888889,,,40.8,,60.4900807672892,,,0.00264952847921565,,,,16.171353202515
EV139,04/11/2022,,95.2779517617116,0.0075,5.26014555555556,0.025000833333333333,,,77.2,,35.8458597956648,,,0.00142378600095636,,,,17.5876374689606
EV139,04/12/2022,,44.20434661576394,0.5313963888888888,2.64841416666667,1.0141822222222223,,,44.4,,33.5791488172844,,,0.167115738376448,,,,15.7967805995175
EV139,04/13/2022,,146.2707786526684,0.36167555555555553,6.57631666666667,0.6686291666666667,,,100.8,,33.2930752871119,,,0.0521297147605783,,,,21.4581804098172
EV139,04/14/2022,,91.90390618786287,0.39972888888888886,5.46489027777778,1.0150172222222222,,,63.6,,29.3850502444324,,,0.068159394076408,,,,16.0523710866974
EV139,04/15/2022,,95.25309691402212,0.01916777777777778,5.63882027777778,0.05194694444444444,,,,,36.5258069164265,,,0.00338773740587116,,,,16.3753452573815
EV139,04/18/2022,,95.4208671359262,7.796066111111111,5.63185527777778,10.207042777777778,,,60,207.860882,47.9274763676589,,,0.58058621921648,,181.523734,26.337148,16.1753549723883
EV139,04/19/2022,,95.05425813250616,0.008333888888888889,5.29270111111111,0.4097336111111111,,,47.2,,50.0842245554431,,,0.00157212485654007,,,,17.4829590588532
EV139,04/20/2022,,95.22513521037143,2.8601275000000004,5.79714166666667,10.689013611111111,,,56,198.46216,50.0254775502166,,,0.330372943816098,,176.963974,21.498186,15.9051632153087
EV139,04/21/2022,,95.33698202497416,0.016389444444444446,5.76158138888889,0.014166944444444444,,,60.8,,50.7437272727273,,,0.00283653983676988,,,,16.1167420538877
EV139,04/22/2022,,95.44882883957686,0.026945,5.73746166666667,0.05916833333333334,,,51.2,,51.3750861559669,,,0.00467437527539695,,,,16.1039139542691
EV139,04/25/2022,,90.76369005010736,0.018333333333333333,5.32271361111111,0.022500555555555555,,,50.8,,59.6679808899702,,,0.00343253551673104,,,,16.5185266586156
EV139,04/26/2022,,96.39020619581645,0.017778333333333333,5.81743138888889,0.029723055555555555,,,,,50.2645161290323,,,0.00304673425286295,,,,16.1617200719513
EV139,04/27/2022,,96.22864968583472,3.465681111111111,5.99327277777778,9.47617638888889,,,43.2,148.534623,53.0454058823529,,,0.366391585350905,,135.034365,13.500258,15.701364584183
EV139,04/28/2022,,96.83448659826612,3.0781211111111113,6.01801777777778,11.924055555555555,,,46.8,169.796907,53.2218446333922,,,0.338398648999423,,152.875385,16.921522,15.6198104087301
EV139,04/29/2022,,90.6145609639704,0.02583388888888889,6.11273,0.03138916666666667,,,51.6,,51.4973970334101,,,0.00420845809484032,,,,14.3052988348746
EV139,04/30/2022,,0,0.3538955555555555,0.00277805555555556,0.3880647222222222,,,,0.929069,53.0611842105263,,,0.99221121084091,,0.023806,0.905263,0.598895726055948
EV139,05/02/2022,,91.85730334844509,3.2040283333333335,5.35212833333333,10.215667222222223,,,42,147.62487,53.7514448775056,,,0.374470507981193,,136.897222,10.727648,16.7097968545642
EV139,05/03/2022,,96.31253479678676,2.9267866666666666,5.88495416666667,10.005400555555557,,,38.8,140.970692,64.5222402963743,,,0.332146249194611,,135.650639,5.320053,15.9502357798922
