Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature
EV038,05/01/20,,17,,8.37,,,,23.32,37.312,62
EV038,05/02/20,,22.083,,7.78,,,,23.77,38.032,64
EV038,05/03/20,,0,,0,,,,0,0,59
EV038,05/04/20,,3.519,,2.35,,,,4.61,7.376,60
EV038,05/05/20,,13.005,,8.28,,,,17.09,27.344,66
EV038,05/06/20,,20.179,,8.25,,,,22.06,35.296,68
EV038,05/07/20,,21.199,,8.28,,,,21.26,34.016,71
EV038,05/08/20,,19.499,,8.37,,,,25.08,40.128,69
EV038,05/09/20,,10.795,,6.03,,,,15.88,25.408,69
EV038,05/10/20,,0,,0,,,,0,0,58
EV038,05/11/20,,20.417,,7.97,,,,25.64,41.024,59
EV038,05/12/20,,22.168,,13.61,,,,41.11,65.776,59
EV038,05/13/20,,18.717,,9.31,,,,23.6,37.76,58
EV038,05/14/20,,21.488,,8.38,,,,23.73,37.968,58
EV038,05/15/20,,13.464,,8.37,,,,19.19,30.704,62
EV038,05/16/20,,8.857,,5.78,,,,11.05,17.68,64
EV038,05/17/20,,0,,0,,,,0,0,64
EV038,05/18/20,,4.335,,2.33,,,,4.77,7.632,63
EV038,05/19/20,,12.886,,8.3,,,,19.27,30.832,60
EV038,05/20/20,,12.036,,8.32,,,,15.12,24.192,60
EV038,05/21/20,,16.932,,10.27,,,,22.82,36.512,62
EV038,05/22/20,,13.855,,8.38,,,,18.33,29.328,64
EV038,05/23/20,,12.784,,6.03,,,,15.79,25.264,64
EV038,05/24/20,,0,,0,,,,0,0,66
EV038,05/25/20,,4.42,,2.39,,,,4.98,7.968,72
EV038,05/26/20,,13.124,,8.43,,,,16.65,26.64,72
EV038,05/27/20,,16.541,,8.32,,,,17.18,27.488,73
EV038,05/28/20,,14.994,,8.28,,,,19.69,31.504,65
EV038,05/29/20,,22.474,,11.3,,,,34.03,54.448,61
EV038,05/30/20,,11.628,,6.02,,,,13.13,21.008,66
EV038,05/31/20,,0,,0,,,,0,0,64
EV038,06/01/20,,3.893,,2.38,,,,4.95,7.92,63
EV038,06/02/20,,9.758,,6.04,,,,13.75,22,70
EV038,06/03/20,,0,,0,,,,0,0,73
EV038,06/04/20,,0,,0.15,,,,0.05,0.08,71
EV038,06/05/20,,0,,0,,,,0,0,66
EV038,06/06/20,,23.426,,8.54,,,,30.43,48.688,64
EV038,06/07/20,,0,,0,,,,0,0,63
EV038,06/08/20,,0,,0,,,,0,0,65
EV038,06/09/20,,0,,0,,,,0,0,68
EV038,06/10/20,,0,,0,,,,0,0,69
EV038,06/11/20,,4.233,,2.25,,,,5.17,8.272,70
EV038,06/12/20,,14.841,,8.23,,,,18.85,30.16,67
EV038,06/13/20,,9.826,,6.05,,,,13.27,21.232,64
EV038,06/14/20,,0,,0,,,,0,0,64
EV038,06/15/20,,5.355,,2.25,,,,5.66,9.056,70
EV038,06/16/20,,20.366,,10.37,,,,23.22,37.152,71
EV038,06/17/20,,13.6,,8.4,,,,18.24,29.184,
EV038,06/18/20,,17.255,,7.84,,,,22.24,35.584,71
EV038,06/19/20,,17.51,,9.9,,,,26.52,42.432,69
EV038,06/20/20,,15.113,,6.03,,,,17.98,28.768,59
EV038,06/21/20,,0,,0.02,,,,0.01,0.016,
EV038,06/22/20,,2.992,,2.37,,,,4.53,7.248,64
EV038,06/23/20,,14.535,,8.43,,,,21.06,33.696,62
EV038,06/24/20,,18.904,,8.27,,,,24.22,38.752,62
EV038,06/25/20,,17.714,,9.33,,,,22.43,35.888,62
EV038,06/26/20,,15.997,,8.4,,,,19.7,31.52,62
EV038,06/27/20,,10.863,,7.35,,,,17.91,28.656,63
EV038,06/28/20,,12.325,,7.82,,,,19.18,30.688,61
EV038,06/29/20,,23.307,,9.84,,,,21.8,34.88,63
EV038,06/30/20,,16.065,,8.33,,,,19.7,31.52,64
EV038,07/01/20,,30.379,,15.67,,,,45.63,73.008,62
EV038,07/02/20,,41.905,,15.64,,,,48.22,77.152,62
EV038,07/03/20,,39.27,,15.59,,,,50.85,81.36,61
