Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer
EV033,9/5/18 4:41 PM,9/5/18 4:42 PM,0.061,0.006,0.017,0.022,83,82.5,0.5,0.198,83.84,,
EV033,9/5/18 5:36 AM,9/5/18 5:41 AM,0.138,0.053,0.033,0.086,84.5,83,1.5,0.539,58.28,,
EV033,9/4/18 4:44 PM,9/4/18 4:53 PM,0.277,0.100,0.044,0.144,89.5,85.5,4,0.863,96.44,,
EV033,9/4/18 2:05 PM,9/4/18 2:14 PM,2.655,0.003,0.147,0.150,99,92.5,6.5,5.226,94.64,,
EV033,9/4/18 7:31 AM,9/4/18 1:50 PM,61.063,1.914,4.403,6.317,53,30.5,22.5,146.464,76.28,,
EV033,9/4/18 5:44 AM,9/4/18 7:21 AM,21.841,0.297,1.308,1.606,63,52,11,49.165,60.44,,
EV033,9/4/18 5:29 AM,9/4/18 7:21 AM,30.849,0.317,1.542,1.858,93.5,52,41.5,66.804,59,,
EV033,8/31/18 12:12 PM,8/31/18 1:11 PM,13.844,0.100,0.881,0.981,99.5,59,40.5,24.782,86.72,,
EV033,8/27/18 4:26 PM,8/27/18 6:35 PM,31.874,0.436,1.711,2.147,100,76,24,74.402,84.2,,
EV033,8/27/18 12:40 PM,8/27/18 4:15 PM,35.528,1.033,2.556,3.589,97.5,59.5,38,91.355,91.04,,
EV033,8/24/18 5:14 PM,8/24/18 6:00 PM,11.686,0.072,0.700,0.772,97.5,72.5,25,24.02,83.12,,
EV033,8/24/18 4:05 PM,8/24/18 4:55 PM,11.678,0.172,0.661,0.833,100,57,43,28.503,86,,
EV033,8/24/18 3:06 PM,8/24/18 3:51 PM,11.645,0.092,0.653,0.744,100,61.5,38.5,27.64,87.08,,
EV033,8/24/18 2:07 PM,8/24/18 2:50 PM,11.605,0.094,0.631,0.725,100,57,43,27.564,86.36,,
EV033,8/24/18 1:13 PM,8/24/18 1:55 PM,11.596,0.047,0.653,0.700,99.5,63,36.5,28.095,83.84,,
EV033,8/24/18 8:13 AM,8/24/18 1:00 PM,57.83,1.383,3.403,4.786,99.5,56,43.5,138.768,71.6,,
EV033,8/24/18 7:06 AM,8/24/18 7:58 AM,11.574,0.192,0.669,0.861,100,71,29,26.204,58.28,,
EV033,8/24/18 5:37 AM,8/24/18 6:56 AM,19.208,0.244,1.081,1.325,97,73.5,23.5,41.261,55.04,,
EV033,8/21/18 6:12 PM,8/21/18 6:38 PM,10.065,0.028,0.400,0.428,99.5,75.5,24,18.111,74.84,,
EV033,8/21/18 5:13 PM,8/21/18 5:57 PM,10.882,0.089,0.642,0.731,99.5,71.5,28,26.405,78.44,,
EV033,8/21/18 9:07 AM,8/21/18 5:02 PM,87.458,2.247,5.669,7.917,97,55,42,214.831,75.56,,
EV033,8/21/18 5:27 AM,8/21/18 8:55 AM,47.514,0.842,2.625,3.467,100,49.5,50.5,107.405,60.08,,
