Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,Average Speed
EV199,01/26/2023 07:03:00,01/26/2023 09:25:00,21,0.4,1.26,1.6600000000000001,98.8,77.6,21.2,45.5,60.9,743,764,0.24096385542168675,,12.161843104245065
EV199,01/26/2023 14:58:00,01/26/2023 16:46:00,24,0.25,1.15,1.4,100,80.8,19.2,41.1,68.65,764,788,0.17857142857142858,,16.035358436853002
EV199,01/27/2023 06:47:00,01/27/2023 09:03:00,22,0.31,1.24,1.54,83.2,62.4,20.8,44.6,50.9571428571429,788,810,0.19999999999999998,,9.957736842691249
EV199,01/27/2023 15:01:00,01/27/2023 16:27:00,23,0.12,1.03,1.14,100,84.4,15.6,33.3,66.45,810,833,0.10434782608695653,,15.892521367521368
EV199,01/30/2023 05:47:00,01/30/2023 09:03:00,29,0.62,1.6,2.21,100,68.4,31.6,67.6,51.7555555555556,833,862,0.27927927927927926,,9.530437727155544
EV199,01/30/2023 13:06:00,01/30/2023 14:42:00,25,0.09,1.25,1.3399999999999999,98.4,75.2,23.2,49.6,54.7,862,887,0.06716417910447761,,18.83262406143762
EV199,01/31/2023 06:22:00,01/31/2023 08:58:00,29,0.38,1.56,1.9200000000000002,98.8,70.4,28.4,60.9,50.0625,887,916,0.1958762886597938,,13.130507349119481
EV199,01/31/2023 15:04:00,01/31/2023 16:48:00,26,0.06,1.27,1.33,100,78,22,47.1,61.075,916,942,0.045112781954887216,,19.923266939395972
EV199,02/01/2023 06:17:00,02/01/2023 07:36:00,16,0.21,0.8099999999999999,1.01,100,86.8,13.200000000000001,28.2,44.3666666666667,942,958,0.20588235294117646,,10.562166467542811
EV199,02/01/2023 08:34:00,02/01/2023 09:54:00,16,0.15,0.95,1.09,86.8,72.8,14,30,58.4333333333333,958,974,0.13636363636363638,,14.326305792972459
EV199,02/01/2023 12:00:00,02/01/2023 13:23:00,28,0.16,1.19,1.35,88.8,68,20.799999999999997,44.5,67.7,974,1002,0.11851851851851854,,25.179605263157896
EV199,02/01/2023 14:58:00,02/01/2023 16:39:00,20,0.18,1.03,1.21,68,52.4,15.600000000000001,33.4,64.8166666666667,1002,1022,0.1487603305785124,,10.825925925925926
EV199,02/02/2023 05:58:00,02/02/2023 09:00:00,31,0.5700000000000001,1.59,2.15,100,69.6,30.400000000000002,65.1,50.0555555555556,1022,1053,0.2638888888888889,,11.589829783740937
EV199,02/02/2023 15:03:00,02/02/2023 16:49:00,23,0.28,1.1300000000000001,1.41,100,79.2,20.8,44.5,66.225,1053,1076,0.19858156028368795,,15.337057585271872
EV199,02/03/2023 06:07:00,02/03/2023 09:06:00,30,0.77,1.55,2.33,79.2,46.4,32.8,70.2,54.6444444444444,1076,1106,0.3318965517241379,,8.19743485000838
EV199,02/03/2023 14:56:00,02/03/2023 16:46:00,24,0.15,1.27,1.42,94,76,18,38.5,67.1,1106,1130,0.1056338028169014,,17.055561224489797
EV199,02/06/2023 06:18:00,02/06/2023 08:58:00,29,0.52,1.49,2,100,69.6,30.4,65.3,52.0625,1130,1159,0.2587064676616916,,10.228478134674923
EV199,02/07/2023 06:07:00,02/07/2023 09:12:00,32,0.6799999999999999,1.6400000000000001,2.32,100,65.6,34.4,73.60000000000001,54.0111111111111,1159,1191,0.293103448275862,,9.111478440411025
EV199,02/07/2023 15:00:00,02/07/2023 16:54:00,26,0.25,1.29,1.54,100,82,18,38.6,66.325,1191,1217,0.16233766233766234,,17.617202726518762
EV199,02/08/2023 06:11:00,02/08/2023 07:51:00,18,0.36,0.84,1.2,100,79.2,20.8,44.5,50.26,1217,1235,0.3,,10.249642857142858
EV199,02/08/2023 08:29:00,02/08/2023 10:08:00,19,0.24,1.02,1.26,79.2,60.8,18.4,39.400000000000006,65.125,1235,1254,0.19047619047619047,,15.01620082815735
EV199,02/08/2023 12:10:00,02/08/2023 13:17:00,27,0.1,1.01,1.12,76.8,55.6,21.2,45.4,73.5,1254,1281,0.09009009009009009,,23.857142857142854
