Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC,Percent Idling Time,Drive Cycle,Average Speed,Maximum Speed
EV204,07/01/2021,,91.8,,,12.8166666666667,100,59,41,153.68,75.81,,,100,59,,,13.47,42.1
EV204,07/02/2021,,101.7,,,15.1,,50,,175.25,81.96,,,100,49.43,,,12.54,43.6
EV204,07/03/2021,,86.6,,,21.5,50.13,63,,141.56,78.51,,,100,49.43,,,11.57,37.9
EV204,07/04/2021,,95,,,14.9833333333333,100,50,50,169.2,86.63,,,100,50,,,13.15,39.3
EV204,07/05/2021,,105.2,,,15.15,100,51,49,175.28,85.47,,,100,50.39,,,12.64,36.5
EV204,07/06/2021,,97.7,,,14.9833333333333,100,52,48,171.67,83.67,,,100,51.21,,,13.1,40
EV204,07/07/2021,,86.2,,,12.8333333333333,100,50,50,180.84,89.19,,,100,49.37,,,13.72,37.8
EV204,07/08/2021,,88.4,,,12.8,95.56,35,60.56,204.25,95.13,,,95.56,34.31,,,13.5,41.2
EV204,07/09/2021,,0,,,,,,,0.16,,,,,,,,,
EV204,07/12/2021,,0.2,,,,,,,5.67,,,,,,,,,
EV204,07/13/2021,,88.5,,,12.8333333333333,100,62,38,139.56,79.68,,,100,61.95,,,11.82,36.2
EV204,07/14/2021,,82.2,,,12.9,100,64,36,82.2,77.1,,,100,63.6,,,13.88,40.4
EV204,07/15/2021,,102.4,,,15.0166666666667,100,48,52,178.94,82.13,,,100,48,,,13.08,44.8
EV204,07/16/2021,,86.2,,,12.7,100,58,42,156.54,86.49,,,100,57.17,,,13.48,40
EV204,07/17/2021,,96.6,,,14.85,100,47,53,173,88.23,,,100,46.75,,,13.08,40.8
EV204,07/18/2021,,97.4,,,15,100,48,52,165,89.63,,,100,47.68,,,12.27,41
EV204,07/19/2021,,98.2,,,15.0833333333333,100,43,57,182,91.71,,,102.76,43,,,11.64,41.2
EV204,07/20/2021,,97.2,,,15.1,100,44,56,179,90.98,,,100,44,,,12.84,38.3
EV204,07/21/2021,,98,,,15,100,50,50,165,86.51,,,100,49.88,,,12.94,38.8
EV204,07/22/2021,,91.7,,,12.7166666666667,100,43,57,204.14,94.24,,,100,42.78,,,13.57,42.6
EV204,07/23/2021,,82.4,,,12.6833333333333,100,53,47,152,89.24,,,100,53,,,13.59,37.2
EV204,07/24/2021,,83.7,,,12.6833333333333,98.2,55,43.2,148.28,87.32,,,98.2,54.4,,,12.69,34.6
EV204,07/25/2021,,95,,,15.0333333333333,98.9,48,50.9,169.08,84.51,,,98.9,47.93,,,12.12,39.5
EV204,07/26/2021,,98,,,15.0166666666667,100,45,55,171,90.35,,,100,44.71,,,11.79,38.6
EV204,07/27/2021,,100.1,,,15.1166666666667,100,37,63,195,92.66,,,100,37,,,12.87,39.8
EV204,07/28/2021,,53.4,,,6.9,100,75,25,103.2,88.7,,,100,74.72,,,13.45,43.6
EV204,07/29/2021,,0.6,,,,,,,2.99,,,,,,,,,
EV204,07/30/2021,,82.9,,,12.7166666666667,100,54,46,164.85,87.66,,,100,53.68,,,13.38,40.5
EV204,07/31/2021,,102.8,,,14.8,98.18,44,54.18,177.02,71.97,,,98.18,44,,,13.41,37.6
EV204,08/01/2021,,97.3,,,24,44.13,57,,155.83,80.77,,,69.22,44.13,,,13.33,31.7
EV204,08/02/2021,,3.2,,,0.216666666666667,57.2,57,0.200000000000003,3.23,76.66,,,57.2,56.39,,,18.8,41.6
EV204,08/03/2021,,53.4,,,7.88333333333333,100,74,26,102.04,81.29,,,100,73.74,,,14.43,38.3
EV204,08/04/2021,,46.5,,,2.43333333333333,100,85,15,66.16,72.45,,,100,85,,,85,100
EV204,08/06/2021,,0.4,,,,,,,8.01,,,,,,,,,
EV204,08/11/2021,,0.2,,,,,,,3.57,,,,,,,,,
EV204,08/17/2021,,0,,,,,,,11.23,,,,,,,,,
EV204,08/23/2021,,0,,,,,,,1.13,,,,,,,,,
EV204,08/25/2021,,0,,,,,,,4.54,,,,,,,,,
EV204,08/26/2021,,0.2,,,,,,,0.47,,,,,,,,,
EV204,08/27/2021,,0,,,,,,,1.43,,,,,,,,,
EV204,08/28/2021,,107.5,,,15.1166666666667,100,48,52,185,85.37,,,100,47.63,,,13.59,44.2
EV204,08/29/2021,,85.9,,,10.5,100,68,32,132.63,79.79,,,100,67.11,,,12.9,40.5
EV204,08/30/2021,,0.1,,,,,,,1.06,,,,,,,,,
EV204,09/02/2021,,0,,,,,,,4.59,,,,,,,,,
EV204,09/04/2021,,0,,,,,,,0.27,,,,,,,,,
EV204,09/07/2021,,67.1,,,10.3333333333333,99.21,56,43.21,151.74,85.75,,,99.21,55.23,,,13.34,44.2
EV204,09/08/2021,,56.4,,,6.68333333333333,100,80,20,86.91,79.79,,,100,79.62,,,12.19,41.9
EV204,09/09/2021,,108.9,,,15.4666666666667,100,42,58,219,86.98,,,100,41.71,,,13.25,38.3
EV204,09/10/2021,,103.3,,,15.05,100,39,61,224.02,90.54,,,100,38.4,,,13.07,38.4
EV204,09/11/2021,,6.5,,,0.45,39.88,39,0.880000000000003,10.7,82.16,,,40.05,38.4,,,17.81,38.4
EV204,09/13/2021,,86.6,,,12.1333333333333,100,60,40,150.79,81.15,,,100,59.1,,,11.6,44.3
EV204,09/14/2021,,87.8,,,12.3333333333333,100,61,39,143.47,75.59,,,100,60.93,,,12.86,39.9
EV204,09/15/2021,,104,,,15.2666666666667,100,46,54,188.53,83.17,,,100,32,,,12.08,38.6
EV204,09/16/2021,,5.7,,,0.516666666666667,46.53,46,0.530000000000001,4.79,75.9,,,46.53,45.11,,,13.12,33.5
EV204,09/17/2021,,0,,,,,,,1.9,,,,,,,,,
EV204,09/20/2021,,0,,,,,,,3.46,,,,,,,,,
EV204,09/21/2021,,89.2,,,12.4166666666667,97.77,55,42.77,170.21,66.62,,,97.77,54.16,,,12.7,40.9
EV204,09/22/2021,,110.2,,,15.3,99.4,51,48.4,173,76,,,99.4,50.86,,,11.82,42.6
EV204,09/23/2021,,110.2,,,15.2,98.84,46,52.84,187.08,78.37,,,98.84,45.95,,,46,98.84
EV204,09/24/2021,,20.5,,,0.966666666666667,98.36,92,,34.93,59.87,,,98.36,92,,,20.22,53.6
EV204,09/25/2021,,103.8,,,15.1166666666667,99.33,48,51.33,177.99,79.76,,,99.33,48,,,13.58,37.3
EV204,09/26/2021,,5,,,0.416666666666667,48.38,48,0.380000000000003,4.44,72.43,,,48.38,47.18,,,15.32,33.3
EV204,09/27/2021,,82.1,,,12.1833333333333,99.28,57,42.28,154.25,85.31,,,99.28,56.85,,,12.11,37.6
EV204,09/28/2021,,107.7,,,15.2333333333333,99.81,48,51.81,180.29,79.42,,,99.81,47.59,,,12.61,38.6
EV204,09/29/2021,,85.5,,,12.3166666666667,100,57,43,158.99,64.99,,,100,57,,,13.44,41.6
EV204,09/30/2021,,0,,,,,,,2.12,,,,,,,,,
EV204,10/01/2021,,0.1,,,,,,,0.68,,,,,,,,,
EV204,10/02/2021,,0.2,,,,,,,0.75,,,,,,,,,
EV204,10/03/2021,,28.8,,,5.86666666666667,100,87,13,56,82.39,,,100,86.72,,,32.56,64.3
EV204,10/04/2021,,46.7,,,7.41666666666667,89.83,67,22.83,88.09,77.92,,,89.83,66.86,,,11.7,38.3
EV204,10/05/2021,,3,,,0.283333333333333,67.57,67,0.569999999999993,3.99,66.77,,,67.57,66.86,,,18.84,38.3
EV204,10/06/2021,,48,,,6.88333333333333,100,83,17,71.38,68.9,,,100,82.16,,,13.96,37.1
EV204,10/07/2021,,84.6,,,12.45,100,65,35,135.69,76.05,,,100,64.16,,,11.77,41.8
EV204,10/08/2021,,88.7,,,12.2666666666667,100,60,40,154.85,72.68,,,100,59.92,,,12.64,45.1
EV204,10/09/2021,,113.8,,,15.1333333333333,100,52,48,176.5,67.73,,,100,51.46,,,13.06,42.2
EV204,10/10/2021,,130.8,,,17.8166666666667,98.2,33,65.2,229.65,61.99,,,98.2,32.33,,,12.54,50.9
EV204,10/11/2021,,50.3,,,0.4,33.59,33,,83.35,59.11,,,33.59,32.33,,,16.08,36.3
EV204,10/12/2021,,104.8,,,15.3833333333333,100,34,66,228.31,51.6,,,100,33.25,,,12.77,39.7
EV204,10/13/2021,,6.1,,,0.6,36.38,34,2.38,14.86,43.89,,,36.38,33.25,,,14.23,39.7
EV204,10/14/2021,,0,,,,,96,,0.14,,,,96,96,,,,
EV204,10/15/2021,,88.8,,,12.4166666666667,88.91,27,61.91,240.2,55.97,,,88.91,26.31,,,12.4,43
EV204,10/16/2021,,0,,,,,,,0.01,,,,,,,,,
EV204,10/18/2021,,102.3,,,15.1666666666667,100,59,41,156.79,68.65,,,100,58.21,,,12.44,41.3
EV204,10/19/2021,,24.7,,,2.56666666666667,100,91,,40.77,59.74,,,100,91,,,16.22,38.5
EV204,10/20/2021,,91.1,,,,,91,,191.26,,,,91,91,,,,
EV204,10/21/2021,,110.5,,,15.25,100,42,58,215,56.61,,,100,41.81,,,12.73,36.6
EV204,10/22/2021,,6.1,,,0.516666666666667,44.27,42,2.27,8.16,51.55,,,97,41.81,,,16.07,35.4
EV204,10/23/2021,,103.1,,,15.1833333333333,93.05,49,44.05,157.56,66.48,,,93.05,48.92,,,13.23,43.2
EV204,10/24/2021,,6.1,,,0.5,49.87,49,0.869999999999997,3.98,61.23,,,50.06,48.92,,,15.01,36.5
EV204,10/25/2021,,82.5,,,12.3,97.41,51,46.41,173.31,64.9,,,100,50.05,,,12.87,44.7
EV204,10/26/2021,,0,,,,,,,0.08,,,,,,,,,
EV204,10/27/2021,,82.3,,,12.4333333333333,95.14,48,47.14,162,58.13,,,95.14,48,,,13.58,35.9
EV204,10/30/2021,,0.4,,,,,100,,1.7,,,,100,100,,,,
EV204,10/31/2021,,8.7,,,4.48333333333333,98.43,89,9.43000000000001,34.13,50.7,,,100,88.36,,,14.79,41
EV204,11/01/2021,,82.8,,,12.4666666666667,88.57,22,66.57,240.98,44.46,,,95,22,,,12.62,41.7
EV204,11/02/2021,,77.5,,,10.95,91.08,27,64.08,221,48.79,,,91.08,26.85,,,13.58,37.9
EV204,11/03/2021,,104.9,,,15.45,94.77,39,55.77,201.38,57.73,,,94.77,38.25,,,11.93,34.1
EV204,11/04/2021,,110.6,,,15.0333333333333,97.96,40,57.96,211.28,62.5,,,97.96,39.7,,,12.79,37.8
EV204,11/05/2021,,95,,,12.4833333333333,97.63,52,45.63,173.74,70.39,,,97.63,49.21,,,12.55,40.6
EV204,11/08/2021,,59,,,,,89,,168.18,,,,89,89,,,,
EV204,11/09/2021,,84.2,,,13.0166666666667,86.33,30,56.33,204.35,54.42,,,99,29.47,,,13.09,37
EV204,11/10/2021,,83.1,,,12.7666666666667,98.52,51,47.52,163.98,57.5,,,100,50.9,,,13.25,36.9
EV204,11/11/2021,,83.7,,,12.25,92.29,35,57.29,203,54.41,,,100,34.65,,,12.58,40.8
EV204,11/12/2021,,88.8,,,12.4333333333333,93.52,42,51.52,183,52.76,,,93.52,41.46,,,12.09,36.2
EV204,11/13/2021,,106.9,,,15.2333333333333,96.57,43,53.57,186.7,63.29,,,96.57,42.78,,,12.97,39.5
EV204,11/14/2021,,3.3,,,0.216666666666667,44.06,43,1.06,7.5,52.5,,,44.06,42.78,,,43,44.06
EV204,11/15/2021,,83.5,,,12.5666666666667,98.69,60,38.69,138.82,69.55,,,100,59.84,,,12.81,46.2
EV204,11/18/2021,,83.5,,,12.65,92.37,24,68.37,259.25,46.84,,,99,23.69,,,13.02,40.8
EV204,11/19/2021,,110.5,,,15.25,92.02,32,60.02,212,60.3,,,92.02,31.23,,,12.47,44.2
EV204,11/20/2021,,1.5,,,0.15,31.66,32,,2.6,50.99,,,32,31.23,,,15.84,33.8
EV204,11/23/2021,,68.3,,,15.5166666666667,96.7,39,57.7,142.19,59.6,,,96.7,38.94,,,12.86,48.1
EV204,11/24/2021,,100.6,,,13,95.73,30,65.73,240.96,48.79,,,95.73,29.2,,,13.1,38.1
EV204,11/26/2021,,93.7,,,12.9333333333333,92.32,46,46.32,164.52,63.66,,,92.32,46,,,12.54,44.6
EV204,11/27/2021,,0.3,,,,,90,,5.17,,,,90,90,,,,
EV204,11/28/2021,,0,,,,,,,2.91,,,,,,,,,
EV204,11/30/2021,,0.2,,,,,,,3.38,,,,,,,,,
EV204,12/01/2021,,0.2,,,,,95,,6.9,,,,95,95,,,,
EV204,12/03/2021,,0.2,,,,,93,,5.2,,,,93,93,,,,
EV204,12/04/2021,,8.9,,,,,99,,15.7,,,,99,99,,,,
EV204,12/06/2021,,56.5,,,8.3,90.3,20,70.3,240,37.53,,,90.3,20,,,13.47,39.5
EV204,12/07/2021,,0.2,,,,,94,,3.54,,,,94,94,,,,
EV204,12/08/2021,,0,,,,,87,,1.72,,,,87,87,,,,
EV204,12/10/2021,,83.4,,,11.5833333333333,91.22,10,81.22,283,39.71,,,100,10,,,13.07,45.8
EV204,12/13/2021,,103.7,,,14.8833333333333,92.36,20,72.36,263.17,53.63,,,92.36,20,,,13.25,45.2
EV204,12/14/2021,,6,,,0.466666666666667,22.68,20,2.68,9.7,45.69,,,94,20,,,15.84,31.9
EV204,12/15/2021,,89,,,12.3666666666667,89.84,28,61.84,230.26,48.07,,,89.84,28,,,12.25,48
EV204,12/16/2021,,0,,,,,,,0.19,,,,,,,,,
EV204,12/18/2021,,0.4,,,,,,,1.33,,,,,,,,,
EV204,12/20/2021,,110.5,,,15.0166666666667,92.76,20,72.76,257,55.97,,,92.76,19.56,,,13.69,47.4
EV204,12/21/2021,,110.9,,,15.3,100,50,50,186.28,57.18,,,100,49.94,,,11.11,37.6
EV204,12/22/2021,,116.7,,,15.3,100,54,46,175.06,61.65,,,100,53.72,,,11.94,42.3
EV204,12/23/2021,,6.3,,,0.566666666666667,56.15,54,2.15,7.69,57.39,,,56.15,53.72,,,14.73,36.9
EV204,01/01/2022,,0,,,,,,,3.65,,,,,,,,,
EV204,01/03/2022,,0,,,,,,,31,,,,,,,,,
EV204,01/04/2022,,0,,,,,,,9.93,,,,,,,,,
EV204,01/05/2022,,0,,,,,80,,7.92,,,,80,80,,,,
EV204,01/07/2022,,19.8,,,2.88333333333333,79.63,90,,44.14,62.63,,,100,78.2,,,26.78,52.1
EV204,01/08/2022,,93.7,,,12.9833333333333,100,30,70,253.78,49.58,,,100,29.83,,,12.72,39.9
EV204,01/10/2022,,82.7,,,12.3,98.15,37,61.15,225.83,48.72,,,100,37,,,12.07,39.1
EV204,01/11/2022,,84.3,,,12.3833333333333,87.06,34,53.06,197.91,50.39,,,87.06,33.31,,,12.89,38.7
EV204,01/12/2022,,0.2,,,,,,,1.53,,,,,,,,,
EV204,01/14/2022,,106,,,15.3666666666667,100,23,77,335,42.98,,,100,21.38,,,12.62,47.6
EV204,01/15/2022,,95.1,,,12.5333333333333,100,28,72,265.25,48.16,,,100,27.83,,,13.38,41.8
EV204,01/16/2022,,116.2,,,15.4166666666667,100,34,66,240,51.65,,,100,33.84,,,12.54,44.5
EV204,01/17/2022,,88.2,,,12.2833333333333,92.88,48,44.88,173.79,53.24,,,92.88,47.3,,,11.78,34.6
EV204,01/18/2022,,107.9,,,15.0333333333333,100,33,67,238.36,49.49,,,100,33,,,11.93,33.6
EV204,01/19/2022,,65.7,,,18.4833333333333,33.27,13,,311.1,35,,,100,12.76,,,12.95,50
EV204,01/20/2022,,83.7,,,12.8166666666667,100,25,75,273.8,34.1,,,100,24.24,,,12.23,37.1
EV204,01/21/2022,,89.1,,,12.2166666666667,100,6,94,326.69,41,,,100,6,,,12.75,35.8
EV204,01/22/2022,,0.2,,,,,,,1.6,,,,,,,,,
EV204,01/24/2022,,0,,,,,,,7.04,,,,,,,,,
EV204,01/25/2022,,0,,,,,,,5.37,,,,,,,,,
EV204,01/26/2022,,0.3,,,,,,,3.46,,,,,,,,,
EV204,01/27/2022,,85,,,12.7166666666667,100,8,92,320.95,34.75,,,100,7.49,,,12.23,41
EV204,01/28/2022,,86.7,,,12.4,100,49,51,188.61,48.62,,,100,48.53,,,11.86,39.6
EV204,01/29/2022,,0.6,,,,,100,,10.03,,,,100,100,,,,
EV204,01/30/2022,,56.4,,,7.83333333333333,97.98,65,32.98,123.61,49.87,,,97.98,64.66,,,12.02,33.3
EV204,01/31/2022,,89.3,,,12.3833333333333,100,57,43,166.22,59.53,,,100,57,,,12.56,40.6
EV204,02/02/2022,,72.6,,,9.96666666666667,96.34,7,89.34,310.38,22.82,,,96.34,7,,,11.57,29.9
EV204,02/03/2022,,79.4,,,11.6166666666667,100,17,83,296.77,25.45,,,100,17,,,12.17,36.8
EV204,02/04/2022,,84.4,,,12.3,100,37,63,229.82,36.32,,,100,36.35,,,11.72,37
EV204,02/05/2022,,0.2,,,,,,,3.46,,,,,,,,,
EV204,02/06/2022,,104.3,,,14.7333333333333,100,29,71,245,42.48,,,100,28.95,,,14.15,41.8
EV204,02/07/2022,,50.9,,,6.78333333333333,94.96,62,32.96,118.98,52.02,,,94.96,61.3,,,13.36,46.2
EV204,02/08/2022,,84.9,,,12.7833333333333,100,54,46,171.82,55.25,,,100,53.64,,,12.69,38.6
EV204,02/09/2022,,89.1,,,12.4,100,58,42,162.07,54.85,,,100,57.16,,,12.47,42.9
EV204,02/10/2022,,83.7,,,12.25,94.64,52,42.64,165.89,58.18,,,100,51.46,,,11.96,42.8
EV204,02/11/2022,,83.7,,,12.35,94.96,18,76.96,280.62,39.96,,,94.96,17.45,,,10.69,35.1
EV204,02/12/2022,,53.4,,,7.41666666666667,100,58,42,160.1,35.57,,,100,58,,,13.14,42.1
EV204,02/14/2022,,0,,,,,,,0.1,,,,,,,,,
EV204,02/16/2022,,0.6,,,,,,,21.49,,,,,,,,,
EV204,02/17/2022,,0,,,,,99,,0.64,,,,99,99,,,,
EV204,02/18/2022,,28.1,,,0.933333333333333,94.06,80,14.06,54,40.81,,,94.06,80,,,40.93,65.7
EV204,02/21/2022,,0,,,,,,,0.28,,,,,,,,,
EV204,03/08/2022,,0,,,,,,,3.47,,,,,,,,,
EV204,03/09/2022,,56.8,,,9.83333333333333,72.31,71,,184.07,24.79,,,100,54.51,,,18.09,64.6
EV204,03/10/2022,,52.4,,,7.83333333333333,82.38,26,56.38,202,26.16,,,82.38,25.34,,,12.19,36.4
EV204,03/11/2022,,89.2,,,12.5166666666667,98.26,18,80.26,279.78,36.54,,,98.26,18,,,12.49,42.5
EV204,03/12/2022,,103.2,,,14.2666666666667,100,32,68,225,56.66,,,100,31.82,,,13.36,43.3
EV204,03/13/2022,,105.5,,,14.85,100,57,43,163.91,59.04,,,100,56.25,,,12.72,41.4
EV204,03/14/2022,,84,,,12.4833333333333,97.54,54,43.54,158.7,57.3,,,97.54,53.7,,,12.15,44.7
EV204,03/15/2022,,0.1,,,,,,,0.35,,,,,,,,,
EV204,03/17/2022,,83.6,,,,,99,,263.48,,,,99,99,,,,
EV204,03/18/2022,,0.2,,,,,,,20.33,,,,,,,,,
EV204,03/19/2022,,14.8,,,1.81666666666667,100,97,3,24.53,64.09,,,100,97,,,19.41,56.2
EV204,03/21/2022,,0,,,,,,,1.08,,,,,,,,,
EV204,03/23/2022,,0,,,,,,,9.99,,,,,,,,,
EV204,03/24/2022,,94.1,,,12.9166666666667,96.51,49,47.51,165,65.51,,,96.51,49,,,13.77,41.1
EV204,03/25/2022,,108,,,15.15,100,58,42,158.79,60.22,,,100,58,,,13.57,45
EV204,03/26/2022,,96,,,13.1833333333333,100,60,40,154.83,73.49,,,100,60,,,13.56,43.5
EV204,03/27/2022,,105.1,,,15,100,61,39,151.48,58.66,,,100,60.16,,,13.26,39.2
EV204,03/28/2022,,0.3,,,,,,,0.96,,,,,,,,,
EV204,03/29/2022,,109,,,15.3166666666667,100,40,60,213.2,53.46,,,100,39.16,,,12.19,52.6
EV204,03/30/2022,,85.8,,,12.3,97.68,48,49.68,181.75,51.88,,,97.68,47.58,,,12.74,49.6
EV204,03/31/2022,,105.6,,,14.5666666666667,100,58,42,158.92,64.79,,,100,58,,,11.82,42.1
EV204,04/01/2022,,99.7,,,14.9333333333333,97.7,49,48.7,172.08,60.33,,,97.7,48.79,,,12.09,39.7
EV204,04/02/2022,,99.9,,,12.8666666666667,99.55,57,42.55,151.17,63.56,,,99.55,56.42,,,12.91,37.9
EV204,04/04/2022,,83.3,,,12.2166666666667,99.21,59,40.21,145,64.66,,,99.21,58.34,,,12.1,58.3
EV204,04/05/2022,,99.9,,,14.4333333333333,100,46,54,198.37,57.25,,,100,45.54,,,12.63,42.8
EV204,04/06/2022,,83.7,,,12.4666666666667,100,34,66,235.21,51.74,,,100,33.81,,,12.02,43
EV204,04/07/2022,,102,,,15.3166666666667,88.41,36,52.41,184.67,57.36,,,88.41,35.77,,,12.09,55.1
EV204,04/08/2022,,91.2,,,12.1333333333333,97.82,56,41.82,159.03,66.58,,,97.82,55.76,,,12.04,45.4
EV204,04/10/2022,,0,,,,,,,2.15,,,,,,,,,
