Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature
EV051,05/01/20,,14.246,,1.9,,,,13.27,21.232,67
EV051,05/02/20,,29.529,,4.08,,,,37.35,59.76,67
EV051,05/03/20,,34.527,,3.25,,,,21.88,35.008,66
EV051,05/04/20,,6.817,,1.23,,,,4.4,7.04,65
EV051,05/05/20,,44.761,,3.24,,,,47.68,76.288,69
EV051,05/06/20,,20.723,,2.19,,,,13.24,21.184,68
EV051,05/07/20,,4.029,,0.67,,,,1.87,2.992,72
EV051,05/08/20,,43.265,,7.07,,,,56.99,91.184,75
EV051,05/09/20,,65.382,,7.86,,,,70.14,112.224,77
EV051,05/10/20,,1.19,,0.13,,,,0,0,71
EV051,05/11/20,,42.364,,8.2,,,,46.87,74.992,66
EV051,05/12/20,,93.313,,12.63,,,,94.18,150.688,67
EV051,05/13/20,,3.162,,0.22,,,,0.83,1.328,62
EV051,05/14/20,,0.952,,0.17,,,,0.1,0.16,64
EV051,05/15/20,,0,,0,,,,0,0,66
EV051,05/16/20,,0,,0,,,,0.05,0.08,70
EV051,05/17/20,,0,,0.03,,,,0,0,69
EV051,05/18/20,,28.611,,3.25,,,,28.88,46.208,64
EV051,05/19/20,,25.262,,4.5,,,,41,65.6,60
EV051,05/20/20,,31.569,,7.07,,,,29.25,46.8,63
EV051,05/21/20,,66.249,,12.33,,,,56.6,90.56,69
EV051,05/22/20,,26.877,,3.05,,,,27.36,43.776,69
EV051,05/23/20,,26.571,,3.88,,,,28,44.8,70
EV051,05/24/20,,58.905,,9.92,,,,45.48,72.768,73
EV051,05/25/20,,58.463,,6.37,,,,40.73,65.168,80
EV051,05/26/20,,85.901,,7.13,,,,74.31,118.896,84
EV051,05/27/20,,46.07,,7.29,,,,39.65,63.44,88
EV051,05/28/20,,99.076,,11.97,,,,84.8,135.68,85
EV051,05/29/20,,116.722,,12.11,,,,89.41,143.056,78
EV051,05/30/20,,7.14,,2.67,,,,6.17,9.872,70
EV051,05/31/20,,46.104,,8.53,,,,41.55,66.48,68
EV051,06/01/20,,71.111,,7.62,,,,53.92,86.272,72
EV051,06/02/20,,0,,0,,,,0,0,78
EV051,06/03/20,,36.89,,5.62,,,,24.62,39.392,84
EV051,06/04/20,,25.33,,5.26,,,,24.92,39.872,86
EV051,06/05/20,,38.93,,5.01,,,,42.9,68.64,79
EV051,06/06/20,,63.767,,8.18,,,,77.69,124.304,66
EV051,06/07/20,,0,,0,,,,0,0,64
EV051,06/08/20,,0,,0,,,,0,0,68
EV051,06/09/20,,80.614,,8.39,,,,66.45,106.32,73
EV051,06/10/20,,46.291,,6.53,,,,35.15,56.24,80
EV051,06/11/20,,43.656,,7.74,,,,29.93,47.888,81
EV051,06/12/20,,40.97,,5.66,,,,29.45,47.12,74
EV051,06/13/20,,0,,0,,,,0,0,65
EV051,06/14/20,,35.139,,6.25,,,,44.59,71.344,68
EV051,06/15/20,,0,,0,,,,0,0,74
EV051,06/16/20,,0,,0.05,,,,0.03,0.048,69
EV051,06/17/20,,29.614,,4.83,,,,22.09,35.344,73
EV051,06/18/20,,65.212,,8.25,,,,51.9,83.04,77
EV051,06/19/20,,47.43,,8.31,,,,40.86,65.376,81
EV051,06/20/20,,43.265,,6.67,,,,29.79,47.664,77
EV051,06/21/20,,45.237,,7.95,,,,36.21,57.936,78
EV051,06/22/20,,71.944,,8.02,,,,53.58,85.728,79
EV051,06/23/20,,0,,0.25,,,,0.34,0.544,82
EV051,06/24/20,,42.857,,6.8,,,,30.09,48.144,79
EV051,06/25/20,,49.725,,7.6,,,,35.07,56.112,83
EV051,06/26/20,,70.193,,12.92,,,,66.19,105.904,83
EV051,06/27/20,,55.131,,5.72,,,,54.63,87.408,83
EV051,06/28/20,,53.975,,8.35,,,,37.4,59.84,75
EV051,06/29/20,,48.688,,10.59,,,,49.05,78.48,72
EV051,06/30/20,,65.042,,10.15,,,,53.03,84.848,78
EV051,07/01/20,,45.832,,5.53,,,,33.51,53.616,79
EV051,07/02/20,,74.001,,9.08,,,,66.99,107.184,75
EV051,07/03/20,,47.396,,8.39,,,,31.23,49.968,71
EV051,07/04/20,,48.654,,7.5,,,,46.64,74.624,77
EV051,07/05/20,,100.827,,10.55,,,,76.57,122.512,82
EV051,07/06/20,,35.564,,3.8,,,,17.64,28.224,78
EV051,07/07/20,,61.897,,5.54,,,,58.31,93.296,72
EV051,07/08/20,,57.766,,7.43,,,,41.25,66,78
EV051,07/09/20,,59.262,,5.93,,,,52.36,83.776,80
EV051,07/10/20,,88.978,,9.49,,,,65.57,104.912,83
EV051,07/11/20,,86.19,,9.64,,,,70.51,112.816,84
EV051,07/12/20,,58.276,,5.47,,,,41.7,66.72,86
EV051,07/13/20,,0,,0,,,,0,0,85
EV051,07/14/20,,3.315,,1.08,,,,3.03,4.848,76
EV051,07/15/20,,54.859,,11.9,,,,46.61,74.576,76
EV051,07/16/20,,53.924,,8.63,,,,54.48,87.168,76
EV051,07/17/20,,62.832,,9.53,,,,54.8,87.68,76
EV051,07/18/20,,77.333,,9.05,,,,55.88,89.408,77
EV051,07/19/20,,25.126,,3,,,,19.92,31.872,78
EV051,07/20/20,,58.565,,7.22,,,,59.63,95.408,75
EV051,07/21/20,,63.07,,8.66,,,,64.48,103.168,75
EV051,07/22/20,,52.972,,7.37,,,,55.66,89.056,73
EV051,07/23/20,,71.536,,8.27,,,,52.65,84.24,73
EV051,07/24/20,,44.149,,8.45,,,,41.34,66.144,77
EV051,07/25/20,,53.55,,11.63,,,,38.97,62.352,75
EV051,07/26/20,,30.889,,5.7,,,,27.26,43.616,78
EV051,07/27/20,,0,,0,,,,0,0,80
EV051,07/28/20,,8.381,,1.83,,,,8.51,13.616,79
EV051,07/29/20,,27.336,,4.72,,,,20.74,33.184,80
EV051,07/30/20,,42.483,,8.85,,,,29.13,46.608,78
EV051,07/31/20,,20.247,,3.39,,,,11.57,18.512,77
EV051,08/01/20,,28.033,,6.02,,,,20.74,33.184,77
EV051,08/02/20,,34.527,,5.54,,,,22.93,36.688,79
EV051,08/03/20,,106.352,,12.25,,,,98.93,158.288,81
EV051,08/04/20,,62.985,,6.16,,,,57.44,91.904,77
EV051,08/05/20,,62.305,,8.1,,,,53.16,85.056,73
EV051,08/06/20,,46.971,,6.53,,,,32.79,52.464,69
EV051,08/07/20,,47.056,,7.32,,,,32.21,51.536,76
EV051,08/08/20,,59.772,,9.35,,,,66.26,106.016,80
EV051,08/09/20,,62.628,,8.56,,,,49.56,79.296,81
EV051,08/10/20,,57.783,,5.37,,,,51.27,82.032,83
EV051,08/11/20,,46.563,,8.94,,,,60.85,97.36,78
EV051,08/12/20,,72.063,,9.04,,,,64.63,103.408,77
EV051,08/13/20,,14.79,,4.92,,,,11.08,17.728,84
