Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC,Percent Idling Time,Drive Cycle,Average Speed,Maximum Speed
EV205,01/23/2021,,95.9,,,4.53333333333333,97,42,55,195.29,57.36,,,97,41.18,,,41.82,67.2
EV205,01/24/2021,,127.4,,,4.78333333333333,97.93,28,69.93,252,50.41,,,97.93,27.07,,,39.13,66.6
EV205,01/25/2021,,127.7,,,,,,,261.18,,,,,,,,,
EV205,01/26/2021,,0,,,,,,,7.28,,,,,,,,,
EV205,01/27/2021,,0,,,,,,,9.18,,,,,,,,,
EV205,01/28/2021,,0,,,,,,,9.52,,,,,,,,,
EV205,01/29/2021,,7,,,0.3,19.25,16,3.25,12.65,47.72,,,19.25,15.58,,,26.21,65.7
EV205,01/30/2021,,0,,,,,,,0.76,,,,,,,,,
EV205,02/01/2021,,0.6,,,,,,,13.4,61.35,,,,,,,3.99,17.5
EV205,02/02/2021,,0,,,,,,,0.78,67.62,,,,,,,1.46,2.3
EV205,02/03/2021,,0,,,,,,,0.17,38.19,,,,,,,1.26,1.9
EV205,02/04/2021,,0,,,,,,,11.48,,,,,,,,,
EV205,02/05/2021,,0,,,,,,,3.4,,,,,,,,,
EV205,02/08/2021,,0,,,,,,,2.93,,,,,,,,,
EV205,02/09/2021,,5.5,,,0.383333333333333,37.88,36,1.88,12.98,64.41,,,37.88,35.51,,,20.07,67
EV205,02/12/2021,,0.1,,,,,,,7.27,,,,,,,,,
EV205,02/16/2021,,0.2,,,,,,,13.58,62.85,,,34.54,,,,4.1,15
EV205,02/17/2021,,0.1,,,,,,,4.74,61.76,,,30.58,,,,1.84,8.3
EV205,02/22/2021,,0.3,,,,,22,,23.38,52.75,,,29.65,22,,,2.69,10
EV205,02/23/2021,,0.1,,,,,,,2.81,49.88,,,24.04,,,,3.24,6.6
EV205,02/25/2021,,0,,,,,,,5.39,,,,,,,,,
EV205,03/03/2021,,0,,,,,16,,8.58,,,,16,16,,,,
EV205,03/04/2021,,0,,,,,,,15.77,,,,,,,,,
EV205,03/15/2021,,0,,,,,,,3.82,,,,,,,,,
EV205,03/17/2021,,0,,,,,52,,15.26,44.9,,,60.68,52,,,2.69,5.1
EV205,03/19/2021,,0.1,,,,,48,,13.05,60.33,,,54.19,48,,,3.05,8.2
EV205,03/20/2021,,0.2,,,,,,,3.49,64.79,,,47.24,,,,7.88,18.5
EV205,03/22/2021,,0.2,,,,,34,,55.3,40.95,,,46.03,34,,,4.85,13.2
EV205,03/23/2021,,9.5,,,0.633333333333333,88.91,84,4.91,17,44.56,,,88.91,84,,,19.22,44.5
EV205,03/24/2021,,11.4,,,1,80.13,71,9.13,48.36,45.38,,,80.13,71,,,18.69,38.6
EV205,03/25/2021,,1.5,,,0.35,66.14,65,1.14,4,56.88,,,66.14,64.57,,,7.83,35.7
EV205,03/26/2021,,99.69,,,,99.69,98,,100,52.21,,,100,98,,,9.54,30.6
EV205,03/29/2021,,0,,,,,,,4.89,,,,,,,,,
EV205,03/30/2021,,0.3,,,,,,,24.07,46.84,,,,,,,2.72,10
EV205,03/31/2021,,0,,,,,,,4.98,,,,,,,,,
EV205,04/05/2021,,0,,,,,,,2.39,,,,,,,,,
EV205,04/06/2021,,0.2,,,,,,,4.9,46.19,,,,,,,2.82,10.7
EV205,04/07/2021,,0,,,,,,,14.65,50.82,,,,,,,0.68,1.1
EV205,04/08/2021,,0.2,,,,,,,4.16,55.99,,,,,,,6.1,13.9
EV205,04/09/2021,,2.9,,,0.65,91.58,90,1.58,12.01,56.81,,,91.58,89.16,,,6.9,23.1
EV205,04/11/2021,,0.2,,,,,,,11.54,58.26,,,,,,,3.43,12
EV205,04/14/2021,,0.2,,,,,,,1.26,,,,,,,,,
EV205,04/15/2021,,0,,,,,,,14.64,,,,,,,,,
EV205,04/16/2021,,0,,,,,80,,4.53,,,,80,80,,,,
EV205,04/20/2021,,0.6,,,,,,,37.19,42.04,,,,,,,4.39,13.3
EV205,04/22/2021,,3.1,,,0.35,100,100,0,11.82,50.31,,,100,100,,,100,100
EV205,04/30/2021,,0.3,,,,,,,1.76,70.5,,,,,,,4.04,13.7
EV205,05/03/2021,,0,,,,,,,7.13,,,,,,,,,
EV205,05/05/2021,,100.9,,,13.35,94.29,49,45.29,170.43,60.17,,,94.29,48.92,,,11.82,46.8
EV205,05/06/2021,,117.3,,,15.3666666666667,100,51,49,186.6,68.02,,,100,51,,,12.56,45.2
EV205,05/07/2021,,0.2,,,,,,,0.38,62.54,,,,,,,6.33,12.7
EV205,05/08/2021,,0.1,,,,,,,0.62,62.7,,,,,,,4.44,9.3
EV205,05/10/2021,,0,,,,,,,1,,,,,,,,,
EV205,05/11/2021,,0.1,,,,,,,0.71,47.52,,,,,,,5.94,10.4
EV205,05/12/2021,,24.9,,,4.1,67.41,55,12.41,53.88,65.94,,,67.43,54.2,,,11.94,40.4
EV205,05/13/2021,,73,,,9.93333333333333,100,68,32,129.89,77.25,,,100,68,,,12.47,44.2
EV205,05/14/2021,,115.5,,,15,100,56,44,175.84,68.66,,,100,56,,,12.77,34.7
EV205,05/15/2021,,106.8,,,15.4333333333333,100,60,40,155.74,63.88,,,100,59.28,,,12.7,40.9
EV205,05/16/2021,,105.4,,,13,100,57,43,176.09,62.62,,,100,56.43,,,12.66,38.3
EV205,05/17/2021,,115.5,,,14.9666666666667,100,48,52,197.79,61.22,,,100,48,,,11.97,44.3
EV205,05/18/2021,,85.3,,,,,64,,134.1,,,,64,64,,,,
EV205,05/19/2021,,120.8,,,24,64.13,59,,167.83,66.51,,,100,59,,,59,64.13
EV205,05/20/2021,,1.7,,,0.216666666666667,59,59,0,1.86,64.02,,,59,58.48,,,13.61,29
EV205,05/24/2021,,0,,,,,,,4.19,,,,,,,,,
EV205,05/25/2021,,107.2,,,15.3833333333333,100,57,43,164,77.94,,,100,56.12,,,12,38.2
EV205,05/26/2021,,104.8,,,15.05,100,59,41,162.13,74.92,,,100,58.09,,,13.55,47.4
EV205,05/27/2021,,118.7,,,15.6333333333333,100,49,51,195.76,74.7,,,100,48.8,,,13.18,43.2
EV205,05/28/2021,,116.9,,,14.8666666666667,100,55,45,179.35,76.98,,,100,55,,,11.79,39.3
EV205,05/29/2021,,91.5,,,12.7,100,68,32,128.72,69.33,,,100,67.83,,,12.38,44.5
EV205,05/30/2021,,88.7,,,12.75,100,53,47,182.18,54.45,,,100,52.8,,,53,100
EV205,05/31/2021,,88.6,,,12.5833333333333,100,64,36,143.31,59.3,,,100,64,,,11.65,39.1
EV205,06/01/2021,,114.5,,,15.3,100,54,46,178.11,67.68,,,100,53.26,,,12.76,40.8
EV205,06/02/2021,,107.9,,,14.95,100,56,44,172.43,76.65,,,100,56,,,13.33,44.7
EV205,06/03/2021,,106.5,,,15.2666666666667,100,51,49,184,83.29,,,100,50.85,,,13.13,40.7
EV205,06/04/2021,,110.9,,,15.0833333333333,100,46,54,209.96,87.59,,,100,45.5,,,12.69,40.1
EV205,06/05/2021,,95.6,,,,45.82,46,,185.56,75.28,,,52,45.5,,,16.42,37.2
EV205,06/06/2021,,106.3,,,,52.62,52,,183.44,32,,,53,52,,,0,
EV205,06/07/2021,,119.2,,,24.3833333333333,52.62,50,,198,77.71,,,100,50,,,12.79,37.3
EV205,06/08/2021,,114.7,,,15.45,100,45,55,208.09,88.35,,,100,44.83,,,11.17,37.8
EV205,06/09/2021,,66.7,,,8.01666666666667,73.76,41,32.76,122.1,87.65,,,73.76,40.24,,,13.71,42.2
EV205,06/10/2021,,110.9,,,,,43,,213.37,,,,43,43,,,,
EV205,06/11/2021,,106.7,,,24.3833333333333,43.01,54,,175.16,77.09,,,100,42.09,,,13.38,46
EV205,06/12/2021,,108,,,15.0166666666667,100,50,50,193.76,85.97,,,100,50,,,12.96,39.5
EV205,06/13/2021,,105.3,,,15.2833333333333,100,43,57,216.73,89.67,,,100,42.25,,,13.27,41.3
EV205,06/14/2021,,114.4,,,14.7333333333333,100,41,59,225.79,92.67,,,100,41,,,12.44,35.4
EV205,06/15/2021,,111.4,,,,40.6,40,,225.8,84.61,,,40.71,39.87,,,16.31,38.9
EV205,06/16/2021,,102.6,,,15.1333333333333,100,42,58,217.26,94.81,,,100,41.3,,,12.54,41.4
EV205,06/17/2021,,119,,,15.1,100,34,66,253.2,94.65,,,100,33.05,,,13.61,40.2
EV205,06/18/2021,,103.9,,,15.1666666666667,100,42,58,214.18,89.85,,,100,41.94,,,13.46,42.1
EV205,06/19/2021,,88.2,,,12.6666666666667,100,64,36,150.38,84.65,,,100,63.82,,,11.88,42.9
EV205,06/20/2021,,88.3,,,12.6666666666667,100,63,37,148.29,83.04,,,100,62.83,,,13.87,41.6
EV205,06/21/2021,,87.2,,,12.4166666666667,97.76,66,31.76,125.46,72.71,,,97.76,65.2,,,11.82,39.6
EV205,06/22/2021,,106.6,,,15,98.12,45,53.12,192.75,88.74,,,98.12,45,,,12.88,36.5
EV205,06/23/2021,,94.6,,,13.0833333333333,100,49,51,196.58,92.52,,,100,48.25,,,13.28,39.4
EV205,06/24/2021,,39.9,,,5.08333333333333,100,83,17,70.84,72.21,,,100,83,,,14.1,39.1
EV205,06/25/2021,,5.6,,,0.416666666666667,82.72,82,0.719999999999999,5.05,71.05,,,82.78,82,,,15.86,39
EV205,06/26/2021,,95.9,,,15.1333333333333,100,61,39,150.97,68.14,,,100,60.18,,,13.52,42.5
EV205,06/27/2021,,98.4,,,14.9,99.6,57,42.6,156.39,70.98,,,99.6,56.71,,,13.33,37.5
EV205,06/28/2021,,56.4,,,7.71666666666667,99.88,78,21.88,82.7,72.68,,,99.88,77.65,,,11.59,37.8
EV205,06/29/2021,,0.2,,,,,,,0.52,,,,,,,,,
EV205,06/30/2021,,86.2,,,10.05,100,72,28,122.91,76.38,,,100,71.09,,,19.29,48.9
EV205,07/01/2021,,0,,,,,,,0.29,,,,,,,,,
EV205,07/02/2021,,100,,,15.05,98.78,50,48.78,172,81.57,,,98.78,49.56,,,13.1,41.9
EV205,07/03/2021,,106.8,,,24,51.3,52,,184,79.01,,,100,49.56,,,13.53,41.9
EV205,07/04/2021,,92.1,,,21.5166666666667,51.7,60,,160.66,81.88,,,100,51.05,,,12.48,44
EV205,07/05/2021,,83,,,12.7166666666667,97.24,58,39.24,149.94,85.35,,,97.24,57.43,,,13.44,46.6
EV205,07/06/2021,,88.3,,,12.8666666666667,97.48,57,40.48,152.92,84.78,,,97.48,56.37,,,12.58,35.5
EV205,07/07/2021,,97,,,15.0333333333333,95.45,40,55.45,188,89.05,,,95.45,39.48,,,13.54,44.7
EV205,07/08/2021,,3.3,,,0.316666666666667,40.37,40,0.369999999999997,3,80.34,,,97,39.48,,,21.17,35.4
EV205,07/09/2021,,53,,,8.28333333333333,96.51,67,29.51,112.77,91.42,,,96.51,66.73,,,13.44,43.1
EV205,07/10/2021,,101.9,,,15.2,100,48,52,196.75,86.53,,,100,47.89,,,13.49,39.3
EV205,07/11/2021,,98.2,,,15.2333333333333,100,53,47,177.15,84.74,,,100,53,,,14.04,42.5
EV205,07/12/2021,,105.4,,,15.0166666666667,100,49,51,192.88,88.24,,,100,49,,,12.82,42.5
EV205,07/13/2021,,104.7,,,15.0166666666667,100,57,43,169.35,79.89,,,100,56.26,,,13.35,45.6
EV205,07/14/2021,,105.2,,,14.8833333333333,100,61,39,154.94,76.87,,,100,61,,,12.82,38.3
EV205,07/15/2021,,91.6,,,12.8333333333333,100,62,38,153.84,81.55,,,100,61.83,,,13.28,40.5
EV205,07/16/2021,,95.2,,,14.8833333333333,100,53,47,179.35,86.27,,,100,52.43,,,12.92,43.2
EV205,07/17/2021,,105.1,,,14.8666666666667,100,48,52,197.01,88.52,,,100,48,,,13.14,40.6
EV205,07/18/2021,,105.4,,,15.1833333333333,100,44,56,209.32,89.79,,,100,43.87,,,13.59,47.2
EV205,07/19/2021,,105.2,,,15.2,100,44,56,209.42,92.13,,,100,43.96,,,12.86,38.3
EV205,07/20/2021,,88,,,12.6833333333333,100,55,45,163,91.41,,,100,54.36,,,12.4,35.3
EV205,07/21/2021,,102.2,,,15.0166666666667,95.11,47,48.11,174.73,86.63,,,95.11,46.78,,,12.41,35.9
EV205,07/22/2021,,3,,,0.166666666666667,47.2,47,0.200000000000003,6.31,81.83,,,47.2,46.78,,,20.82,35.9
EV205,07/23/2021,,100.5,,,14.6666666666667,100,45,55,185,88.04,,,100,45,,,12.68,38.9
EV205,07/24/2021,,105,,,14.95,100,52,48,183.98,87.59,,,100,51.4,,,13.22,40.6
EV205,07/25/2021,,87.7,,,12.75,100,61,39,158.62,88.5,,,100,60.72,,,12.34,39
EV205,07/26/2021,,102.3,,,15.0833333333333,98.04,42,56.04,198.87,90.75,,,98.04,42,,,12.35,38.4
EV205,07/27/2021,,104.6,,,24.2833333333333,42.67,41,,220.64,86.04,,,100,40.78,,,13.15,41.2
EV205,07/28/2021,,86.4,,,21.5,41.63,49,,198.14,86.8,,,100,40.78,,,13.86,41.8
EV205,07/29/2021,,102,,,14.85,100,47,53,200.01,89.15,,,100,47,,,12.96,36.4
EV205,07/30/2021,,105.6,,,24.2,47.1,50,,191.45,83.49,,,100,46.36,,,12.45,40
EV205,07/31/2021,,31.4,,,12.3333333333333,49.77,91,,42.93,69.97,,,100,49.05,,,15.44,41.5
EV205,08/02/2021,,6.9,,,0.366666666666667,98.55,97,1.55,11.93,72.07,,,98.55,96.35,,,22.48,49
EV205,08/03/2021,,1,,,,,,,3.54,,,,,,,,,
EV205,08/04/2021,,0.2,,,,,97,,3.16,,,,97,97,,,,
EV205,08/05/2021,,0.2,,,,,96,,2.94,,,,96,96,,,,
EV205,08/06/2021,,95.4,,,15.2833333333333,95.77,47,48.77,172.3,85.95,,,95.77,47,,,12.66,44
EV205,08/07/2021,,99.4,,,24.1833333333333,47.98,61,,155.09,78.17,,,100,47.05,,,13.81,44.8
EV205,08/08/2021,,97.4,,,24,60.95,54,,160,83.58,,,100,54,,,12.81,44.8
