Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Ending Odometer
EV087,05/22/21,,43,,16.77,,,,57.11,91.376,59.1,,
EV087,05/23/21,,18,,7.85,,,,25.91,41.456,61.8,,
EV087,05/24/21,,32,,10.97,,,,45.92,73.472,70.2,,
EV087,05/25/21,,50,,13.73,,,,58.35,93.36,73.9,,
EV087,05/26/21,,54,,13.51,,,,67.82,108.512,72.1,,
EV087,05/27/21,,52,,13.91,,,,67.77,108.432,62.3,,
EV087,05/28/21,,68,,18.32,,,,64.9,103.84,65.5,,
EV087,05/29/21,,35,,15.18,,,,57.42,91.872,64.7,,
EV087,05/30/21,,11,,5.54,,,,14.08,22.528,66.2,,
EV087,05/31/21,,27,,11.98,,,,35.73,57.168,67.8,,
