Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Trip Percent Idling Time
EV018,7/26/19 2:25 AM,7/26/19 2:26 AM,0,0.006389,0,0.006389,0,0,0,0.01,89.6,,,100
EV018,7/25/19 8:31 PM,7/25/19 9:00 PM,12.49,0.1924,0.300933,0.493333,72.2,66.7,5.5,3.09,89.6,21409.74,21422.17,39
EV018,7/25/19 7:34 PM,7/25/19 8:25 PM,24.01,0.119039,0.731239,0.850278,82.7,72.2,10.5,6.05,93.2,21385.73,21409.34,14
EV018,7/25/19 5:20 PM,7/25/19 5:21 PM,0,0.008889,0,0.008889,83.1,83.1,0,0.01,100.4,21385.73,21385.73,100
EV018,7/25/19 4:05 PM,7/25/19 5:14 PM,37.06,0.17375,0.984583,1.158333,100,83.1,16.9,9.66,102.2,21348.68,21384.72,15
EV018,7/25/19 3:01 PM,7/25/19 4:01 PM,0,1.000833,0,1.000833,100,100,0,0.56,104,21348.68,21348.68,100
EV018,7/25/19 2:30 AM,7/25/19 2:30 AM,0,0.006111,0,0.006111,0,0,0,0,87.8,,,100
EV018,7/24/19 9:24 PM,7/24/19 9:25 PM,0,0.018611,0,0.018611,65.9,65.9,0,0.01,89.6,21348.68,21348.68,100
EV018,7/24/19 9:00 PM,7/24/19 9:24 PM,12.5,0.090083,0.301583,0.391667,70.2,65.9,4.3,2.59,87.8,21336.19,21348.61,23
EV018,7/24/19 7:39 PM,7/24/19 8:56 PM,24.97,0.48735,0.79515,1.2825,82,70.2,11.8,6.62,95,21311.22,21336.07,38
EV018,7/24/19 5:23 PM,7/24/19 5:42 PM,12.34,0.034436,0.278619,0.313056,86.3,81.6,4.7,2.87,102.2,21298.89,21310.07,11
EV018,7/24/19 5:16 PM,7/24/19 5:21 PM,1.27,0.038381,0.055231,0.093611,87.8,86.3,1.5,0.75,100.4,21297.6,21297.6,41
EV018,7/24/19 5:06 PM,7/24/19 5:10 PM,1.22,0.011511,0.060433,0.071944,88.6,87.8,0.8,0.3,102.2,21296.38,21296.38,16
EV018,7/24/19 4:07 PM,7/24/19 4:58 PM,24.79,0.118844,0.730044,0.848889,100,88.6,11.4,6.51,104,21271.6,21295.22,14
EV018,7/24/19 3:54 PM,7/24/19 4:00 PM,0,0.095,0,0.095,100,100,0,0.52,105.8,21271.6,21271.6,100
EV018,7/24/19 2:51 AM,7/24/19 2:51 AM,0,0.008333,0,0.008333,100,100,0,0.01,82.4,21271.6,21271.6,100
EV018,7/23/19 12:49 PM,7/23/19 3:02 PM,72.59,0.334042,1.892903,2.226944,100,70.6,29.4,16.83,98.6,21199.04,21271.12,15
EV018,7/23/19 12:43 PM,7/23/19 12:45 PM,0.06,0.009225,0.013275,0.0225,100,100,0,0.06,98.6,21198.97,21198.97,41
EV018,7/23/19 12:41 PM,7/23/19 12:43 PM,0,0.0325,0,0.0325,100,100,0,0.08,98.6,21198.97,21198.97,100
EV018,7/19/19 9:37 AM,7/19/19 9:38 AM,0.09,0.005911,0.0152,0.021111,100,100,0,0.05,84.2,21198.89,21198.89,28
EV018,7/19/19 9:34 AM,7/19/19 9:36 AM,0.07,0.017111,0.014,0.031111,100,100,0,0.09,89.6,21198.82,21198.82,55
EV018,7/17/19 2:10 AM,7/17/19 2:10 AM,0,0.006944,0,0.006944,0,0,0,0.01,77,,,100
EV018,7/16/19 11:23 AM,7/16/19 1:27 PM,71.37,0.311,1.762333,2.073333,100,71,29,16.75,91.4,21127.48,21198.31,15
EV018,7/11/19 12:42 AM,7/11/19 12:43 AM,0,0.009167,0,0.009167,100,100,0,0.01,80.6,21127.48,21127.48,100
EV018,7/10/19 3:30 PM,7/10/19 4:54 PM,39.74,0.363928,1.035794,1.399722,84.3,66.3,18,10.18,95,21087.74,21126.26,26
EV018,7/10/19 2:55 PM,7/10/19 3:09 PM,4.36,0.057431,0.172292,0.229722,86.3,84.3,2,1.02,95,21083.38,21087.11,25
EV018,7/10/19 1:34 PM,7/10/19 2:39 PM,34.07,0.247122,0.827322,1.074444,100,86.7,13.3,8.58,93.2,21049.32,21082.87,23
EV018,7/10/19 2:02 AM,7/10/19 2:03 AM,0,0.005278,0,0.005278,0,0,0,0,73.4,,,100
EV018,7/9/19 5:20 PM,7/9/19 5:21 PM,0,0.005014,0.000264,0.005278,0,0,0,0.01,91.4,,,95
EV018,7/9/19 4:15 PM,7/9/19 5:20 PM,38.06,0.175289,0.920267,1.095556,100,83.5,16.5,10.01,93.2,21011.27,21048.55,16
EV018,7/9/19 12:50 AM,7/9/19 12:51 AM,0,0.009444,0,0.009444,100,100,0,0.01,73.4,21011.27,21011.27,100
EV018,7/8/19 1:05 PM,7/8/19 2:30 PM,37.26,0.397133,1.0212,1.418333,100,85.1,14.9,9.27,87.8,20974.02,21010.06,28
EV018,7/3/19 7:46 PM,7/3/19 8:53 PM,38.62,0.179422,0.941967,1.121389,83.9,67.5,16.4,9.25,82.4,20935.4,20973.93,16
EV018,7/3/19 6:31 PM,7/3/19 7:44 PM,37.4,0.276192,0.924642,1.200833,100,83.9,16.1,9.63,87.8,20898.01,20934.05,23
EV018,7/3/19 6:18 PM,7/3/19 6:20 PM,0,0.041111,0,0.041111,100,100,0,0.06,91.4,20898.01,20898.01,100
EV018,7/3/19 5:58 PM,7/3/19 6:01 PM,0,0.052811,0.001633,0.054444,100,100,0,0.11,91.4,20898,20898,97
EV018,7/1/19 1:29 PM,7/1/19 2:32 PM,33.06,0.168622,0.885267,1.053889,100,85.9,14.1,7.39,91.4,20864.96,20897.27,16
EV018,7/1/19 1:07 PM,7/1/19 1:27 PM,4.66,0.163056,0.163056,0.326111,100,100,0,1.47,87.8,20860.29,20864.01,50
EV018,7/1/19 1:00 PM,7/1/19 1:00 PM,0,0.002778,0,0.002778,0,0,0,0,93.2,,,100
EV018,7/1/19 1:00 PM,7/1/19 1:00 PM,0,0.005833,0,0.005833,0,0,0,0.01,93.2,,,100
EV018,7/1/19 12:57 PM,7/1/19 12:59 PM,0.06,0.008839,0.01505,0.023889,100,100,0,0.03,96.8,20860.22,20860.22,37
EV018,6/28/19 2:28 AM,6/28/19 2:28 AM,0,0.003333,0,0.003333,0,0,0,0,66.2,,,100
EV018,6/18/19 2:39 AM,6/18/19 2:39 AM,0,0.003333,0,0.003333,0,0,0,0.01,78.8,,,100
EV018,6/6/19 2:32 AM,6/6/19 2:32 AM,0,0.003611,0,0.003611,0,0,0,0,78.8,,,100
EV018,6/4/19 2:34 AM,6/4/19 2:34 AM,0,0.003056,0,0.003056,0,0,0,0,75.2,,,100
EV018,5/31/19 2:32 PM,5/31/19 2:32 PM,0,0.011667,0,0.011667,100,100,0,0.01,89.6,20860.22,20860.22,100
EV018,5/31/19 2:35 AM,5/31/19 2:35 AM,0,0.004722,0,0.004722,0,0,0,0,66.2,,,100
EV018,5/30/19 1:12 AM,5/30/19 1:12 AM,0,0.006667,0,0.006667,0,0,0,-0.03,71.6,,,100
EV018,5/29/19 3:46 PM,5/29/19 3:48 PM,0,0.03,0,0.03,100,100,0,-0.09,84.2,20860.22,20860.22,100
EV018,5/29/19 2:14 PM,5/29/19 2:48 PM,10.37,0.2035,0.361778,0.565278,100,97.3,2.7,2.95,84.2,20849.85,20859.79,36
EV018,5/29/19 2:44 AM,5/29/19 2:44 AM,0,0.003611,0,0.003611,0,0,0,0,66.2,,,100
EV018,5/28/19 2:33 PM,5/28/19 2:34 PM,0,0.008611,0,0.008611,100,100,0,0,73.4,20849.85,20849.85,100
EV018,5/28/19 6:28 AM,5/28/19 6:33 AM,0,0.0875,0,0.0875,100,100,0,0.04,59,20849.85,20849.85,100
EV018,5/24/19 2:27 AM,5/24/19 2:27 AM,0,0.003333,0,0.003333,0,0,0,0,59,,,100
EV018,5/23/19 2:18 AM,5/23/19 2:18 AM,0,0.003889,0,0.003889,0,0,0,0,59,,,100
EV018,5/22/19 2:12 PM,5/22/19 2:16 PM,0,0.060833,0,0.060833,100,100,0,-0.08,71.6,20849.85,20849.85,100
EV018,5/22/19 2:10 AM,5/22/19 2:10 AM,0,0.008056,0,0.008056,0,0,0,-0.04,55.4,,,100
EV018,5/21/19 8:38 PM,5/21/19 10:02 PM,36.46,0.465667,0.945444,1.411111,100,87.1,12.9,7.86,55.4,20813.39,20849.43,33
EV018,5/21/19 4:05 PM,5/21/19 5:19 PM,9.29,0.933958,0.311319,1.245278,100,96.1,3.9,2.75,62.6,20804.09,20812.79,75
EV018,5/21/19 2:55 PM,5/21/19 2:56 PM,0,0.017222,0,0.017222,100,100,0,-0.05,71.6,20804.09,20804.09,100
EV018,5/20/19 10:17 PM,5/20/19 11:31 PM,0,1.226389,0,1.226389,100,100,0,-0.21,64.4,20804.09,20804.09,100
EV018,5/20/19 8:07 PM,5/20/19 10:07 PM,0,2.001111,0,2.001111,83.9,100,-16.1,-9.07,68,20804.09,20804.09,100
EV018,5/20/19 8:05 PM,5/20/19 8:06 PM,0,0.010556,0,0.010556,83.5,83.5,0,-0.04,69.8,20804.09,20804.09,100
EV018,5/20/19 6:52 PM,5/20/19 7:54 PM,0.03,1.0219,0.010322,1.032222,72.2,81.6,-9.4,-5.84,69.8,20804.06,20804.06,99
EV018,5/20/19 4:42 PM,5/20/19 6:47 PM,49.74,0.87885,1.21365,2.0925,92.2,72.2,20,11.24,71.6,20754.33,20804.04,42
EV018,5/20/19 2:46 PM,5/20/19 4:39 PM,20.99,1.2767,0.6008,1.8775,100,92.2,7.8,4.73,69.8,20733.33,20753.21,68
EV018,5/20/19 2:34 PM,5/20/19 2:35 PM,0,0.009722,0,0.009722,100,100,0,-0.04,73.4,20733.33,20733.33,100
EV018,5/20/19 2:28 AM,5/20/19 2:28 AM,0,0.002778,0,0.002778,0,0,0,0,51.8,,,100
EV018,5/19/19 2:37 AM,5/19/19 2:37 AM,0,0.002778,0,0.002778,0,0,0,0,51.8,,,100
EV018,5/18/19 2:05 AM,5/18/19 2:05 AM,0,0.002778,0,0.002778,0,0,0,0,57.2,,,100
EV018,5/17/19 2:43 AM,5/17/19 2:43 AM,0,0.002778,0,0.002778,0,0,0,0,57.2,,,100
EV018,5/16/19 8:04 PM,5/16/19 9:07 PM,37.59,0.126233,0.925711,1.051944,100,82.4,17.6,10.11,57.2,20695.77,20733.05,12
EV018,5/16/19 4:35 PM,5/16/19 5:40 PM,35.44,0.214,0.856,1.07,100,83.5,16.5,10.11,57.2,20660.33,20695.13,20
EV018,5/16/19 2:38 PM,5/16/19 2:41 PM,0,0.038056,0,0.038056,100,100,0,0.01,73.4,20660.33,20660.33,100
EV018,5/16/19 2:36 AM,5/16/19 2:36 AM,0,0.007222,0,0.007222,0,0,0,0.01,60.8,,,100
EV018,5/15/19 8:08 PM,5/15/19 10:19 PM,39.11,1.1766,1.002289,2.178889,89.8,69.8,20,11.58,66.2,20621.23,20659.76,54
EV018,5/15/19 5:39 PM,5/15/19 6:00 PM,12.76,0.058272,0.284506,0.342778,73.7,68.2,5.5,3.19,73.4,20608.47,20620.9,17
EV018,5/15/19 4:14 PM,5/15/19 5:30 PM,36.25,0.370233,0.906433,1.276667,90.6,74.1,16.5,9.34,75.2,20572.23,20607.03,29
EV018,5/15/19 3:21 PM,5/15/19 4:09 PM,24.46,0.136283,0.665383,0.801667,100,90.6,9.4,6.04,75.2,20547.78,20571.4,17
EV018,5/15/19 1:10 PM,5/15/19 1:11 PM,0,0.008611,0,0.008611,100,100,0,0.01,78.8,20547.78,20547.78,100
EV018,5/14/19 9:08 PM,5/14/19 10:12 PM,37.57,0.1273,0.933533,1.060833,62,45.1,16.9,9.57,73.4,20510.22,20547.5,12
EV018,5/14/19 4:31 PM,5/14/19 6:52 PM,71.22,0.611,1.739,2.35,94.1,63.1,31,17.61,82.4,20439.02,20509.86,26
EV018,5/14/19 3:21 PM,5/14/19 4:20 PM,13.34,0.65175,0.33575,0.9875,96.5,92.2,4.3,1.89,84.2,20425.69,20438.11,66
EV018,5/14/19 2:41 PM,5/14/19 3:07 PM,11.71,0.178222,0.267333,0.445556,100,96.5,3.5,3.06,87.8,20413.98,20425.16,40
EV018,5/14/19 2:37 PM,5/14/19 2:40 PM,0,0.049722,0,0.049722,100,100,0,0.07,91.4,20413.98,20413.98,100
EV018,5/14/19 2:45 AM,5/14/19 2:45 AM,0,0.005556,0,0.005556,0,0,0,0,69.8,,,100
EV018,5/13/19 8:08 PM,5/13/19 9:11 PM,35.66,0.178642,0.872192,1.050833,83.5,69.8,13.7,7.96,77,20378.32,20413.12,17
EV018,5/13/19 4:07 PM,5/13/19 5:48 PM,46.21,0.4034,1.277433,1.680833,80.8,60,20.8,11.98,87.8,20332.12,20378.1,24
EV018,5/13/19 1:47 PM,5/13/19 3:20 PM,50.6,0.2794,1.272822,1.552222,96.1,73.7,22.4,12.63,87.8,20281.54,20331.25,18
EV018,5/13/19 1:08 PM,5/13/19 1:35 PM,11.69,0.201,0.245667,0.446667,100,96.1,3.9,3.43,87.8,20269.85,20281.03,45
EV018,5/13/19 2:39 AM,5/13/19 2:39 AM,0,0.004444,0,0.004444,0,0,0,0,68,,,100
EV018,5/10/19 2:46 AM,5/10/19 2:47 AM,0,0.003889,0,0.003889,0,0,0,-0.01,62.6,,,100
EV018,5/9/19 4:09 PM,5/9/19 4:24 PM,6.63,0.116661,0.13695,0.253611,62,58.8,3.2,1.94,82.4,20263.23,20269.44,46
EV018,5/9/19 12:35 PM,5/9/19 3:52 PM,93.99,0.985167,2.298722,3.283889,100,62.4,37.6,21.8,82.4,20169.26,20262.47,30
EV018,5/9/19 8:38 AM,5/9/19 9:42 AM,34.2,0.278128,0.791594,1.069722,83.9,71,12.9,7.49,68,20135.07,20168.62,26
EV018,5/9/19 7:53 AM,5/9/19 8:10 AM,5.47,0.127267,0.1494,0.276667,82,79.6,2.4,1.21,62.6,20129.59,20134.56,46
EV018,5/9/19 6:38 AM,5/9/19 7:42 AM,31.04,0.307561,0.752994,1.060556,94.9,82.4,12.5,7.15,60.8,20098.57,20128.4,29
EV018,5/9/19 6:05 AM,5/9/19 6:27 AM,0,0.368056,0,0.368056,88.6,92.5,-3.9,-2.13,66.2,20098.57,20098.57,100
EV018,5/8/19 7:56 PM,5/8/19 10:04 PM,70.11,0.448933,1.688844,2.137778,99.6,72.9,26.7,14.78,75.2,20028.48,20098.08,21
EV018,5/8/19 4:26 PM,5/8/19 6:33 PM,46.13,0.780597,1.329125,2.109722,100,84.3,15.7,9.22,84.2,19982.36,20028.34,37
EV018,5/8/19 2:58 PM,5/8/19 3:18 PM,0,0.334444,0,0.334444,100,100,0,-0.12,86,19982.36,19982.36,100
EV018,5/8/19 2:28 AM,5/8/19 2:28 AM,0,0.002778,0,0.002778,0,0,0,0,66.2,,,100
EV018,5/7/19 4:29 PM,5/7/19 7:04 PM,35.75,1.607178,0.985044,2.592222,87.8,73.3,14.5,8.47,80.6,19946.61,19981.4,62
EV018,5/7/19 12:37 PM,5/7/19 3:09 PM,70.44,0.658306,1.873639,2.531944,100,74.1,25.9,14.98,75.2,19876.18,19945.77,26
EV018,5/7/19 12:21 PM,5/7/19 12:23 PM,0.06,0.026258,0.011797,0.038056,100,100,0,-0.03,75.2,19876.11,19876.11,69
EV018,5/6/19 8:03 PM,5/6/19 8:56 PM,11.82,0.617933,0.277622,0.895556,50.2,44.7,5.5,2.6,68,19864.3,19875.48,69
EV018,5/6/19 5:42 PM,5/6/19 7:53 PM,51.98,0.960056,1.221889,2.181944,71.8,50.2,21.6,11.82,75.2,19812.33,19863.29,44
EV018,5/6/19 4:58 PM,5/6/19 5:33 PM,17.83,0.122442,0.460614,0.583056,78.8,71.8,7,3.94,78.8,19794.5,19811.9,21
EV018,5/6/19 4:49 PM,5/6/19 4:53 PM,1.02,0.006833,0.050111,0.056944,78.8,78.8,0,0.2,78.8,19793.48,19793.48,12
EV018,5/6/19 3:28 PM,5/6/19 4:47 PM,22.56,0.6916,0.6384,1.33,87.1,79.6,7.5,4.6,77,19770.92,19793.29,52
EV018,5/6/19 3:01 PM,5/6/19 3:25 PM,13.36,0.066206,0.323239,0.389444,92.5,87.5,5,2.8,77,19757.56,19769.99,17
EV018,5/6/19 1:22 PM,5/6/19 2:50 PM,21.29,0.886333,0.590889,1.477222,100,92.5,7.5,4.39,77,19736.27,19757.4,60
EV018,5/6/19 8:50 AM,5/6/19 10:01 AM,33.51,0.3451,0.8449,1.19,100,88.6,11.4,7.52,66.2,19702.77,19735.08,29
EV018,5/6/19 8:32 AM,5/6/19 8:33 AM,0,0.0125,0,0.0125,100,100,0,0,73.4,19702.77,19702.77,100
EV018,5/6/19 8:28 AM,5/6/19 8:31 AM,0,0.054175,0.000547,0.054722,100,100,0,0.01,73.4,19702.77,19702.77,99
EV018,5/6/19 2:22 AM,5/6/19 2:22 AM,0,0.005833,0,0.005833,0,0,0,-0.02,62.6,,,100
EV018,5/3/19 2:43 AM,5/3/19 2:43 AM,0,0.003333,0,0.003333,0,0,0,0,64.4,,,100
EV018,5/2/19 12:31 PM,5/2/19 3:54 PM,77.34,1.285667,2.097667,3.383333,100,69.4,30.6,17.79,82.4,19625.43,19702.48,38
EV018,5/2/19 8:00 AM,5/2/19 9:49 AM,35.74,0.763117,1.053828,1.816944,100,87.5,12.5,7.74,68,19589.69,19624.48,42
EV018,5/2/19 2:26 AM,5/2/19 2:26 AM,0,0.0075,0,0.0075,0,0,0,-0.03,64.4,,,100
EV018,5/1/19 1:37 PM,5/1/19 6:05 PM,98.77,1.961544,2.496511,4.458056,100,60.8,39.2,22.96,78.8,19490.94,19589.11,44
EV018,5/1/19 10:59 AM,5/1/19 11:01 AM,0.03,0.016139,0.006917,0.023056,85.9,85.9,0,0.01,71.6,19490.92,19490.92,70
EV018,5/1/19 9:00 AM,5/1/19 10:52 AM,36.14,0.894267,0.968789,1.863056,100,85.1,14.9,8.53,68,19454.78,19490.82,48
EV018,4/30/19 5:28 PM,4/30/19 6:54 PM,33.26,0.582314,0.837964,1.420278,98.8,84.3,14.5,7.83,75.2,19421.53,19453.84,41
EV018,4/30/19 2:33 PM,4/30/19 4:14 PM,35.94,0.695747,1.001197,1.696944,100,85.9,14.1,8.49,75.2,19385.59,19420.38,41
EV018,4/30/19 2:29 PM,4/30/19 2:29 PM,0,0.006389,0,0.006389,0,0,0,0,75.2,,,100
EV018,4/30/19 1:58 PM,4/30/19 2:19 PM,0,0.355556,0,0.355556,100,100,0,0.1,77,19385.59,19385.59,100
EV018,4/30/19 2:24 AM,4/30/19 2:25 AM,0,0.003889,0,0.003889,0,0,0,-0.01,64.4,,,100
EV018,4/29/19 4:51 PM,4/29/19 4:51 PM,0,0.010833,0,0.010833,58.4,58.4,0,-0.04,82.4,19385.59,19385.59,100
EV018,4/29/19 2:49 PM,4/29/19 4:49 PM,11.89,1.738792,0.259819,1.998611,48.6,58,-9.4,-5.55,80.6,19373.71,19384.9,87
EV018,4/29/19 1:05 PM,4/29/19 2:41 PM,52.36,0.2879,1.311544,1.599444,71,49,22,12.46,78.8,19321.36,19373.56,18
EV018,4/29/19 10:30 AM,4/29/19 11:39 AM,22.05,0.542458,0.611708,1.154167,80,70.6,9.4,5.5,69.8,19299.31,19320.44,47
EV018,4/29/19 8:18 AM,4/29/19 9:53 AM,48.31,0.4242,1.146911,1.571111,100,80.4,19.6,11.36,66.2,19251.01,19298.24,27
EV018,4/29/19 8:10 AM,4/29/19 8:12 AM,0,0.035833,0,0.035833,100,100,0,0.01,68,19251.01,19251.01,100
EV018,4/29/19 2:27 AM,4/29/19 2:27 AM,0,0.003056,0,0.003056,0,0,0,0,66.2,,,100
EV018,4/28/19 8:20 AM,4/28/19 8:21 AM,0.07,0.004431,0.010847,0.015278,100,100,0,0.01,62.6,19250.94,19250.94,29
EV018,4/28/19 8:06 AM,4/28/19 8:09 AM,0.08,0.0492,0.0108,0.06,100,100,0,0.06,66.2,19250.86,19250.86,82
EV018,4/26/19 3:49 PM,4/26/19 3:50 PM,0,0.011111,0,0.011111,100,100,0,0,100.4,19250.86,19250.86,100
EV018,4/26/19 2:16 PM,4/26/19 2:17 PM,0,0.007778,0,0.007778,0,0,0,0,100.4,,,100
EV018,4/26/19 2:26 AM,4/26/19 2:27 AM,0,0.018333,0,0.018333,100,100,0,0.01,75.2,19250.86,19250.86,100
EV018,4/25/19 2:32 PM,4/25/19 4:29 PM,50.24,0.582083,1.358194,1.940278,75.3,54.5,20.8,12.12,96.8,19200.61,19250.32,30
EV018,4/25/19 12:41 PM,4/25/19 2:29 PM,56.99,0.359944,1.439778,1.799722,100,76.1,23.9,13.91,93.2,19143.63,19199.55,20
EV018,4/25/19 9:45 AM,4/25/19 10:09 AM,3.64,0.245072,0.150206,0.395278,88.6,88.2,0.4,-0.26,82.4,19139.99,19142.48,62
EV018,4/25/19 8:18 AM,4/25/19 9:41 AM,31.31,0.527883,0.861283,1.389167,100,88.6,11.4,6.97,77,19108.69,19139.76,38
EV018,4/24/19 4:21 PM,4/24/19 5:56 PM,39.78,0.584497,0.995225,1.579722,73.3,59.6,13.7,7.28,95,19068.91,19108.68,37
EV018,4/24/19 1:05 PM,4/24/19 4:19 PM,66.82,1.45725,1.781083,3.238333,100,73.3,26.7,15.46,91.4,19002.09,19067.96,45
EV018,4/24/19 10:42 AM,4/24/19 11:00 AM,0,0.303611,0,0.303611,89.4,92.5,-3.1,-1.67,82.4,19002.09,19002.09,100
EV018,4/24/19 9:15 AM,4/24/19 10:27 AM,21.41,0.587319,0.611292,1.198611,96.9,87.5,9.4,4.99,77,18980.69,19001.81,49
EV018,4/24/19 9:07 AM,4/24/19 9:08 AM,0,0.018056,0,0.018056,97.3,97.3,0,0,73.4,18980.69,18980.69,100
EV018,4/24/19 8:43 AM,4/24/19 9:07 AM,12.46,0.132458,0.268931,0.401389,100,97.3,2.7,2.63,75.2,18968.24,18980.67,33
EV018,4/24/19 2:54 AM,4/24/19 2:55 AM,0,0.008056,0,0.008056,0,0,0,0.01,68,,,100
EV018,4/23/19 4:32 PM,4/23/19 4:32 PM,0,0.010278,0,0.010278,57.6,57.6,0,0.01,89.6,18968.24,18968.24,100
EV018,4/23/19 2:22 PM,4/23/19 4:31 PM,67.69,0.475078,1.684367,2.159444,85.1,57.6,27.5,15.71,87.8,18900.57,18967.68,22
EV018,4/23/19 12:54 PM,4/23/19 2:11 PM,33.62,0.475656,0.8099,1.285556,100,85.1,14.9,7.54,86,18866.96,18900.51,37
EV018,4/23/19 12:29 PM,4/23/19 12:44 PM,5.74,0.066267,0.1704,0.236667,100,100,0,1.39,86,18861.22,18866.19,28
EV018,4/23/19 6:02 AM,4/23/19 7:53 AM,37.7,0.700361,1.142694,1.843056,100,85.1,14.9,9.18,60.8,18823.51,18860.79,38
EV018,4/23/19 2:34 AM,4/23/19 2:34 AM,0,0.003333,0,0.003333,0,0,0,-0.01,68,,,100
EV018,4/22/19 2:15 PM,4/22/19 2:17 PM,0,0.0325,0,0.0325,91,91,0,0.06,87.8,18823.51,18823.51,100
EV018,4/22/19 11:29 AM,4/22/19 12:07 PM,17.13,0.077,0.564667,0.641667,96.5,91,5.5,2.88,77,18806.38,18822.54,12
EV018,4/18/19 1:01 PM,4/18/19 1:03 PM,0.17,0.004933,0.0259,0.030833,96.9,96.9,0,0.06,77,18806.22,18806.22,16
EV018,4/18/19 10:51 AM,4/18/19 10:53 AM,0.09,0.008525,0.017308,0.025833,96.9,96.9,0,0.04,77,18806.13,18806.13,33
EV018,4/17/19 4:01 PM,4/17/19 4:38 PM,10.82,0.353083,0.266361,0.619444,100,97.3,2.7,3.01,77,18795.3,18805.25,57
EV018,4/17/19 3:59 PM,4/17/19 4:01 PM,0,0.026944,0,0.026944,100,100,0,0.01,77,18795.3,18795.3,100
EV018,4/17/19 2:28 AM,4/17/19 2:29 AM,0,0.008056,0,0.008056,0,0,0,0,57.2,,,100
EV018,4/16/19 3:11 PM,4/16/19 3:12 PM,0,0.0075,0,0.0075,0,0,0,-0.03,68,,,100
EV018,4/15/19 2:17 AM,4/15/19 2:17 AM,0,0.002778,0,0.002778,0,0,0,-0.01,62.6,,,100
EV018,4/12/19 2:53 PM,4/12/19 2:53 PM,0,0.005278,0,0.005278,0,0,0,-0.02,69.8,,,100
EV018,4/12/19 12:31 PM,4/12/19 1:54 PM,36.63,0.540692,0.845697,1.386389,91,74.1,16.9,9.69,68,18758.68,18794.72,39
EV018,4/12/19 10:37 AM,4/12/19 11:44 AM,24.94,0.416456,0.7091,1.125556,94.5,83.5,11,6.01,62.6,18733.74,18758.59,37
EV018,4/12/19 10:10 AM,4/12/19 10:30 AM,14.41,0.023372,0.310517,0.333889,100,94.5,5.5,4.02,57.2,18719.34,18733.01,7
EV018,4/12/19 10:07 AM,4/12/19 10:08 AM,0.08,0.004444,0.013333,0.017778,100,100,0,0.02,51.8,18719.26,18719.26,25
EV018,4/12/19 9:20 AM,4/12/19 9:24 AM,0.1,0.050917,0.014361,0.065278,100,100,0,0.06,64.4,18719.17,18719.17,78
EV018,4/12/19 9:09 AM,4/12/19 9:10 AM,0,0.018056,0,0.018056,100,100,0,0,66.2,18719.17,18719.17,100
EV018,4/12/19 2:38 AM,4/12/19 2:38 AM,0,0.006111,0,0.006111,0,0,0,0,55.4,,,100
EV018,4/11/19 1:29 PM,4/11/19 7:09 PM,144.42,1.922794,3.732483,5.655278,100,34.9,65.1,35.54,68,18574.76,18718.91,34
EV018,4/11/19 8:01 AM,4/11/19 9:45 AM,34.62,0.78175,0.955472,1.737222,100,85.5,14.5,8.9,57.2,18540.13,18573.69,45
EV018,4/11/19 2:36 AM,4/11/19 2:37 AM,0,0.006389,0,0.006389,0,0,0,0,53.6,,,100
