Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer
EV027,9/17/18 4:42 PM,9/17/18 5:29 PM,13.622,0.10,0.69,0.792,96,55.5,40.5,29.901,84.56,,
EV027,9/17/18 3:34 PM,9/17/18 4:20 PM,13.562,0.05,0.71,0.764,98,62.5,35.5,28.873,88.52,,
EV027,9/17/18 6:38 AM,9/17/18 3:19 PM,124.414,2.35,6.34,8.683,100,55.5,44.5,253.731,71.24,,
EV027,9/17/18 5:57 AM,9/17/18 6:27 AM,11.712,0.02,0.49,0.508,90.5,50,40.5,25.979,53.24,,
EV027,9/15/18 4:42 PM,9/15/18 4:45 PM,0.247,0.00,0.05,0.047,94.5,92,2.5,0.478,84.2,,
EV027,9/14/18 11:12 PM,9/14/18 11:26 PM,0.364,0.15,0.08,0.228,97,94,3,1.195,63.32,,
EV027,9/14/18 6:32 PM,9/14/18 7:59 PM,16.508,0.60,0.84,1.447,96.5,97.5,-1,36.721,72.32,,
EV027,9/14/18 5:18 PM,9/14/18 6:10 PM,13.587,0.23,0.64,0.872,90,50,40,29.25,80.96,,
EV027,9/14/18 2:14 PM,9/14/18 5:07 PM,41.47,0.78,2.11,2.886,98,44,54,95.185,84.56,,
EV027,9/14/18 10:14 AM,9/14/18 2:01 PM,54.804,0.90,2.88,3.781,99,54.5,44.5,111.76,79.16,,
EV027,9/14/18 7:27 AM,9/14/18 10:03 AM,40.692,0.45,2.15,2.600,98.5,56,42.5,81.292,64.76,,
EV027,9/14/18 6:23 AM,9/14/18 7:13 AM,13.678,0.07,0.76,0.825,98.5,56,42.5,26.738,60.08,,
EV027,9/14/18 5:39 AM,9/14/18 6:13 AM,11.881,0.06,0.51,0.567,76.5,46,30.5,19.619,58.64,,
EV027,9/14/18 4:42 AM,9/14/18 4:43 AM,0.122,0.00,0.03,0.028,83,81.5,1.5,0.348,55.04,,
EV027,9/13/18 4:28 PM,9/13/18 4:32 PM,0.21,0.03,0.04,0.064,85,82.5,2.5,0.456,85.64,,
EV027,9/12/18 5:30 PM,9/12/18 5:33 PM,0.23,0.01,0.03,0.044,86,84,2,0.531,77,,
EV027,9/10/18 5:48 PM,9/10/18 5:52 PM,0.258,0.03,0.03,0.061,87.5,85.5,2,0.545,91.4,,
EV027,9/10/18 4:44 PM,9/10/18 4:45 PM,0.113,0.00,0.02,0.019,88.5,87.5,1,0.235,97.88,,
EV027,9/7/18 7:37 PM,9/7/18 7:50 PM,0.244,0.13,0.09,0.225,91,89,2,0.747,79.52,,
EV027,9/7/18 7:07 PM,9/7/18 7:16 PM,2.662,0.02,0.13,0.144,97,90.5,6.5,5.579,86,,
EV027,9/7/18 5:51 PM,9/7/18 6:38 PM,13.72,0.11,0.68,0.789,78.5,39,39.5,28.453,91.04,,
EV027,9/7/18 4:41 PM,9/7/18 5:36 PM,13.739,0.20,0.72,0.917,85,47.5,37.5,30.563,98.6,,
EV027,9/7/18 3:32 PM,9/7/18 4:25 PM,13.894,0.10,0.78,0.875,93,53.5,39.5,29.98,101.84,,
EV027,9/7/18 5:47 AM,9/7/18 3:22 PM,136.231,2.61,6.96,9.578,90.5,54,36.5,263.335,78.44,,
EV027,9/6/18 11:46 PM,9/6/18 11:49 PM,0.181,0.00,0.04,0.044,94,93.5,0.5,0.331,67.28,,
EV027,9/6/18 9:52 PM,9/6/18 9:55 PM,0.205,0.01,0.04,0.053,53.5,52.5,1,0.397,69.8,,
EV027,9/6/18 6:33 PM,9/6/18 6:39 PM,0.229,0.05,0.03,0.086,52.5,52,0.5,0.478,86,,
EV027,9/6/18 6:03 PM,9/6/18 6:16 PM,5.007,0.00,0.22,0.219,62.5,51.5,11,8.1,88.16,,
EV027,9/6/18 5:01 PM,9/6/18 5:26 PM,8.48,0.04,0.37,0.408,91.5,76,15.5,17.515,90.68,,
EV027,9/6/18 4:02 PM,9/6/18 4:49 PM,13.975,0.07,0.71,0.781,94.5,52.5,42,30.945,93.2,,
EV027,9/6/18 1:56 PM,9/6/18 3:50 PM,27.923,0.32,1.58,1.906,97,52,45,66.599,92.12,,
EV027,9/6/18 5:41 AM,9/6/18 1:43 PM,112.294,2.25,5.78,8.025,87,60,27,235.952,71.96,,
EV027,9/5/18 5:04 PM,9/5/18 5:10 PM,0.133,0.05,0.05,0.097,93.5,91.5,2,0.463,84.92,,
EV027,9/5/18 5:04 PM,9/5/18 5:10 PM,0.222,0.05,0.06,0.108,95,91.5,3.5,0.661,85.28,,
EV027,9/4/18 11:12 PM,9/4/18 11:16 PM,0.249,0.03,0.05,0.075,96,95,1,0.529,72.68,,
EV027,9/4/18 10:40 PM,9/4/18 10:43 PM,0.078,0.03,0.03,0.056,67.5,65,2.5,0.353,70.88,,
EV027,9/4/18 9:33 PM,9/4/18 9:42 PM,0.089,0.11,0.03,0.139,72.5,66.5,6,0.427,76.64,,
EV027,9/4/18 4:42 PM,9/4/18 4:43 PM,0.101,0.00,0.02,0.017,75.5,74.5,1,0.164,101.48,,
EV027,9/1/18 2:34 PM,9/1/18 2:36 PM,0.189,0.00,0.04,0.036,77.5,75.5,2,0.331,102.2,,
EV027,8/29/18 5:00 PM,8/29/18 5:50 PM,13.754,0.12,0.72,0.839,85,42.5,42.5,31.045,82.04,,
EV027,8/29/18 11:18 AM,8/29/18 4:45 PM,76.267,1.51,3.95,5.456,81.5,40.5,41,176.007,83.84,,
EV027,8/29/18 10:19 AM,8/29/18 11:07 AM,13.689,0.14,0.67,0.811,87,82,5,28.063,78.8,,
EV027,8/29/18 5:39 AM,8/29/18 10:08 AM,64.029,1.13,3.36,4.483,92.5,88,4.5,122.483,65.48,,
EV027,8/28/18 5:06 PM,8/28/18 6:46 PM,23.497,0.49,1.18,1.669,84.5,92,-7.5,50.241,81.32,,
EV027,8/28/18 7:33 AM,8/28/18 4:55 PM,129.772,2.54,6.83,9.361,100,86.5,13.5,257.786,71.24,,
EV027,8/28/18 5:53 AM,8/28/18 7:22 AM,25.466,0.30,1.18,1.481,90,60,30,52.129,57.92,,
EV027,8/9/18 6:41 PM,8/9/18 7:24 PM,13.55,0.07,0.64,0.717,77.5,38,39.5,27.638,96.8,,
EV027,8/9/18 5:21 PM,8/9/18 6:16 PM,13.753,0.18,0.74,0.925,66.5,44,22.5,30.042,102.92,,
EV027,8/9/18 3:45 PM,8/9/18 5:10 PM,19.532,0.37,1.05,1.422,96.5,52.5,44,42.357,106.16,,
EV027,8/9/18 11:13 AM,8/9/18 3:14 PM,55.153,1.16,2.86,4.019,99,44,55,122.473,97.52,,
EV027,8/9/18 9:15 AM,8/9/18 10:59 AM,27.563,0.34,1.39,1.731,99.5,62.5,37,57.039,84.92,,
EV027,8/9/18 5:34 AM,8/9/18 9:04 AM,54.027,0.83,2.68,3.508,82.5,62.5,20,111.75,70.16,,
EV027,8/7/18 6:43 PM,8/7/18 7:25 PM,13.688,0.06,0.65,0.711,73,33,40,29.754,86.72,,
EV027,8/7/18 5:32 PM,8/7/18 6:14 PM,13.686,0.05,0.64,0.692,72.5,31,41.5,28.34,91.4,,
EV027,8/7/18 4:25 PM,8/7/18 5:13 PM,14.015,0.09,0.71,0.800,72,27.5,44.5,30.594,95,,
EV027,8/7/18 2:14 PM,8/7/18 4:10 PM,27.472,0.46,1.47,1.931,97,40,57,61.693,95.72,,
EV027,8/7/18 10:22 AM,8/7/18 2:03 PM,54.486,0.81,2.88,3.686,98.5,53,45.5,110.472,88.16,,
EV027,8/7/18 8:22 AM,8/7/18 10:09 AM,27.038,0.35,1.43,1.772,99,66.5,32.5,49.195,74.84,,
EV027,8/7/18 7:18 AM,8/7/18 8:09 AM,13.54,0.11,0.74,0.850,99,65.5,33.5,26.081,67.64,,
EV027,8/7/18 6:25 AM,8/7/18 7:06 AM,13.55,0.02,0.67,0.689,100,75.5,24.5,25.72,64.76,,
EV027,8/7/18 5:39 AM,8/7/18 6:13 AM,12.023,0.06,0.51,0.569,85.5,55,30.5,18.809,63.32,,
EV027,8/5/18 5:58 PM,8/5/18 6:49 PM,13.713,0.15,0.71,0.853,73.5,35.5,38,26.559,90.32,,
EV027,8/5/18 4:57 PM,8/5/18 5:42 PM,13.695,0.11,0.64,0.747,78.5,41.5,37,28.925,93.2,,
EV027,8/5/18 3:54 PM,8/5/18 4:42 PM,13.716,0.15,0.65,0.794,86.5,44.5,42,30.162,93.92,,
EV027,8/5/18 12:42 PM,8/5/18 3:40 PM,41.358,0.65,2.32,2.972,99,40,59,85.251,91.04,,
EV027,8/5/18 11:40 AM,8/5/18 12:29 PM,13.617,0.09,0.72,0.806,97,55,42,27.453,87.44,,
EV027,8/5/18 7:42 AM,8/5/18 11:28 AM,54.432,0.93,2.84,3.769,91.5,48,43.5,102.929,74.48,,
EV027,8/3/18 5:54 PM,8/3/18 6:44 PM,13.962,0.11,0.73,0.842,85.5,44.5,41,28.767,93.92,,
EV027,8/3/18 4:37 PM,8/3/18 5:34 PM,13.724,0.24,0.72,0.953,84,43,41,27.636,97.16,,
EV027,8/3/18 10:34 AM,8/3/18 4:22 PM,82.357,1.50,4.29,5.789,97.5,46,51.5,168.507,89.24,,
EV027,8/3/18 5:52 AM,8/3/18 10:22 AM,66.453,1.35,3.14,4.489,90,59,31,135.846,69.08,,
EV027,8/2/18 5:47 PM,8/2/18 6:32 PM,13.685,0.07,0.69,0.756,87.5,50,37.5,29.003,94.64,,
EV027,8/2/18 4:40 PM,8/2/18 5:33 PM,13.7,0.18,0.69,0.878,96,54,42,28.614,97.52,,
EV027,8/2/18 8:33 AM,8/2/18 4:27 PM,110.316,2.08,5.81,7.894,99,52,47,219.719,86,,
EV027,8/2/18 5:57 AM,8/2/18 8:23 AM,39.066,0.59,1.84,2.422,100,72.5,27.5,77.69,66.2,,
EV027,7/19/18 3:30 PM,7/19/18 4:36 PM,13.842,0.19,0.91,1.103,75.5,40,35.5,25.953,107.24,,
EV027,7/19/18 1:36 PM,7/19/18 2:47 PM,14.042,0.24,0.95,1.192,62,46,16,25.665,102.92,,
EV027,7/19/18 9:35 AM,7/19/18 1:25 PM,55.487,0.86,2.98,3.836,99,40.5,58.5,119.718,91.04,,
EV027,7/19/18 5:56 AM,7/19/18 9:24 AM,53.115,0.98,2.48,3.458,100,56.5,43.5,113.697,71.6,,
EV027,7/12/18 5:05 PM,7/12/18 5:47 PM,13.53,0.05,0.66,0.708,52.5,14.5,38,26.753,98.96,,
EV027,7/12/18 3:58 PM,7/12/18 4:41 PM,13.641,0.06,0.66,0.719,62,26.5,35.5,25.56,102.56,,
EV027,7/12/18 11:54 AM,7/12/18 3:39 PM,55.486,0.89,2.88,3.761,99,37.5,61.5,116.991,96.8,,
EV027,7/12/18 5:40 AM,7/12/18 11:43 AM,83.967,1.51,4.53,6.047,86.5,55.5,31,157.23,75.92,,
EV027,7/10/18 2:59 PM,7/10/18 3:50 PM,13.264,0.20,0.64,0.842,60.5,28,32.5,27.326,106.88,,
EV027,7/10/18 5:38 AM,7/10/18 2:43 PM,125.564,2.37,6.73,9.094,77.5,41.5,36,259.332,85.64,,
EV027,6/26/18 5:50 AM,6/26/18 7:12 AM,22.703,0.40,0.96,1.356,93,78,15,40.788,60.8,,
EV027,3/27/18 10:55 AM,3/27/18 1:11 PM,30.089,0.62,1.64,2.258,100,94,6,56.815,71.24,,
EV027,3/27/18 9:57 AM,3/27/18 10:44 AM,13.647,0.07,0.71,0.786,99.5,73.5,26,24.767,63.32,,
EV027,3/27/18 8:55 AM,3/27/18 9:46 AM,13.654,0.10,0.76,0.858,99.5,65.5,34,24.357,57.56,,
EV027,3/27/18 7:56 AM,3/27/18 8:42 AM,13.574,0.05,0.71,0.761,100,76,24,23.344,49.64,,
EV027,3/27/18 5:36 AM,3/27/18 7:44 AM,29.748,0.54,1.58,2.119,84,60.5,23.5,57.381,44.24,,
EV027,3/25/18 4:19 PM,3/25/18 7:29 PM,43.424,0.87,2.31,3.178,99,96.5,2.5,90.89,61.16,,
EV027,3/25/18 11:13 AM,3/25/18 4:03 PM,68.483,1.28,3.55,4.831,99,65.5,33.5,143.058,66.56,,
EV027,3/25/18 10:10 AM,3/25/18 10:59 AM,13.643,0.09,0.72,0.817,97,71,26,25.602,59.72,,
EV027,3/25/18 8:48 AM,3/25/18 9:58 AM,16.175,0.31,0.86,1.169,86,56,30,32.812,50.72,,
EV027,3/24/18 5:58 PM,3/24/18 7:09 PM,16.562,0.33,0.85,1.186,98.5,96.5,2,34.903,55.4,,
EV027,3/24/18 3:44 PM,3/24/18 5:45 PM,28.378,0.43,1.59,2.014,100,60.5,39.5,54.868,63.68,,
EV027,3/24/18 2:48 PM,3/24/18 3:33 PM,13.647,0.08,0.68,0.756,100,64,36,26.369,64.04,,
EV027,3/24/18 1:46 PM,3/24/18 2:36 PM,13.66,0.15,0.68,0.833,100,72,28,25.415,62.96,,
EV027,3/24/18 12:43 PM,3/24/18 1:33 PM,13.644,0.10,0.72,0.825,100,74,26,23.256,61.16,,
EV027,3/24/18 9:05 AM,3/24/18 12:28 PM,48.59,0.88,2.51,3.394,83.5,75,8.5,91.59,54.32,,
EV027,3/24/18 7:58 AM,3/24/18 8:53 AM,13.627,0.20,0.72,0.914,54,84,-30,25.156,50.72,,
EV027,3/23/18 4:30 PM,3/23/18 7:35 PM,43.416,0.57,2.51,3.078,99,93.5,5.5,78.66,60.8,,
EV027,3/23/18 2:14 PM,3/23/18 3:52 PM,24.428,0.43,1.21,1.639,99.5,74.5,25,48.541,67.28,,
EV027,3/23/18 9:16 AM,3/23/18 2:01 PM,68.878,0.98,3.77,4.750,100,57.5,42.5,133.161,61.52,,
EV027,3/23/18 5:36 AM,3/23/18 9:05 AM,52.947,1.11,2.37,3.483,94,55,39,109.774,44.6,,
EV027,3/22/18 6:26 PM,3/22/18 8:02 PM,16.675,0.66,0.93,1.589,99,98.5,0.5,34.928,53.6,,
EV027,3/22/18 2:16 PM,3/22/18 5:34 PM,47.382,0.83,2.47,3.300,98.5,90.5,8,101.643,68.72,,
EV027,3/22/18 11:17 AM,3/22/18 1:58 PM,40.655,0.46,2.23,2.689,100,67,33,79.372,64.76,,
EV027,3/22/18 8:15 AM,3/22/18 11:06 AM,41.022,0.69,2.15,2.844,100,60,40,85.699,62.24,,
EV027,3/22/18 5:37 AM,3/22/18 8:04 AM,39.35,0.67,1.79,2.456,91.5,52,39.5,78.867,59.72,,
EV027,3/19/18 6:26 PM,3/19/18 7:15 PM,13.643,0.12,0.70,0.825,99,71,28,27.847,64.4,,
EV027,3/19/18 9:16 AM,3/19/18 5:38 PM,115.862,2.14,6.23,8.367,100,88,12,236.359,60.8,,
EV027,3/19/18 5:33 AM,3/19/18 9:04 AM,52.961,1.08,2.44,3.519,89.5,55,34.5,113.631,43.16,,
EV027,3/17/18 5:16 PM,3/17/18 6:45 PM,20.954,0.28,1.20,1.478,78,62.5,15.5,38.136,60.08,,
EV027,3/17/18 2:45 PM,3/17/18 5:06 PM,33.681,0.56,1.79,2.347,100,79,21,66.428,61.16,,
EV027,3/17/18 12:43 PM,3/17/18 2:34 PM,27.806,0.38,1.47,1.844,100,76,24,53.129,65.12,,
EV027,3/17/18 10:39 AM,3/17/18 12:28 PM,27.333,0.47,1.36,1.825,96.5,71,25.5,51.296,59.36,,
EV027,3/17/18 8:33 AM,3/17/18 10:27 AM,27.745,0.49,1.40,1.889,93.5,55,38.5,54.727,49.64,,
EV027,3/17/18 7:33 AM,3/17/18 8:22 AM,13.173,0.24,0.58,0.819,90,45,45,25.759,42.8,,
EV027,3/16/18 10:52 AM,3/16/18 6:00 PM,98.072,1.86,5.28,7.139,100,95.5,4.5,191.708,54.32,,
EV027,3/16/18 8:55 AM,3/16/18 10:39 AM,27.003,0.38,1.34,1.725,100,51.5,48.5,56.96,49.64,,
EV027,3/16/18 5:38 AM,3/16/18 8:43 AM,43.377,0.76,2.32,3.083,90,57.5,32.5,81.3,47.12,,
EV027,3/14/18 4:56 PM,3/14/18 6:04 PM,15.97,0.29,0.84,1.136,100,95,5,30.863,60.44,,
EV027,3/14/18 9:55 AM,3/14/18 4:42 PM,96.061,1.66,5.13,6.792,100,65.5,34.5,188.274,57.56,,
EV027,3/14/18 8:55 AM,3/14/18 9:44 AM,13.65,0.10,0.71,0.817,100,65,35,25.002,53.6,,
EV027,3/14/18 7:54 AM,3/14/18 8:44 AM,13.695,0.08,0.75,0.828,97.5,67,30.5,26.248,50.36,,
EV027,3/14/18 5:41 AM,3/14/18 7:44 AM,29.653,0.43,1.61,2.044,95.5,56,39.5,54.751,48.56,,
EV027,3/13/18 4:54 PM,3/13/18 6:03 PM,16.178,0.29,0.86,1.156,99,94,5,30.724,60.44,,
EV027,3/13/18 10:55 AM,3/13/18 4:43 PM,82.765,1.38,4.43,5.806,99.5,72.5,27,172.79,63.68,,
EV027,3/13/18 5:39 AM,3/13/18 10:44 AM,70.979,1.29,3.80,5.089,63,62.5,0.5,139.178,62.6,,
EV027,3/12/18 4:59 PM,3/12/18 5:56 PM,16.253,0.12,0.83,0.944,98.5,64.5,34,35.702,75.92,,
EV027,3/12/18 3:51 PM,3/12/18 4:40 PM,13.545,0.14,0.66,0.808,99,58,41,28.672,78.44,,
EV027,3/12/18 2:53 PM,3/12/18 3:40 PM,13.605,0.14,0.65,0.786,100,71.5,28.5,27.975,80.96,,
EV027,3/12/18 1:55 PM,3/12/18 2:43 PM,13.619,0.10,0.70,0.800,99.5,54,45.5,31.568,83.12,,
EV027,3/12/18 12:54 PM,3/12/18 1:42 PM,13.617,0.13,0.68,0.811,100,61.5,38.5,29.241,78.08,,
EV027,3/12/18 6:33 AM,3/12/18 12:43 PM,84.433,1.60,4.56,6.164,87,63,24,164.048,64.04,,
EV027,3/7/18 4:37 PM,3/7/18 7:00 PM,30.53,0.55,1.84,2.389,99,93.5,5.5,56.65,68.36,,
EV027,3/7/18 5:50 AM,3/7/18 4:22 PM,146.02,2.99,7.53,10.522,91,54.5,36.5,312.914,60.8,,
EV027,3/5/18 5:45 PM,3/5/18 6:22 PM,12.804,0.09,0.53,0.611,98.5,63.5,35,25.531,57.92,,
EV027,3/5/18 10:56 AM,3/5/18 5:31 PM,89.053,1.88,4.71,6.586,89,67.5,21.5,187.071,65.12,,
EV027,3/5/18 5:49 AM,3/5/18 10:45 AM,70.246,1.43,3.49,4.919,83,82.5,0.5,149.235,43.52,,
EV027,3/4/18 5:04 PM,3/4/18 7:40 PM,30.559,0.89,1.71,2.600,100,95,5,62.324,48.56,,
EV027,3/4/18 4:05 PM,3/4/18 4:51 PM,13.376,0.10,0.67,0.772,100,72.5,27.5,24.087,55.76,,
EV027,3/4/18 3:03 PM,3/4/18 3:52 PM,13.569,0.09,0.74,0.825,100,72.5,27.5,25.89,59.36,,
EV027,3/4/18 12:07 PM,3/4/18 2:52 PM,40.609,0.53,2.23,2.756,100,74,26,75.243,60.44,,
EV027,3/4/18 11:08 AM,3/4/18 11:56 AM,13.556,0.06,0.73,0.792,100,72.5,27.5,25.313,60.08,,
EV027,3/4/18 10:09 AM,3/4/18 10:55 AM,13.487,0.09,0.68,0.767,100,64,36,25.299,54.68,,
EV027,3/4/18 9:14 AM,3/4/18 9:57 AM,13.376,0.05,0.66,0.708,100,73,27,25.127,51.44,,
EV027,3/4/18 8:13 AM,3/4/18 8:52 AM,13.194,0.11,0.53,0.639,85.5,34.5,51,25.126,43.88,,
EV027,3/3/18 11:50 AM,3/3/18 1:34 PM,20.674,0.61,1.12,1.728,80.5,92,-11.5,45.025,57.92,,
EV027,3/3/18 10:09 AM,3/3/18 10:53 AM,13.557,0.03,0.71,0.742,99.5,71.5,28,23.58,56.84,,
EV027,3/3/18 9:10 AM,3/3/18 9:55 AM,13.757,0.05,0.70,0.753,100,67,33,25.311,51.8,,
EV027,3/3/18 8:13 AM,3/3/18 8:52 AM,13.289,0.09,0.55,0.642,82,37.5,44.5,26.433,43.52,,
EV027,3/2/18 6:36 PM,3/2/18 7:39 PM,16.076,0.15,0.89,1.044,99,94.5,4.5,31.908,49.28,,
EV027,3/2/18 3:25 PM,3/2/18 6:11 PM,37.432,0.55,2.21,2.758,99,56.5,42.5,71.34,50.72,,
EV027,3/2/18 11:13 AM,3/2/18 3:13 PM,54.403,0.86,3.14,3.994,98.5,63,35.5,117.499,54.68,,
EV027,3/2/18 10:19 AM,3/2/18 11:03 AM,13.967,0.04,0.68,0.722,100,52,48,33.32,56.84,,
EV027,3/2/18 9:20 AM,3/2/18 10:04 AM,13.511,0.08,0.66,0.739,97.5,48,49.5,33.445,56.84,,
EV027,3/2/18 8:23 AM,3/2/18 9:08 AM,13.72,0.07,0.68,0.750,97,45.5,51.5,34.319,50.36,,
EV027,3/2/18 7:23 AM,3/2/18 8:07 AM,13.7,0.05,0.68,0.733,86.5,36,50.5,33.964,46.4,,
EV027,3/2/18 6:22 AM,3/2/18 7:12 AM,13.642,0.16,0.68,0.839,83.5,35.5,48,34.604,43.16,,
EV027,2/28/18 6:26 PM,2/28/18 7:39 PM,18.26,0.23,0.99,1.217,99,92,7,40.345,56.84,,
EV027,2/28/18 5:19 PM,2/28/18 6:14 PM,13.742,0.18,0.73,0.911,99.5,61,38.5,31.24,57.56,,
EV027,2/28/18 10:18 AM,2/28/18 5:09 PM,97.11,1.69,5.17,6.856,100,56,44,226.182,58.28,,
EV027,2/28/18 9:16 AM,2/28/18 10:03 AM,13.636,0.09,0.69,0.781,96.5,49,47.5,30.184,52.88,,
EV027,2/28/18 8:19 AM,2/28/18 9:06 AM,13.817,0.06,0.71,0.769,92.5,41.5,51,35.606,46.4,,
EV027,2/28/18 7:23 AM,2/28/18 8:08 AM,13.736,0.05,0.70,0.753,89,34.5,54.5,36.226,40.28,,
EV027,2/28/18 5:41 AM,2/28/18 7:09 AM,22.96,0.29,1.18,1.464,86,26,60,64.917,37.4,,
EV027,2/24/18 6:03 PM,2/24/18 7:11 PM,16.432,0.33,0.81,1.142,99,92.5,6.5,33.785,52.52,,
EV027,2/24/18 3:09 PM,2/24/18 5:51 PM,41.203,0.58,2.12,2.700,100,56.5,43.5,94.907,58.28,,
