Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature
EV207,05/01/2020,,14.943,,3.28,,,,16.87,26.992,67.4
EV207,05/02/2020,,4.454,,1.91,,,,6.38,10.208,67
EV207,05/03/2020,,24.446,,8.19,,,,30.75,49.2,65.9
EV207,05/04/2020,,30.753,,6.3,,,,24.05,38.48,67.4
EV207,05/05/2020,,47.549,,9.71,,,,39.19,62.704,72.4
EV207,05/06/2020,,48.382,,12.45,,,,56.49,90.384,75.3
EV207,05/07/2020,,39.593,,7.04,,,,30.04,48.064,75.4
EV207,05/08/2020,,33.235,,6.67,,,,30.57,48.912,73.5
EV207,05/09/2020,,16.405,,6,,,,19.55,31.28,69.8
EV207,05/10/2020,,6.239,,1.6,,,,8.13,13.008,66.2
EV207,05/11/2020,,31.807,,5.75,,,,23.32,37.312,66.2
EV207,05/12/2020,,32.657,,6.6,,,,25.35,40.56,61.9
EV207,05/13/2020,,49.147,,10.63,,,,44.8,71.68,62
EV207,05/14/2020,,13.498,,2.68,,,,11.16,17.856,63.9
EV207,05/15/2020,,0,,0.05,,,,0.16,0.256,66.9
EV207,05/16/2020,,11.883,,2.27,,,,8.27,13.232,69.6
EV207,05/17/2020,,32.589,,6.02,,,,25.24,40.384,68.4
EV207,05/18/2020,,34.119,,6.16,,,,26.1,41.76,64.5
EV207,05/19/2020,,45.917,,9.04,,,,40.9,65.44,60.2
EV207,05/20/2020,,61.217,,11.17,,,,74.87,119.792,62.3
EV207,05/21/2020,,64.073,,11.98,,,,66.72,106.752,66.8
EV207,05/22/2020,,23.171,,4.91,,,,25.35,40.56,65.7
EV207,05/23/2020,,16.286,,3.72,,,,21.53,34.448,64.3
EV207,05/24/2020,,33.218,,7.66,,,,32.7,52.32,67.1
EV207,05/25/2020,,0,,0,,,,0,0,71.4
EV207,05/26/2020,,19.448,,5.98,,,,25.76,41.216,74.6
EV207,05/27/2020,,75.378,,13.48,,,,81.05,129.68,75.9
EV207,05/28/2020,,56.117,,9.41,,,,57.53,92.048,70.7
EV207,05/29/2020,,0,,0,,,,2.69,4.304,67
EV207,05/30/2020,,0,,0,,,,0,0,65.7
EV207,05/31/2020,,0,,0,,,,0,0,66.3
EV207,06/01/2020,,0,,0,,,,0,0,70.6
EV207,06/02/2020,,0,,0,,,,0,0,75.5
EV207,06/03/2020,,0,,0,,,,0.08,0.128,78.2
EV207,06/04/2020,,2.142,,1.25,,,,0.24,0.384,72.1
EV207,06/05/2020,,0,,0,,,,0.38,0.608,64
EV207,06/06/2020,,0,,0,,,,0,0,64.3
EV207,06/07/2020,,0,,0,,,,0,0,69.7
EV207,06/08/2020,,0,,0,,,,0.07,0.112,69.3
EV207,06/09/2020,,0,,0.83,,,,0.72,1.152,72.8
EV207,06/10/2020,,8.925,,2.49,,,,7.96,12.736,75.6
EV207,06/11/2020,,74.069,,12.36,,,,82.33,131.728,76
EV207,06/12/2020,,44.948,,9.94,,,,41.85,66.96,71.1
EV207,06/13/2020,,57.035,,12.3,,,,52.14,83.424,67.2
EV207,06/14/2020,,1.224,,0.34,,,,1.85,2.96,67.6
EV207,06/15/2020,,16.048,,5.55,,,,19.32,30.912,71
EV207,06/16/2020,,55.556,,12.02,,,,45.9,73.44,67.3
EV207,06/17/2020,,55.216,,14.32,,,,56.98,91.168,67.7
EV207,06/18/2020,,51.646,,12.99,,,,54.79,87.664,65.3
EV207,06/19/2020,,60.282,,14.32,,,,59.57,95.312,64.8
EV207,06/20/2020,,57.613,,12.67,,,,55.41,88.656,67
EV207,06/21/2020,,0,,0,,,,0,0,68.6
EV207,06/22/2020,,31.637,,6.22,,,,23.67,37.872,71
EV207,06/23/2020,,46.58,,10.56,,,,43.66,69.856,72.3
EV207,06/24/2020,,55.879,,12.79,,,,48.79,78.064,71.5
EV207,06/25/2020,,69.887,,14.96,,,,65,104,69.4
EV207,06/26/2020,,35.547,,11.44,,,,35.58,56.928,71.4
EV207,06/27/2020,,27.557,,5.76,,,,29.17,46.672,71.3
EV207,06/28/2020,,28.254,,6.46,,,,31.24,49.984,67.8
EV207,06/29/2020,,21.369,,5.06,,,,16.31,26.096,66.8
EV207,06/30/2020,,52.564,,13.88,,,,61.38,98.208,68.1
EV207,07/01/2020,,44.744,,12.1,,,,56.17,89.872,67
EV207,07/02/2020,,60.826,,14.18,,,,61.19,97.904,69.4
EV207,07/03/2020,,49.385,,11.35,,,,47.95,76.72,73.2
EV207,07/04/2020,,63.563,,14.13,,,,64.91,103.856,77.1
EV207,07/05/2020,,40.664,,10.51,,,,36.35,58.16,78.5
EV207,07/06/2020,,24.531,,6.25,,,,26.72,42.752,78.2
EV207,07/07/2020,,5.763,,1.77,,,,5.63,9.008,76.4
EV207,07/08/2020,,19.924,,5.18,,,,25.75,41.2,75.2
EV207,07/09/2020,,42.432,,12.69,,,,38.22,61.152,73.2
EV207,07/10/2020,,55.76,,11.89,,,,64.27,102.832,79.7
EV207,07/11/2020,,34.765,,11.26,,,,48.26,77.216,83.5
EV207,07/12/2020,,3.298,,1.27,,,,3.67,5.872,82.7
EV207,07/13/2020,,0.221,,0.92,,,,1.7,2.72,78.7
EV207,07/14/2020,,0.442,,0.63,,,,1.96,3.136,72.3
EV207,07/15/2020,,20.638,,4.86,,,,16.2,25.92,70.5
EV207,07/16/2020,,7.378,,3.72,,,,10.53,16.848,70.9
EV207,07/17/2020,,52.717,,11.94,,,,50.69,81.104,72.4
EV207,07/18/2020,,44.472,,11.01,,,,41.41,66.256,74.2
EV207,07/19/2020,,14.314,,4.43,,,,20.6,32.96,74
EV207,07/20/2020,,36.788,,11.6,,,,42.66,68.256,74.7
EV207,07/21/2020,,50.864,,12.79,,,,47.75,76.4,72.7
EV207,07/22/2020,,72.046,,14.02,,,,77.21,123.536,72.2
EV207,07/23/2020,,45.73,,10.7,,,,47.04,75.264,68.1
EV207,07/24/2020,,37.978,,11.3,,,,35.01,56.016,69.8
EV207,07/25/2020,,37.944,,10.59,,,,44.58,71.328,72.8
EV207,07/26/2020,,0.442,,0.38,,,,0.08,0.128,76.7
EV207,07/27/2020,,7.208,,1.94,,,,9.13,14.608,75.9
EV207,07/28/2020,,31.059,,6.42,,,,29.52,47.232,75
EV207,07/29/2020,,40.392,,10.16,,,,38.04,60.864,76.2
EV207,07/30/2020,,51.578,,14.16,,,,43.78,70.048,80.3
EV207,07/31/2020,,65.297,,11.84,,,,56.3,90.08,86
EV207,08/01/2020,,42.041,,9.46,,,,36.5,58.4,84.5
EV207,08/02/2020,,3.723,,0.88,,,,3.46,5.536,79
EV207,08/03/2020,,23.222,,5.71,,,,23.93,38.288,79
EV207,08/04/2020,,53.771,,14.36,,,,56.26,90.016,76.8
EV207,08/05/2020,,39.95,,12.3,,,,45.63,73.008,71.3
EV207,08/06/2020,,11.9,,6.67,,,,16.65,26.64,71
EV207,08/07/2020,,45.696,,9.37,,,,33.67,53.872,72.8
EV207,08/08/2020,,60.027,,11.74,,,,61.49,98.384,75
EV207,08/09/2020,,18.921,,5.03,,,,20.05,32.08,76.8
EV207,08/10/2020,,27.846,,9.74,,,,33.96,54.336,76.5
EV207,08/11/2020,,56.831,,12.3,,,,53.65,85.84,77.3
EV207,08/12/2020,,62.033,,12.06,,,,62.06,99.296,77.8
EV207,08/13/2020,,53.839,,10.47,,,,42.75,68.4,84.1
EV207,08/14/2020,,48.586,,11.64,,,,47.87,76.592,86.8
EV207,08/15/2020,,60.571,,17.65,,,,73.16,117.056,89.3
EV207,08/16/2020,,40.358,,7.23,,,,30.03,48.048,86.6
EV207,08/17/2020,,16.354,,3.68,,,,20.6,32.96,87.2
EV207,08/18/2020,,41.021,,11.03,,,,34.82,55.712,87.4
EV207,08/19/2020,,53.312,,11.2,,,,48.09,76.944,87.1
EV207,08/20/2020,,61.693,,12.3,,,,52.7,84.32,85.3
EV207,08/21/2020,,51.034,,8.85,,,,39.07,62.512,85.2
EV207,08/22/2020,,65.926,,14.49,,,,69.89,111.824,85.2
EV207,08/23/2020,,0.119,,0.05,,,,0,0,81.6
EV207,08/24/2020,,29.631,,5.67,,,,22.7,36.32,81.5
EV207,08/25/2020,,40.222,,9.15,,,,36.87,58.992,81.7
EV207,08/26/2020,,48.994,,11.05,,,,48.14,77.024,82
EV207,08/27/2020,,46.716,,11.09,,,,46.83,74.928,82
EV207,08/28/2020,,45.645,,10.76,,,,41.94,67.104,80
EV207,08/29/2020,,58.157,,12.72,,,,67.67,108.272,76.3
EV207,08/30/2020,,51.986,,8.37,,,,64.7,103.52,72.6
EV207,08/31/2020,,50.49,,9.29,,,,43.81,70.096,72.2
EV207,09/01/2020,,49.147,,8.64,,,,41.54,66.464,69.7
EV207,09/02/2020,,46.104,,11.51,,,,42.75,68.4,73.4
EV207,09/03/2020,,45.9,,11.15,,,,45.7,73.12,77.7
EV207,09/04/2020,,50.099,,11.82,,,,45.88,73.408,81.9
EV207,09/05/2020,,23.426,,6.88,,,,28.68,45.888,91.4
EV207,09/06/2020,,4.675,,0.77,,,,4.5,7.2,92.5
EV207,09/07/2020,,0,,0,,,,0.22,0.352,81.2
EV207,09/08/2020,,21.454,,5.42,,,,17.07,27.312,73.1
EV207,09/09/2020,,55.743,,10.87,,,,50.49,80.784,74.6
EV207,09/10/2020,,50.966,,11.15,,,,49.27,78.832,72.4
EV207,09/11/2020,,47.515,,10.62,,,,46.21,73.936,72.7
EV207,09/12/2020,,4.148,,1.95,,,,5.13,8.208,73.7
EV207,09/13/2020,,0.323,,0.12,,,,1.76,2.816,73.8
EV207,09/14/2020,,15.402,,2.4,,,,10.64,17.024,75.4
EV207,09/15/2020,,11.22,,2.89,,,,13.33,21.328,77.4
EV207,09/16/2020,,37.723,,8.51,,,,29.27,46.832,77.3
EV207,09/17/2020,,36.601,,8.5,,,,29.3,46.88,77.7
EV207,09/18/2020,,50.099,,13.1,,,,48.08,76.928,80.6
EV207,09/19/2020,,51.238,,10.9,,,,57.46,91.936,79.1
EV207,09/20/2020,,7.378,,2.05,,,,11.14,17.824,76.7
EV207,09/21/2020,,30.702,,6.35,,,,30.64,49.024,74.6
EV207,09/22/2020,,60.231,,13.4,,,,62.51,100.016,75
EV207,09/23/2020,,42.33,,7.47,,,,37.23,59.568,75
EV207,09/24/2020,,56.1,,12.73,,,,63.09,100.944,75
EV207,09/25/2020,,29.189,,7.41,,,,32.44,51.904,73.2
EV207,09/26/2020,,38.029,,11.65,,,,49.25,78.8,72.3
EV207,09/27/2020,,21.879,,6.33,,,,23.87,38.192,71.8
EV207,09/28/2020,,17.646,,4.1,,,,22.63,36.208,76
EV207,09/29/2020,,36.142,,7.08,,,,27.6,44.16,80.6
EV207,09/30/2020,,5.151,,1.5,,,,6.42,10.272,82
EV207,10/01/2020,,0.646,,0.32,,,,0,0,82.7
EV207,10/02/2020,,12.342,,3.03,,,,12.14,19.424,79.4
