Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC,Percent Idling Time,Drive Cycle,Energy Consumed While Driving,Energy Consumed While Idling,Average Speed,Maximum Speed
EV145,09/29/2021,,1.3794440467668814,1.64798472222222,0.147639444444444,1.81097166666667,58.5,45,21,,86.16756332994925,78687.42579709497,78688.81145485365,58.5,45,0.910000279162598,,,,0.6503679394035262,14.291537421458685
EV145,09/30/2021,,2.8552006283305493,7.03562361111111,0.267576111111111,9.00585,45,86.5,66.5,43.144871,85.37700757141639,78688.81766856558,78691.6728691939,90.5,0,0.781228158487107,,5.226345,37.917859,0.247344713515138,25.709233078819693
EV145,10/01/2021,,0.2578690447784936,0.0245827777777778,0.0333333333333333,0.0677772222222222,0,86.5,2,0.727809,71.59957498433991,78691.67597604987,78691.93384509465,88,0,0.362699694259789,,0.558473,0.161184,1.1327079025159734,6.058369124314006
EV145,10/07/2021,,112.5924612761473,5.60167583333333,6.23034694444444,15.2050413888889,86,87,321.5,215.181599,75.5081432860567,78691.93384509465,78804.59155034598,90.5,0,0.368409114455076,,183.821258,31.355785,6.865629048766208,38.33083542114054
EV145,10/08/2021,,0.18951821363238688,0.0681241666666667,0.0327083333333333,0.106804722222222,87.5,85.5,3,0.934481,76.63957095234315,78804.59465720195,78804.78417541558,87.5,85.5,0.637838526698518,,0.534698,0.390239,0.8897536600538569,4.233091247116838
EV145,10/11/2021,,95.35873125944484,4.21299444444444,5.02743416666667,10.1136225,85.5,57.5,255,168.844524,75.72185147926483,78804.78417541558,78900.21747121809,90,56.5,0.41656631384496,,148.387975,20.421894,9.18059489407518,41.59303418038654
EV145,10/12/2021,,2.2835391314722022,1.10145472222222,0.241316388888889,1.59673,57.5,86.5,18.5,,69.71957648833872,78900.22057807405,78902.50411720552,89.5,50,0.689819019008988,,,,1.2477815292388106,18.874149964209018
EV145,10/13/2021,,144.01520308896048,4.70118166666667,7.67300777777778,14.1420375,85.5,86,394,261.225259,70.15061348790744,78902.50411720552,79046.96360069692,90,56.5,0.332426050112416,,234.185766,27.03395,9.704938721620165,46.05913962459238
EV145,10/14/2021,,17.898597813767598,0.936874444444444,1.01645722222222,2.00430361111111,86,58,47.5,33.630044,71.93993834841285,79047.03195152809,79064.93054934185,90.5,57.5,0.467431400737275,,27.317986,6.305514,7.958177285618375,40.89399158911954
EV145,10/15/2021,,16.640320528115804,0.405203888888889,0.754278888888889,1.380405,58.5,60.5,51.5,,74.5310012106275,79064.93054934185,79081.64543441303,88.5,54.5,0.293539858873946,,,,10.883162236947987,43.495983456613374
