Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,Energy Consumed While Driving,Energy Consumed While Idling,Average Speed
EV137,11/11/2021,,0,0.12806333333333333,0,0.1261186111111111,,,,,65.6229166666667,,,,,,,0
EV137,11/12/2021,,5.871957766642806,0.8189755555555556,0.434946666666667,3.647046111111111,,,6.8,11.161239,56.6572189922481,,,0.653131064304892,,9.775266,1.385973,11.7170247665113
EV137,11/16/2021,,13.291129801956574,1.7338411111111112,0.539792777777778,2.2633558333333332,,,22.8,69.947649,57.2605438931298,,,0.762585884906223,,56.889815,13.057834,22.3524568207176
EV137,11/17/2021,,173.73538534955858,4.547428888888889,3.81396194444444,11.684571666666667,,,162.4,252.933856,61.4513081395349,,,0.543860343276888,,246.492069,6.441787,43.3172170857843
EV137,11/18/2021,,0.8574922452875209,2.5585680555555554,0.127782777777778,4.528363888888889,,,,3.633437,58.1796174272227,,,0.952432580215437,,1.513686,2.119751,3.92967077332464
EV137,11/19/2021,,1.0936132983377078,0.6475186111111111,0.169448888888889,2.0470116666666667,,,8.8,2.344776,60.491425879397,,,0.792587968445637,,1.765596,0.57918,5.37489445562742
EV137,11/20/2021,,169.35782530024656,0.3227769444444445,3.34732305555556,0.7200130555555556,,,90,,56.6373032233883,,,0.0879477247062599,,,,48.6039289986658
EV137,11/21/2021,,143.37518889684245,0.05500027777777778,2.75540222222222,0.4986216666666667,,,77.2,,52.0221054888508,,,0.0195702493780794,,,,50.3208007746087
EV137,11/22/2021,,1.2272081046687346,2.9995372222222225,0.1536725,2.9995372222222225,,,2.4,3.696047,55.4824175408513,,,0.951264738619511,,1.932465,1.763582,2.52895085296807
EV137,11/23/2021,,212.63322198361567,10.887036666666667,4.2673675,18.409032777777778,,,90.4,310.905792,58.6410562266905,,,0.718407437661824,,303.854228,7.051564,47.0586516586275
EV137,11/24/2021,,355.90899148970016,1.0228147222222221,8.09167833333333,14.236683055555556,,,153.2,512.234864,56.5492188496365,,,0.112218498164172,,510.878056,1.356808,43.1240364697045
