Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer
EV035,9/28/18 8:58 PM,9/28/18 9:02 PM,0.33,0.011,0.053,0.064,91.5,90,1.5,0.624,60.8,,
EV035,9/28/18 6:59 PM,9/28/18 7:02 PM,0.153,0.000,0.039,0.039,93,91.5,1.5,0.369,60.44,,
EV035,9/28/18 6:32 PM,9/28/18 6:47 PM,0.248,0.125,0.117,0.242,96.5,93,3.5,1.17,68.72,,
EV035,9/28/18 4:40 PM,9/28/18 6:09 PM,19.905,0.356,1.122,1.478,86.5,92,-5.5,37.691,79.16,,
EV035,9/28/18 5:39 AM,9/28/18 4:28 PM,128.814,3.178,7.636,10.814,90.5,88.5,2,267.775,67.64,,
EV035,9/27/18 7:21 PM,9/27/18 7:29 PM,0.243,0.078,0.047,0.125,95,92,3,0.734,77.36,,
EV035,9/27/18 8:08 AM,9/27/18 7:11 PM,120.256,3.117,7.928,11.044,100,93,7,266.201,72.32,,
EV035,9/27/18 5:28 AM,9/27/18 7:55 AM,36.637,0.519,1.931,2.450,86.5,56,30.5,73.221,60.44,,
EV035,9/26/18 7:15 PM,9/26/18 7:33 PM,0.381,0.142,0.156,0.297,92.5,87,5.5,1.354,78.44,,
EV035,9/26/18 5:14 PM,9/26/18 6:08 PM,14.133,0.125,0.772,0.897,100,91,9,27.613,92.48,,
EV035,9/26/18 5:37 AM,9/26/18 5:03 PM,135.864,3.044,8.383,11.428,74,56,18,277.663,76.28,,
EV035,9/25/18 7:19 PM,9/25/18 7:24 PM,0.212,0.056,0.028,0.083,76,74,2,0.496,82.4,,
EV035,9/25/18 6:11 PM,9/25/18 6:39 PM,10.14,0.039,0.422,0.461,99.5,76,23.5,18.177,87.44,,
EV035,9/25/18 5:12 PM,9/25/18 6:01 PM,10.897,0.114,0.703,0.817,98,55,43,25.105,92.84,,
EV035,9/25/18 5:27 AM,9/25/18 4:56 PM,135.854,2.875,8.603,11.478,86.5,54,32.5,308.992,74.84,,
EV035,9/24/18 11:34 PM,9/24/18 11:37 PM,0.169,0.000,0.039,0.039,88.5,87.5,1,0.311,70.16,,
EV035,9/24/18 11:20 PM,9/24/18 11:22 PM,0.128,0.000,0.022,0.022,91.5,90,1.5,0.25,67.64,,
EV035,9/24/18 6:27 PM,9/24/18 6:37 PM,0.267,0.108,0.064,0.172,91.5,92.5,-1,1.038,80.96,,
EV035,9/24/18 3:07 PM,9/24/18 6:07 PM,37.074,0.744,2.250,2.994,99.5,92.5,7,73.645,94.28,,
EV035,9/24/18 9:35 AM,9/24/18 2:56 PM,63.571,1.383,3.956,5.339,87.5,63.5,24,131.108,90.32,,
EV035,9/24/18 5:33 AM,9/24/18 9:23 AM,48.059,1.078,2.744,3.822,73,87.5,-14.5,106.065,62.24,,
EV035,9/21/18 11:08 PM,9/21/18 11:13 PM,0.36,0.008,0.072,0.081,76.5,74.5,2,0.679,64.76,,
EV035,9/21/18 7:39 PM,9/21/18 7:48 PM,0.229,0.083,0.067,0.150,78,76,2,0.784,75.92,,
EV035,9/21/18 1:12 PM,9/21/18 7:05 PM,64.565,1.589,4.289,5.878,100,80,20,145.317,91.76,,
EV035,9/21/18 11:05 AM,9/21/18 1:01 PM,21.8,0.433,1.511,1.944,100,56,44,48.269,93.56,,
EV035,9/21/18 5:28 AM,9/21/18 10:54 AM,69.684,1.383,4.053,5.436,90.5,71.5,19,140.625,70.52,,
EV035,9/20/18 11:04 PM,9/20/18 11:06 PM,0.175,0.000,0.033,0.033,93.5,92.5,1,0.328,73.76,,
EV035,9/20/18 8:21 PM,9/20/18 8:23 PM,0.11,0.003,0.025,0.028,97.5,96.5,1,0.233,74.12,,
EV035,9/20/18 7:32 PM,9/20/18 7:33 PM,0.099,0.000,0.017,0.017,56.5,56.5,0,0.202,81.68,,
EV035,9/20/18 4:42 PM,9/20/18 4:47 PM,0.299,0.008,0.078,0.086,85.5,82.5,3,0.64,83.84,,
EV035,9/20/18 4:12 PM,9/20/18 4:17 PM,0.253,0.033,0.056,0.089,94,91,3,0.599,98.96,,
EV035,9/19/18 6:28 PM,9/19/18 6:38 PM,0.26,0.097,0.064,0.161,97,93.5,3.5,0.878,79.16,,
EV035,9/19/18 9:32 AM,9/19/18 6:12 PM,101.392,2.419,6.256,8.675,87.5,89.5,-2,207.478,83.48,,
