Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer
EV091,05/01/20,NA,36.686,NA,14.62,NA,NA,NA,56.96,91.136,66.4,,
EV091,05/02/20,NA,22.712,NA,14.49,NA,NA,NA,41.82,66.912,66.6,,
EV091,05/03/20,NA,35.173,NA,15.25,NA,NA,NA,59.31,94.896,66.1,,
EV091,05/04/20,NA,27.489,NA,13.89,NA,NA,NA,45.97,73.552,67.6,,
EV091,05/05/20,NA,27.251,NA,12.33,NA,NA,NA,45.7,73.12,72.8,,
EV091,05/06/20,NA,25.279,NA,15.44,NA,NA,NA,42.55,68.08,74.9,,
EV091,05/07/20,NA,26.282,NA,10.38,NA,NA,NA,44,70.4,70.7,,
EV091,05/08/20,NA,31.875,NA,17.67,NA,NA,NA,54.7,87.52,65.8,,
EV091,05/09/20,NA,44.846,NA,18.72,NA,NA,NA,62.16,99.456,65.5,,
EV091,05/10/20,NA,44.387,NA,17.01,NA,NA,NA,50.32,80.512,65.2,,
EV091,05/11/20,NA,39.389,NA,18.25,NA,NA,NA,58.16,93.056,65.2,,
EV091,05/12/20,NA,33.388,NA,19.71,NA,NA,NA,56.56,90.496,63.1,,
EV091,05/13/20,NA,42.126,NA,17.72,NA,NA,NA,58.22,93.152,64.7,,
EV091,05/14/20,NA,35.241,NA,15.4,NA,NA,NA,47.21,75.536,65.6,,
EV091,05/15/20,NA,24.616,NA,12.32,NA,NA,NA,41.59,66.544,66,,
EV091,05/16/20,NA,42.007,NA,16.9,NA,NA,NA,58.82,94.112,68.3,,
EV091,05/17/20,NA,41.412,NA,20.41,NA,NA,NA,62.12,99.392,66.4,,
EV091,05/18/20,NA,31.059,NA,18.31,NA,NA,NA,57.9,92.64,64.8,,
EV091,05/19/20,NA,21.301,NA,9.35,NA,NA,NA,42.71,68.336,63.6,,
EV091,05/20/20,NA,15.572,NA,8.68,NA,NA,NA,29.65,47.44,65,,
EV091,05/21/20,NA,16.286,NA,7.42,NA,NA,NA,24.03,38.448,68.5,,
EV091,05/22/20,NA,10.761,NA,7.51,NA,NA,NA,23.69,37.904,64.3,,
EV091,05/23/20,NA,6.426,NA,7.26,NA,NA,NA,19.14,30.624,65.2,,
EV091,05/24/20,NA,33.711,NA,15.76,NA,NA,NA,48.66,77.856,65.9,,
EV091,05/25/20,NA,16.065,NA,13.76,NA,NA,NA,32.88,52.608,66.6,,
EV091,05/26/20,NA,24.718,NA,13.97,NA,NA,NA,43.49,69.584,66.8,,
EV091,05/27/20,NA,29.24,NA,15.93,NA,NA,NA,47.18,75.488,63.9,,
EV091,05/28/20,NA,38.488,NA,18.94,NA,NA,NA,57.8,92.48,63.8,,
EV091,05/29/20,NA,21.913,NA,12.74,NA,NA,NA,35.99,57.584,64.7,,
EV091,05/30/20,NA,51.034,NA,20.29,NA,NA,NA,77.65,124.24,67.4,,
EV091,05/31/20,NA,22.202,NA,15.11,NA,NA,NA,49.12,78.592,67,,
EV091,06/01/20,NA,20.128,NA,12.85,NA,NA,NA,45.9,73.44,70.4,,
EV091,06/02/20,NA,35.972,NA,16.25,NA,NA,NA,57.49,91.984,68.4,,
EV091,06/03/20,NA,30.634,NA,13.76,NA,NA,NA,52.68,84.288,71.3,,
EV091,06/04/20,NA,17.85,NA,12.96,NA,NA,NA,37.02,59.232,65.2,,
EV091,06/05/20,NA,23.46,NA,13.29,NA,NA,NA,38.68,61.888,66.4,,
EV091,06/06/20,NA,32.623,NA,18.14,NA,NA,NA,59.08,94.528,66.7,,
EV091,06/07/20,NA,21.165,NA,14.23,NA,NA,NA,48.55,77.68,66.7,,
EV091,06/08/20,NA,39.729,NA,16.69,NA,NA,NA,64.95,103.92,74.7,,
EV091,06/09/20,NA,27.302,NA,16.84,NA,NA,NA,59.42,95.072,81.1,,
EV091,06/10/20,NA,31.161,NA,13.69,NA,NA,NA,58.6,93.76,78.6,,
EV091,06/11/20,NA,29.58,NA,12.18,NA,NA,NA,51.78,82.848,71.3,,
EV091,06/12/20,NA,49.555,NA,19.74,NA,NA,NA,79.45,127.12,66.2,,
EV091,06/13/20,NA,21.964,NA,8.17,NA,NA,NA,30.26,48.416,67.1,,
EV091,06/14/20,NA,0,NA,0.02,NA,NA,NA,0.08,0.128,68,,
EV091,06/15/20,NA,12.835,NA,7.34,NA,NA,NA,26.11,41.776,66.5,,
EV091,06/16/20,NA,23.375,NA,12.98,NA,NA,NA,43.24,69.184,66.4,,
EV091,06/17/20,NA,20.502,NA,7.47,NA,NA,NA,31.29,50.064,66.3,,
EV091,06/18/20,NA,47.991,NA,14.59,NA,NA,NA,64.67,103.472,63.8,,
EV091,06/19/20,NA,38.437,NA,13.38,NA,NA,NA,56.37,90.192,67.4,,
EV091,06/20/20,NA,13.192,NA,7,NA,NA,NA,15.8,25.28,67.2,,
EV091,06/21/20,NA,19.414,NA,8.09,NA,NA,NA,30.4,48.64,67.8,,
EV091,06/22/20,NA,33.218,NA,13.66,NA,NA,NA,46.63,74.608,67.6,,
EV091,06/23/20,NA,29.971,NA,12.48,NA,NA,NA,51.67,82.672,66.7,,
EV091,06/24/20,NA,32.538,NA,12.75,NA,NA,NA,50.72,81.152,67.6,,
EV091,06/25/20,NA,44.506,NA,17.96,NA,NA,NA,73.34,117.344,65.9,,
EV091,06/26/20,NA,46.75,NA,18.16,NA,NA,NA,83.53,133.648,68.3,,
EV091,06/27/20,NA,35.156,NA,13.75,NA,NA,NA,49.4,79.04,67,,
EV091,06/28/20,NA,43.163,NA,17.59,NA,NA,NA,65.06,104.096,66.7,,
EV091,06/29/20,NA,36.125,NA,19.09,NA,NA,NA,66.49,106.384,66.9,,
EV091,06/30/20,NA,27.999,NA,14.8,NA,NA,NA,51.63,82.608,68,,
EV091,07/01/20,NA,23.307,NA,14.46,NA,NA,NA,38.79,62.064,66.3,,
EV091,07/02/20,NA,32.419,NA,16.89,NA,NA,NA,55.27,88.432,68.5,,
EV091,07/03/20,NA,39.372,NA,19.45,NA,NA,NA,70.86,113.376,70.5,,
EV091,07/04/20,NA,29.189,NA,14.45,NA,NA,NA,50.04,80.064,72.8,,
EV091,07/05/20,NA,17.374,NA,12.87,NA,NA,NA,41.18,65.888,74.4,,
EV091,07/06/20,NA,16.881,NA,10.23,NA,NA,NA,27.69,44.304,71.2,,
EV091,07/07/20,NA,17.51,NA,11.91,NA,NA,NA,32.82,52.512,71,,
EV091,07/08/20,NA,23.477,NA,14.41,NA,NA,NA,38.92,62.272,69.8,,
EV091,07/09/20,NA,34.68,NA,13.51,NA,NA,NA,65.71,105.136,71,,
EV091,07/10/20,NA,44.336,NA,17.68,NA,NA,NA,69.7,111.52,72.8,,
EV091,07/11/20,NA,29.495,NA,14.22,NA,NA,NA,44.73,71.568,77.2,,
EV091,07/12/20,NA,30.311,NA,13.88,NA,NA,NA,57.5,92,75.9,,
EV091,07/13/20,NA,22.083,NA,14.71,NA,NA,NA,48.35,77.36,71.8,,
EV091,07/14/20,NA,36.703,NA,18.01,NA,NA,NA,59.06,94.496,70.7,,
EV091,07/15/20,NA,27.319,NA,15.35,NA,NA,NA,50.53,80.848,69.7,,
EV091,07/16/20,NA,40.868,NA,18.24,NA,NA,NA,72.14,115.424,69.3,,
EV091,07/17/20,NA,41.463,NA,18.92,NA,NA,NA,74.81,119.696,69.7,,
EV091,07/18/20,NA,27.574,NA,12.34,NA,NA,NA,48.48,77.568,70.5,,
EV091,07/19/20,NA,16.694,NA,9.23,NA,NA,NA,36.1,57.76,68,,
EV091,07/20/20,NA,28.594,NA,13.59,NA,NA,NA,47.28,75.648,68,,
EV091,07/21/20,NA,45.917,NA,15.3,NA,NA,NA,81.82,130.912,68,,
EV091,07/22/20,NA,42.33,NA,12.58,NA,NA,NA,64.3,102.88,65.4,,
EV091,07/23/20,NA,24.327,NA,13.31,NA,NA,NA,54.12,86.592,66.8,,
EV091,07/24/20,NA,35.734,NA,11.16,NA,NA,NA,49,78.4,67.9,,
EV091,07/25/20,NA,31.314,NA,16.58,NA,NA,NA,58.18,93.088,68.3,,
EV091,07/26/20,NA,28.203,NA,13.49,NA,NA,NA,53.19,85.104,67.2,,
EV091,07/27/20,NA,26.265,NA,14.81,NA,NA,NA,57.71,92.336,68.5,,
EV091,07/28/20,NA,28.747,NA,12.05,NA,NA,NA,53.24,85.184,66.2,,
EV091,07/29/20,NA,22.831,NA,15.33,NA,NA,NA,48.12,76.992,68,,
EV091,07/30/20,NA,25.772,NA,12.73,NA,NA,NA,49.56,79.296,67.9,,
EV091,07/31/20,NA,20.298,NA,8.85,NA,NA,NA,32.33,51.728,74.1,,
EV091,08/01/20,NA,0,NA,0,NA,NA,NA,0,0,69.8,,
EV091,08/02/20,NA,0,NA,0,NA,NA,NA,0,0,65.7,,
EV091,08/03/20,NA,16.694,NA,7.42,NA,NA,NA,37.6,60.16,68.6,,
EV091,08/04/20,NA,32.827,NA,16.56,NA,NA,NA,57.37,91.792,68.8,,
