Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC
EV178,2020-09-01,2.0,131.5,2.65,12.05,14.700000000000001,,,,,,,,,
EV178,2020-09-02,1.0,133.13,0.65,11.283333333333333,11.933333333333334,,,,,,,,,
EV178,2020-09-03,3.0,68.0,2.1500000000000004,10.116666666666667,12.266666666666666,91.6,68.0,50.000000000000014,,,25978.624,26082.376,91.6,68.0
EV178,2020-09-04,2.0,131.5,1.0166666666666666,13.100000000000001,14.116666666666667,68.0,74.0,,,,26082.624,26214.5,92.0,0.0
EV178,2020-09-05,,,,,,74.0,90.4,35.599999999999994,,,26214.624,26244.25,92.4,60.8
EV178,2020-09-06,,,,,,90.4,90.0,5.200000000000074,,,26244.25,26244.25,90.4,89.6
EV178,2020-09-08,3.0,135.5,2.4333333333333336,10.85,13.283333333333333,89.6,78.0,,,,26244.25,26406.0,89.6,0.0
EV178,2020-09-09,4.0,108.13,0.41666666666666663,8.116666666666667,8.533333333333333,78.0,0.0,,,,26406.0,26548.25,86.0,0.0
EV178,2020-09-10,1.0,196.63,0.6166666666666667,15.316666666666666,15.933333333333334,82.4,82.0,77.60000000000012,,,26548.25,26709.376,86.0,76.0
EV178,2020-09-11,8.0,,1.3333333333333333,7.616666666666667,8.95,82.0,74.0,,,,26711.376,26908.75,86.0,0.0
EV178,2020-09-12,1.0,,1.1,7.033333333333333,8.133333333333333,74.0,90.0,82.40000000000008,,,26908.75,26939.0,90.4,0.0
EV178,2020-09-14,,,,,,89.6,85.6,7.999999999999986,,,26939.0,26956.0,89.6,84.8
EV178,2020-09-15,4.0,102.5,0.9666666666666667,7.466666666666667,8.433333333333334,85.2,89.2,42.80000000000001,,,26956.0,27058.5,89.2,75.2
EV178,2020-09-16,2.0,132.5,0.25,11.166666666666668,11.416666666666668,89.6,70.4,,,,27058.75,27162.624,89.6,0.0
EV178,2020-09-17,3.0,131.75,2.35,12.433333333333334,14.783333333333331,70.4,74.0,68.80000000000011,,,27162.876,27294.124,90.8,58.8
EV178,2020-09-18,3.0,132.13,0.7,12.15,12.85,74.0,76.8,69.60000000000012,,,27294.376,27426.0,90.4,62.0
EV178,2020-09-19,,,,,,76.8,65.2,17.20000000000003,,,27426.25,27456.25,76.8,65.2
EV178,2020-09-21,2.0,132.0,0.2,12.016666666666667,12.216666666666667,65.2,74.4,49.19999999999999,,,27456.376,27559.0,90.8,64.8
EV178,2020-09-22,3.0,133.0,1.6833333333333333,11.283333333333333,12.966666666666665,74.4,80.0,,,,27559.25,27691.876,89.2,0.0
