Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time
EV011,3/28/19 10:32 PM,3/28/19 10:42 PM,4.61,0.025,0.141667,0.166667,61.2,59.2,2,1.19,57.2,14813.19,14816.92,15
EV011,3/28/19 5:29 PM,3/28/19 5:31 PM,0.12,0.008557,0.015213,0.02377,62,62,0,0.06,68,14813.06,14813.06,36
EV011,3/28/19 4:54 PM,3/28/19 5:23 PM,16.3,0.019093,0.45823,0.477322,69,62,7,3.99,68,14796.76,14812.92,4
EV011,3/28/19 3:51 PM,3/28/19 4:16 PM,14.88,0.028861,0.383434,0.412295,75.7,69,6.7,3.84,66.2,14781.89,14795.56,7
EV011,3/28/19 12:18 AM,3/28/19 12:35 AM,12.24,0.019355,0.257148,0.276503,81.2,76.5,4.7,2.99,59,14769.66,14780.85,7
EV011,3/27/19 11:11 PM,3/27/19 11:32 PM,12.52,0.04177,0.306317,0.348087,43.9,38.8,5.1,2.99,59,14757.15,14769.58,12
EV011,3/27/19 9:56 PM,3/27/19 10:35 PM,28.73,0.06418,0.577623,0.641803,57.6,44.7,12.9,7.66,62.6,14728.43,14755.77,10
EV011,3/27/19 9:05 PM,3/27/19 9:29 PM,10.13,0.107126,0.304896,0.412022,30.2,25.9,4.3,2.52,62.6,14718.29,14728.23,26
EV011,3/27/19 6:29 PM,3/27/19 7:39 PM,31.42,0.208918,0.951738,1.160656,43.9,30.2,13.7,7.9,66.2,14686.86,14717.93,18
EV011,3/27/19 5:33 PM,3/27/19 6:09 PM,9.94,0.202885,0.393836,0.596721,49.4,45.1,4.3,2.78,60.8,14676.91,14686.86,34
EV011,3/27/19 5:29 PM,3/27/19 5:31 PM,0.48,0.006098,0.027781,0.03388,49.8,49.8,0,0.11,62.6,14676.44,14676.44,18
EV011,3/27/19 5:01 PM,3/27/19 5:03 PM,0.87,0.006885,0.039016,0.045902,50.6,49.8,0.8,0.19,64.4,14675.56,14675.56,15
EV011,3/27/19 4:52 PM,3/27/19 4:55 PM,0.89,0.007213,0.040874,0.048087,50.6,50.6,0,0.2,68,14674.66,14674.66,15
EV011,3/27/19 4:49 PM,3/27/19 4:51 PM,0.47,0.006148,0.028005,0.034153,51.8,51.8,0,0.15,69.8,14674.19,14674.19,18
EV011,3/27/19 4:38 PM,3/27/19 4:45 PM,1.52,0.036546,0.077661,0.114208,52.5,52.2,0.3,0.38,69.8,14672.66,14672.66,32
EV011,3/27/19 4:36 PM,3/27/19 4:37 PM,0,0.012568,0,0.012568,52.5,52.5,0,0.01,69.8,14672.66,14672.66,100
EV011,3/27/19 4:13 PM,3/27/19 4:21 PM,0.54,0.085885,0.052639,0.138525,52.9,52.9,0,0.32,69.8,14672.11,14672.11,62
EV011,3/27/19 3:36 PM,3/27/19 4:06 PM,22.23,0.044557,0.450525,0.495082,62.4,53.3,9.1,5.27,69.8,14649.88,14671.01,9
EV011,3/27/19 2:28 PM,3/27/19 2:37 PM,1.49,0.043959,0.097844,0.141803,62.7,62.4,0.3,0.41,68,14648.39,14649.63,31
EV011,3/27/19 1:11 PM,3/27/19 2:08 PM,30.78,0.179877,0.766844,0.946721,76.1,63.5,12.6,7.3,66.2,14617.61,14647.44,19
EV011,3/27/19 12:58 PM,3/27/19 1:08 PM,2.99,0.047951,0.129645,0.177596,76.9,76.1,0.8,0.69,66.2,14614.62,14617.11,27
EV011,3/27/19 12:36 PM,3/27/19 12:50 PM,6.42,0.05065,0.169568,0.220219,79.6,76.9,2.7,1.37,64.4,14608.2,14614.42,23
EV011,3/26/19 7:59 PM,3/26/19 8:01 PM,0,0.021617,0.003519,0.025137,79.2,79.2,0,0.02,69.8,14608.2,14608.2,86
EV011,3/26/19 7:53 PM,3/26/19 7:57 PM,0.71,0.009615,0.046943,0.056557,79.2,79.2,0,0.15,69.8,14607.48,14607.48,17
EV011,3/26/19 6:31 PM,3/26/19 7:00 PM,11.63,0.143178,0.350538,0.493716,83.5,79.6,3.9,2.6,68,14595.85,14607.04,29
EV011,3/26/19 6:06 PM,3/26/19 6:07 PM,0,0.023372,0.002311,0.025683,83.9,83.9,0,0.01,69.8,14595.85,14595.85,91
EV011,3/26/19 6:01 PM,3/26/19 6:03 PM,0,0.041656,0.000421,0.042077,83.9,83.9,0,0.01,69.8,14595.85,14595.85,99
EV011,3/26/19 5:28 PM,3/26/19 5:32 PM,1.66,0.009448,0.058038,0.067486,84.3,83.9,0.4,0.34,69.8,14594.18,14594.18,14
EV011,3/26/19 5:11 PM,3/26/19 5:22 PM,3.45,0.041415,0.146836,0.188251,85.5,84.3,1.2,0.71,69.8,14590.74,14593.22,22
EV011,3/26/19 4:53 PM,3/26/19 4:56 PM,0.27,0.035697,0.017582,0.053279,85.5,85.5,0,0.07,68,14590.47,14590.47,67
EV011,3/26/19 4:40 PM,3/26/19 4:50 PM,2.58,0.048175,0.117945,0.16612,86.7,85.9,0.8,0.65,64.4,14587.87,14589.12,29
EV011,3/26/19 4:39 PM,3/26/19 4:40 PM,0,0.014208,0,0.014208,86.7,86.7,0,0.01,64.4,14587.87,14587.87,100
EV011,3/26/19 3:11 PM,3/26/19 3:16 PM,0,0.083607,0,0.083607,36.1,36.5,-0.4,-0.07,64.4,14587.87,14587.87,100
EV011,3/26/19 2:41 PM,3/26/19 3:08 PM,11.04,0.08659,0.369148,0.455738,42,36.5,5.5,2.54,62.6,14576.83,14586.78,19
EV011,3/26/19 2:17 PM,3/26/19 2:25 PM,1.74,0.044811,0.090981,0.135792,42.4,41.6,0.8,0.37,60.8,14575.09,14576.33,33
EV011,3/26/19 1:24 PM,3/26/19 1:33 PM,1.81,0.070951,0.076863,0.147814,43.1,42,1.1,0.42,59,14573.26,14574.5,48
EV011,3/26/19 12:41 PM,3/26/19 1:21 PM,27.46,0.066339,0.597049,0.663388,54.9,43.5,11.4,6.45,59,14545.81,14573.15,10
EV011,3/26/19 12:04 PM,3/26/19 12:09 PM,1.33,0.016831,0.067322,0.084153,55.7,55.3,0.4,0.31,55.4,14544.47,14544.47,20
EV011,3/26/19 11:46 AM,3/26/19 11:49 AM,0.9,0.007672,0.051344,0.059016,56.1,56.1,0,0.18,55.4,14543.58,14543.58,13
EV011,3/26/19 11:42 AM,3/26/19 11:43 AM,0.09,0.00582,0.013579,0.019399,0,0,0,0.03,55.4,,,30
EV011,3/26/19 11:32 AM,3/26/19 11:38 AM,1.01,0.028197,0.065792,0.093989,56.9,56.5,0.4,0.26,55.4,14542.47,14542.47,30
EV011,3/26/19 11:04 AM,3/26/19 11:27 AM,8.44,0.104962,0.269902,0.374863,60,56.9,3.1,1.76,55.4,14534.03,14541.48,28
EV011,3/25/19 10:27 PM,3/25/19 10:30 PM,0.13,0.019033,0.02523,0.044262,60.8,60.8,0,0.05,69.8,14533.89,14533.89,43
EV011,3/25/19 9:20 PM,3/25/19 10:06 PM,13.02,0.20427,0.552287,0.756557,65.1,60.8,4.3,2.74,71.6,14520.85,14533.28,27
EV011,3/25/19 9:06 PM,3/25/19 9:16 PM,3.35,0.044984,0.115672,0.160656,66.7,65.1,1.6,0.75,73.4,14517.51,14520,28
EV011,3/25/19 8:34 PM,3/25/19 9:02 PM,12.45,0.084738,0.386027,0.470765,71.4,66.7,4.7,2.6,75.2,14505.06,14517.48,18
EV011,3/23/19 4:23 PM,3/23/19 4:26 PM,0.65,0.015213,0.037246,0.052459,72.2,72.2,0,0.17,62.6,14504.41,14504.41,29
EV011,3/23/19 3:55 PM,3/23/19 4:01 PM,0.72,0.044746,0.03968,0.084426,72.2,72.2,0,0.2,64.4,14503.69,14503.69,53
EV011,3/22/19 2:39 PM,3/22/19 2:59 PM,5.58,0.114085,0.211872,0.325956,74.9,72.5,2.4,1.49,59,14498.09,14503.07,35
EV011,3/22/19 2:13 PM,3/22/19 2:25 PM,5.31,0.036934,0.168257,0.205191,77.6,75.3,2.3,1.55,59,14492.78,14497.76,18
EV011,3/21/19 2:02 PM,3/21/19 2:23 PM,13.02,0.055388,0.290787,0.346175,83.1,77.3,5.8,3.8,60.8,14479.77,14492.2,16
EV011,3/21/19 1:38 PM,3/21/19 1:40 PM,0.04,0.013574,0.011563,0.025137,83.1,83.1,0,0.02,57.2,14479.74,14479.74,54
EV011,3/21/19 12:24 PM,3/21/19 12:45 PM,5.3,0.152262,0.201836,0.354098,49.4,47.5,1.9,1.23,55.4,14474.42,14479.4,43
EV011,3/21/19 11:25 AM,3/21/19 11:54 AM,15.01,0.06191,0.41432,0.47623,59.2,50.2,9,5.01,51.8,14459.41,14474.33,13
EV011,3/21/19 12:00 AM,3/21/19 12:19 AM,9.95,0.033541,0.271377,0.304918,64.7,60,4.7,2.63,57.2,14449.46,14458.16,11
EV011,3/20/19 7:37 PM,3/20/19 8:07 PM,13.09,0.127016,0.361508,0.488525,68.6,65.1,3.5,2.58,64.4,14436.37,14448.79,26
EV011,3/20/19 6:35 PM,3/20/19 6:55 PM,12.14,0.08,0.253333,0.333333,25.9,21.6,4.3,2.8,60.8,14424.24,14435.42,24
EV011,3/20/19 5:48 PM,3/20/19 6:35 PM,22.69,0.319598,0.45991,0.779508,33.3,25.9,7.4,4.74,59,14401.56,14423.93,41
EV011,3/20/19 5:12 PM,3/20/19 5:12 PM,0,0.007104,0,0.007104,0,0,0,-0.03,64.4,,,100
EV011,3/20/19 3:32 PM,3/20/19 5:06 PM,67.54,0.187705,1.376503,1.564208,53.7,28.2,25.5,13.79,64.4,14334.07,14401.18,12
EV011,3/20/19 12:40 PM,3/20/19 1:20 PM,22.58,0.258082,0.403667,0.661749,62.7,53.7,9,6.04,62.6,14311.5,14333.87,39
EV011,3/20/19 10:32 AM,3/20/19 10:34 AM,0.14,0.018533,0.017806,0.036339,42,42,0,0.04,55.4,14311.36,14311.36,51
EV011,3/19/19 11:02 PM,3/19/19 11:56 PM,52.14,0.027008,0.873265,0.900273,66.7,43.5,23.2,12.87,66.2,14259.26,14310.22,3
EV011,3/19/19 7:55 PM,3/19/19 8:23 PM,16.75,0.059672,0.399344,0.459016,71.4,66.7,4.7,3.44,75.2,14242.52,14258.67,13
EV011,3/19/19 4:23 PM,3/19/19 6:44 PM,141.56,0.07091,2.292751,2.363661,77.3,23.1,54.2,31.67,78.8,14101.07,14241.5,3
EV011,3/19/19 12:29 PM,3/19/19 3:31 PM,143.72,0.54541,2.484645,3.030055,98.4,36.5,61.9,34.32,69.8,13957.44,14100.36,18
EV011,3/18/19 8:07 PM,3/18/19 8:48 PM,8.83,0.143615,0.540265,0.68388,100,99.2,0.8,1.65,77,13948.61,13957.31,21
EV011,3/12/19 2:04 PM,3/12/19 2:05 PM,0.03,0.003877,0.007872,0.011749,0,0,0,0.02,73.4,,,33
EV011,3/8/19 10:45 PM,3/8/19 11:27 PM,12.82,0.141421,0.565683,0.707104,12.5,5.9,6.6,2.93,57.2,13935.74,13948.17,20
EV011,3/8/19 8:15 PM,3/8/19 10:41 PM,131.62,0.170888,2.270369,2.441257,72.2,12.5,59.7,33.4,51.8,13804.23,13934.72,7
EV011,3/8/19 6:37 PM,3/8/19 8:04 PM,78.92,0.043484,1.40597,1.449454,100,72.2,27.8,16.32,57.2,13725.36,13803.65,3
EV011,3/8/19 4:21 PM,3/8/19 5:15 PM,0.01,0.896721,0,0.896721,100,100,0,0.12,57.2,13725.35,13725.35,100
EV011,3/7/19 7:57 PM,3/7/19 8:04 PM,0.62,0.063861,0.056631,0.120492,58,58,0,0.17,53.6,13724.73,13724.73,53
EV011,3/7/19 4:58 PM,3/7/19 5:17 PM,14.72,0.009541,0.308492,0.318033,65.5,58.8,6.7,4.05,59,13710.02,13723.69,3
EV011,3/7/19 4:23 PM,3/7/19 4:25 PM,0.44,0.005574,0.031585,0.037158,65.9,65.9,0,0.12,62.6,13709.58,13709.58,15
EV011,3/7/19 3:45 PM,3/7/19 3:47 PM,0.44,0.00515,0.034467,0.039617,65.9,65.9,0,0.1,62.6,13709.14,13709.14,13
EV011,3/7/19 2:58 PM,3/7/19 3:37 PM,29.5,0.012956,0.634858,0.647814,78,65.9,12.1,6.89,62.6,13679.66,13708.25,2
EV011,3/7/19 1:44 PM,3/7/19 2:10 PM,18.45,0.021612,0.410628,0.43224,86.7,78,8.7,4.89,60.8,13661.22,13678.62,5
EV011,3/7/19 1:29 PM,3/7/19 1:34 PM,1.6,0.008066,0.081552,0.089617,87.5,86.7,0.8,0.3,59,13659.61,13660.86,9
EV011,3/7/19 12:41 PM,3/7/19 12:46 PM,1.14,0.016967,0.056803,0.07377,87.8,87.5,0.3,0.21,59,13658.48,13658.48,23
EV011,3/7/19 11:49 AM,3/7/19 12:34 PM,27.46,0.198738,0.537328,0.736066,100,87.8,12.2,7.24,55.4,13631.03,13657.13,27
EV011,3/7/19 9:53 AM,3/7/19 9:53 AM,0,0.003005,0,0.003005,0,0,0,0,48.2,,,100
EV011,3/7/19 9:50 AM,3/7/19 9:53 AM,0.63,0.005607,0.041115,0.046721,100,100,0,0.18,48.2,13630.4,13630.4,12
EV011,3/6/19 5:09 PM,3/6/19 5:43 PM,11.89,0.244284,0.310907,0.555191,51.4,47.1,4.3,2.72,69.8,13618.52,13629.7,44
EV011,3/6/19 5:03 PM,3/6/19 5:05 PM,0.17,0.004831,0.023585,0.028415,52.2,52.2,0,0.05,68,13618.35,13618.35,17
EV011,3/6/19 3:46 PM,3/6/19 4:16 PM,13.85,0.146426,0.358492,0.504918,58.8,52.2,6.6,3.76,68,13604.5,13618.17,29
EV011,3/6/19 3:44 PM,3/6/19 3:44 PM,0,0.004645,0,0.004645,0,0,0,0,60.8,,,100
EV011,3/6/19 3:05 PM,3/6/19 3:30 PM,14.97,0.104508,0.313525,0.418033,66.3,59.2,7.1,3.93,64.4,13589.54,13603.21,25
EV011,3/6/19 2:42 PM,3/6/19 2:46 PM,0.37,0.030429,0.040336,0.070765,66.3,66.3,0,0.12,62.6,13589.17,13589.17,43
EV011,3/6/19 2:14 PM,3/6/19 2:35 PM,0.13,0.329385,0.017336,0.346721,66.3,66.3,0,0.08,62.6,13589.04,13589.04,95
EV011,3/6/19 2:07 PM,3/6/19 2:11 PM,1.27,0.020836,0.046377,0.067213,66.7,66.3,0.4,0.32,62.6,13587.77,13587.77,31
EV011,3/6/19 1:57 PM,3/6/19 2:01 PM,0.16,0.038361,0.020656,0.059016,67.1,67.1,0,0.05,64.4,13587.61,13587.61,65
EV011,3/6/19 1:48 PM,3/6/19 1:49 PM,0.14,0.005814,0.014951,0.020765,0,0,0,0.04,68,,,28
EV011,3/6/19 12:59 PM,3/6/19 1:28 PM,20.98,0.071189,0.403402,0.47459,76.5,67.1,9.4,5.36,66.2,13566.49,13586.38,15
EV011,3/6/19 12:12 PM,3/6/19 12:15 PM,0.36,0.007295,0.041339,0.048634,76.9,76.9,0,0.08,62.6,13566.14,13566.14,15
EV011,3/6/19 10:38 AM,3/6/19 11:42 AM,49.83,0.09691,0.979866,1.076776,100,76.9,23.1,13.59,59,13516.34,13566.05,9
EV011,3/5/19 5:03 PM,3/5/19 5:19 PM,8.1,0.044962,0.219519,0.264481,67.8,64.7,3.1,2.05,59,13508.24,13515.7,17
EV011,3/5/19 3:16 PM,3/5/19 3:17 PM,0.17,0.003943,0.026385,0.030328,67.5,67.5,0,0.04,55.4,13508.08,13508.08,13
EV011,3/5/19 2:10 PM,3/5/19 3:03 PM,36.33,0.11565,0.773967,0.889617,85.5,67.5,18,10.26,53.6,13471.76,13507.8,13
EV011,3/5/19 1:47 PM,3/5/19 1:51 PM,1.28,0.006038,0.054344,0.060383,85.9,85.5,0.4,0.28,53.6,13470.48,13471.73,10
EV011,3/5/19 11:59 AM,3/5/19 12:47 PM,33.71,0.055713,0.740189,0.795902,100,85.9,14.1,8.28,53.6,13436.78,13469.09,7
EV011,2/28/19 10:13 PM,2/28/19 11:03 PM,35.84,0.084016,0.756148,0.840164,70.2,54.9,15.3,8.83,55.4,13400.98,13435.77,10
EV011,2/28/19 9:17 PM,2/28/19 9:52 PM,17.04,0.126951,0.450098,0.577049,77.3,70.2,7.1,4.13,60.8,13383.94,13400.09,22
EV011,2/28/19 4:49 PM,2/28/19 6:03 PM,53.38,0.099322,1.142208,1.24153,100,76.5,23.5,13.67,66.2,13330.59,13382.78,8
EV011,2/27/19 5:17 PM,2/27/19 5:49 PM,25.95,0.021246,0.509902,0.531148,59.6,45.9,13.7,7.03,68,13304.65,13329.51,4
EV011,2/27/19 3:44 PM,2/27/19 4:03 PM,14.56,0.012295,0.295082,0.307377,66.7,60,6.7,3.9,68,13290.1,13303.77,4
EV011,2/27/19 2:32 PM,2/27/19 3:06 PM,21.11,0.147475,0.419738,0.567213,75.7,67.1,8.6,5.01,66.2,13269.01,13288.9,26
EV011,2/27/19 2:08 PM,2/27/19 2:26 PM,5.35,0.074522,0.223566,0.298087,77.3,75.7,1.6,1.02,64.4,13263.65,13268.62,25
EV011,2/27/19 11:35 AM,2/27/19 12:44 PM,55.37,0.057992,1.101844,1.159836,100,76.9,23.1,13.76,57.2,13208.31,13262.99,5
EV011,2/26/19 5:18 PM,2/26/19 5:31 PM,7.94,0.033484,0.18974,0.223224,96.1,92.5,3.6,2.15,64.4,13200.37,13207.83,15
EV011,2/26/19 5:07 PM,2/26/19 5:11 PM,1.09,0.028328,0.050361,0.078689,97.3,96.9,0.4,0.33,64.4,13199.28,13199.28,36
EV011,2/26/19 2:28 PM,2/26/19 2:43 PM,7.95,0.062773,0.18832,0.251093,100,97.3,2.7,2.25,69.8,13191.34,13198.8,25
EV011,2/25/19 6:58 PM,2/25/19 7:01 PM,0.61,0.003852,0.034672,0.038525,41.2,41.2,0,0.2,73.4,13190.73,13190.73,10
EV011,2/25/19 3:41 PM,2/25/19 5:19 PM,37.75,0.803814,0.836623,1.640437,59.2,40,19.2,10.61,73.4,13153,13190.28,49
EV011,2/25/19 3:00 PM,2/25/19 3:05 PM,1.28,0.02518,0.053508,0.078689,59.6,59.2,0.4,0.31,68,13151.72,13152.96,32
EV011,2/25/19 2:35 PM,2/25/19 2:36 PM,0.11,0.007746,0.020943,0.028689,60,60,0,0.03,68,13151.6,13151.6,27
EV011,2/25/19 1:46 PM,2/25/19 2:32 PM,26.01,0.139475,0.635388,0.774863,70.2,60,10.2,6.09,66.2,13125.59,13150.45,18
EV011,2/25/19 11:00 AM,2/25/19 12:25 PM,61.32,0.155683,1.259617,1.415301,100,71,29,16.55,55.4,13064.3,13125.2,11
EV011,2/25/19 9:37 AM,2/25/19 9:41 AM,0.63,0.007623,0.043197,0.05082,100,100,0,0.16,46.4,13063.67,13063.67,15
EV011,2/22/19 4:12 PM,2/22/19 4:51 PM,17.37,0.252008,0.394167,0.646175,64.3,56.9,7.4,4.6,55.4,13046.31,13062.47,39
EV011,2/22/19 3:25 PM,2/22/19 4:06 PM,32.15,0.048579,0.64541,0.693989,78.8,64.3,14.5,8.12,51.8,13014.17,13045.24,7
EV011,2/22/19 2:47 PM,2/22/19 2:48 PM,0.01,0.008219,0.004623,0.012842,0,0,0,0.01,48.2,,,64
EV011,2/22/19 2:40 PM,2/22/19 2:46 PM,1.38,0.030762,0.083172,0.113934,79.2,78.8,0.4,0.3,48.2,13012.77,13014.01,27
EV011,2/22/19 2:23 PM,2/22/19 2:25 PM,0.14,0.009107,0.018489,0.027596,79.6,79.6,0,0.03,48.2,13012.62,13012.62,33
EV011,2/22/19 12:01 PM,2/22/19 1:03 PM,48.28,0.062115,0.973131,1.035246,100,79.6,20.4,11.78,46.4,12964.38,13011.6,6
EV011,2/21/19 3:47 PM,2/21/19 4:05 PM,11.3,0.03285,0.265784,0.298634,92.5,87.5,5,2.8,51.8,12953.08,12964.27,11
EV011,2/21/19 12:23 PM,2/21/19 12:41 PM,11.33,0.071344,0.225923,0.297268,100,92.5,7.5,4.29,44.6,12941.76,12952.95,24
EV011,2/20/19 5:56 PM,2/20/19 5:58 PM,0.62,0.004361,0.031978,0.036339,60,60,0,0.21,55.4,12941.14,12941.14,12
EV011,2/20/19 5:06 PM,2/20/19 5:35 PM,13.11,0.178227,0.303467,0.481694,67.5,60,7.5,4.13,53.6,12928.04,12940.46,37
EV011,2/20/19 4:16 PM,2/20/19 4:55 PM,28.73,0.050798,0.584175,0.634973,79.6,67.8,11.8,6.88,55.4,12899.33,12927.91,8
EV011,2/20/19 4:07 PM,2/20/19 4:09 PM,0.08,0.005202,0.013377,0.018579,79.6,79.6,0,0.02,55.4,12899.24,12899.24,28
EV011,2/20/19 4:03 PM,2/20/19 4:05 PM,0.16,0.007787,0.018169,0.025956,79.6,79.6,0,0.04,55.4,12899.08,12899.08,30
EV011,2/20/19 3:53 PM,2/20/19 3:57 PM,1.12,0.015486,0.044077,0.059563,80,80,0,0.25,51.8,12897.96,12897.96,26
EV011,2/20/19 2:19 PM,2/20/19 3:04 PM,31.29,0.074699,0.672295,0.746995,94.9,80.4,14.5,8.03,53.6,12866.68,12897.75,10
EV011,2/20/19 1:42 PM,2/20/19 2:04 PM,12.39,0.065016,0.296186,0.361202,100,94.9,5.1,3.46,51.8,12854.3,12865.48,18
EV011,2/19/19 5:55 PM,2/19/19 6:12 PM,8.65,0.084344,0.196803,0.281148,97.3,92.2,5.1,2.69,59,12845.65,12853.1,30
EV011,2/19/19 2:45 PM,2/19/19 3:00 PM,7.67,0.057689,0.193131,0.25082,100,97.3,2.7,2,53.6,12837.97,12845.43,23
EV011,2/15/19 3:44 PM,2/15/19 4:45 PM,28,0.478604,0.539702,1.018306,68.6,52.5,16.1,8.8,51.8,12809.99,12837.33,47
EV011,2/15/19 3:18 PM,2/15/19 3:20 PM,0.08,0.015213,0.016481,0.031694,68.6,68.6,0,0.02,55.4,12809.91,12809.91,48
EV011,2/15/19 2:16 PM,2/15/19 2:42 PM,19.55,0.012852,0.415563,0.428415,76.9,68.6,8.3,4.81,53.6,12790.37,12809.01,3
EV011,2/15/19 2:09 PM,2/15/19 2:11 PM,0.21,0.01291,0.023975,0.036885,76.9,76.9,0,0.08,50,12790.16,12790.16,35
EV011,2/15/19 11:12 AM,2/15/19 12:18 PM,47.78,0.141402,0.946303,1.087705,100,76.5,23.5,13.84,50,12742.41,12789.63,13
EV011,2/14/19 8:55 PM,2/14/19 8:57 PM,0.61,0.003885,0.039284,0.043169,70.6,70.6,0,0.17,57.2,12741.8,12741.8,9
EV011,2/14/19 12:49 PM,2/14/19 1:29 PM,29.74,0.052656,0.605541,0.658197,85.9,70.2,15.7,8.7,66.2,12712.08,12740.66,8
EV011,2/14/19 12:14 PM,2/14/19 12:22 PM,1.58,0.061563,0.081607,0.143169,85.9,85.9,0,0.34,62.6,12710.49,12711.73,43
EV011,2/14/19 9:52 AM,2/14/19 10:26 AM,28.5,0.022164,0.531934,0.554098,100,85.9,14.1,8.44,60.8,12682,12709.34,4
EV011,2/13/19 11:21 PM,2/14/19 12:01 AM,33.67,0.026557,0.637377,0.663934,84.3,71,13.3,7.9,62.6,12648.36,12681.91,4
EV011,2/13/19 9:57 PM,2/13/19 9:59 PM,0.09,0.011361,0.015689,0.027049,84.3,84.3,0,0.03,64.4,12648.26,12648.26,42
EV011,2/13/19 9:11 PM,2/13/19 9:55 PM,32.79,0.036708,0.697445,0.734153,100,84.3,15.7,9.34,62.6,12615.5,12647.81,5
EV011,2/13/19 6:01 PM,2/13/19 6:02 PM,0.02,0.004145,0.007057,0.011202,0,0,0,0.01,59,,,37
EV011,2/13/19 5:22 PM,2/13/19 5:32 PM,8.07,0.004672,0.151066,0.155738,95.7,90.6,5.1,2.84,60.8,12607.4,12614.85,3
EV011,2/13/19 3:48 PM,2/13/19 3:58 PM,8.38,0.006568,0.157639,0.164208,100,96.1,3.9,2.45,55.4,12599.03,12606.49,4
EV011,2/13/19 2:44 PM,2/13/19 2:47 PM,0.32,0.01435,0.040842,0.055191,100,100,0,0.11,51.8,12598.71,12598.71,26
EV011,2/13/19 1:27 PM,2/13/19 1:32 PM,0.64,0.046134,0.037746,0.08388,100,100,0,0.24,51.8,12598.07,12598.07,55
EV011,2/12/19 7:54 PM,2/12/19 7:57 PM,0.61,0.012148,0.051787,0.063934,90.6,90.6,0,0.15,50,12597.47,12597.47,19
EV011,2/12/19 11:55 AM,2/12/19 12:18 PM,16.06,0.056434,0.319795,0.37623,100,90.6,9.4,5.59,41,12581.41,12596.32,15
EV011,2/11/19 8:09 PM,2/11/19 8:30 PM,0.76,0.28918,0.072295,0.361475,82.4,82.4,0,0.24,53.6,12580.64,12580.64,80
EV011,2/11/19 3:50 PM,2/11/19 4:26 PM,17.77,0.206844,0.384139,0.590984,91.8,82.4,9.4,5.28,53.6,12562.88,12580.28,35
