Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Average Ambient Temperature (logger),Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,Average Speed,GPS Average Speed,GPS Distance,Average Battery Voltage,Average Battery Power Used,Average Battery Current
EV055,01/01/2021 07:25:55,01/01/2021 07:29:10,,0.08277777777777778,0.05416666666666667,0.13694444444444445,,,,,41.144,56.5714062102077,134.16080187295927,134.1489638975294,0.6044624746450304,,,0.104252975125268,0.005647036307961505,,,
EV055,01/01/2021 14:23:27,01/01/2021 14:26:42,,0.010277777777777778,0.05416666666666667,0.06444444444444444,,,,,34.808,56.5514873403578,132.6399559218304,132.62811406111618,0.15948275862068967,,,0.338861455350752,0.01836101914817466,,,
EV055,01/01/2021 15:20:34,01/01/2021 15:23:56,,0.008611111111111111,0.05611111111111111,0.06472222222222222,,,,,34.178,56.5487625292858,132.43191109209553,132.41964816370134,0.13304721030042918,,,0.246479155481985,0.013830219020917838,,,
EV055,01/01/2021 16:07:42,01/01/2021 16:11:04,,0.16694444444444445,0.05583333333333333,0.22277777777777777,,,,,37.328,56.5465139328168,132.2602262092943,132.24796716618454,0.7493765586034913,,,0.264687997096954,0.014847232164161298,,,
EV055,01/02/2021 07:43:50,01/02/2021 07:47:12,,0.021111111111111112,0.05611111111111111,0.07722222222222222,,,,,42.53,56.5018547516367,128.85040751023362,128.83814069655534,0.2733812949640288,,,0.200638086077309,0.011261593543704764,,,
EV055,01/02/2021 09:31:35,01/02/2021 09:31:36,,0.0275,0,0.0275,,,,,42.692,56.4967144237755,128.45793309405735,128.45787560399202,1,,,8.44749351288475,0.0022221600851029984,,,
EV055,01/02/2021 11:46:19,01/02/2021 11:46:20,,0.06944444444444445,0,0.06944444444444445,,,,,43.124,56.4902868194702,127.96717252095407,127.96711563796434,1,,,,0,,,
EV055,01/02/2021 17:46:41,01/02/2021 17:49:56,,0.006388888888888889,0.05416666666666667,0.06055555555555556,,,,,46.166,56.4730951539463,126.65455412933464,126.64271615390463,0.10550458715596331,,,0.218472843593414,0.011833946005328878,,,
EV055,01/02/2021 18:20:15,01/02/2021 18:23:36,,0.020555555555555556,0.05583333333333333,0.0763888888888889,,,,,46.166,56.4714938205646,126.53228909079188,126.52008686996406,0.2690909090909091,,,0.237747585351547,0.01327424031158037,,,
EV055,01/02/2021 21:02:08,01/02/2021 21:05:14,,0.0275,0.051666666666666666,0.07916666666666666,,,,,47.732,56.4637710047075,125.94263649924966,125.93134489191655,0.3473684210526316,,,0.177941297820727,0.009193633555038574,,,
EV055,01/02/2021 23:50:14,01/02/2021 23:53:36,,0.46944444444444444,0.05611111111111111,0.5255555555555556,,,,,,56.4557516161834,125.33033998547486,125.3180770570807,0.8932346723044398,,,0.272094095482383,0.015267502162371748,,,
EV055,01/04/2021 15:51:29,01/04/2021 15:54:35,,0.026111111111111113,0.051666666666666666,0.07777777777777778,,,,,49.334,56.3411974419209,116.58389736975957,116.57260576242642,0.33571428571428574,,,0.122903375536865,0.006350007829277022,,,
EV055,01/04/2021 18:43:11,01/04/2021 18:46:16,,0.05694444444444444,0.05138888888888889,0.10833333333333334,,,,,52.26807038,56.3330063115842,115.95848802166239,115.94725712189562,0.5256410256410257,,,0.109555123081206,0.005629915667501789,,,
EV055,01/04/2021 23:42:36,01/04/2021 23:42:37,,0.057777777777777775,0,0.057777777777777775,,,,,,56.3187223224076,114.86787659295294,114.86781910288762,1,,,,0,,,
EV055,01/05/2021 04:35:51,01/05/2021 04:38:56,,0.13416666666666666,0.05138888888888889,0.18555555555555556,,,,,46.364,56.304732520595,113.79972696377709,113.78849606401016,0.7230538922155688,,,0.161834666795912,0.008316503494591584,,,
EV055,01/05/2021 16:36:14,01/05/2021 16:36:15,,0.0913888888888889,0,0.0913888888888889,,,,,43.844,56.2703658707657,111.17576382527923,111.17570633521407,1,,,,0,,,
EV055,01/06/2021 00:14:28,01/06/2021 00:17:33,,0.03111111111111111,0.05138888888888889,0.0825,,,,,56.984,56.248505364313,109.50666999722819,109.49543909746127,0.37710437710437705,,,0.122687871579973,0.006304793754473872,,,
