Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC,Maximum Speed,Average Speed,Percent Idling Time,Drive Cycle
EV170,10/08/2020,4,33,0.13333333333333333,1.2833333333333334,1.4166666666666667,,,,,63.86453519,,,,,48.15626739839338,15.119832418060764,0.09411764705882353,
EV170,10/09/2020,8,90,0.6833333333333333,3.15,3.8333333333333335,,,,,64.5485263925,,,,,45.360097033325374,12.409125319661996,0.17826086956521742,
EV170,10/12/2020,8,88,0.18333333333333335,2.9,3.0833333333333335,,,,,65.57228519,,,,,45.67078262944405,14.895158690427216,0.05945945945945947,
EV170,10/13/2020,5,54,0.3,1.7666666666666668,2.066666666666667,,,,,55.418014076,,,,,35.9152549113179,11.883868368519742,0.14516129032258063,
EV170,10/14/2020,7,92,0.9,2.9166666666666665,3.816666666666667,,,,,58.6734285714286,,,,,51.840110895229,13.47662756072801,0.23580786026200876,
EV170,10/15/2020,9,90,1.1333333333333333,2.966666666666667,4.1,,,,,52.43402346,,,,,43.08173599512182,10.458365172171906,0.2764227642276423,
EV170,10/16/2020,1,20,0.31666666666666665,0.48333333333333334,0.8,,,,,50.666,,,,,60.894376839258726,15.534279805933348,0.3958333333333333,
EV170,10/19/2020,7,91,1.1333333333333333,2.9166666666666665,4.05,,,,,46.1788571428571,,,,,44.64995852791128,11.2139183134215,0.27983539094650206,
EV170,10/20/2020,6,91,0.9833333333333333,2.933333333333333,3.9166666666666665,,,,,49.076,,,,,50.641752167342716,12.930045697813938,0.251063829787234,
EV170,10/21/2020,7,90,1.3166666666666667,2.9,4.216666666666667,,,,,50.8048671971429,,,,,50.597368510754336,12.551646638570132,0.31225296442687744,
EV170,10/22/2020,8,90,1.1666666666666667,2.9166666666666665,4.083333333333333,,,,,51.8225,,,,,49.709695378986716,12.726491717235856,0.28571428571428575,
EV170,10/23/2020,9,90,1.4333333333333333,2.95,4.383333333333334,,,,,56.67601564,,,,,43.84118967452301,10.386415595150277,0.32699619771863114,
EV170,10/26/2020,8,92,1.0333333333333334,2.8333333333333335,3.8666666666666667,,,,,43.9047587975,,,,,46.52516801877038,12.10482759952606,0.2672413793103448,
EV170,10/27/2020,7,98,1.1833333333333333,3.2,4.383333333333334,,,,,40.3108671971429,,,,,52.5502494006431,12.710528443249743,0.26996197718631176,
EV170,10/28/2020,6,94,0.7166666666666667,2.95,3.666666666666667,98,99.2,87.2,89.4100036621094,45.02001173,,,100,62,51.15956149420716,13.618867842861011,0.19545454545454544,
