Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature
EV047,05/01/20,,57.63,,9.86,,,,81.4,130.24,
EV047,05/02/20,,44.71,,6.77,,,,58.73,93.968,
EV047,05/03/20,,0,,0.02,,,,0.11,0.176,
EV047,05/04/20,,0,,0,,,,0,0,
EV047,05/05/20,,13.379,,3.55,,,,18.98,30.368,
EV047,05/06/20,,0,,0,,,,0,0,
EV047,05/07/20,,46.308,,10.12,,,,69.21,110.736,
EV047,05/08/20,,13.141,,3.77,,,,31.2,49.92,
EV047,05/09/20,,0,,0,,,,0,0,
EV047,05/10/20,,0,,0,,,,0,0,
EV047,05/11/20,,17.051,,4.46,,,,42.76,68.416,
EV047,05/12/20,,48.467,,7.4,,,,62.02,99.232,
EV047,05/13/20,,47.889,,8.24,,,,55.71,89.136,
EV047,05/14/20,,43.231,,8.62,,,,62.21,99.536,
EV047,05/15/20,,2.618,,2.75,,,,4.85,7.76,
EV047,05/16/20,,0,,0,,,,0,0,
EV047,05/17/20,,0,,0,,,,0,0,
EV047,05/18/20,,59.806,,9.98,,,,80.41,128.656,
EV047,05/19/20,,47.481,,8.58,,,,62.15,99.44,
EV047,05/20/20,,48.909,,9.78,,,,59.2,94.72,
EV047,05/21/20,,58.276,,10.29,,,,83.06,132.896,
EV047,05/22/20,,48.11,,6.65,,,,49.77,79.632,
EV047,05/23/20,,6.154,,2.81,,,,14.06,22.496,
EV047,05/24/20,,14.943,,2.52,,,,17.9,28.64,
EV047,05/25/20,,31.195,,5.75,,,,46.46,74.336,
EV047,05/26/20,,51.68,,7.78,,,,51.82,82.912,
EV047,05/27/20,,44.846,,7.19,,,,50.08,80.128,
EV047,05/28/20,,59.058,,7.45,,,,63.12,100.992,
EV047,05/29/20,,60.588,,9.49,,,,85.43,136.688,
EV047,05/30/20,,14.943,,5.82,,,,42.55,68.08,
EV047,05/31/20,,21.284,,3.98,,,,43.4,69.44,
EV047,06/01/20,,55.471,,10.59,,,,82.94,132.704,
EV047,06/02/20,,65.518,,9.87,,,,82.01,131.216,
EV047,06/03/20,,71.417,,9.39,,,,85.77,137.232,
EV047,06/04/20,,62.543,,10.81,,,,80.83,129.328,
EV047,06/05/20,,68.816,,10.37,,,,82.43,131.888,
EV047,06/06/20,,28.271,,5.21,,,,52.27,83.632,
EV047,06/07/20,,24.633,,3.15,,,,31.24,49.984,
EV047,06/08/20,,62.951,,9.59,,,,82.84,132.544,
EV047,06/09/20,,0,,0,,,,0,0,
EV047,06/10/20,,41.939,,7.58,,,,53.81,86.096,
EV047,06/11/20,,27.863,,6.86,,,,48.78,78.048,
EV047,06/12/20,,0,,0,,,,0,0,
EV047,06/13/20,,16.065,,3.52,,,,27,43.2,
EV047,06/14/20,,33.048,,4.92,,,,46.94,75.104,
EV047,06/15/20,,39.729,,7.3,,,,51.65,82.64,
EV047,06/16/20,,34.765,,5.92,,,,44.95,71.92,
EV047,06/17/20,,52.564,,8.88,,,,58.53,93.648,68
EV047,06/18/20,,61.506,,9.2,,,,80.34,128.544,73
EV047,06/19/20,,0,,0,,,,0.03,0.048,71
EV047,06/20/20,,0,,0,,,,0,0,73
EV047,06/21/20,,7.055,,1.19,,,,9.09,14.544,75
EV047,06/22/20,,32.589,,8.79,,,,74.04,118.464,75
EV047,06/23/20,,0,,0.02,,,,0.05,0.08,
EV047,06/24/20,,0,,0,,,,0.06,0.096,63
EV047,06/25/20,,35.292,,6.25,,,,58.44,93.504,68
EV047,06/26/20,,64.974,,10.12,,,,86.57,138.512,69
EV047,06/27/20,,28.951,,4.96,,,,32.94,52.704,69
EV047,06/28/20,,0.442,,0.07,,,,0.47,0.752,71
EV047,06/29/20,,23.188,,2.81,,,,24.38,39.008,
