Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature
EV052,05/01/20,,29.954,,5.74,,,,28,44.8,67
EV052,05/02/20,,20.451,,2.28,,,,14.88,23.808,67
EV052,05/03/20,,8.976,,1.37,,,,10.79,17.264,66
EV052,05/04/20,,86.445,,10.75,,,,72.03,115.248,65
EV052,05/05/20,,106.93,,11.34,,,,101.51,162.416,69
EV052,05/06/20,,9.724,,1.36,,,,7.36,11.776,68
EV052,05/07/20,,37.485,,6.24,,,,46.21,73.936,72
EV052,05/08/20,,67.779,,12.8,,,,69.04,110.464,75
EV052,05/09/20,,45.815,,4.23,,,,37.32,59.712,77
EV052,05/10/20,,42.772,,6,,,,50.69,81.104,71
EV052,05/11/20,,63.257,,5.5,,,,71.24,113.984,66
EV052,05/12/20,,89.947,,8.39,,,,79.82,127.712,67
EV052,05/13/20,,69.275,,6.83,,,,59.61,95.376,62
EV052,05/14/20,,32.385,,3.7,,,,38.29,61.264,64
EV052,05/15/20,,58.344,,3.39,,,,35.27,56.432,66
EV052,05/16/20,,84.082,,9.03,,,,71.12,113.792,70
EV052,05/17/20,,50.949,,3.79,,,,36.99,59.184,69
EV052,05/18/20,,70.941,,7.69,,,,57.28,91.648,64
EV052,05/19/20,,62.747,,8.44,,,,60.25,96.4,60
EV052,05/20/20,,62.475,,7.47,,,,72.15,115.44,63
EV052,05/21/20,,38.658,,4.51,,,,37.34,59.744,69
EV052,05/22/20,,31.331,,3.9,,,,30.59,48.944,69
EV052,05/23/20,,47.6,,3.34,,,,40.02,64.032,70
EV052,05/24/20,,66.538,,6.98,,,,58.03,92.848,73
EV052,05/25/20,,37.451,,4.33,,,,26.05,41.68,80
EV052,05/26/20,,70.941,,8.46,,,,58.51,93.616,84
EV052,05/27/20,,63.818,,7.9,,,,67.33,107.728,88
EV052,05/28/20,,50.762,,6.66,,,,52.68,84.288,85
EV052,05/29/20,,99.705,,7.36,,,,78.52,125.632,78
EV052,05/30/20,,24.82,,3.44,,,,17.89,28.624,70
EV052,05/31/20,,50.728,,7.11,,,,45.36,72.576,68
EV052,06/01/20,,31.365,,7.9,,,,26.03,41.648,72
EV052,06/02/20,,103.598,,10.4,,,,101.58,162.528,78
EV052,06/03/20,,57.46,,8.56,,,,44.25,70.8,84
EV052,06/04/20,,29.988,,4.43,,,,23.05,36.88,86
EV052,06/05/20,,69.598,,7.37,,,,86.39,138.224,79
EV052,06/06/20,,101.456,,9.01,,,,102.29,163.664,66
EV052,06/07/20,,41.242,,4.17,,,,48.34,77.344,64
EV052,06/08/20,,4.794,,0.52,,,,5.45,8.72,68
EV052,06/09/20,,0,,0,,,,0,0,73
EV052,06/10/20,,41.565,,5.21,,,,50.22,80.352,80
EV052,06/11/20,,59.585,,8.61,,,,50.05,80.08,81
EV052,06/12/20,,12.597,,1.82,,,,11.8,18.88,74
EV052,06/13/20,,22.508,,3.85,,,,35.44,56.704,65
EV052,06/14/20,,0,,0,,,,0,0,68
EV052,06/15/20,,0,,0.02,,,,0,0,74
EV052,06/16/20,,83.895,,9.22,,,,79.1,126.56,69
EV052,06/17/20,,35.139,,4.77,,,,33.16,53.056,73
EV052,06/18/20,,9.35,,0.72,,,,8.15,13.04,77
EV052,06/19/20,,39.253,,3.82,,,,32.59,52.144,81
EV052,06/20/20,,26.265,,2.9,,,,22.26,35.616,77
EV052,06/21/20,,48.875,,5.5,,,,36.15,57.84,78
EV052,06/22/20,,0.85,,0.18,,,,0.54,0.864,79
EV052,06/23/20,,28.05,,3.14,,,,21.5,34.4,82
EV052,06/24/20,,65.756,,6.86,,,,60.02,96.032,79
EV052,06/25/20,,38.998,,5.21,,,,36.42,58.272,83
EV052,06/26/20,,79.577,,9.7,,,,72.8,116.48,83
EV052,06/27/20,,45.118,,6.11,,,,37.06,59.296,83
EV052,06/28/20,,69.938,,7.65,,,,68.35,109.36,75
EV052,06/29/20,,18.938,,3.28,,,,20.96,33.536,72
EV052,06/30/20,,4.743,,0.75,,,,5.77,9.232,78
EV052,07/01/20,,72.437,,10.92,,,,71.32,114.112,79
EV052,07/02/20,,17.034,,2.99,,,,11.14,17.824,75
EV052,07/03/20,,71.944,,12.44,,,,64.7,103.52,71
EV052,07/04/20,,37.842,,6.48,,,,41.9,67.04,77
EV052,07/05/20,,0.935,,0.15,,,,0.85,1.36,82
EV052,07/06/20,,55.08,,6.53,,,,60.27,96.432,78
EV052,07/07/20,,3.706,,1.27,,,,11.72,18.752,72
EV052,07/08/20,,48.093,,7.02,,,,48.37,77.392,78
EV052,07/09/20,,59.381,,6.84,,,,57.34,91.744,80
EV052,07/10/20,,54.502,,7.13,,,,48.92,78.272,83
EV052,07/11/20,,3.094,,0.28,,,,1.39,2.224,84
EV052,07/12/20,,54.196,,7.2,,,,56.41,90.256,86
EV052,07/13/20,,30.396,,3.62,,,,30.71,49.136,85
