Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer
EV025,8/31/2018 0:00,,61.401,,,,,,41.9,107.695,,19590.712,
EV025,9/1/2018 0:00,,91.773,,,,,,66,157.691,,0,19621.051
EV025,9/2/2018 0:00,,115.125,,,,,,75.6,184.174,,19621.051,19736.178
EV025,9/4/2018 0:00,,,,,,,,0,,,19736.178,
EV025,9/5/2018 0:00,,114.736,,,,,,63.4,145.703,,0,19914.903
EV025,9/6/2018 0:00,,124.088,,,,,,66.6,151.646,,19914.903,20038.997
EV025,9/7/2018 0:00,,100.678,,,,,,64.9,151.067,,20038.997,20139.678
EV025,9/8/2018 0:00,,102.989,,,,,,68.5,158.452,,20139.678,20242.67
EV025,9/9/2018 0:00,,,,,,,,0.8,3.977,,20242.67,
EV025,9/10/2018 0:00,,108.056,,,,,,62.2,152.425,,0,20350.73
EV025,9/11/2018 0:00,,102.101,,,,,,66.4,158.771,,20350.73,20452.834
EV025,9/12/2018 0:00,,114.143,,,,,,65.2,153.548,,20452.834,20566.976
EV025,9/13/2018 0:00,,97.561,,,,,,63.6,149.874,,20566.976,20664.544
EV025,9/14/2018 0:00,,117.25,,,,,,65.3,155.531,,20664.544,20781.797
EV025,9/15/2018 0:00,,114.519,,,,,,65.3,158.055,,20781.797,20896.319
EV025,9/16/2018 0:00,,125.874,,,,,,65.2,161.432,,20896.319,21022.196
EV025,9/17/2018 0:00,,123.793,,,,,,70.5,171.194,,21022.196,21145.992
EV025,9/18/2018 0:00,,118.784,,,,,,66.7,157.7,,21145.992,21264.838
EV025,9/19/2018 0:00,,94.526,,,,,,65.4,151.34,,21264.838,21359.368
EV025,9/20/2018 0:00,,91.338,,,,,,64.2,151.482,,21359.368,21450.709
EV025,9/21/2018 0:00,,107.283,,,,,,66.2,158.378,,21450.709,21557.995
EV025,9/22/2018 0:00,,92.64,,,,,,56.5,135.577,,21557.995,21650.638
EV025,9/23/2018 0:00,,,,,,,,-0.4,1.67,,21650.638,
EV025,9/24/2018 0:00,,,,,,,,0.4,1.74,,0,
EV025,9/25/2018 0:00,,85.143,,,,,,62.8,143.133,,0,21735.785
EV025,9/26/2018 0:00,,77.65,,,,,,47.5,112.211,,21735.785,21813.438
EV025,9/27/2018 0:00,,112.363,,,,,,66.8,148.686,,21813.438,21925.8
EV025,9/28/2018 0:00,,101.864,,,,,,69.5,164.016,,21925.8,22027.668
EV025,9/29/2018 0:00,,108.106,,,,,,61,143.198,,22027.668,22135.78
EV025,9/30/2018 0:00,,,,,,,,-0.5,0.3,,22135.78,
EV025,10/1/2018 0:00,,,,,,,,0,3.378,,0,
EV025,10/2/2018 0:00,,112.375,,,,,,73.7,166.965,,0,22248.158
EV025,10/3/2018 0:00,,115.488,,,,,,67.8,156.328,,22248.158,22363.649
EV025,10/4/2018 0:00,,17.569,,,,,,14.4,43.043,,22363.649,22381.222
EV025,10/5/2018 0:00,,96.201,,,,,,61.8,142.602,,22381.222,22477.485
EV025,10/6/2018 0:00,,104.962,,,,,,46.5,112.523,,22477.485,22582.45
EV025,10/7/2018 0:00,,116.078,,,,,,71.7,171.698,,22582.45,22698.491
