Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC
EV175,2020-11-02,6.0,185.76,1.5833333333333335,15.616666666666667,17.200000000000003,92.0,55.6,,,49.0,24248.124,24404.75,92.0,0.0
EV175,2020-11-03,2.0,131.12,0.23333333333333334,11.033333333333333,11.266666666666666,55.6,76.4,,453.47999999999985,52.0,24404.75,24536.376,91.6,0.0
EV175,2020-11-04,,,,,,76.4,55.6,,,57.0,24536.75,24726.25,89.2,54.8
EV175,2020-11-05,3.0,,1.5166666666666666,2.6999999999999997,4.216666666666666,55.6,92.8,26.0,,56.0,24726.25,24755.75,92.8,39.6
EV175,2020-11-06,2.0,189.87,0.19999999999999998,15.366666666666667,15.566666666666666,92.0,58.0,,,62.0,24755.75,24916.624,92.8,56.0
EV175,2020-11-07,,,,,,58.0,50.0,78.79999999999998,155.19999999999996,65.0,24916.624,24945.5,60.0,47.2
EV175,2020-11-09,3.0,189.63,0.9666666666666667,17.816666666666666,18.783333333333335,50.0,66.4,,,31.0,24945.624,25106.25,86.0,0.0
EV175,2020-11-10,6.0,,1.7,9.916666666666668,11.616666666666667,66.4,54.8,,,33.0,25106.25,25295.376,90.8,0.0
EV175,2020-11-11,5.0,74.12,3.7333333333333334,7.833333333333333,11.566666666666666,54.8,73.6,,,36.0,25295.376,25398.0,91.2,0.0
EV175,2020-11-12,4.0,,1.45,1.7000000000000002,3.1500000000000004,71.2,74.4,,,33.0,25398.0,25559.25,91.6,0.0
EV175,2020-11-13,2.0,,0.05,0.06666666666666667,0.11666666666666667,74.4,0.0,,338.20999999999975,36.0,25559.25,25588.376,74.4,0.0
EV175,2020-11-15,,,,,,68.4,49.2,,261.69000000000005,42.0,25588.376,25592.75,68.4,0.0
EV175,2020-11-16,1.0,,0.3333333333333333,1.6666666666666667,2.0,52.4,79.6,101.59999999999998,,45.0,25592.75,25753.25,91.6,50.8
EV175,2020-11-17,,,,,,79.6,87.2,,,52.0,25753.25,25782.624,87.2,0.0
EV175,2020-11-18,5.0,,0.33333333333333337,0.36666666666666664,0.7,88.4,72.0,,,63.0,25782.624,25828.624,88.4,0.0
EV175,2020-11-19,7.0,,2.95,6.5,9.450000000000001,72.0,87.6,,,50.0,25829.0,25902.25,92.8,0.0
EV175,2020-11-20,,,,,,88.0,86.0,14.399999999999977,,39.0,25902.25,25902.75,91.2,86.0
EV175,2020-11-23,2.0,44.25,2.6166666666666667,4.75,7.366666666666666,85.2,80.4,67.59999999999998,,33.0,25902.75,26005.124,88.8,60.0
EV175,2020-11-24,7.0,,1.3333333333333333,2.6333333333333333,3.9666666666666672,80.4,87.2,,,35.0,26005.25,26036.25,92.4,0.0
EV175,2020-11-25,,,,,,88.0,83.2,6.799999999999983,233.79999999999995,36.0,26036.25,26036.75,88.0,83.2
EV175,2020-11-26,,,,,,,,,,35.0,,,,
EV175,2020-11-29,,,,,,84.4,0.0,86.4,279.6000000000001,31.0,26036.75,26037.124,84.4,0.0
EV175,2020-11-30,2.0,58.0,1.3833333333333333,5.866666666666666,7.249999999999999,80.0,86.8,95.20000000000003,,31.0,26037.124,26193.376,91.6,62.8
EV175,2020-12-01,,,,,,86.8,80.4,113.20000000000002,,33.0,26193.876,26228.124,90.8,0.0
EV175,2020-12-02,11.0,10.63,1.8833333333333333,2.0166666666666666,3.9000000000000004,82.0,78.0,,,30.0,26228.124,26238.75,89.2,0.0
EV175,2020-12-03,4.0,24.0,1.1666666666666665,2.216666666666667,3.383333333333333,78.8,0.0,97.2,505.59999999999997,28.0,26238.75,26262.75,88.4,0.0
EV175,2020-12-04,9.0,117.13,2.6,11.483333333333334,14.083333333333332,81.2,85.2,,,27.0,26262.75,26394.376,91.2,0.0
EV175,2020-12-05,,,,,,87.2,77.2,95.19999999999999,57.69,27.0,26394.376,26418.5,87.2,0.0
