Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC,Percent Idling Time,Drive Cycle,Energy Consumed While Driving,Energy Consumed While Idling,Average Speed,Maximum Speed
EV065,10/04/2022,,31.3015738089557,2.3325216666666666,1.5528902777777778,3.8854119444444444,91.6,92,13.6,61.408976,76.53953488372093,3316.335724369681,3347.792640976696,92,50.8,0.6003280218463893,,54.249174,7.152908,4.431067987593601,37.787259902171314
EV065,10/05/2022,,142.4493458204088,4.648377777777778,7.765899444444445,12.414277222222223,91.6,37.2,54.8,255.131603,67.0941935483871,3347.792640976696,3490.3196581961342,91.6,37.2,0.3744380518148034,,220.172731,34.943534,11.179325986240356,42.188059234073016
EV065,10/13/2022,,0,6.3959688888888895,0.02900138888888889,6.424970277777779,,,,,58.220618556701034,3490.3196581961342,3490.397329595164,,,0.9954861442722627,,,,0.01076761451344046,4.003370317346695
EV065,10/18/2022,,34.64144396723137,3.566449722222222,1.0778261111111112,4.644275833333333,92.4,92,25.2,123.307561,59.822857142857146,3490.397329595164,3526.669872942018,92.8,70,0.7679237517773522,,68.304518,54.992757,5.141619700210033,64.68157211882604
EV065,10/19/2022,,64.4672611946234,5.566113055555556,3.1414594444444446,8.707572500000001,92,92,35.2,174.784078,66.08171428571428,3526.669872942018,3591.2924769347014,92.4,63.6,0.6392267254226772,,105.981165,68.797299,5.915428441971833,55.80242633023145
EV065,10/20/2022,,147.42031535830748,6.999165277777777,7.751949722222222,14.751114999999999,92,87.6,58.8,291.651346,50.398360655737704,3591.2924769347014,3737.703064105623,92.4,58,0.4744838120899863,,238.344903,53.207767,8.351693531870195,38.16530213552851
EV065,10/21/2022,,95.61349220551976,10.8817225,5.951115833333334,16.832838333333335,88,92,31.2,196.661066,61.71685393258427,3737.703064105623,3833.394227710172,92,46,0.6464579701007049,,154.878353,41.774696,4.759472617363493,34.01895430684801
EV065,10/22/2022,,117.74984092897478,5.137311388888889,6.435030277777778,11.572341666666667,92,92,54,253.839631,44.95454545454545,3833.394227710172,3951.221740038177,92,27.2,0.44393015146507125,,218.710093,35.114332,7.8933073995800305,53.9800688976378
EV065,10/23/2022,,147.8863437524855,3.3711172222222223,6.3667919444444445,9.737909166666666,91.6,92,61.6,286.13752,45.395580110497235,3951.221740038177,4099.185755189692,92,29.6,0.34618491141422014,,251.845223,34.283184,11.32230951602079,54.82097053209258
EV065,10/24/2022,,159.3040394098465,6.099917222222222,7.790042499999999,13.889959722222223,92,92,61.6,331.242037,47.26798418972332,4099.185755189692,4258.567465998568,92,29.6,0.4391601807500642,,287.695969,43.532683,9.032278720584465,54.20301688141255
EV065,10/25/2022,,152.39128489620614,12.186089722222222,6.610260555555555,18.796350277777776,92,91.6,67.2,310.039897,62.591366906474825,4258.567465998568,4411.424779288953,92,25.2,0.6483221232916361,,266.242363,43.786512,6.9742170410899,56.211972083035064
EV065,10/26/2022,,170.4887208701185,11.0467425,7.7520219444444445,18.798764444444444,91.6,92.4,80,385.807922,48.973076923076924,4411.424779288953,4582.301857154219,92.4,46.4,0.587631305910885,,314.41972,71.365637,7.2701296831657025,62.83013451443569
EV065,10/27/2022,,95.30280660940107,8.436131944444444,5.405795277777778,13.841927222222221,92.4,92,38,186.860981,53.476146788990825,4582.301857154219,4677.68233516265,92.4,54,0.6094622380979463,,152.927855,33.919413,5.72693292814765,35.475386244333095
EV065,10/28/2022,,125.9053378270898,3.6931263888888886,5.391743055555556,9.084869444444443,92,92,57.2,265.450547,44.945,4677.68233516265,4803.898358585859,92.4,34.8,0.40651397485379387,,230.584949,34.819658,10.430970717218342,49.50172244094489
EV065,10/29/2022,,93.12800743657044,4.636713611111111,5.786404166666666,10.423117777777778,91.6,83.6,36,169.620122,54.926315789473684,4803.898358585859,4897.104037421458,91.6,48.8,0.44484900870991256,,137.35536,32.258367,7.332209038289238,34.7944255547602
EV065,10/31/2022,,234.0239252763859,3.9933747222222222,10.60091361111111,14.594288333333333,92,84.4,77.2,361.846938,55.296460176991154,4897.104037421458,5133.069747673586,92,46.8,0.27362586177644305,,333.927083,27.874997,13.38204002815288,65.07900113338106
EV065,11/01/2022,,128.2354797979798,7.745699444444444,6.403948611111111,14.149648055555556,84.4,92,42,232.779288,57.80659340659341,5133.069747673586,5261.615913067684,92,43.2,0.5474128694955958,,198.052041,34.722682,7.400989279383211,36.53681251491291
EV065,11/02/2022,,95.0697924123121,8.4676325,5.806827500000001,14.274460000000001,92,92,40,194.391563,65.76595744680851,5261.615913067684,5356.7633768790265,92,51.6,0.5932015992198654,,165.742092,28.643976,5.594248351832331,31.85005816034359
EV065,11/03/2022,,126.21602342320844,3.8824458333333336,5.959138333333334,9.841584166666667,92,92,53.2,269.57767,55.74968152866242,5356.7633768790265,5483.134743100294,92,34,0.39449399279468983,,235.889933,33.666606,9.923369704027072,52.46062992125984
EV065,11/04/2022,,141.43961763302315,6.070909166666667,5.766080555555555,11.83698972222222,92,92,60.8,342.730117,64.61017964071857,5483.134743100294,5624.807374930407,92,0.4,0.5128761035645254,,283.258572,59.458409,8.6833836878254,58.824340849439274
EV065,11/05/2022,,150.29415712240515,5.725030277777778,7.805634722222222,13.530664999999999,91.6,88,62.4,284.424759,54.06551724137931,5624.807374930407,5775.179203451841,91.6,29.2,0.42311521848909706,,238.918359,45.501771,9.347703883007446,33.638488725841086
EV065,11/06/2022,,113.16722838622444,14.481334166666667,6.630845000000001,21.112179166666667,88,91.2,62.4,302.155055,48.442406876790834,5775.179203451841,5888.5017746361245,91.2,30.4,0.685923231910175,,205.176027,96.97494,4.560540649225673,35.60140032211883
EV065,11/07/2022,,88.93375188896842,9.032971388888889,6.057736111111111,15.0907075,91.2,92,52.4,251.770084,48.251639344262294,5888.5017746361245,5977.668540722182,92,38.8,0.5985783893093739,,192.91357,58.846095,4.932157644163281,37.944777499403486
EV065,11/08/2022,,95.61349220551976,3.4348016666666665,6.0159247222222225,9.450726388888889,92,92,57.2,265.1791,43.54157303370786,5977.668540722182,6073.437375725762,92,34.8,0.3634431392178408,,215.95248,49.213559,7.64166719898573,35.83888839179193
EV065,11/09/2022,,89.71046587926509,2.1345283333333334,5.497629722222222,7.632158055555555,92,76,64.8,294.535014,45.84390243902439,6073.437375725762,6163.225513004056,92,14.4,0.27967559342925036,,251.357048,43.168078,8.512984745691423,31.58106657122405
EV065,11/10/2022,,96.07952059969776,8.000181666666666,5.826680555555555,13.826862222222221,76,92,55.2,308.990487,41.74910179640719,6163.225513004056,6259.382705002784,92,25.2,0.5785970481291811,,248.920775,60.061024,5.214958145341126,35.56989680267239
EV065,11/11/2022,,0.1553427980593335,8.793457222222223,0.08445888888888889,8.877916111111112,91.6,88.4,5.2,31.112354,59.76470588235294,6259.382705002784,6259.693390598903,92,88.4,0.9904866313409759,,2.286886,28.77727,0.012143126789278381,2.120429193509902
EV065,11/14/2022,,157.43992583313448,3.5948019444444443,7.642017222222222,11.236819166666667,92.4,92,86.8,390.517825,55.54621848739496,6259.693390598903,6417.521673427185,92.4,26,0.3199127698973926,,329.541982,60.970358,10.589165861270292,57.77987801240754
EV065,11/15/2022,,126.6043804183568,4.672579722222222,5.9115725,10.584152222222222,91.2,92,68,309.296,55.209556313993176,6417.521673427185,6544.203725244572,92,23.2,0.4414694369580012,,251.677376,57.548403,8.719721059780115,57.36790891195419
EV065,11/16/2022,,126.29369482223812,4.171313611111111,5.9085519444444445,10.079865555555555,92,92.4,64.8,300.291718,55.381879194630876,6544.203725244572,6670.730434263899,92.4,27.2,0.4138263142619076,,262.656135,37.610552,9.223213227090012,56.6869482223813
EV065,11/17/2022,,126.6043804183568,5.620358055555556,6.156759166666666,11.777117222222223,91.6,92,66.8,307.597552,63.66446700507614,6670.730434263899,6797.412486081285,92,26,0.4772269774941623,,262.884081,44.684552,8.194925656618796,56.52943062514913
EV065,11/18/2022,,80.31222659667542,3.3656333333333337,3.5947102777777777,6.960343611111112,92,92,61.2,279.585665,46.124489795918365,6797.412486081285,6877.80238407699,92,32.4,0.4835441353729463,,205.694059,73.853074,6.068984508363189,53.42754563350036
