Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,Average Speed
EV194,10/05/2022 06:26:00,10/05/2022 08:53:00,37,0.34,1.3900000000000001,1.72,98.8,71.2,27.6,59.1,66.8,2017,2054,0.19653179190751444,,16.22284784784785
EV194,10/05/2022 13:16:00,10/05/2022 15:14:00,21,0.26,1.1400000000000001,1.4000000000000001,98.8,78.8,20,42.9,75.325,2054,2075,0.1857142857142857,,10.777385928247996
EV194,10/06/2022 06:30:00,10/06/2022 08:46:00,38,0.45,1.42,1.88,100,74.4,25.6,54.8,66.4,2075,2113,0.24064171122994654,,16.60826266182062
EV194,10/06/2022 11:16:00,10/06/2022 11:32:00,7,0,0.27,0.27,90.4,84.4,6,12.8,73,2113,2120,0,,27.629629629629626
EV194,10/06/2022 11:58:00,10/06/2022 12:31:00,14,0.1,0.44,0.55,84.4,74.4,10,21.4,73.6,2120,2134,0.18518518518518517,,23.727272727272727
EV194,10/06/2022 14:08:00,10/06/2022 16:03:00,20,0.26,1.28,1.54,74.4,53.2,21.2,45.5,73.775,2134,2154,0.16883116883116883,,9.92
EV194,10/06/2022 16:28:00,10/06/2022 16:49:00,14,0.04,0.31,0.35,53.2,41.6,11.6,24.8,72.5,2154,2168,0.1142857142857143,,40.82857142857143
EV194,10/07/2022 06:28:00,10/07/2022 08:49:00,37,0.42000000000000004,1.4,1.81,100,74,26,55.6,67.54,2168,2205,0.2307692307692308,,18.18994708994709
EV194,10/07/2022 14:10:00,10/07/2022 16:38:00,46,0.15,1.86,2.01,100,62.4,37.6,80.4,77.4,2205,2251,0.07462686567164178,,18.17254477701647
EV194,10/10/2022 06:24:00,10/10/2022 08:47:00,37,0.31,1.37,1.66,100,72,28,59.900000000000006,67.56,2251,2288,0.1845238095238095,,19.852287825045348
EV194,10/10/2022 14:17:00,10/10/2022 16:40:00,47,0.35,1.57,1.92,100,60.8,39.199999999999996,84,74.4,2288,2335,0.18229166666666666,,19.435664893617023
EV194,10/11/2022 06:31:00,10/11/2022 08:46:00,38,0.35000000000000003,1.42,1.76,100,74.4,25.6,54.800000000000004,67.6,2335,2373,0.1977401129943503,,18.79418498351505
EV194,10/11/2022 14:15:00,10/11/2022 16:47:00,47,0.22,1.81,2.0300000000000002,100,63.6,36.4,77.9,74.18,2373,2420,0.1083743842364532,,18.604607709750567
EV194,10/12/2022 06:27:00,10/12/2022 08:56:00,37,0.38,1.43,1.82,100,75.6,24.4,52.3,68.24,2420,2457,0.20994475138121546,,18.203518971848226
