Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer
EV001,11/1/2016 4:00,,1.4,0.176925278,0.222296667,0.399221945,,,3,3.19384,,,
EV001,11/2/2016 4:00,,4.5,0.187486944,0.299603889,0.487090833,,,6,13.23542,,,
EV001,11/3/2016 4:00,,1.3,0.3585075,0.180169444,0.538676944,,,8,3.04206,,,
EV001,11/7/2016 4:00,,71.8,1.285009444,3.587111944,4.872121388,,,64,171.63747,,,
EV001,11/8/2016 4:00,,71.6,1.188346667,3.755962778,4.944309445,,,48,163.13251,,,
EV001,11/9/2016 4:00,,69.8,0.990091667,3.587205833,4.5772975,,,69,170.57739,,,
EV001,11/10/2016 4:00,,69.8,1.076914167,3.766928889,4.843843056,,,58,183.2665,,,
EV001,11/11/2016 4:00,,61.3,0.735190556,3.236805556,3.971996112,,,42,113.45946,,,
EV001,11/14/2016 4:00,,0.2,4.266891667,0.153818056,4.420709723,,,37,5.3469,,,
EV001,11/15/2016 4:00,,NA,3.852064722,NA,NA,,,20,NA,,,
EV001,11/16/2016 4:00,,NA,4.58E-04,NA,NA,,,7,NA,,,
EV001,11/17/2016 4:00,,NA,4.191305833,NA,NA,,,39,NA,,,
EV001,11/18/2016 4:00,,NA,0.650314722,NA,NA,,,7,NA,,,
EV001,11/22/2016 4:00,,NA,0.098767222,NA,NA,,,NA,NA,,,
EV001,11/28/2016 4:00,,NA,2.141255278,NA,NA,,,10,NA,,,
EV001,12/6/2016 4:00,,NA,0.239640278,NA,NA,,,10,NA,,,
EV001,12/9/2016 4:00,,NA,0.3671225,0.00305,0.3701725,,,4,0.05721,,,
EV001,12/13/2016 4:00,,NA,0.007164444,NA,NA,,,NA,NA,,,
EV001,12/16/2016 4:00,,NA,0.026366944,NA,NA,,,9,0.0018,,,
EV001,12/18/2016 4:00,,NA,0.007015833,NA,NA,,,9,NA,,,
EV001,12/19/2016 4:00,,77.7,1.471294444,3.76998,5.241274444,,,53,181.41588,,,
EV001,12/20/2016 4:00,,3,0.447413056,0.491424722,0.938837778,,,6,9.33702,,,
EV001,12/29/2016 4:00,,22.1,0.432799167,1.127846111,1.560645278,,,23,52.00767,,,
EV001,12/30/2016 4:00,,0.4,0.067695278,0.042234722,0.10993,,,9,1.85265,,,
EV001,1/2/2017 4:00,,NA,0.005790278,NA,NA,,,NA,0.00107,,,
EV001,1/4/2017 4:00,,NA,3.615939444,NA,NA,,,26,NA,,,
EV001,1/5/2017 4:00,,NA,1.525674444,NA,NA,,,10,NA,,,
EV001,1/6/2017 4:00,,NA,0.129123889,NA,NA,,,8,NA,,,
EV001,1/9/2017 4:00,,NA,4.356825556,NA,NA,,,50,NA,,,
EV001,1/10/2017 4:00,,NA,0.042227222,NA,NA,,,5,NA,,,
EV001,1/11/2017 4:00,,NA,3.658668056,NA,NA,,,13,NA,,,
EV001,1/12/2017 4:00,,NA,4.050658333,NA,NA,,,38,NA,,,
EV001,1/13/2017 4:00,,NA,3.751465556,NA,NA,,,28,NA,,,
EV001,1/14/2017 4:00,,NA,NA,NA,NA,,,NA,NA,,,
EV001,1/15/2017 4:00,,NA,0.005643889,NA,NA,,,NA,NA,,,
EV001,1/17/2017 4:00,,52.2,1.714770556,2.806730556,4.521501112,,,44,112.58592,,,
EV001,1/18/2017 4:00,,32.5,1.015705,1.696958333,2.712663333,,,32,85.59505,,,
EV001,1/19/2017 4:00,,0.3,0.055501944,0.068584167,0.124086111,,,3,1.22213,,,
EV001,1/20/2017 4:00,,64.2,1.336612778,3.416532222,4.753145,,,46,134.7577,,,
EV001,1/21/2017 4:00,,6.8,0.357166667,0.449496667,0.806663334,,,11,19.49072,,,
EV001,1/23/2017 4:00,,79.8,1.189513056,3.5909425,4.780455556,,,74,182.83466,,,
EV001,1/30/2017 4:00,,NA,0.001219167,NA,NA,,,NA,0.04434,,,
EV001,1/31/2017 4:00,,46.6,0.5867075,2.266924722,2.853632222,,,33,102.88635,,,
EV001,2/2/2017 4:00,,100.6,1.357670278,5.153626389,6.511296667,,,62,188.50271,,,
EV001,2/6/2017 4:00,,71.6,1.519851111,3.7803475,5.300198611,,,59,155.32596,,,
