Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer
EV028,9/21/18 9:38 AM,9/21/18 11:26 AM,27.702,0.997,1.425,2.422,99.5,63,36.5,55.115,96.44,,
EV028,9/21/18 7:29 AM,9/21/18 9:27 AM,30.379,0.017,1.486,1.503,97,52.5,44.5,68.2,95.72,,
EV028,9/20/18 6:36 PM,9/20/18 7:51 PM,16.668,0.708,0.786,1.494,96.5,98,-1.5,35.393,97.52,,
EV028,9/20/18 2:48 PM,9/20/18 6:15 PM,49.003,0.008,2.461,2.469,85,42.5,42.5,114.139,65.84,,
EV028,9/20/18 11:53 AM,9/20/18 2:37 PM,36.576,0.014,1.828,1.842,84,84,0,81.891,96.44,,
EV028,9/20/18 9:24 AM,9/20/18 9:26 AM,0.296,0.011,0.042,0.053,87.5,86,1.5,0.523,93.92,,
EV028,9/20/18 7:55 AM,9/20/18 7:58 AM,0.154,0.053,0.033,0.086,87.5,87,0.5,0.322,75.2,,
EV028,9/20/18 7:19 AM,9/20/18 7:24 AM,0.094,0.011,0.039,0.050,88.5,88,0.5,0.584,84.2,,
EV028,9/19/18 11:48 PM,9/19/18 11:52 PM,0.245,0.019,0.042,0.061,90.5,88.5,2,0.583,89.6,,
EV028,9/19/18 10:23 PM,9/19/18 10:25 PM,0.097,0.006,0.022,0.028,93,92,1,0.209,88.88,,
EV028,9/19/18 10:00 PM,9/19/18 10:02 PM,0.145,1.239,0.025,1.264,94,93,1,0.268,86.36,,
EV028,9/19/18 3:57 PM,9/19/18 4:03 PM,0.232,0.553,0.069,0.622,97,94.5,2.5,0.566,76.28,,
EV028,9/18/18 6:29 PM,9/18/18 6:39 PM,0.223,0.006,0.044,0.050,100,100,0,0.569,71.6,,
EV028,9/18/18 4:57 PM,9/18/18 6:09 PM,16.494,0.006,0.808,0.814,99,90,9,37.711,87.08,,
EV028,9/18/18 12:55 PM,9/18/18 4:44 PM,55.444,0.100,2.772,2.872,100,50,50,128.915,67.64,,
EV028,9/18/18 5:57 AM,9/18/18 12:44 PM,96.515,0.197,4.967,5.164,100,56,44,191.035,77,,
EV028,9/18/18 5:38 AM,9/18/18 5:47 AM,2.503,0.097,0.136,0.233,74.5,60.5,14,5.923,84.56,,
EV028,9/17/18 3:50 PM,9/17/18 3:56 PM,0.23,0.053,0.078,0.131,77.5,74.5,3,0.606,88.52,,
EV028,9/16/18 7:28 PM,9/16/18 7:37 PM,0.235,2.347,0.033,2.381,78.5,77,1.5,0.596,71.24,,
EV028,9/16/18 5:21 PM,9/16/18 6:49 PM,26.306,0.022,1.133,1.156,99.5,79.5,20,46.406,53.24,,
EV028,9/16/18 4:21 PM,9/16/18 5:10 PM,13.826,0.000,0.719,0.719,100,73.5,26.5,24.272,84.2,,
EV028,9/16/18 3:19 PM,9/16/18 4:07 PM,13.811,0.150,0.689,0.839,99.5,55.5,44,28.168,63.32,,
EV028,9/16/18 2:17 PM,9/16/18 3:05 PM,13.793,0.603,0.731,1.333,100,72.5,27.5,25.8,72.32,,
EV028,9/16/18 1:15 PM,9/16/18 2:06 PM,13.804,0.228,0.708,0.936,100,57,43,27.222,80.96,,
EV028,9/16/18 11:08 AM,9/16/18 1:00 PM,27.523,0.778,1.342,2.119,100,74,26,55.527,84.56,,
EV028,9/16/18 9:07 AM,9/16/18 10:58 AM,27.633,0.900,1.336,2.236,100,65,35,55.288,79.16,,
EV028,9/16/18 8:23 AM,9/16/18 8:54 AM,13.317,0.447,0.503,0.950,97.5,56,41.5,26.349,64.76,,
EV028,9/15/18 5:01 PM,9/15/18 7:01 PM,25.634,0.067,1.306,1.372,83,91.5,-8.5,55.166,60.08,,
EV028,9/14/18 3:48 PM,9/14/18 3:51 PM,0.212,0.058,0.042,0.100,84.5,82,2.5,0.476,58.64,,
EV028,9/13/18 3:50 PM,9/13/18 3:54 PM,0.208,0.000,0.056,0.056,87,84.5,2.5,0.484,55.04,,
EV028,9/12/18 4:42 PM,9/12/18 4:48 PM,0.231,0.025,0.072,0.097,89,86,3,0.571,85.64,,
EV028,9/11/18 6:36 PM,9/11/18 6:46 PM,0.243,0.011,0.061,0.072,86,89,-3,0.67,77,,
EV028,9/11/18 4:59 PM,9/11/18 6:04 PM,16.494,0.028,0.800,0.828,99,86,13,34.428,91.4,,
EV028,9/11/18 5:43 AM,9/11/18 4:47 PM,154.598,0.000,8.106,8.106,89,51.5,37.5,330.842,97.88,,
EV028,9/10/18 11:27 PM,9/10/18 11:31 PM,0.338,0.133,0.067,0.200,93,90.5,2.5,0.713,79.52,,
EV028,9/10/18 5:33 PM,9/10/18 5:37 PM,0.214,0.019,0.039,0.058,96,92.5,3.5,0.449,86,,
EV028,9/8/18 7:33 PM,9/8/18 7:41 PM,0.234,0.108,0.053,0.161,93.5,100,-6.5,0.708,91.04,,
EV028,9/8/18 6:18 PM,9/8/18 6:58 PM,9.849,0.197,0.483,0.681,85.5,93.5,-8,19.692,98.6,,
EV028,9/8/18 2:49 PM,9/8/18 6:04 PM,47.949,0.100,2.350,2.450,99.5,84.5,15,104.414,101.84,,
EV028,9/8/18 12:53 PM,9/8/18 2:38 PM,27.407,2.614,1.419,4.033,98.5,62.5,36,55.499,78.44,,
EV028,9/8/18 9:47 AM,9/8/18 12:36 PM,42.051,0.003,2.194,2.197,99,33.5,65.5,87.32,67.28,,
EV028,9/8/18 7:37 AM,9/8/18 9:35 AM,25.951,0.011,1.281,1.292,94.5,56,38.5,50.558,69.8,,
EV028,9/7/18 3:53 PM,9/7/18 3:56 PM,0.287,0.053,0.053,0.106,98.5,95.5,3,0.578,86,,
EV028,9/6/18 11:45 PM,9/6/18 11:49 PM,0.328,0.000,0.053,0.053,100,98.5,1.5,0.573,88.16,,
EV028,9/6/18 7:29 PM,9/6/18 7:37 PM,0.253,0.036,0.044,0.081,100,100,0,0.613,90.68,,
EV028,9/6/18 4:38 PM,9/6/18 6:53 PM,30.174,0.067,1.497,1.564,99.5,94,5.5,64,93.2,,
EV028,9/6/18 5:58 AM,9/6/18 4:25 PM,151.442,0.322,7.683,8.006,85,55.5,29.5,319.036,92.12,,
EV028,9/5/18 3:48 PM,9/5/18 3:54 PM,0.211,2.250,0.061,2.311,89.5,87,2.5,0.618,71.96,,
EV028,9/5/18 11:37 AM,9/5/18 11:39 AM,0.188,0.047,0.028,0.075,90.5,89,1.5,0.425,84.92,,
EV028,9/5/18 11:37 AM,9/5/18 11:39 AM,0.194,0.047,0.031,0.078,91,89,2,0.452,85.28,,
EV028,9/5/18 9:22 AM,9/5/18 9:23 AM,0.113,0.025,0.022,0.047,91,90,1,0.271,72.68,,
EV028,9/4/18 6:24 PM,9/4/18 6:35 PM,0.224,0.031,0.039,0.069,93,91,2,0.629,70.88,,
EV028,9/4/18 6:02 PM,9/4/18 6:10 PM,2.661,0.108,0.114,0.222,98.5,90,8.5,6.571,76.64,,
EV028,9/4/18 4:58 PM,9/4/18 5:50 PM,13.838,0.000,0.658,0.658,98.5,48,50.5,33.134,101.48,,
EV028,9/4/18 1:21 PM,9/4/18 4:46 PM,49.192,0.000,2.514,2.514,84.5,45.5,39,121.872,102.2,,
EV028,9/4/18 5:41 AM,9/4/18 1:11 PM,106.809,0.117,5.419,5.536,96.5,82.5,14,232.44,82.04,,
EV028,8/31/18 4:57 PM,8/31/18 6:05 PM,15.889,1.506,0.758,2.264,99,90.5,8.5,34.293,83.84,,
EV028,8/31/18 5:41 AM,8/31/18 4:45 PM,155.125,0.139,8.319,8.458,88.5,48,40.5,326.227,78.8,,
EV028,8/29/18 6:44 PM,8/29/18 7:37 PM,11.629,1.125,0.603,1.728,93.5,91,2.5,23.254,65.48,,
EV028,8/29/18 6:29 PM,8/29/18 7:37 PM,16.553,0.494,0.833,1.328,98.5,91,7.5,34.193,81.32,,
EV028,8/29/18 2:47 PM,8/29/18 5:05 PM,34.847,2.536,1.756,4.292,85.5,59,26.5,78.091,71.24,,
EV028,8/29/18 5:49 AM,8/29/18 2:03 PM,121.825,0.297,6.433,6.731,84,53,31,242.03,57.92,,
EV028,8/27/18 6:30 PM,8/27/18 7:29 PM,16.249,0.072,0.744,0.817,99.5,93,6.5,31.735,96.8,,
EV028,8/27/18 2:17 PM,8/27/18 5:04 PM,42.44,0.183,2.078,2.261,98.5,56,42.5,96.972,102.92,,
EV028,8/27/18 11:19 AM,8/27/18 2:00 PM,43.377,0.369,2.142,2.511,99,55,44,92.47,106.16,,
EV028,8/27/18 5:50 AM,8/27/18 11:08 AM,84.658,1.161,4.203,5.364,89.5,54,35.5,191.291,97.52,,
EV028,8/26/18 7:44 AM,8/26/18 8:38 AM,12.874,0.342,0.628,0.969,77.5,48.5,29,25.677,84.92,,
EV028,8/23/18 6:31 PM,8/23/18 7:40 PM,17.051,0.833,0.836,1.669,98.5,92.5,6,38.338,70.16,,
EV028,8/23/18 4:22 PM,8/23/18 5:37 PM,21.567,0.058,1.044,1.103,82,67.5,14.5,47.88,86.72,,
EV028,8/23/18 2:47 PM,8/23/18 5:37 PM,43.949,0.050,2.197,2.247,81,67.5,13.5,102.984,91.4,,
EV028,8/23/18 5:41 AM,8/23/18 2:06 PM,127.426,0.094,6.581,6.675,91.5,50,41.5,270.563,95,,
EV028,8/21/18 6:29 PM,8/21/18 7:35 PM,17.233,0.461,0.828,1.289,100,93.5,6.5,37.584,95.72,,
EV028,8/21/18 2:18 PM,8/21/18 5:35 PM,49.772,0.811,2.403,3.214,100,82.5,17.5,115.767,88.16,,
EV028,8/21/18 11:57 AM,8/21/18 2:07 PM,31.097,0.347,1.511,1.858,68,56.5,11.5,67.911,74.84,,
EV028,8/17/18 5:48 PM,8/17/18 6:39 PM,14.636,0.111,0.761,0.872,99,54.5,44.5,30.506,67.64,,
EV028,8/17/18 6:03 AM,8/17/18 5:36 PM,168.769,0.022,8.525,8.547,88,52.5,35.5,338.725,64.76,,
EV028,8/16/18 6:30 PM,8/16/18 7:48 PM,16.515,0.064,0.797,0.861,100,98,2,35.849,63.32,,
EV028,8/16/18 2:47 PM,8/16/18 5:36 PM,41.174,0.147,2.031,2.178,84,85,-1,94.403,90.32,,
EV028,8/16/18 10:25 AM,8/16/18 2:08 PM,53.499,0.108,2.683,2.792,93,51.5,41.5,122.517,93.2,,
EV028,8/16/18 8:26 AM,8/16/18 2:08 PM,83.333,0.147,4.247,4.394,99.5,51.5,48,190.791,93.92,,
EV028,8/16/18 5:47 AM,8/16/18 8:14 AM,39.993,0.650,1.944,2.594,87.5,46.5,41,84.607,91.04,,
EV028,8/15/18 4:41 PM,8/15/18 7:10 PM,30.667,0.089,1.569,1.658,99.5,92.5,7,64.018,87.44,,
EV028,8/15/18 9:44 AM,8/15/18 4:28 PM,95.73,0.933,4.900,5.833,93.5,53,40.5,186.071,74.48,,
EV028,8/15/18 6:02 AM,8/15/18 4:28 PM,149.483,0.114,7.511,7.625,100,53,47,294.761,93.92,,
EV028,8/14/18 4:58 PM,8/14/18 6:05 PM,16.407,0.236,0.775,1.011,100,93,7,35.211,97.16,,
EV028,8/14/18 2:57 PM,8/14/18 4:44 PM,27.485,1.497,1.400,2.897,100,59.5,40.5,61.023,89.24,,
EV028,8/14/18 10:53 AM,8/14/18 2:46 PM,54.946,1.353,2.875,4.228,99.5,56.5,43,110.96,69.08,,
EV028,8/14/18 5:43 AM,8/14/18 10:39 AM,71.997,0.067,3.564,3.631,99,65,34,150.246,94.64,,
EV028,8/13/18 6:29 PM,8/13/18 7:20 PM,13.732,0.183,0.647,0.831,97.5,56,41.5,28.875,97.52,,
EV028,8/13/18 10:29 AM,8/13/18 5:37 PM,103.784,2.081,5.344,7.425,99.5,80,19.5,232.679,86,,
EV028,8/13/18 9:23 AM,8/13/18 10:13 AM,13.841,0.586,0.772,1.358,100,73.5,26.5,25.629,66.2,,
EV028,8/13/18 6:29 AM,8/13/18 9:10 AM,40.875,0.192,2.222,2.414,99,57,42,79.813,107.24,,
EV028,8/13/18 5:44 AM,8/13/18 6:14 AM,11.912,0.242,0.492,0.733,97.5,68,29.5,18.36,102.92,,
EV028,8/12/18 4:56 PM,8/12/18 6:43 PM,27.514,0.856,1.406,2.261,98.5,53,45.5,56.47,91.04,,
EV028,8/12/18 3:51 PM,8/12/18 4:42 PM,13.8,0.983,0.714,1.697,95,52,43,26.791,71.6,,
EV028,8/12/18 2:54 PM,8/12/18 3:41 PM,13.874,0.047,0.706,0.753,57.5,23.5,34,29.592,98.96,,
EV028,8/12/18 1:49 PM,8/12/18 2:40 PM,13.851,0.056,0.744,0.800,99.5,60.5,39,27.917,102.56,,
EV028,8/12/18 12:45 PM,8/12/18 1:37 PM,13.647,0.886,0.703,1.589,99,54.5,44.5,26.915,96.8,,
EV028,8/12/18 10:45 AM,8/12/18 12:31 PM,27.599,1.514,1.489,3.003,100,43,57,56.582,75.92,,
EV028,8/12/18 9:44 AM,8/12/18 10:31 AM,13.628,0.197,0.678,0.875,100,63.5,36.5,26.541,106.88,,
EV028,8/12/18 8:41 AM,8/12/18 9:31 AM,13.667,2.367,0.667,3.033,99.5,66.5,33,27.552,85.64,,
EV028,8/12/18 7:42 AM,8/12/18 8:26 AM,12.214,0.397,0.544,0.942,95.5,54,41.5,24.669,60.8,,
EV028,8/10/18 6:29 PM,8/10/18 7:36 PM,16.42,0.617,0.764,1.381,98.5,93.5,5,34.375,71.24,,
EV028,8/10/18 2:19 PM,8/10/18 6:16 PM,55.653,0.072,2.792,2.864,99.5,55.5,44,127.973,63.32,,
EV028,8/10/18 9:47 AM,8/10/18 2:08 PM,61.732,0.097,3.261,3.358,88.5,54.5,34,124.952,57.56,,
EV028,8/10/18 9:21 AM,8/10/18 2:08 PM,68.636,0.053,3.617,3.669,100,54.5,45.5,138.206,49.64,,
EV028,8/10/18 6:27 AM,8/10/18 9:11 AM,40.804,0.536,2.156,2.692,100,63.5,36.5,75.594,44.24,,
EV028,8/10/18 5:44 AM,8/10/18 6:14 AM,11.965,0.867,0.503,1.369,90.5,59,31.5,18.925,61.16,,
EV028,8/7/18 4:58 PM,8/7/18 5:48 PM,13.761,1.283,0.661,1.944,99,51.5,47.5,30.699,66.56,,
EV028,8/7/18 2:57 PM,8/7/18 4:44 PM,27.488,0.094,1.333,1.428,99.5,47.5,52,59.95,59.72,,
EV028,8/7/18 8:56 AM,8/7/18 2:07 PM,70.228,0.308,3.633,3.942,100,42,58,153.939,50.72,,
EV028,8/7/18 5:42 AM,8/7/18 8:45 AM,43.796,0.333,2.219,2.553,94.5,62.5,32,89.218,55.4,,
EV028,8/4/18 5:57 PM,8/4/18 6:42 PM,13.743,0.428,0.653,1.081,99.5,56.5,43,27.421,63.68,,
EV028,8/4/18 3:53 PM,8/4/18 5:43 PM,27.531,0.081,1.306,1.386,97.5,53.5,44,60.576,64.04,,
EV028,8/4/18 12:49 PM,8/4/18 3:38 PM,41.004,0.150,2.194,2.344,99.5,49,50.5,82.271,62.96,,
EV028,8/4/18 7:49 AM,8/4/18 12:36 PM,68.574,0.103,3.644,3.747,83.5,51.5,32,137.479,61.16,,
EV028,8/2/18 5:41 AM,8/2/18 6:07 PM,171.972,0.883,8.958,9.842,86,92.5,-6.5,336.91,54.32,,
EV028,7/30/18 5:00 PM,7/30/18 5:51 PM,14.036,0.197,0.708,0.906,99.5,54.5,45,31.623,50.72,,
EV028,7/30/18 7:20 AM,7/30/18 4:49 PM,131.467,0.567,6.678,7.244,81,54,27,280.897,60.8,,
EV028,7/30/18 5:44 AM,7/30/18 7:09 AM,22.336,0.425,1.094,1.519,86.5,82,4.5,43.304,67.28,,
EV028,7/27/18 4:58 PM,7/27/18 6:07 PM,16.17,0.978,0.822,1.800,98.5,91,7.5,31.234,61.52,,
EV028,7/27/18 10:59 AM,7/27/18 4:48 PM,84.438,1.111,4.369,5.481,100,53.5,46.5,164.632,44.6,,
EV028,7/27/18 9:59 AM,7/27/18 10:48 AM,13.998,0.656,0.703,1.358,99,60,39,25.859,53.6,,
EV028,7/27/18 7:58 AM,7/27/18 9:45 AM,27.272,0.831,1.425,2.256,99.5,72.5,27,48.658,68.72,,
EV028,7/27/18 5:45 AM,7/27/18 7:12 AM,22.444,0.458,1.089,1.547,86.5,92,-5.5,41.278,64.76,,
EV028,7/24/18 6:34 PM,7/24/18 7:35 PM,16.318,0.692,0.794,1.486,96.5,92,4.5,33.272,62.24,,
EV028,7/24/18 2:49 PM,7/24/18 5:35 PM,41.117,0.667,1.917,2.583,85.5,80,5.5,94.702,59.72,,
EV028,7/24/18 7:42 AM,7/24/18 2:05 PM,89.487,0.122,4.303,4.425,81,55.5,25.5,201.716,64.4,,
EV028,7/24/18 5:40 AM,7/24/18 7:28 AM,32.456,2.136,1.328,3.464,92.5,75.5,17,65.741,60.8,,
EV028,7/22/18 4:53 PM,7/22/18 6:57 PM,29.457,1.078,1.567,2.644,99,94.5,4.5,53.109,43.16,,
EV028,7/22/18 3:53 PM,7/22/18 4:42 PM,13.761,0.275,0.758,1.033,98.5,65,33.5,24.146,60.08,,
EV028,7/22/18 2:52 PM,7/22/18 3:37 PM,13.661,0.561,0.658,1.219,97.5,57,40.5,25.521,61.16,,
EV028,7/22/18 1:50 PM,7/22/18 2:34 PM,13.621,0.375,0.694,1.069,99.5,62,37.5,22.969,65.12,,
EV028,7/22/18 12:48 PM,7/22/18 1:34 PM,13.673,0.467,0.697,1.164,100,67,33,23.348,59.36,,
EV028,7/22/18 11:44 AM,7/22/18 12:31 PM,13.913,0.486,0.722,1.208,100,59.5,40.5,25.597,49.64,,
EV028,7/22/18 10:43 AM,7/22/18 11:31 AM,13.692,0.239,0.692,0.931,100,66,34,24.201,42.8,,
EV028,7/22/18 9:41 AM,7/22/18 10:29 AM,13.673,1.856,0.678,2.533,100,66,34,23.025,54.32,,
EV028,7/22/18 8:37 AM,7/22/18 9:28 AM,13.996,0.383,0.717,1.100,100,78.5,21.5,24.049,49.64,,
EV028,7/19/18 4:59 PM,7/19/18 5:49 PM,13.74,0.761,0.719,1.481,99,56.5,42.5,29.376,47.12,,
EV028,7/19/18 1:23 PM,7/19/18 4:46 PM,48.895,0.292,2.561,2.853,80,54,26,103.218,60.44,,
EV028,7/19/18 7:17 AM,7/19/18 12:41 PM,76.804,1.658,3.806,5.464,79,50,29,178.295,57.56,,
EV028,7/19/18 5:41 AM,7/19/18 7:06 AM,22.536,0.103,1.044,1.147,82,79.5,2.5,43.596,53.6,,
EV028,7/17/18 5:51 AM,7/17/18 8:39 AM,40.053,0.081,1.964,2.044,100,98.5,1.5,75.913,50.36,,
EV028,7/16/18 4:39 PM,7/16/18 7:03 PM,30.524,0.431,1.611,2.042,99.5,100,-0.5,62.643,48.56,,
EV028,7/16/18 10:35 AM,7/16/18 4:25 PM,82.316,0.294,4.300,4.594,98.5,53.5,45,170.376,60.44,,
EV028,7/16/18 7:35 AM,7/16/18 10:24 AM,41.504,1.378,2.122,3.500,100,61.5,38.5,78.351,63.68,,
EV028,7/16/18 6:10 AM,7/16/18 7:24 AM,18.787,1.289,0.981,2.269,83,72.5,10.5,34.927,62.6,,
EV028,7/15/18 4:20 PM,7/15/18 6:46 PM,40.023,0.119,1.911,2.031,98,73.5,24.5,72.179,75.92,,
EV028,7/15/18 3:15 PM,7/15/18 4:05 PM,13.853,0.144,0.719,0.864,99.5,62,37.5,23.612,78.44,,
EV028,7/15/18 1:12 PM,7/15/18 3:05 PM,27.377,0.139,1.425,1.564,99.5,60.5,39,50.867,80.96,,
EV028,7/15/18 9:06 AM,7/15/18 1:01 PM,55.078,0.097,2.847,2.944,99.5,51.5,48,113.816,83.12,,
EV028,7/15/18 8:17 AM,7/15/18 8:55 AM,13.603,0.131,0.553,0.683,95,54.5,40.5,26.41,78.08,,
EV028,7/13/18 4:38 PM,7/13/18 6:34 PM,27.617,1.600,1.467,3.067,99,57.5,41.5,60.714,64.04,,
EV028,7/13/18 2:35 PM,7/13/18 4:24 PM,27.519,0.547,1.394,1.942,99,53.5,45.5,61.925,68.36,,
EV028,7/13/18 12:40 PM,7/13/18 2:23 PM,27.583,2.992,1.375,4.367,98.5,58.5,40,57.398,60.8,,
EV028,7/13/18 7:38 AM,7/13/18 12:29 PM,69.093,0.086,3.453,3.539,99,61.5,37.5,149.83,57.92,,
EV028,7/13/18 6:36 AM,7/13/18 7:25 AM,13.755,1.878,0.678,2.556,99,73.5,25.5,28.542,65.12,,
EV028,7/13/18 5:56 AM,7/13/18 6:26 AM,11.967,1.433,0.450,1.883,93,56,37,22.597,43.52,,
EV028,7/12/18 6:28 PM,7/12/18 7:34 PM,16.229,0.889,0.797,1.686,99,93.5,5.5,32.939,48.56,,
EV028,7/12/18 2:48 PM,7/12/18 5:35 PM,41.147,0.103,1.992,2.094,83.5,81,2.5,89.427,55.76,,
EV028,7/12/18 11:15 AM,7/12/18 2:04 PM,41.133,0.089,2.022,2.111,100,55,45,84.574,59.36,,
EV028,7/12/18 10:15 AM,7/12/18 11:02 AM,13.658,0.531,0.614,1.144,99.5,57.5,42,29.337,60.44,,
EV028,7/12/18 7:46 AM,7/12/18 10:04 AM,34.689,0.061,1.672,1.733,79,53,26,72.341,60.08,,
EV028,7/12/18 5:49 AM,7/12/18 7:32 AM,32.361,0.086,1.339,1.425,84,75,9,62.92,54.68,,
EV028,7/6/18 3:58 PM,7/6/18 6:03 PM,29.867,0.047,1.536,1.583,98.5,90,8.5,56.969,51.44,,
EV028,7/6/18 1:20 PM,7/6/18 3:46 PM,35.097,0.106,1.889,1.994,77.5,50.5,27,71.475,43.88,,
EV028,7/6/18 8:57 AM,7/6/18 1:08 PM,61.931,0.606,2.925,3.531,100,80,20,125.381,57.92,,
EV028,7/6/18 7:57 AM,7/6/18 8:45 AM,14.194,0.033,0.692,0.725,100,58.5,41.5,27.955,56.84,,
EV028,7/6/18 6:57 AM,7/6/18 7:46 AM,13.944,0.053,0.675,0.728,100,66,34,27.094,51.8,,
EV028,7/6/18 5:43 AM,7/6/18 6:46 AM,15.997,0.089,0.800,0.889,87.5,66,21.5,30.19,43.52,,
EV028,7/5/18 4:59 PM,7/5/18 6:06 PM,16.12,0.153,0.847,1.000,100,93,7,29.975,49.28,,
EV028,7/5/18 7:54 AM,7/5/18 4:47 PM,124.847,0.550,6.453,7.003,100,56.5,43.5,256.791,50.72,,
EV028,7/5/18 5:43 AM,7/5/18 7:42 AM,29.644,0.858,1.481,2.339,100,61,39,56.871,54.68,,
EV028,7/3/18 5:00 PM,7/3/18 6:08 PM,16.507,0.039,0.808,0.847,99,91.5,7.5,34.496,56.84,,
EV028,7/3/18 3:58 PM,7/3/18 4:47 PM,13.657,0.078,0.658,0.736,100,57.5,42.5,29.7,56.84,,
EV028,7/3/18 9:56 AM,7/3/18 3:46 PM,83.079,0.067,4.458,4.525,100,54.5,45.5,176.732,50.36,,
EV028,7/3/18 5:41 AM,7/3/18 9:43 AM,56.988,0.053,2.878,2.931,96.5,68,28.5,111.788,46.4,,
EV028,7/1/18 4:53 PM,7/1/18 6:55 PM,29.909,0.158,1.467,1.625,99,95,4,58.219,43.16,,
EV028,7/1/18 7:57 AM,7/1/18 4:40 PM,121.856,0.231,6.267,6.497,89,58.5,30.5,227.472,56.84,,
EV028,6/29/18 5:59 AM,6/29/18 6:38 PM,177.349,0.181,9.469,9.650,85,55,30,357.698,57.56,,
EV028,6/28/18 2:50 PM,6/28/18 6:11 PM,48.5,1.686,2.603,4.289,79.5,51,28.5,102.654,58.28,,
EV028,6/28/18 5:50 AM,6/28/18 2:02 PM,123.692,0.092,6.472,6.564,89,45,44,238.707,52.88,,
EV028,6/27/18 6:28 PM,6/27/18 7:21 PM,15.604,0.064,0.786,0.850,98.5,47,51.5,35.232,46.4,,
EV028,6/27/18 2:48 PM,6/27/18 5:35 PM,41.663,0.053,2.017,2.069,77.5,54,23.5,99.847,40.28,,
EV028,6/27/18 7:42 AM,6/27/18 2:35 PM,96.883,0.289,4.833,5.122,71.5,80,-8.5,199.386,37.4,,
EV028,6/27/18 5:40 AM,6/27/18 7:30 AM,32.424,0.328,1.367,1.694,95.5,67,28.5,66.871,52.52,,
EV028,6/26/18 6:28 PM,6/26/18 7:37 PM,16.042,0.583,0.781,1.364,97.5,92.5,5,35.349,58.28,,
