Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,Average Speed
EV201,10/03/2022 06:17:00,10/03/2022 08:58:00,46,0.5,1.86,2.3600000000000003,100,65.6,34.4,73.6,69.55,1515,1561,0.21186440677966098,,5.131696428571428
EV201,10/05/2022 06:26:00,10/05/2022 09:04:00,45,0.44,1.91,2.35,100,61.2,38.8,83,67.5,1562,1607,0.18723404255319148,,5.177927927927927
EV201,10/06/2022 06:11:00,10/06/2022 08:56:00,46,0.7100000000000001,1.86,2.57,100,63.6,36.4,77.9,66.62,1607,1653,0.27626459143968873,,3.863865546218487
EV201,10/06/2022 12:08:00,10/06/2022 13:23:00,27,0.3,0.94,1.24,84,63.6,20.4,43.7,73.9,1653,1680,0.24193548387096772,,21.048387096774196
EV201,10/06/2022 13:51:00,10/06/2022 14:18:00,14,0.04,0.41,0.45,63.6,49.6,14,30,77.5,1680,1694,0.0888888888888889,,30.377777777777776
EV201,10/06/2022 15:09:00,10/06/2022 17:24:00,35,0.5900000000000001,1.54,2.13,49.6,19.2,30.4,65.1,74.8,1694,1729,0.2769953051643193,,12.546109839816936
EV201,10/07/2022 06:39:00,10/07/2022 09:15:00,43,0.88,1.72,2.6,100,62.4,37.6,80.5,70.7,1729,1772,0.3384615384615384,,16.25
EV201,10/07/2022 14:34:00,10/07/2022 17:37:00,51,0.58,2.46,3.04,96,45.2,50.8,108.7,77.8,1772,1823,0.1907894736842105,,16.963815789473685
EV201,10/11/2022 06:20:00,10/11/2022 09:01:00,46,0.65,1.83,2.48,100,63.2,36.8,78.8,67.2333333333333,1823,1869,0.2620967741935484,,6.412831241283123
EV201,10/11/2022 14:34:00,10/11/2022 17:21:00,52,0.54,2.24,2.78,90,44,46,98.4,74,1869,1921,0.19424460431654675,,18.327338129496404
EV201,10/12/2022 06:41:00,10/12/2022 09:08:00,41,0.81,1.63,2.44,100,63.6,36.4,77.9,68.6,1921,1962,0.33196721311475413,,16.55327868852459
EV201,10/12/2022 11:50:00,10/12/2022 12:40:00,21,0.07,0.76,0.82,81.2,60,21.2,45.4,75.5,1962,1983,0.08433734939759036,,25.76829268292683
EV201,10/12/2022 13:02:00,10/12/2022 15:02:00,35,0.48,1.52,2,60,22,38,81.3,79.1,1983,2018,0.24,,17.4
EV201,10/13/2022 06:29:00,10/13/2022 09:08:00,47,0.55,1.97,2.5300000000000002,100,56.4,43.6,93.3,67.675,2018,2065,0.21825396825396828,,4.769709543568464
EV201,10/14/2022 06:39:00,10/14/2022 08:56:00,43,0.69,1.59,2.28,100,60.4,39.6,84.7,66.4,2065,2108,0.30263157894736836,,18.80263157894737
EV201,10/17/2022 06:18:00,10/17/2022 08:54:00,43,0.76,1.58,2.3499999999999996,100,61.2,38.8,83,64.25,2108,2151,0.3247863247863248,,9.239224137931034
EV201,10/17/2022 14:35:00,10/17/2022 16:40:00,41,0.31,1.48,1.79,97.2,57.2,40,85.60000000000001,74.7,2151,2192,0.17318435754189943,,11.697058823529414
EV201,10/18/2022 06:23:00,10/18/2022 09:01:00,37,0.9099999999999999,1.49,2.3800000000000003,100,68,32,68.5,64.375,2192,2229,0.37916666666666665,,4.16590909090909
EV201,10/18/2022 14:35:00,10/18/2022 17:02:00,48,0.44,2,2.44,100,53.2,46.8,100.2,87,2229,2277,0.18032786885245902,,19.352459016393443
EV201,10/19/2022 06:54:00,10/19/2022 09:11:00,26,0.34,1.35,1.6300000000000001,100,76,24,51.3,74.1625,2277,2303,0.20118343195266272,,10.164554375222478
