Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC
EV128,2/25/2021,18.0,64.4983098,0.040555556,3.016666667,3.057222223,98.0,40.0,72.0,151.87392,52.0,10138.10282,10202.60113,98.0,40.0
EV128,3/1/2021,19.0,84.3821818,0.173333333,3.614444444,3.787777777,96.0,44.0,96.0,202.49856,53.0,10202.60113,10286.98332,98.0,43.0
EV128,3/2/2021,12.0,11.4332264,0.155,1.839722222,1.994722222,100.0,96.0,3.0,6.32808,58.0,10286.98332,10298.41654,100.0,95.0
EV128,3/31/2021,8.0,20.505243,0.026111111,1.23,1.256111111,36.0,21.0,23.0,48.51528,65.0,10285.98912,10306.49437,40.0,21.0
EV128,4/1/2021,14.0,156.9583146,0.223888889,4.110555556,4.334444445000001,18.0,39.0,101.0,213.04536,67.0,10306.49437,10463.45268,100.0,17.0
EV128,4/2/2021,25.0,131.4821036,0.173611111,6.109444444,6.283055555,100.0,25.0,77.0,162.42072,65.0,10463.45268,10594.93478,100.0,25.0
EV128,4/5/2021,19.0,54.8049222,0.278333333,3.283055556,3.561388889,100.0,67.0,93.0,196.17048,61.0,10594.93478,10649.73971,100.0,11.0
EV128,4/9/2021,4.0,15.4721379,0.053888889,0.938888889,0.992777778,66.0,93.0,7.0,14.76552,63.0,10649.73971,10665.21184,100.0,66.0
EV128,4/13/2021,1.0,0.1242742,0.0375,0.030833333,0.068333333,88.0,88.0,0.0,,51.0,10665.21184,10665.33612,88.0,88.0
EV128,4/19/2021,10.0,42.0046796,0.239444444,2.564722222,2.804166666,100.0,66.0,37.0,78.04632,70.0,10665.33612,10707.3408,100.0,66.0
EV128,4/20/2021,5.0,60.5836725,0.018611111,1.668888889,1.6875,65.0,100.0,48.0,101.24928,63.0,10707.3408,10767.92447,100.0,14.0
EV128,4/21/2021,14.0,113.1516591,0.236388889,5.246666667,5.483055556,100.0,22.0,80.0,168.7488,51.0,10767.92447,10881.07613,100.0,21.0
EV128,4/22/2021,1.0,0.4349597,0.174444444,0.066111111,0.240555555,100.0,94.0,7.0,14.76552,49.0,10881.07613,10881.51109,100.0,94.0
EV128,4/28/2021,2.0,11.8681861,0.009444444,0.515833333,0.525277777,92.0,86.0,0.0,,64.0,10881.57323,10893.44141,92.0,86.0
EV128,4/29/2021,16.0,92.2114564,0.618611111,2.543055556,3.161666667,99.0,64.0,61.0,128.67096,74.0,10893.44141,10985.65287,100.0,64.0
