Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time
EV014,3/29/19 5:49 PM,3/29/19 6:22 PM,7.37,0.216205,0.338167,0.554372,92.9,90.6,2.3,1.48,68,2256.06,2262.28,39
EV014,3/29/19 5:29 PM,3/29/19 5:36 PM,2.22,0.028893,0.08668,0.115574,94.1,93.3,0.8,0.49,66.2,2253.84,2255.08,25
EV014,3/29/19 4:22 PM,3/29/19 4:45 PM,5.47,0.17041,0.208279,0.378689,96.1,94.1,2,1.21,68,2248.37,2253.34,45
EV014,3/29/19 12:20 PM,3/29/19 12:38 PM,6.32,0.078123,0.211221,0.289344,99.2,96.9,2.3,1.31,53.6,2242.04,2248.26,27
EV014,3/29/19 11:09 AM,3/29/19 11:13 AM,0.56,0.023301,0.03353,0.056831,99.2,99.2,0,0.14,50,2241.48,2241.48,41
EV014,3/29/19 10:18 AM,3/29/19 10:59 AM,7.53,0.39059,0.294656,0.685246,100,99.6,0.4,1.65,51.8,2233.95,2241.4,57
EV014,3/28/19 9:17 PM,3/28/19 9:33 PM,4.23,0.097637,0.181325,0.278962,60,60.8,-0.8,1.06,68,2229.7,2233.43,35
EV014,3/28/19 8:03 PM,3/28/19 8:04 PM,0,0.002459,0.000273,0.002732,0,0,0,-0.12,69.8,,,90
EV014,3/28/19 7:34 PM,3/28/19 8:03 PM,4.36,0.28968,0.201303,0.490984,13.3,12.2,1.1,0.93,69.8,2225.32,2229.05,59
EV014,3/28/19 4:34 PM,3/28/19 6:25 PM,20.14,1.300164,0.557213,1.857377,26.7,17.6,9.1,5.84,71.6,2205.18,2225.06,70
EV014,3/28/19 4:32 PM,3/28/19 4:34 PM,0.01,0.024907,0.004055,0.028962,26.7,26.7,0,0.01,68,2205.17,2205.17,86
EV014,3/28/19 4:00 PM,3/28/19 4:00 PM,0,0.012022,0,0.012022,22.4,22.4,0,-0.01,68,2205.17,2205.17,100
EV014,3/28/19 3:59 PM,3/28/19 3:59 PM,0,0.004918,0,0.004918,0,0,0,0,68,,,100
EV014,3/28/19 3:46 PM,3/28/19 3:58 PM,7.45,0.036246,0.16512,0.201366,25.5,22.4,3.1,1.87,64.4,2197.71,2203.93,18
EV014,3/28/19 2:36 PM,3/28/19 3:18 PM,27.31,0.253082,0.449923,0.703005,38,25.9,12.1,7.74,68,2170.39,2196.49,36
EV014,3/28/19 1:39 PM,3/28/19 2:33 PM,51.96,0.14212,0.746131,0.888251,64.3,38,26.3,16.32,66.2,2118.47,2169.42,16
EV014,3/28/19 1:31 PM,3/28/19 1:34 PM,0.48,0.006571,0.043975,0.050546,64.3,64.3,0,0.12,59,2117.98,2117.98,13
EV014,3/28/19 10:14 AM,3/28/19 12:47 PM,144.53,0.177544,2.358795,2.536339,100,25.9,74.1,44.05,55.4,1973.54,2117.7,7
EV014,3/28/19 10:01 AM,3/28/19 10:04 AM,0.13,0.015347,0.022085,0.037432,0,0,0,0.07,57.2,,,41
EV014,3/27/19 7:22 PM,3/27/19 7:25 PM,0,0.04409,0.000445,0.044536,90.2,90.2,0,-0.19,69.8,1973.41,1973.41,99
EV014,3/27/19 7:20 PM,3/27/19 7:21 PM,0.06,0.003765,0.010716,0.014481,90.2,90.2,0,0.05,71.6,1973.35,1973.35,26
EV014,3/27/19 6:30 PM,3/27/19 6:32 PM,0,0.043549,0.00044,0.043989,90.6,90.6,0,0.08,71.6,1973.35,1973.35,99
EV014,3/27/19 6:28 PM,3/27/19 6:28 PM,0,0.007377,0,0.007377,0,0,0,0.01,71.6,,,100
EV014,3/14/19 12:33 PM,3/14/19 12:34 PM,0.01,0.013934,0.006557,0.020492,91,91,0,0.01,66.2,1973.33,1973.33,68
EV014,3/13/19 11:39 AM,3/13/19 11:40 AM,0.02,0.003235,0.006874,0.010109,0,0,0,0.01,55.4,,,32
EV014,3/13/19 11:37 AM,3/13/19 11:38 AM,0.09,0.008525,0.012787,0.021311,0,0,0,0.03,55.4,,,40
EV014,3/12/19 1:04 PM,3/12/19 1:30 PM,9.33,0.088033,0.352131,0.440164,94.5,91.8,2.7,1.79,68,1963.88,1972.58,20
EV014,3/11/19 4:24 PM,3/11/19 4:30 PM,1.03,0.023975,0.071926,0.095902,92.9,92.9,0,0.2,66.2,1962.84,1962.84,25
EV014,3/11/19 12:21 PM,3/11/19 12:25 PM,1.09,0.020732,0.053311,0.074044,55.7,55.3,0.4,0.28,55.4,1961.75,1961.75,28
EV014,3/10/19 10:18 PM,3/10/19 10:21 PM,0.81,0.005328,0.035656,0.040984,56.9,56.5,0.4,0.21,57.2,1960.94,1960.94,13
EV014,3/10/19 10:01 PM,3/10/19 10:05 PM,0.67,0.019986,0.037117,0.057104,56.9,56.9,0,0.19,57.2,1960.26,1960.26,35
EV014,3/10/19 9:34 PM,3/10/19 9:41 PM,1.91,0.034508,0.080519,0.115027,57.3,56.9,0.4,0.55,59,1958.36,1959.6,30
EV014,3/10/19 7:44 PM,3/10/19 8:00 PM,3.81,0.091995,0.170847,0.262842,46.7,45.1,1.6,1.03,60.8,1954.54,1958.27,35
EV014,3/9/19 5:02 PM,3/9/19 5:03 PM,0.01,0.012705,0.007787,0.020492,0,0,0,0.02,60.8,,,62
EV014,3/9/19 3:13 PM,3/9/19 3:24 PM,3.01,0.048025,0.129844,0.177869,46.3,46.3,0,0.31,59,1951.51,1954,27
EV014,3/9/19 12:56 PM,3/9/19 1:06 PM,3.07,0.050869,0.124541,0.17541,28.2,26.7,1.5,0.99,60.8,1948.43,1950.91,29
EV014,3/9/19 1:35 AM,3/9/19 3:39 AM,108.84,0.041372,2.027208,2.068579,75.3,27.5,47.8,29.24,46.4,1839.67,1947.78,2
EV014,3/8/19 10:45 PM,3/9/19 12:54 AM,124.1,0.04294,2.104055,2.146995,100,40.4,59.6,35.78,48.2,1715.65,1838.69,2
EV014,3/8/19 10:39 PM,3/8/19 10:39 PM,0,0.004087,0.001923,0.006011,0,0,0,0.01,50,,,68
EV014,2/5/19 11:59 AM,2/5/19 12:51 PM,30.25,0.293645,0.570016,0.863661,81.2,63.5,17.7,10.43,48.2,1685.42,1715.25,34
EV014,2/5/19 11:28 AM,2/5/19 11:31 AM,0.98,0.005199,0.042068,0.047268,81.6,81.2,0.4,0.25,42.8,1684.43,1684.43,11
EV014,2/5/19 10:26 AM,2/5/19 11:03 AM,31.46,0.018238,0.589686,0.607923,100,81.6,18.4,11.04,41,1652.99,1684.06,3
EV014,1/25/19 11:32 PM,1/26/19 12:08 AM,16.79,0.168765,0.433967,0.602732,66.7,57.6,9.1,5.26,44.6,1636.21,1652.36,28
EV014,1/25/19 11:08 PM,1/25/19 11:28 PM,13.58,0.016639,0.316148,0.332787,73.7,67.1,6.6,4,46.4,1622.63,1635.06,5
EV014,1/25/19 10:40 PM,1/25/19 11:03 PM,14.49,0.023426,0.367011,0.390437,80,74.1,5.9,3.72,50,1608.15,1621.82,6
EV014,1/25/19 7:45 PM,1/25/19 9:01 PM,46.49,0.188566,1.068538,1.257104,100,80,20,12.43,59,1561.68,1607.66,15
EV014,1/18/19 6:06 PM,1/18/19 6:13 PM,4.03,0.005697,0.108238,0.113934,55.7,54.5,1.2,1,66.2,1557.65,1561.38,5
EV014,1/18/19 5:13 PM,1/18/19 6:03 PM,29.34,0.175975,0.662003,0.837978,69,55.7,13.3,7.5,66.2,1528.33,1556.91,21
EV014,1/18/19 4:19 PM,1/18/19 4:45 PM,16.1,0.057008,0.381516,0.438525,76.5,69,7.5,4.12,64.4,1512.22,1527.14,13
EV014,1/18/19 2:22 PM,1/18/19 2:33 PM,4.31,0.046295,0.146601,0.192896,78.4,76.5,1.9,1.16,62.6,1507.91,1511.64,24
EV014,1/18/19 12:30 PM,1/18/19 1:48 PM,46.07,0.285519,1.012295,1.297814,100,78.4,21.6,13.16,59,1461.87,1507.85,22
EV014,1/18/19 11:44 AM,1/18/19 11:44 AM,0,0.003552,0,0.003552,0,0,0,0,57.2,,,100
EV014,1/4/19 2:00 PM,1/4/19 2:00 PM,0.01,0.003,0.001918,0.004918,0,0,0,0,53.6,,,61
EV014,1/4/19 1:46 PM,1/4/19 1:47 PM,0.01,0.003541,0.003016,0.006557,0,0,0,0.01,53.6,,,54
EV014,12/28/18 5:03 PM,12/28/18 5:04 PM,0,0.004645,0,0.004645,0,0,0,-0.02,53.6,,,100
EV014,12/28/18 3:54 PM,12/28/18 4:53 PM,48.6,0.107866,0.872735,0.980601,34.5,11,23.5,15.72,53.6,1413.27,1460.49,11
EV014,12/28/18 3:03 PM,12/28/18 3:35 PM,3.26,0.353123,0.173926,0.527049,18.4,17.6,0.8,0.66,51.8,1409.99,1412.47,67
EV014,12/28/18 2:39 PM,12/28/18 3:02 PM,0,0.371858,0,0.371858,18.4,18.4,0,0.07,51.8,1409.99,1409.99,100
EV014,12/28/18 1:07 PM,12/28/18 2:34 PM,76.15,0.130254,1.317014,1.447268,49.4,18.4,31,18.62,50,1333.88,1409.69,9
EV014,12/28/18 11:57 AM,12/28/18 12:55 PM,55.92,0.01912,0.936891,0.956011,76.1,49.4,26.7,16.58,46.4,1278,1332.68,2
EV014,12/28/18 9:10 AM,12/28/18 11:04 AM,106.14,0.341262,1.554639,1.895902,100,35.3,64.7,37.71,42.8,1171.93,1277.57,18
