Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature
EV211,05/01/2020,,52.173,,9.47,,,,49.62,79.392,67.4
EV211,05/02/2020,,83.674,,14.22,,,,87.43,139.888,67
EV211,05/03/2020,,14.314,,1.66,,,,15.98,25.568,65.9
EV211,05/04/2020,,86.36,,15.98,,,,97.78,156.448,67.4
EV211,05/05/2020,,64.158,,10.87,,,,61.69,98.704,72.4
EV211,05/06/2020,,79.679,,13,,,,76.56,122.496,75.3
EV211,05/07/2020,,70.839,,12.16,,,,77.68,124.288,75.4
EV211,05/08/2020,,69.292,,11.93,,,,73.55,117.68,73.5
EV211,05/09/2020,,96.798,,14.94,,,,102.17,163.472,69.8
EV211,05/10/2020,,58.922,,8.63,,,,74.33,118.928,66.2
EV211,05/11/2020,,15.249,,2.49,,,,17.74,28.384,66.2
EV211,05/12/2020,,89.318,,14.72,,,,102.71,164.336,61.9
EV211,05/13/2020,,79.917,,14.46,,,,96.39,154.224,62
EV211,05/14/2020,,87.567,,14.9,,,,90.19,144.304,63.9
EV211,05/15/2020,,71.893,,13.33,,,,86.83,138.928,66.9
EV211,05/16/2020,,104.006,,15.28,,,,109.28,174.848,69.6
EV211,05/17/2020,,85,,12.61,,,,103.03,164.848,68.4
EV211,05/18/2020,,57.426,,8.12,,,,58.33,93.328,64.5
EV211,05/19/2020,,56.559,,11.38,,,,57.41,91.856,60.2
EV211,05/20/2020,,87.584,,15.48,,,,93.85,150.16,62.3
EV211,05/21/2020,,106.471,,14.23,,,,114.76,183.616,66.8
EV211,05/22/2020,,91.494,,14.26,,,,102.23,163.568,65.7
EV211,05/23/2020,,34.765,,6.2,,,,33.93,54.288,64.3
EV211,05/24/2020,,58.089,,7,,,,69.62,111.392,67.1
EV211,05/25/2020,,99.552,,17.52,,,,112.69,180.304,71.4
EV211,05/26/2020,,87.329,,12.83,,,,91.02,145.632,74.6
EV211,05/27/2020,,88.196,,13.78,,,,102.54,164.064,75.9
EV211,05/28/2020,,0,,0.1,,,,0.14,0.224,70.7
EV211,05/29/2020,,46.274,,9.11,,,,57.93,92.688,67
EV211,05/30/2020,,94.248,,13.94,,,,109.29,174.864,65.7
EV211,05/31/2020,,54.332,,7.84,,,,72.91,116.656,66.3
EV211,06/01/2020,,84.864,,13.66,,,,96.83,154.928,70.6
EV211,06/02/2020,,81.209,,11.22,,,,85.21,136.336,75.5
EV211,06/03/2020,,76.432,,12.84,,,,91.63,146.608,78.2
EV211,06/04/2020,,103.02,,15.38,,,,105.99,169.584,72.1
EV211,06/05/2020,,76.891,,11.66,,,,84.5,135.2,64
EV211,06/06/2020,,73.695,,10.6,,,,80.7,129.12,64.3
EV211,06/07/2020,,0,,0.08,,,,0,0,69.7
EV211,06/08/2020,,70.465,,14.15,,,,76.24,121.984,69.3
EV211,06/09/2020,,75.701,,13.23,,,,82.02,131.232,72.8
EV211,06/10/2020,,67.541,,11.04,,,,78.73,125.968,75.6
EV211,06/11/2020,,102.782,,16.33,,,,114.54,183.264,76
EV211,06/12/2020,,60.095,,10.63,,,,64.01,102.416,71.1
EV211,06/13/2020,,63.954,,12.08,,,,65.38,104.608,67.2
EV211,06/14/2020,,0,,0.03,,,,0.06,0.096,67.6
EV211,06/15/2020,,90.695,,16.55,,,,104.69,167.504,71
