Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC
EV121,4/21/2021,2.0,4.9088309,0.008888889,0.023333333,0.032222222,95.0,88.0,7.0,14.76552,51.0,49.6475429,54.5563738,95.0,88.0
EV121,4/23/2021,4.0,35.6045583,0.008611111,1.626666667,1.635277778,86.0,90.0,33.0,69.60888,52.0,54.5563738,90.1609321,100.0,70.0
EV121,4/26/2021,7.0,33.4297598,0.043611111,1.085555556,1.129166667,91.0,64.0,27.0,56.95272,49.0,90.1609321,123.5906919,91.0,64.0
EV121,5/3/2021,2.0,0.1242742,0.031944444,0.025,0.056944444000000004,60.0,88.0,0.0,,65.0,123.5906919,123.7149661,88.0,60.0
EV121,5/4/2021,6.0,99.1086745,0.025277778,0.895555556,0.920833334,88.0,58.0,70.0,147.6552,72.0,123.7149661,222.8236406,94.0,58.0
EV121,5/17/2021,1.0,0.3106855,0.013611111,0.058055556,0.071666667,100.0,100.0,0.0,,53.0,222.9479148,223.2586003,100.0,100.0
EV121,5/21/2021,,17.0877025,,,,99.0,84.0,15.0,31.6404,54.0,223.3207374,240.4084399,100.0,84.0
EV121,5/24/2021,2.0,26.718953,0.06,0.041666667,0.10166666699999999,99.0,80.0,18.0,37.96848,72.0,240.4084399,267.1273929,100.0,80.0
EV121,5/27/2021,3.0,20.1945575,0.014444444,1.01,1.024444444,100.0,84.0,17.0,35.85912,63.0,267.2516671,287.4462246,100.0,82.0
EV121,6/1/2021,5.0,0.621371,0.008611111,0.1925,0.201111111,95.0,92.0,3.0,6.32808,77.0,287.5083617,288.1297327,95.0,92.0
EV121,6/7/2021,6.0,38.2143165,0.026666667,1.228611111,1.255277778,100.0,70.0,30.0,63.2808,58.0,288.1297327,326.3440492,100.0,70.0
EV121,6/8/2021,3.0,38.0900423,0.108611111,1.55,1.6586111110000001,100.0,66.0,35.0,73.8276,60.0,326.3440492,364.4340915,100.0,66.0
EV121,6/9/2021,6.0,38.2143165,0.015,1.193055556,1.208055556,100.0,68.0,32.0,67.49952,64.0,364.4340915,402.648408,100.0,68.0
EV121,6/10/2021,4.0,38.1521794,0.032777778,1.886388889,1.919166667,100.0,77.0,31.0,65.39016,62.0,402.648408,440.8005874,100.0,69.0
EV121,6/11/2021,5.0,38.0900423,0.046111111,1.160277778,1.206388889,100.0,64.0,36.0,75.93696,69.0,440.8005874,478.8906297,100.0,64.0
EV121,6/14/2021,7.0,63.6283904,0.016388889,1.085555556,1.101944445,99.0,37.0,63.0,132.88968,81.0,478.8906297,542.5190201,99.0,37.0
EV121,6/15/2021,7.0,64.0633501,0.02,0.646944444,0.666944444,100.0,50.0,60.0,126.5616,87.0,542.5190201,606.5823702,100.0,40.0
EV121,6/16/2021,6.0,62.5720597,0.010277778,1.480555556,1.4908333340000002,100.0,48.0,62.0,130.78032,85.0,606.5823702,669.1544299,100.0,38.0
EV121,6/17/2021,7.0,52.0708898,0.011944444,1.473611111,1.4855555550000001,100.0,70.0,44.0,92.81184,85.0,669.1544299,721.2253197,100.0,56.0
EV121,6/18/2021,7.0,55.1777448,0.030277778,1.710555556,1.7408333340000002,98.0,54.0,48.0,101.24928,80.0,721.2253197,776.4030645,100.0,52.0
EV121,6/21/2021,7.0,54.4942367,0.026111111,0.668611111,0.694722222,100.0,50.0,51.0,107.57736,77.0,776.4030645,830.8973012,100.0,50.0
EV121,6/22/2021,7.0,82.020972,0.015833333,1.388333333,1.404166666,100.0,32.0,70.0,147.6552,76.0,830.8973012,912.9182732,100.0,31.0
