Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC,Percent Idling Time,Drive Cycle,Energy Consumed While Driving,Energy Consumed While Idling,Average Speed,Maximum Speed
EV153,08/19/2022 09:01:00,08/19/2022 10:09:00,0,1.126695555555585,0,1.126695555555585,100,99.878125,0.442187000000004,2.63324499999999,75.8754504698895,376.3241469816272,376.3241469816272,100,99.726563,1,,,2.63324800000009,0.128064602720115,0.512258410880458
EV153,08/19/2022 10:33:00,08/19/2022 12:02:00,16.624786248309874,0.4135208333333366,0.8105469444444466,1.2240677777777833,99.49375,92.18125,8.125001,,79.3487875349699,376.3241469816272,392.9489332299371,99.760938,92.01875,0.33782511135458304,,,,11.9189823617573,55.2780527345303
EV153,08/19/2022 13:57:00,08/19/2022 14:04:00,0.4132118428378817,0.03873416666664298,0.06293583333333252,0.1016699999999755,92.042188,91.971875,0.139063000000007,1.28411899999992,84.745993038634,392.9489332299371,393.362145072775,92.110938,91.971875,0.3809793121535587,,0.869122000000004,0.309078,4.38020087687903,7.90645132426628
EV153,08/21/2022 01:41:00,08/21/2022 02:12:00,0,0.5152605555555567,0,0.5152605555555567,91.645313,91.796875,0.0687499999999943,1.27328499999999,77.0745706043434,393.362145072775,393.362145072775,91.854688,91.645313,1,,,1.27328499999999,,
EV153,08/21/2022 22:28:00,08/21/2022 22:37:00,0,0.13539972222224606,0,0.13539972222224606,91.482813,91.482813,0.0234370000000013,0.586652000000186,75.9378527637177,393.362145072775,393.362145072775,91.50625,91.482813,1,,,0.586651999999958,,
EV153,08/22/2022 04:52:00,08/22/2022 05:21:00,0,0.4810786111111156,0,0.4810786111111156,91.260938,91.239063,0.0687499999999943,0.898337999999967,73.0881898648766,393.362145072775,393.362145072775,91.307813,91.239063,1,,,0.898337999999967,,
EV153,08/22/2022 06:18:00,08/22/2022 06:34:00,0.4722421061003956,0.1762752777777905,0.05848999999999904,0.23476527777778955,90.946875,90.015625,0.989063000000002,2.01240899999993,73.253323661341,393.362145072775,393.8343871788754,91.004688,90.015625,0.7508575350083878,,1.27667699999995,0.806189999999901,2.20561918396564,2.20561918396564
EV153,08/22/2022 07:36:00,08/22/2022 09:04:00,0.2299073411278414,1.4148752777777815,0.0312872222222218,1.4461625000000031,89.910938,88.234375,2.18906299999999,5.08193400000005,76.6478468077914,393.8343871788754,394.0642945200032,90.248438,88.234375,0.9783653481388006,,0.326212999999996,4.64435099999992,,
EV153,08/22/2022 10:25:00,08/22/2022 10:31:00,0.07145768710728362,0.06396250000000236,0.0084188888888903,0.07238138888889267,88.885938,89.13125,0,0.549814999999853,79.8683183693452,394.0642945200032,394.1357522071105,89.13125,88.885938,0.8836871049571386,,0.0641519999999787,0.352071000000024,4.57602590455076,7.28458272438956
EV153,08/22/2022 16:30:00,08/22/2022 16:52:00,0.7580728545294733,0.22734972222224312,0.06943611111111103,0.2967858333333542,88.979688,87.839063,1.39687499999999,3.51153399999998,79.9576565331688,394.1357522071105,394.89382506164,89.0375,87.640625,0.7660396713305403,,1.804757,1.51160200000004,6.67070367091898,30.3060119526962
EV153,08/23/2022 01:39:00,08/23/2022 01:50:00,0,0.1505950000000098,0,0.1505950000000098,88.071875,87.815625,0.77968700000001,0.451105999999982,78.3013553372013,394.89382506164,394.89382506164,88.10625,87.326563,1,,,0.451107000000093,,
EV153,08/23/2022 06:26:00,08/23/2022 07:12:00,0,0.5720116666666684,0,0.5720116666666684,87.920313,86.510938,1.47812500000001,2.54775599999994,77.2637749984344,394.89382506164,394.89382506164,87.989063,86.510938,1,,,2.54775599999994,,
EV153,08/23/2022 09:15:00,08/23/2022 09:29:00,0,0.2274283333333358,0,0.2274283333333358,87.128125,87.279688,0.0343750000000114,0.909311000000116,77.7468914950581,394.89382506164,394.89382506164,87.314063,87.128125,1,,,0.909311000000002,,
EV153,08/25/2022 05:12:00,08/25/2022 06:02:00,0.1149536705639207,0.8071061111111248,0.01906166666666564,0.8261677777777905,86.895313,86.395313,0.581249999999997,3.66396800000007,81.150817343346,394.89382506164,395.0087787322039,86.976563,86.395313,0.976927608193656,,0.208528000000001,3.44119599999999,,
EV153,08/25/2022 09:11:00,08/25/2022 14:45:00,28.343847555277193,2.6933799999999906,2.7663316666666677,5.459711666666658,85.823438,75.670313,14.403123,61.5537320000001,78.675111988581,395.0522747156605,423.39612227093767,86.790625,75.670313,0.4933190916370116,,50.48145,11.069573,7.73268204337495,21.7206513958482
EV153,08/25/2022 16:35:00,08/25/2022 17:05:00,0,0.4897186111111011,0,0.4897186111111011,75.635938,75.903125,0,0.901315000000068,83.2782294345198,423.39612227093767,423.39612227093767,75.903125,75.635938,1,,,0.901311999999962,,
EV153,08/25/2022 17:30:00,08/25/2022 18:43:00,0.4318529786049794,1.14740249999997,0.06174027777777802,1.209142777777748,75.146875,73.517188,2.21249999999999,3.75871600000005,83.808021099936,423.39612227093767,423.82797524954265,75.601563,73.517188,0.948938802834146,,1.14845000000003,2.59818699999994,6.50724773572338,35.8133506571622
EV153,08/25/2022 19:34:00,08/25/2022 21:01:00,0.6369054720432814,0.3549702777777384,0.1188958333333332,0.4738661111110716,74.320313,89.7125,0.185937000000024,3.34494399999994,82.4617029225445,423.82797524954265,424.4648807215859,89.759375,74.320313,0.7490940361728786,,1.34057000000001,1.99013300000001,3.27880240442328,42.3698115505448
EV153,08/26/2022 01:41:00,08/26/2022 04:13:00,0,2.1874616666666498,0,2.1874616666666498,91.564063,89.63125,3.621876,,81.6732276397035,424.4648807215859,424.4648807215859,91.692188,89.503125,1,,,,3.07509569688676,22.8782653056152
EV153,08/26/2022 05:12:00,08/26/2022 23:19:00,109.45453675534873,5.054872222222173,8.406055833333332,13.460928055555504,89.678125,98.48125,56.848435,269.247806,79.0123452972176,424.4648807215859,533.9194174769347,98.55,74.890625,0.37552182147916313,,239.418535,29.712051,7.56003209329022,40.6238818425396
EV153,08/29/2022 05:20:00,08/29/2022 20:37:00,95.93039275630316,6.539266944444421,7.2772766666666655,13.816543611111086,100,91.517188,58.282811,265.658112,82.6159501974979,533.9194174769347,629.8498102332378,100,69.220313,0.4732925345515232,,221.360068,44.242572,6.9671872281313,26.2202484366301
EV153,08/30/2022 05:04:00,08/30/2022 13:09:00,54.82047405651008,3.6369336111111465,3.919995555555555,7.556929166666702,92.298438,84.321875,29.014061,132.505164,79.1391614034366,629.8498102332378,684.6702842897479,92.4375,78.5,0.4812713644523106,,115.849502,16.642147,7.80603603222944,29.9950778081007
EV153,08/30/2022 13:56:00,08/30/2022 14:01:00,0,0.06865972222220762,0,0.06865972222220762,83.646875,84.042188,0.128125000000011,0.23715100000004,67.5308282393373,684.6702842897479,684.6702842897479,84.042188,83.646875,1,,,0.23715100000004,1.17178179432116,1.65756979241231
EV153,08/30/2022 15:45:00,08/30/2022 19:14:00,19.11027101725915,1.4241355555555515,1.7644580555555578,3.1885936111111093,83.717188,72.609375,12.095314,51.6176830000002,85.1279821303642,684.6702842897479,703.780555307007,83.995313,71.96875,0.4466343878357367,,42.102187,9.51284400000009,5.92463332646957,29.2814960629921
EV153,08/30/2022 21:37:00,08/30/2022 21:44:00,0.00932056788360569,0.10394777777781884,0,0.10394777777781884,71.875,72.235938,0.78125,0.56099399999971,73.1839487168409,703.780555307007,703.7898758748906,72.282813,71.875,1,,0,0.505527000000029,2.38737025769506,4.28149606299213
EV153,08/30/2022 22:10:00,08/30/2022 22:35:00,0.35418157957519725,0.3508550000000241,0.05946222222222275,0.41031722222224687,71.898438,71.851563,0.326561999999996,2.62205999999969,81.7175356399714,703.7898758748906,704.1440574544658,72.178125,71.851563,0.8550823143611183,,0.823756000000003,1.74405300000012,2.1890142337977,9.64343235504653
EV153,09/01/2022 07:43:42,09/01/2022 08:54:00,0.14602223017584492,0.4097569444444389,0.03701111111110578,0.44676805555554466,71.409375,83.95,0.592187999999993,2.84542499999998,78.7416401662101,704.1440574544658,704.2900796846417,84.01875,71.246875,0.9171581077678362,,0.435748999999987,2.40291400000001,0.658078695418754,3.38448460987831
EV153,09/01/2022 21:23:00,09/01/2022 21:28:00,0.06524397518489877,0.05373861111110045,0.00555750000000188,0.05929611111110233,83.7625,83.914063,0,0.786922000000231,83.3417530905974,704.2900796846417,704.3553236598266,83.914063,83.7625,0.9062754724405304,,0.0569429999999329,0.57529199999999,1.12890718205679,2.09377236936292
