Vehicle ID,Date,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,Average Speed
EV220,12/02/2022,0.6200000000000001,5.249999999999993,0.38527777777777644,5.635277777777767,66,59,8,1.67521794871795,52.16,2.57,3.19,74.14866882188188,,0.11002119583970053
EV220,12/03/2022,37.44000000000001,2.7499999999999982,1.7638888888888866,4.513888888888882,60,47,28,37.0916071428571,60.44,3.18999999999999,40.63,69.15025686405073,,8.294400000000016
EV220,12/05/2022,26.250000000000092,1.8499999999999988,1.0183333333333322,2.868333333333329,47,84,6,64.53675,51.98,40.6299999999999,66.88,65.10504966465506,,9.151656013945425
EV220,12/06/2022,16.930000000000007,0.4499999999999996,0.5508333333333326,1.0008333333333332,86,78,9,,50,66.88,83.81,55.30453186894902,,16.915903413821823
EV220,12/07/2022,1.7099999999999937,1.716666666666665,0.44388888888888756,2.160555555555554,79,75,5,10.8837307692308,49.82,83.81,85.52,66.15130051617888,,0.7914631010542532
EV220,12/08/2022,1.0100000000000051,1.0166666666666644,0.3791666666666661,1.3958333333333313,76,90,3,3.6478115719406,50.54,85.52,86.53,59.59638795507295,,0.7235820895522436
EV220,12/09/2022,0.0799999999999983,1.6,0.0558333333333331,1.65583333333333,,,,,51.44,86.53,86.61,96.6280825364871,,0.04831404126824265
EV220,12/13/2022,0.07000000000000739,0.1166666666666666,0.12499999999999979,0.2416666666666665,,,,0.428274853801169,46.94,86.61,86.68,36.79483514389173,,0.2896551724138239
EV220,12/14/2022,1.0899999999999892,2.399999999999991,0.2894444444444442,2.6894444444444416,87,84,3,14.5307020757021,50.18,86.68,87.77,78.81813683691313,,0.40528816360255787
EV220,12/15/2022,0.6200000000000045,3.9666666666666623,0.3108333333333332,4.27749999999999,83,81,2,3.89255050505051,53.78,87.77,88.39,69.70474191729353,,0.14494447691408674
EV220,12/16/2022,0.39000000000000057,9.883333333333328,0.2699999999999996,10.153333333333318,81,78,5,5.1991816239316,55.94,88.39,88.78,95.75551223954554,,0.038411030860144565
EV220,12/17/2022,8.929999999999993,6.466666666666653,0.6308333333333322,7.097499999999988,78,75,3,28.209358974359,55.04,88.78,97.71,73.17447715779687,,1.2581895033462498
EV220,12/18/2022,0.0799999999999983,2.049999999999999,0.7072222222222216,2.757222222222219,75,74,1,0.01025,54.14,97.79,97.87,81.80693132813677,,0.029014708845455792
EV220,12/19/2022,202.42000000000013,7.033333333333326,4.944999999999992,11.978333333333321,74,72,69,495.174306233062,55.04,97.8699999999999,300.29,61.14615989403234,,16.89884513705304
EV220,12/21/2022,0.9300000000000068,0.9666666666666663,0.23138888888888834,1.1980555555555548,65,63,2,,62.96,300.29,301.22,70.87126634057897,,0.7762578251796955
EV220,12/22/2022,0.5500000000000114,1.866666666666666,0.23166666666666563,2.098333333333325,76,88,7,21.3893888888889,62.06,301.68,302.23,80.6568939592837,,0.26211278792693254
EV220,12/27/2022,0.12000000000000455,0.716666666666666,0.0655555555555555,0.782222222222222,88,86,2,6,57.02,302.27,302.39,91.6193181818181,,0.15340909090909677
EV220,12/28/2022,24.620000000000005,4.249999999999993,1.2463888888888888,5.496388888888886,87,74,15,71.8292176386912,51.98,302.39,327.01,71.12439033265129,,4.479304593925308
EV220,12/29/2022,0.3100000000000023,0.0833333333333332,0.0888888888888887,0.1722222222222221,74,73,1,2.38461538461538,50.36,327.01,327.32,51.446419350198866,,1.8000000000000145
EV220,12/30/2022,0.07999999999998408,0.05,0.0452777777777777,0.0952777777777777,73,72,1,1.14285714285714,50.9,327.32,327.4,52.4781341107871,,0.8396501457724284
EV220,01/03/2023,0.37999999999999545,2.716666666666653,0.1216666666666666,2.8383333333333254,73,69,4,5.02744444444444,49.64,327.4,327.78,78.52727640407483,,0.1338813857897815
EV220,01/04/2023,0.2400000000000091,1.31666666666666,0.088611111111111,1.405277777777771,70,68,2,5.53333333333333,53.96,327.78,328.02,48.34761321909425,,0.17078474006721425
EV220,01/05/2023,0.3100000000000023,1.23333333333333,0.0758333333333332,1.30916666666666,68,67,1,6.19999999999999,50.36,328.02,328.33,94.2075111394016,,0.23679185232336386
EV220,01/06/2023,0.38999999999998636,1.7499999999999987,0.2327777777777775,1.9827777777777746,67,63,4,,52.7,328.32,328.71,72.80121625958621,,0.19669375175118425
EV220,01/09/2023,0.6200000000009709,0.116666666666666,0.116666666666666,0.233333333333333,63,61,2,,53.06,328.719999999999,329.34,50,,2.6571428571470217
