Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC
EV118,4/21/2021,2.0,3.3554034,0.0,0.229997222,0.229997222,86.0,85.0,1.0,2.10936,51.0,64.8089953,68.1643987,86.0,85.0
EV118,4/22/2021,5.0,16.9012912,0.110555556,0.598888889,0.709444445,85.0,100.0,18.0,37.96848,49.0,68.1643987,85.0656899,100.0,68.0
EV118,4/27/2021,3.0,2.1747985,0.015277778,0.5775,0.592777778,97.0,95.0,4.0,8.43744,49.0,85.0656899,87.2404884,97.0,94.0
EV118,5/4/2021,1.0,16.8391541,0.028055556,0.511388889,0.539444445,89.0,75.0,14.0,29.53104,72.0,87.2404884,104.0796425,89.0,75.0
EV118,5/6/2021,3.0,1.4912904,0.061388889,0.2775,0.338888889,72.0,70.0,3.0,6.32808,66.0,104.0796425,105.5709329,72.0,69.0
EV118,5/7/2021,2.0,0.3728226,0.014444444,0.048055556,0.0625,68.0,67.0,2.0,4.21872,61.0,105.5709329,105.9437555,68.0,67.0
EV118,5/13/2021,4.0,16.9634283,0.132222222,0.605277778,0.7375,52.0,75.0,13.0,27.42168,67.0,105.9437555,122.9071838,83.0,51.0
EV118,5/14/2021,1.0,0.4970968,0.014444444,0.166666667,0.181111111,74.0,73.0,2.0,4.21872,62.0,122.9071838,123.4042806,74.0,72.0
EV118,5/18/2021,5.0,18.3925816,0.121388889,1.516666667,1.6380555559999999,62.0,50.0,16.0,33.74976,61.0,123.4042806,141.7968622,62.0,46.0
EV118,5/20/2021,3.0,38.4628649,0.128055556,1.719722222,1.847777778,100.0,72.0,29.0,61.17144,57.0,141.7968622,180.2597271,100.0,72.0
EV118,5/24/2021,7.0,2.1747985,0.114444444,0.388611111,0.503055555,60.0,56.0,5.0,10.5468,72.0,180.2597271,182.4345256,60.0,55.0
EV118,5/25/2021,5.0,5.8408874,0.100833333,0.578055556,0.678888889,100.0,98.0,2.0,4.21872,74.0,182.4345256,188.275413,100.0,98.0
EV118,6/11/2021,7.0,34.2375421,0.151111111,1.262225,1.413336111,86.0,58.0,27.0,56.95272,69.0,188.275413,222.5129551,86.0,58.0
EV118,6/14/2021,2.0,0.621371,0.029444444,0.085833333,0.115277777,100.0,100.0,0.0,,81.0,222.5129551,223.1343261,100.0,100.0
EV118,6/15/2021,6.0,5.5302019,0.058055556,0.659166667,0.717222223,94.0,89.0,7.0,14.76552,87.0,223.1343261,228.664528,95.0,89.0
EV118,6/17/2021,5.0,0.7456452,0.099444444,0.2275,0.326944444,80.0,77.0,1.0,2.10936,85.0,228.664528,229.4101732,82.0,77.0
EV118,6/22/2021,7.0,17.7090735,0.028611111,1.371386111,1.399997222,64.0,51.0,13.0,27.42168,76.0,229.4101732,247.1192467,64.0,51.0
EV118,6/23/2021,1.0,1.4291533,0.001944444,0.036944444,0.038888887999999996,50.0,100.0,0.0,,72.0,247.1192467,248.5484,100.0,50.0
EV118,6/24/2021,8.0,0.2485484,0.170833333,0.534166667,0.7050000000000001,99.0,98.0,2.0,4.21872,70.0,248.5484,248.7969484,100.0,97.0
EV118,6/25/2021,2.0,0.2485484,0.025,0.161388889,0.186388889,94.0,100.0,1.0,2.10936,72.0,248.7969484,249.0454968,100.0,94.0
EV118,6/28/2021,,0.9320565,,,,92.0,91.0,2.0,4.21872,82.0,249.0454968,249.9775533,92.0,91.0
EV118,6/29/2021,5.0,1.0563307,0.050555556,0.520277778,0.570833334,99.0,98.0,1.0,2.10936,76.0,249.9775533,251.033884,99.0,98.0
EV118,6/30/2021,2.0,1.9883872,0.073611111,0.231111111,0.304722222,96.0,92.0,4.0,8.43744,77.0,251.033884,253.0222712,96.0,92.0
EV118,7/7/2021,1.0,43.0610103,0.01,0.061944444,0.071944444,71.0,64.0,38.0,80.15568,81.0,253.0222712,296.0832815,100.0,64.0
EV118,7/8/2021,13.0,93.4541984,0.4075,3.691944444,4.099444444,100.0,59.0,80.0,168.7488,84.0,296.0832815,389.5374799,100.0,59.0
EV118,7/9/2021,21.0,98.6737148,0.238333333,5.423055556,5.661388889,59.0,53.0,81.0,170.85816,82.0,389.5374799,488.2111947,100.0,53.0
EV118,7/10/2021,5.0,51.3873817,0.101111111,1.956944444,2.0580555549999997,51.0,63.0,38.0,80.15568,82.0,488.2111947,539.5985764,100.0,51.0
EV118,7/12/2021,4.0,49.1504461,0.024166667,0.436944444,0.46111111099999996,56.0,59.0,41.0,86.48376,78.0,539.5985764,588.7490225,100.0,55.0
EV118,7/13/2021,24.0,64.3118985,0.296111111,4.598888889,4.8950000000000005,59.0,100.0,56.0,118.12416,80.0,588.7490225,653.060921,100.0,45.0
EV118,7/14/2021,15.0,62.1992371,0.12,2.7525,2.8725,100.0,37.0,64.0,134.99904,81.0,653.060921,715.2601581,100.0,37.0
EV118,7/15/2021,7.0,36.3502035,0.071111111,1.619166667,1.690277778,37.0,67.0,32.0,67.49952,78.0,715.2601581,751.6103616,100.0,36.0
EV118,7/18/2021,9.0,49.70968,0.045,1.913333333,1.958333333,96.0,100.0,40.0,84.3744,82.0,751.6103616,801.3200416,100.0,58.0
EV118,7/19/2021,9.0,50.3931881,0.1325,2.263611111,2.3961111109999997,100.0,61.0,38.0,80.15568,81.0,801.3200416,851.7132297,100.0,61.0
EV118,7/20/2021,15.0,25.5383481,0.340277778,1.685833333,2.026111111,100.0,70.0,30.0,63.2808,81.0,851.7132297,877.2515778,100.0,70.0
EV118,7/21/2021,14.0,47.9698412,0.216111111,2.690277778,2.906388889,68.0,67.0,45.0,94.9212,83.0,877.2515778,925.221419,99.0,56.0
EV118,7/22/2021,16.0,68.35081,0.354722222,3.535555556,3.8902777779999997,63.0,77.0,60.0,126.5616,85.0,925.221419,993.572229,100.0,56.0
