Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature
EV090,05/01/20,,22.899,,13.92,,,,42.43,67.888,66.4
EV090,05/02/20,,42.007,,11.9,,,,68.59,109.744,66.6
EV090,05/03/20,,19.55,,9.3,,,,43.26,69.216,66.1
EV090,05/04/20,,32.912,,10.48,,,,63.18,101.088,67.6
EV090,05/05/20,,38.148,,11.65,,,,58.39,93.424,72.8
EV090,05/06/20,,46.733,,15.28,,,,61.6,98.56,74.9
EV090,05/07/20,,41.599,,16.34,,,,70.43,112.688,70.7
EV090,05/08/20,,38.114,,13.74,,,,68.76,110.016,65.8
EV090,05/09/20,,25.194,,14.26,,,,59.75,95.6,65.5
EV090,05/10/20,,23.953,,12.67,,,,60.61,96.976,65.2
EV090,05/11/20,,41.548,,13.5,,,,68.2,109.12,65.2
EV090,05/12/20,,36.142,,13.13,,,,45.87,73.392,63.1
EV090,05/13/20,,41.157,,15.66,,,,61.54,98.464,64.7
EV090,05/14/20,,31.637,,12.74,,,,53.76,86.016,65.6
EV090,05/15/20,,41.667,,15.47,,,,69.8,111.68,66
EV090,05/16/20,,25.806,,10.15,,,,42.05,67.28,68.3
EV090,05/17/20,,12.121,,9.68,,,,32.22,51.552,66.4
EV090,05/18/20,,40.12,,13.3,,,,64.26,102.816,64.8
EV090,05/19/20,,34.782,,12.28,,,,60.35,96.56,63.6
EV090,05/20/20,,41.242,,13.18,,,,57.94,92.704,65
EV090,05/21/20,,40.12,,15.07,,,,64.45,103.12,68.5
EV090,05/22/20,,49.64,,15.77,,,,75.95,121.52,64.3
EV090,05/23/20,,15.538,,7.22,,,,27.16,43.456,65.2
EV090,05/24/20,,26.571,,12.13,,,,45.16,72.256,65.9
EV090,05/25/20,,41.633,,14.77,,,,64.51,103.216,66.6
EV090,05/26/20,,33.269,,13.69,,,,52.69,84.304,66.8
EV090,05/27/20,,38.199,,13.39,,,,64.71,103.536,63.9
EV090,05/28/20,,45.152,,13.78,,,,67.02,107.232,63.8
EV090,05/29/20,,45.118,,16.01,,,,72.58,116.128,64.7
EV090,05/30/20,,25.415,,11.76,,,,51.14,81.824,67.4
EV090,05/31/20,,20.332,,8.67,,,,40.75,65.2,67
EV090,06/01/20,,37.604,,13.58,,,,60.33,96.528,70.4
EV090,06/02/20,,35.717,,14.1,,,,59.9,95.84,68.4
EV090,06/03/20,,35.717,,13.75,,,,63.08,100.928,71.3
EV090,06/04/20,,38.658,,13.84,,,,67.75,108.4,65.2
EV090,06/05/20,,46.223,,13.94,,,,70.61,112.976,66.4
EV090,06/06/20,,2.975,,1.17,,,,2.42,3.872,66.7
EV090,06/07/20,,11.611,,6.92,,,,27.03,43.248,66.7
EV090,06/08/20,,15.759,,7.86,,,,37.74,60.384,74.7
EV090,06/09/20,,27.285,,10.78,,,,48.31,77.296,81.1
EV090,06/10/20,,31.756,,13.24,,,,51.82,82.912,78.6
EV090,06/11/20,,27.982,,13.05,,,,55.49,88.784,71.3
EV090,06/12/20,,48.518,,19.28,,,,78.72,125.952,66.2
EV090,06/13/20,,33.847,,14.99,,,,63.04,100.864,67.1
EV090,06/14/20,,31.297,,15.54,,,,57.77,92.432,68
EV090,06/15/20,,44.557,,13.23,,,,72.01,115.216,66.5
EV090,06/16/20,,36.635,,14.03,,,,72.54,116.064,66.4
EV090,06/17/20,,44.914,,12.74,,,,59.12,94.592,66.3
EV090,06/18/20,,0.561,,0.75,,,,0.16,0.256,63.8
EV090,06/19/20,,23.477,,7.95,,,,32.35,51.76,67.4
EV090,06/20/20,,27.064,,7.73,,,,37.19,59.504,67.2
EV090,06/21/20,,0.102,,0.28,,,,0.36,0.576,67.8
EV090,06/22/20,,52.734,,17.36,,,,83.42,133.472,67.6
EV090,06/23/20,,49.997,,16.09,,,,69.93,111.888,66.7
EV090,06/24/20,,18.683,,15.47,,,,35.07,56.112,67.6
