Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature
EV209,05/01/2020,,48.314,,16.49,,,,84.79,135.664,66.4
EV209,05/02/2020,,21.488,,14.48,,,,44.64,71.424,66.6
EV209,05/03/2020,,20.876,,11.01,,,,44.22,70.752,66.1
EV209,05/04/2020,,42.823,,16.05,,,,69.98,111.968,67.6
EV209,05/05/2020,,39.627,,15.33,,,,76.86,122.976,72.8
EV209,05/06/2020,,43.316,,16.01,,,,81.81,130.896,74.9
EV209,05/07/2020,,40.273,,17.04,,,,83.39,133.424,70.7
EV209,05/08/2020,,41.939,,16.28,,,,74.51,119.216,65.8
EV209,05/09/2020,,24.327,,12.14,,,,50.28,80.448,65.5
EV209,05/10/2020,,27.234,,12.23,,,,57.27,91.632,65.2
EV209,05/11/2020,,36.006,,15.93,,,,68.35,109.36,65.2
EV209,05/12/2020,,39.321,,18.3,,,,66.76,106.816,63.1
EV209,05/13/2020,,37.638,,16.07,,,,67.07,107.312,64.7
EV209,05/14/2020,,39.542,,15.8,,,,66.69,106.704,65.6
EV209,05/15/2020,,39.1,,15.29,,,,70.64,113.024,66
EV209,05/16/2020,,23.953,,11.76,,,,62.42,99.872,68.3
EV209,05/17/2020,,19.771,,9.88,,,,45.12,72.192,66.4
EV209,05/18/2020,,32.47,,14.16,,,,54.48,87.168,64.8
EV209,05/19/2020,,39.44,,15.31,,,,74.27,118.832,63.6
EV209,05/20/2020,,30.991,,13.01,,,,58.32,93.312,65
EV209,05/21/2020,,20.332,,5.36,,,,33.1,52.96,68.5
EV209,05/22/2020,,36.125,,13.57,,,,54.67,87.472,64.3
EV209,05/23/2020,,2.142,,2.36,,,,6.4,10.24,65.2
EV209,05/24/2020,,8.126,,3.15,,,,14.22,22.752,65.9
EV209,05/25/2020,,36.601,,15.83,,,,59.24,94.784,66.6
EV209,05/26/2020,,34.425,,15.62,,,,63.49,101.584,66.8
EV209,05/27/2020,,43.758,,15.68,,,,67.55,108.08,63.9
EV209,05/28/2020,,34.527,,14.31,,,,54.01,86.416,63.8
EV209,05/29/2020,,24.072,,12.21,,,,46.98,75.168,64.7
EV209,05/30/2020,,22.763,,9.55,,,,53.02,84.832,67.4
EV209,05/31/2020,,22.083,,8.64,,,,47.28,75.648,67
EV209,06/01/2020,,41.565,,15.2,,,,67.38,107.808,70.4
