Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC
EV120,5/19/2021,2.0,0.1864113,0.0025,0.050555556,0.053055556000000004,92.0,92.0,0.0,,62.0,59.8380273,60.0244386,92.0,92.0
EV120,6/2/2021,1.0,7.1457665,0.034722222,0.302777778,0.3375,86.0,98.0,9.0,18.98424,77.0,60.0244386,67.1702051,98.0,80.0
EV120,6/7/2021,1.0,36.2259293,0.036388889,0.003611111,0.04,91.0,100.0,49.0,103.35864,58.0,67.2323422,103.4582715,100.0,52.0
EV120,6/8/2021,6.0,50.0825026,0.1125,1.301111111,1.413611111,99.0,100.0,61.0,128.67096,60.0,103.4582715,153.5407741,100.0,39.0
EV120,6/9/2021,3.0,33.2433485,0.056944444,1.143888889,1.200833333,100.0,56.0,45.0,94.9212,64.0,153.5407741,186.7841226,100.0,56.0
EV120,6/10/2021,6.0,0.8699194,0.128333333,0.968333333,1.096666666,56.0,99.0,0.0,,62.0,186.7841226,187.654042,100.0,56.0
EV120,6/14/2021,2.0,1.1806049,0.045555556,0.162222222,0.207777778,93.0,99.0,2.0,4.21872,81.0,187.654042,188.8346469,99.0,92.0
EV120,6/21/2021,2.0,3.2932663,0.342222222,0.294722222,0.636944444,98.0,98.0,16.0,33.74976,77.0,188.8346469,192.1279132,100.0,89.0
EV120,7/7/2021,1.0,0.5592339,0.018611111,0.058888889,0.0775,70.0,70.0,1.0,2.10936,81.0,192.1279132,192.6871471,71.0,70.0
EV120,7/8/2021,13.0,14.5400814,0.220555556,1.140555556,1.3611111120000001,100.0,88.0,12.0,25.31232,84.0,192.6871471,207.2272285,100.0,88.0
EV120,7/9/2021,1.0,6.0272987,0.007222222,0.431388889,0.438611111,86.0,100.0,5.0,10.5468,82.0,207.2272285,213.2545272,100.0,78.0
EV120,7/12/2021,1.0,0.1242742,0.005,0.040833333,0.045833333,95.0,99.0,0.0,,78.0,213.2545272,213.3788014,99.0,94.0
EV120,7/14/2021,2.0,0.3106855,0.006666667,0.056944444,0.063611111,98.0,95.0,1.0,2.10936,81.0,213.3788014,213.6894869,98.0,95.0
EV120,7/16/2021,5.0,52.3194382,0.135833333,1.543333333,1.679166666,97.0,88.0,45.0,94.9212,77.0,213.6894869,266.0089251,98.0,64.0
EV120,7/19/2021,5.0,61.8885516,0.098055556,1.588611111,1.6866666670000001,79.0,54.0,50.0,105.468,81.0,266.0089251,327.8974767,88.0,54.0
EV120,7/20/2021,13.0,128.0645631,0.2225,3.543888889,3.7663888890000004,100.0,10.0,169.0,356.48184,81.0,327.8974767,455.9620398,100.0,4.0
EV120,7/21/2021,17.0,145.0901285,0.235833333,5.435558333,5.671391666000001,100.0,100.0,169.0,356.48184,83.0,455.9620398,601.0521683,100.0,10.0
EV120,7/22/2021,16.0,160.1273067,0.376111111,5.563888889,5.94,100.0,30.0,211.0,445.07496,85.0,601.0521683,761.179475,100.0,0.0
EV120,7/23/2021,23.0,124.7091597,0.312777778,6.000833333,6.313611111,30.0,36.0,138.0,291.09168,81.0,761.179475,885.8886347,100.0,30.0
EV120,7/26/2021,1.0,65.1818179,0.0,0.34,0.34,99.0,8.0,92.0,194.06112,71.0,885.8886347,951.0704526,100.0,8.0
EV120,7/27/2021,10.0,114.1458527,0.105555556,5.365555556,5.471111112,100.0,38.0,133.0,280.54488,80.0,951.0704526,1065.216305,100.0,30.0
EV120,7/28/2021,14.0,154.8456532,0.1275,5.732222222,5.859722222,100.0,25.0,178.0,375.46608,81.0,1065.216305,1220.061959,100.0,1.0
EV120,7/29/2021,5.0,52.4437124,0.029166667,2.317777778,2.346944445,100.0,39.0,63.0,132.88968,81.0,1220.061959,1272.505671,100.0,39.0
EV120,7/30/2021,6.0,52.5058495,0.085277778,2.253333333,2.338611111,100.0,26.0,74.0,156.09264,81.0,1272.505671,1325.01152,100.0,26.0
EV120,8/2/2021,,64.6847211,,,,98.0,18.0,82.0,172.96752,84.0,1325.01152,1389.696242,98.0,18.0
EV120,8/3/2021,7.0,143.1017413,0.781111111,6.493333333,7.274444444,100.0,18.0,178.0,375.46608,85.0,1389.696242,1532.797983,100.0,7.0
EV120,8/4/2021,3.0,61.8264145,0.501111111,2.726388889,3.2275,100.0,10.0,90.0,189.8424,85.0,1532.797983,1594.624397,100.0,10.0
EV120,8/5/2021,8.0,145.5872253,0.8625,6.364166667,7.226666667,100.0,16.0,187.0,394.45032,84.0,1594.624397,1740.211623,100.0,4.0
EV120,8/6/2021,9.0,140.9890799,0.986944444,6.015555556,7.0024999999999995,16.0,12.0,169.0,356.48184,80.0,1740.211623,1881.200703,100.0,12.0
EV120,8/9/2021,1.0,57.8496401,0.052222222,0.015833333,0.068055555,100.0,22.0,79.0,166.63944,77.0,1881.200703,1939.050343,100.0,22.0
EV120,8/10/2021,10.0,135.1481925,1.157222222,5.721666667,6.878888889,100.0,16.0,173.0,364.91928,81.0,1939.050343,2074.198535,100.0,10.0
EV120,8/11/2021,17.0,135.5210151,1.014166667,5.810833333,6.824999999999999,100.0,25.0,161.0,339.60696,80.0,2074.198535,2209.71955,100.0,14.0
EV120,8/12/2021,11.0,122.9693209,1.0075,5.580830556,6.588330556000001,25.0,16.0,162.0,341.71632,79.0,2209.71955,2332.688871,100.0,16.0
EV120,8/13/2021,13.0,119.303232,1.133611111,5.746666667,6.880277778,16.0,23.0,159.0,335.38824,78.0,2332.688871,2451.992103,100.0,16.0
EV120,8/16/2021,,74.0674232,,,,100.0,18.0,82.0,172.96752,81.0,2451.992103,2526.059526,100.0,18.0
EV120,8/17/2021,2.0,61.9506887,0.184722222,3.265,3.449722222,99.0,20.0,80.0,168.7488,76.0,2526.059526,2588.010215,100.0,20.0
EV120,8/18/2021,10.0,140.5541202,1.146111111,6.077497222,7.223608333,100.0,29.0,158.0,333.27888,68.0,2588.010215,2728.564335,100.0,14.0
EV120,8/19/2021,6.0,63.0070194,1.537222222,2.975277778,4.5125,29.0,22.0,78.0,164.53008,69.0,2728.564335,2791.571355,100.0,22.0
EV120,8/20/2021,9.0,136.8258942,0.339166667,6.122219444,6.4613861109999995,100.0,31.0,169.0,356.48184,67.0,2791.571355,2928.397249,100.0,4.0
EV120,8/23/2021,,64.622584,,,,100.0,16.0,84.0,177.18624,67.0,2928.397249,2993.019833,100.0,16.0
EV120,8/24/2021,5.0,59.2787934,0.454166667,2.833611111,3.287777778,16.0,32.0,68.0,143.43648,77.0,2993.019833,3052.298626,100.0,16.0
EV120,8/25/2021,4.0,79.1626654,1.154166667,2.841111111,3.995277778,32.0,10.0,90.0,189.8424,82.0,3052.298626,3131.461292,100.0,10.0
EV120,8/26/2021,5.0,130.7985955,0.383611111,5.635833333,6.0194444439999995,10.0,68.0,153.0,322.73208,83.0,3131.461292,3262.259887,100.0,10.0
EV120,8/27/2021,6.0,69.4071407,0.781111111,2.690277778,3.471388889,100.0,8.0,95.0,200.3892,86.0,3262.259887,3331.667028,100.0,7.0
EV120,8/31/2021,,60.894358,,,,100.0,19.0,81.0,170.85816,72.0,3331.729165,3392.623523,100.0,16.0
EV120,9/1/2021,3.0,57.2282691,0.17,2.601941667,2.771941667,19.0,36.0,65.0,137.1084,65.0,3392.623523,3449.851792,100.0,19.0
EV120,9/2/2021,10.0,141.8589993,0.925,6.234169444,7.159169444,36.0,12.0,163.0,343.82568,67.0,3449.851792,3591.710791,100.0,12.0
EV120,9/3/2021,14.0,88.9181901,0.272777778,7.320272222,7.59305,12.0,100.0,87.0,183.51432,77.0,3591.710791,3680.628981,100.0,12.0
EV120,9/7/2021,,66.0517373,,,,99.0,13.0,87.0,183.51432,78.0,3680.628981,3746.680719,100.0,13.0
EV120,9/8/2021,5.0,56.1719384,0.741666667,3.288611111,4.030277777999999,13.0,28.0,73.0,153.98328,80.0,3746.680719,3802.852657,100.0,13.0
EV120,9/9/2021,11.0,57.166132,2.144166667,5.742227778,7.8863944450000005,28.0,100.0,64.0,134.99904,85.0,3802.852657,3860.018789,100.0,28.0
EV120,9/10/2021,,0.5592339,,,,100.0,100.0,0.0,,82.0,3860.018789,3860.578023,100.0,100.0
EV120,9/14/2021,7.0,173.8596058,0.166388889,2.173613889,2.3400027779999997,95.0,20.0,144.0,303.74784,77.0,3860.578023,4034.437629,100.0,20.0
EV120,9/15/2021,4.0,67.2323422,0.3975,5.665555556,6.063055556,19.0,10.0,92.0,194.06112,75.0,4036.177468,4103.40981,100.0,10.0
EV120,9/16/2021,15.0,129.0587567,0.7525,6.913605556,7.666105556,10.0,37.0,137.0,288.98232,69.0,4103.40981,4232.468567,100.0,10.0
EV120,9/17/2021,17.0,116.5070625,1.448611111,5.761111111,7.209722222,100.0,16.0,135.0,284.7636,70.0,4232.468567,4348.975629,100.0,16.0
EV120,9/21/2021,,63.7526646,,,,100.0,8.0,94.0,198.27984,83.0,4348.975629,4412.728294,100.0,7.0
EV120,9/22/2021,5.0,59.0923821,0.7175,3.441388889,4.158888889,100.0,35.0,65.0,137.1084,82.0,4412.728294,4471.820676,100.0,35.0
EV120,9/23/2021,6.0,57.9739143,0.885833333,3.260555556,4.146388889,35.0,12.0,88.0,185.62368,76.0,4471.820676,4529.79459,100.0,12.0
EV120,9/24/2021,4.0,60.2108499,1.166944444,3.525555556,4.6925,12.0,28.0,75.0,158.202,72.0,4529.79459,4590.00544,100.0,10.0
EV120,9/28/2021,,64.2497614,,,,100.0,28.0,73.0,153.98328,60.0,4590.00544,4654.255201,100.0,28.0
EV120,10/11/2021,6.0,12.8002426,0.173611111,0.602222222,0.775833333,98.0,86.0,14.0,29.53104,57.0,4654.255201,4667.055444,98.0,84.0
EV120,10/13/2021,1.0,0.2485484,0.001944444,0.051944444,0.053888887999999996,84.0,82.0,2.0,4.21872,58.0,4667.055444,4667.303992,84.0,82.0
EV120,10/25/2021,14.0,9.0098795,0.015555556,1.838333333,1.853888889,83.0,98.0,6.0,12.65616,51.0,4667.490404,4676.500283,100.0,83.0
EV120,11/5/2021,1.0,60.9564951,0.0,0.0,0.0,96.0,28.0,68.0,143.43648,71.0,4676.624557,4737.581052,97.0,28.0
EV120,11/10/2021,,64.622584,,,,98.0,16.0,82.0,172.96752,62.0,4737.581052,4802.203636,98.0,16.0
EV120,11/11/2021,12.0,128.9344825,1.898055556,7.563333333,9.461388889,16.0,48.0,165.0,348.0444,71.0,4802.203636,4931.138119,100.0,8.0
EV120,11/12/2021,14.0,65.243955,1.149722222,6.516111111,7.665833333,48.0,26.0,76.0,160.31136,72.0,4931.138119,4996.382074,100.0,26.0
EV120,11/16/2021,1.0,62.758471,0.0525,0.023333333,0.075833333,98.0,20.0,81.0,170.85816,63.0,4996.444211,5059.202682,99.0,20.0
EV120,11/17/2021,4.0,60.1487128,0.490277778,2.997222222,3.4875,100.0,25.0,78.0,164.53008,61.0,5059.202682,5119.351395,100.0,25.0
EV120,11/18/2021,20.0,115.4507318,0.88,8.234722222,9.114722222000001,25.0,96.0,103.0,217.26408,65.0,5119.351395,5234.802127,100.0,2.0
EV120,11/20/2021,2.0,0.4349597,0.026388889,0.111944444,0.138333333,98.0,97.0,3.0,6.32808,60.0,5234.802127,5235.237086,98.0,96.0
